Case_number,District_name,Week_day,Year,Month,Day_month,Time,Type_of_vehicle,Sex,Age,Person_type,Injury_severity,Day,Holiday,Vacation_day,Numero_expedient_count,Number of victims,Slightly injured,Severely injured,Weekend Exists,Season,Density,TM,HRM,PM,PPT,RS24h,VVM10,Time_segment
2022S001883    ,Sant Andreu,Friday,2022,4,1,9,Veh. motor personal mobility,Man,30,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001884    ,Nou Barris,Friday,2022,4,1,6,Motorcycle,Woman,51,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,1,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001885    ,Eixample,Friday,2022,4,1,7,Motorcycle,Woman,30,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,1,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001886    ,Sarrià-Sant Gervasi,Thursday,2022,3,31,21,Motorcycle,Woman,51,Driver,1,31/03/2022,Not Holiday,False,1,0,1,0,False,Spring,1,12.7,80,996.2,8.7,14.6,2.2,14-22
2022S001887    ,Horta-Guinardó,Friday,2022,4,1,8,Tourism,Woman,64,Pedestrian,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001888    ,Ciutat Vella,Friday,2022,4,1,10,Bicycle,Man,72,Driver,1,01/04/2022,Not Holiday,False,1,0,1,0,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001889    ,Gràcia,Friday,2022,4,1,10,Motorcycle,Woman,47,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001890    ,Sant Andreu,Friday,2022,4,1,8,Motorcycle,Man,47,Driver,3,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001891    ,Eixample,Friday,2022,4,1,10,Motorcycle,Man,23,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001893    ,Eixample,Friday,2022,4,1,12,Tourism,Woman,50,Passenger,2,01/04/2022,Not Holiday,False,2,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001894    ,Eixample,Friday,2022,4,1,13,Motorcycle,Man,70,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,6-14
2022S001895    ,Sarrià-Sant Gervasi,Friday,2022,4,1,14,Bicycle,Man,31,Driver,1,01/04/2022,Not Holiday,False,1,0,1,0,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001896    ,Sant Martí,Friday,2022,4,1,15,Motorcycle,Woman,44,Driver,2,01/04/2022,Not Holiday,False,2,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001897    ,Sant Andreu,Friday,2022,4,1,17,Motorcycle,Man,34,Driver,0,01/04/2022,Not Holiday,False,1,0,1,0,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001898    ,Eixample,Friday,2022,4,1,17,Motorcycle,Woman,23,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001899    ,Eixample,Friday,2022,4,1,18,Motorcycle,Man,37,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001900    ,Les Corts,Friday,2022,4,1,16,Bus,Woman,61,Passenger,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001901    ,Sant Martí,Friday,2022,4,1,18,Motorcycle,Woman,63,Pedestrian,2,01/04/2022,Not Holiday,False,2,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001903    ,Sarrià-Sant Gervasi,Friday,2022,4,1,20,Motorcycle,Man,59,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001904    ,Eixample,Friday,2022,4,1,19,Motorcycle,Woman,27,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001905    ,Horta-Guinardó,Friday,2022,4,1,18,Motorcycle,Woman,27,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001906    ,Eixample,Friday,2022,4,1,20,Motorcycle,Man,47,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001907    ,Ciutat Vella,Friday,2022,4,1,23,Taxi,Woman,26,Pedestrian,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,1,11.7,29,1001.7,0.0,24.3,4.5,22-6
2022S001908    ,Gràcia,Friday,2022,4,1,16,Tourism,Man,60,Driver,2,01/04/2022,Not Holiday,False,1,0,0,1,True,Spring,2,11.7,29,1001.7,0.0,24.3,4.5,14-22
2022S001909    ,Sant Martí,Saturday,2022,4,2,3,Motorcycle,Man,24,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,0,9.8,40,1007.6,0.0,22.4,4.3,22-6
2022S001911    ,Sant Martí,Saturday,2022,4,2,8,Tourism,Woman,54,Passenger,2,02/04/2022,Not Holiday,True,3,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001912    ,Sarrià-Sant Gervasi,Saturday,2022,4,2,4,Bus,Man,21,Passenger,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,0,9.8,40,1007.6,0.0,22.4,4.3,22-6
2022S001913    ,Sants-Montjuïc,Saturday,2022,4,2,9,Motorcycle,Man,40,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001914    ,Eixample,Saturday,2022,4,2,10,Motorcycle,Man,24,Driver,1,02/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001917    ,Sarrià-Sant Gervasi,Saturday,2022,4,2,12,Bus,Woman,66,Passenger,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,2,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001918    ,Eixample,Saturday,2022,4,2,12,Motorcycle,Man,49,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,2,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001919    ,Sants-Montjuïc,Saturday,2022,4,2,14,Bus,Woman,31,Passenger,2,02/04/2022,Not Holiday,True,4,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001920    ,Sarrià-Sant Gervasi,Saturday,2022,4,2,12,Ciclomotor,Man,22,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,2,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001921    ,Sant Martí,Saturday,2022,4,2,14,Motorcycle,Woman,32,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001922    ,Sarrià-Sant Gervasi,Saturday,2022,4,2,17,Veh. motor personal mobility,Man,55,Driver,1,02/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001923    ,Eixample,Saturday,2022,4,2,13,Veh. motor personal mobility,Man,28,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,2,9.8,40,1007.6,0.0,22.4,4.3,6-14
2022S001924    ,Ciutat Vella,Saturday,2022,4,2,17,Tourism,Woman,37,Passenger,1,02/04/2022,Not Holiday,True,7,0,1,0,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001925    ,Sant Martí,Saturday,2022,4,2,17,Tourism,Man,20,Pedestrian,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001926    ,Nou Barris,Saturday,2022,4,2,20,Bus,Man,17,Passenger,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001927    ,Eixample,Saturday,2022,4,2,19,Motorcycle,Woman,44,Passenger,2,02/04/2022,Not Holiday,True,2,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001928    ,Sant Andreu,Saturday,2022,4,2,21,Motorcycle,Man,35,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,14-22
2022S001929    ,Sant Andreu,Saturday,2022,4,2,22,Motorcycle,Man,34,Driver,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,22-6
2022S001930    ,Desconegut,Sunday,2022,4,3,1,Ciclomotor,Woman,33,Driver,1,03/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,22-6
2022S001931    ,Sarrià-Sant Gervasi,Saturday,2022,4,2,23,Tourism,Man,26,Pedestrian,2,02/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,9.8,40,1007.6,0.0,22.4,4.3,22-6
2022S001932    ,Sant Martí,Sunday,2022,4,3,3,Tourism,Man,53,Driver,1,03/04/2022,Not Holiday,True,1,0,1,0,False,Spring,0,7.9,51,1013.3,1.0,8.0,2.1,22-6
2022S001933    ,Eixample,Sunday,2022,4,3,1,Motorcycle,Man,24,Passenger,2,03/04/2022,Not Holiday,True,2,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,22-6
2022S001937    ,Nou Barris,Sunday,2022,4,3,6,Tourism,Man,40,Pedestrian,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,0,7.9,51,1013.3,1.0,8.0,2.1,6-14
2022S001938    ,Sant Martí,Sunday,2022,4,3,8,Tourism,Man,21,Pedestrian,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,6-14
2022S001939    ,Gràcia,Sunday,2022,4,3,11,Motorcycle,Man,48,Driver,1,03/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,6-14
2022S001940    ,Gràcia,Sunday,2022,4,3,12,Motorcycle,Man,24,Driver,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,6-14
2022S001941    ,Eixample,Sunday,2022,4,3,17,Motorcycle,Woman,31,Driver,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001942    ,Eixample,Sunday,2022,4,3,17,Motorcycle,Man,65,Driver,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001943    ,Eixample,Sunday,2022,4,3,18,Taxi,Man,44,Driver,1,03/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001944    ,Eixample,Sunday,2022,4,3,19,Motorcycle,Man,55,Driver,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001945    ,Sarrià-Sant Gervasi,Sunday,2022,4,3,20,Motorcycle,Woman,49,Driver,3,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001946    ,Eixample,Sunday,2022,4,3,20,Motorcycle,Woman,27,Driver,1,03/04/2022,Not Holiday,True,1,0,1,0,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,14-22
2022S001947    ,Les Corts,Sunday,2022,4,3,22,Bicycle,Man,20,Driver,2,03/04/2022,Not Holiday,True,1,0,0,1,False,Spring,1,7.9,51,1013.3,1.0,8.0,2.1,22-6
2022S001948    ,Eixample,Monday,2022,4,4,7,Motorcycle,Man,37,Driver,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001949    ,Eixample,Monday,2022,4,4,5,Bus,Woman,38,Passenger,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,0,9.4,51,1014.4,0.0,20.2,2.0,22-6
2022S001950    ,Sant Andreu,Monday,2022,4,4,7,Motorcycle,Woman,50,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001951    ,Sants-Montjuïc,Monday,2022,4,4,8,Motorcycle,Woman,37,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001952    ,Sant Martí,Monday,2022,4,4,7,Ciclomotor,Woman,21,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001953    ,Sarrià-Sant Gervasi,Monday,2022,4,4,9,Tourism,Woman,14,Pedestrian,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001954    ,Sant Martí,Monday,2022,4,4,7,Veh. motor personal mobility,Woman,27,Driver,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001955    ,Eixample,Monday,2022,4,4,8,Tourism,Man,54,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001956    ,Sant Andreu,Monday,2022,4,4,9,Motorcycle,Man,55,Driver,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001957    ,Eixample,Monday,2022,4,4,14,Bicycle,Man,34,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001958    ,Sant Martí,Monday,2022,4,4,15,Veh. motor personal mobility,Man,20,Driver,2,04/04/2022,Not Holiday,False,2,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001959    ,Sarrià-Sant Gervasi,Monday,2022,4,4,15,Motorcycle,Man,40,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001960    ,Sants-Montjuïc,Monday,2022,4,4,15,Motorcycle,Woman,41,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001961    ,Sant Martí,Monday,2022,4,4,17,Articulated bus,Woman,76,Passenger,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001962    ,Eixample,Monday,2022,4,4,15,Veh. motor personal mobility,Woman,52,Driver,2,04/04/2022,Not Holiday,False,2,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001963    ,Horta-Guinardó,Monday,2022,4,4,17,Motorcycle,Woman,25,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001964    ,Horta-Guinardó,Monday,2022,4,4,15,Tourism,Woman,56,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001965    ,Gràcia,Monday,2022,4,4,18,Ciclomotor,Man,52,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001966    ,Eixample,Monday,2022,4,4,18,Motorcycle,Man,28,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001967    ,Eixample,Monday,2022,4,4,17,Veh. motor personal mobility,Woman,56,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001968    ,Eixample,Monday,2022,4,4,19,Motorcycle,Man,31,Driver,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001969    ,Sants-Montjuïc,Monday,2022,4,4,21,Veh. motor personal mobility,Man,18,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001970    ,Eixample,Monday,2022,4,4,18,Bus,Woman,75,Passenger,2,04/04/2022,Not Holiday,False,2,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001971    ,Sarrià-Sant Gervasi,Monday,2022,4,4,21,Tourism,Woman,4,Passenger,1,04/04/2022,Not Holiday,False,1,0,1,0,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001972    ,Eixample,Monday,2022,4,4,22,Ciclomotor,Man,31,Driver,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,22-6
2022S001973    ,Sant Martí,Tuesday,2022,4,5,8,Ciclomotor,Man,22,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001974    ,Sant Martí,Tuesday,2022,4,5,8,Motorcycle,Man,34,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001975    ,Sant Martí,Tuesday,2022,4,5,9,Motorcycle,Man,49,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001976    ,Sarrià-Sant Gervasi,Tuesday,2022,4,5,8,Motorcycle,Man,47,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001977    ,Sarrià-Sant Gervasi,Tuesday,2022,4,5,10,Motorcycle,Man,48,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001978    ,Sant Martí,Tuesday,2022,4,5,10,Motorcycle,Woman,23,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001979    ,Sarrià-Sant Gervasi,Tuesday,2022,4,5,9,Bicycle,Man,41,Driver,0,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001980    ,Eixample,Tuesday,2022,4,5,10,Veh. motor personal mobility,Woman,22,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001981    ,Sant Andreu,Monday,2022,4,4,8,Motorcycle,Man,23,Passenger,2,04/04/2022,Not Holiday,False,2,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,6-14
2022S001982    ,Eixample,Tuesday,2022,4,5,12,Motorcycle,Woman,26,Driver,2,05/04/2022,Not Holiday,False,2,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001983    ,Eixample,Tuesday,2022,4,5,9,Veh. motor personal mobility,Woman,25,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001984    ,Eixample,Tuesday,2022,4,5,13,Motorcycle,Man,43,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001985    ,Horta-Guinardó,Tuesday,2022,4,5,14,Motorcycle,Man,48,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001986    ,Sarrià-Sant Gervasi,Tuesday,2022,4,5,13,Bicycle,Man,70,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001987    ,Eixample,Tuesday,2022,4,5,15,Bicycle,Man,15,Driver,2,05/04/2022,Not Holiday,False,3,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001988    ,Eixample,Tuesday,2022,4,5,13,Motorcycle,Man,38,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001989    ,Nou Barris,Tuesday,2022,4,5,13,Veh. motor personal mobility,Woman,96,Pedestrian,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,6-14
2022S001990    ,Sants-Montjuïc,Monday,2022,4,4,19,Bus,Woman,70,Passenger,2,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,9.4,51,1014.4,0.0,20.2,2.0,14-22
2022S001991    ,Les Corts,Tuesday,2022,4,5,15,Motorcycle,Man,32,Driver,2,05/04/2022,Not Holiday,False,2,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001993    ,Eixample,Tuesday,2022,4,5,16,Bicycle,Man,33,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001994    ,Eixample,Tuesday,2022,4,19,13,Ciclomotor,Man,21,Driver,1,19/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,15.7,68,1007.6,0.3,8.3,1.2,6-14
2022S001995    ,Horta-Guinardó,Tuesday,2022,4,5,16,Tourism,Woman,6,Passenger,2,05/04/2022,Not Holiday,False,2,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001996    ,Ciutat Vella,Tuesday,2022,4,5,17,Motorcycle,Woman,47,Driver,2,05/04/2022,Not Holiday,False,2,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001997    ,Eixample,Tuesday,2022,4,5,18,Motorcycle,Man,43,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S001999    ,Sarrià-Sant Gervasi,Tuesday,2022,4,5,20,Bus,Woman,70,Passenger,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S002000    ,Les Corts,Tuesday,2022,4,5,21,Articulated bus,Woman,79,Passenger,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S002001    ,Sants-Montjuïc,Tuesday,2022,4,5,22,Motorcycle,Woman,31,Driver,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,11.9,46,1011.3,0.0,21.4,1.6,22-6
2022S002002    ,Les Corts,Tuesday,2022,4,5,19,Motorcycle,Man,19,Driver,1,05/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S002003    ,Sant Andreu,Tuesday,2022,4,5,17,Veh. motor personal mobility,Woman,40,Pedestrian,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S002005    ,Eixample,Monday,2022,4,4,22,Motorcycle,Man,37,Driver,3,04/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,9.4,51,1014.4,0.0,20.2,2.0,22-6
2022S002006    ,Sant Martí,Wednesday,2022,4,6,8,Motorcycle,Man,26,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002007    ,Eixample,Wednesday,2022,4,6,7,Veh. motor personal mobility,Man,51,Driver,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002008    ,Ciutat Vella,Wednesday,2022,4,6,7,Motorcycle,Man,19,Driver,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002009    ,Sants-Montjuïc,Wednesday,2022,4,6,8,Motorcycle,Man,31,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002010    ,Eixample,Wednesday,2022,4,6,9,Articulated bus,Woman,74,Passenger,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002011    ,Les Corts,Wednesday,2022,4,6,10,Tourism,Woman,87,Pedestrian,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002012    ,Sant Martí,Wednesday,2022,4,6,8,Veh. motor personal mobility,Man,33,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002013    ,Eixample,Wednesday,2022,4,6,9,Motorcycle,Man,23,Driver,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002014    ,Eixample,Wednesday,2022,4,6,9,Motorcycle,Man,27,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002015    ,Sant Martí,Wednesday,2022,4,6,10,Ciclomotor,Man,66,Driver,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002016    ,Eixample,Wednesday,2022,4,6,11,Motorcycle,Man,48,Driver,0,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002017    ,Les Corts,Wednesday,2022,4,6,12,Motorcycle,Man,46,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002018    ,Sants-Montjuïc,Tuesday,2022,4,5,19,Bus,Woman,66,Passenger,2,05/04/2022,Not Holiday,False,1,0,0,1,False,Spring,2,11.9,46,1011.3,0.0,21.4,1.6,14-22
2022S002019    ,Sant Andreu,Wednesday,2022,4,6,14,Ciclomotor,Woman,29,Driver,2,06/04/2022,Not Holiday,False,1,0,0,1,False,Spring,1,14.0,48,1008.0,0.0,20.1,1.6,14-22
2022S002020    ,Eixample,Wednesday,2022,4,6,13,Motorcycle,Man,48,Driver,1,06/04/2022,Not Holiday,False,1,0,1,0,False,Spring,2,14.0,48,1008.0,0.0,20.1,1.6,6-14
2022S002021    ,Eixample,Wednesday,2022,4,6,14,Motorcycle,Man,52,Pedestrian,2,06/04/2022,Not Holiday,False,2,0,0,1,False,Spring,1,14.0,48,1008.0,0.0,20.1,1.6,14-22
