Case_number,District_name,Week_day,Year,Month,Day_month,Time,Type_of_vehicle,Sex,Age,Person_type,Injury_severity,Day,Holiday,Vacation_day,Numero_expedient_count,Number of victims,Slightly injured,Severely injured,Weekend Exists,Season,Density,TM,HRM,PM,PPT,RS24h,VVM10,Time_segment
2021S000731    ,Eixample,Friday,2021,2,12,16,Motorcycle,Man,33,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000732    ,Eixample,Friday,2021,2,12,13,Tourism,Man,62,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,2,12.8,78,1011.2,0.1,5.8,1.1,6-14
2021S000733    ,Gràcia,Friday,2021,2,12,15,Motorcycle,Woman,35,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000734    ,Eixample,Friday,2021,2,12,16,Motorcycle,Woman,28,Passenger,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000735    ,Horta-Guinardó,Friday,2021,2,12,13,Motorcycle,Man,33,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,2,12.8,78,1011.2,0.1,5.8,1.1,6-14
2021S000736    ,Sarrià-Sant Gervasi,Friday,2021,2,12,17,Ciclomotor,Man,20,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,2,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000738    ,Eixample,Friday,2021,2,12,17,Bicycle,Woman,48,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,2,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000740    ,Les Corts,Friday,2021,2,12,15,Tourism,Man,34,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000741    ,Sants-Montjuïc,Friday,2021,2,12,21,Tourism,Man,28,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000742    ,Sant Martí,Friday,2021,2,12,16,Bicycle,Man,27,Driver,2,12/02/2021,Not Holiday,False,2,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000743    ,Sant Andreu,Friday,2021,2,12,19,Motorcycle,Man,61,Passenger,2,12/02/2021,Not Holiday,False,2,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000744    ,Eixample,Friday,2021,2,12,19,Tourism,Man,54,Pedestrian,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000745    ,Eixample,Friday,2021,2,12,15,Veh. motor personal mobility,Woman,40,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000746    ,Sant Martí,Friday,2021,2,12,22,Motorcycle,Man,27,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,22-6
2021S000747    ,Nou Barris,Friday,2021,2,12,21,Tourism,Woman,46,Passenger,0,12/02/2021,Not Holiday,False,2,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000748    ,Nou Barris,Friday,2021,2,12,21,Ciclomotor,Woman,53,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000749    ,Gràcia,Friday,2021,2,12,10,Bus,Woman,95,Passenger,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,6-14
2021S000750    ,Ciutat Vella,Friday,2021,2,12,19,Motorcycle,Man,39,Driver,1,12/02/2021,Not Holiday,False,1,0,1,0,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000751    ,Eixample,Friday,2021,2,12,21,Motorcycle,Woman,34,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000752    ,Les Corts,Saturday,2021,2,13,10,Motorcycle,Woman,26,Driver,1,13/02/2021,Not Holiday,True,1,0,1,0,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000753    ,Eixample,Saturday,2021,2,13,10,Motorcycle,Woman,83,Pedestrian,1,13/02/2021,Not Holiday,True,1,0,1,0,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000754    ,Sants-Montjuïc,Saturday,2021,2,13,11,Motorcycle,Man,61,Driver,2,13/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000755    ,Sant Martí,Friday,2021,2,12,20,Bicycle,Man,18,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000756    ,Eixample,Saturday,2021,2,13,11,Motorcycle,Man,53,Driver,1,13/02/2021,Not Holiday,True,1,0,1,0,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000757    ,Gràcia,Saturday,2021,2,13,11,Motorcycle,Man,27,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000758    ,Sarrià-Sant Gervasi,Friday,2021,2,12,16,Motorcycle,Man,33,Driver,2,12/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,12.8,78,1011.2,0.1,5.8,1.1,14-22
2021S000759    ,Les Corts,Saturday,2021,2,13,14,Tourism,Woman,43,Passenger,2,13/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000760    ,Sants-Montjuïc,Saturday,2021,2,13,16,Motorcycle,Man,24,Driver,1,13/02/2021,Not Holiday,True,1,0,1,0,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000761    ,Sant Andreu,Saturday,2021,2,13,16,Motorcycle,Man,45,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000762    ,Sant Martí,Saturday,2021,2,13,17,Tourism,Man,39,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000763    ,Sant Martí,Saturday,2021,2,13,17,Motorcycle,Man,18,Pedestrian,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000765    ,Horta-Guinardó,Saturday,2021,2,13,12,Tourism,Man,50,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,6-14
2021S000766    ,Horta-Guinardó,Saturday,2021,2,13,18,Tourism,Man,46,Pedestrian,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000767    ,Sarrià-Sant Gervasi,Saturday,2021,2,13,20,Tourism,Man,82,Pedestrian,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000770    ,Sarrià-Sant Gervasi,Saturday,2021,2,13,22,Motorcycle,Woman,21,Passenger,2,13/02/2021,Not Holiday,True,3,0,0,1,False,Winter,0,13.1,79,1018.9,0.0,13.7,2.1,22-6
2021S000771    ,Eixample,Saturday,2021,2,13,17,Motorcycle,Woman,51,Passenger,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000773    ,Sarrià-Sant Gervasi,Sunday,2021,2,14,2,Tourism,Woman,19,Driver,2,14/02/2021,Not Holiday,True,2,0,0,1,False,Winter,0,9.8,75,1029.7,2.8,1.6,2.8,22-6
2021S000774    ,Eixample,Saturday,2021,2,13,23,Bicycle,Man,28,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,0,13.1,79,1018.9,0.0,13.7,2.1,22-6
2021S000775    ,Nou Barris,Sunday,2021,2,14,2,Tourism,Man,32,Driver,0,14/02/2021,Not Holiday,True,1,0,1,0,False,Winter,0,9.8,75,1029.7,2.8,1.6,2.8,22-6
2021S000776    ,Eixample,Sunday,2021,2,14,7,Ciclomotor,Man,32,Driver,1,14/02/2021,Not Holiday,True,1,0,1,0,False,Winter,0,9.8,75,1029.7,2.8,1.6,2.8,6-14
2021S000777    ,Sant Martí,Saturday,2021,2,13,21,Motorcycle,Man,50,Driver,2,13/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000778    ,Sant Andreu,Saturday,2021,2,13,21,Motorcycle,Man,24,Driver,2,13/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,13.1,79,1018.9,0.0,13.7,2.1,14-22
2021S000779    ,Les Corts,Sunday,2021,2,14,13,Motorcycle,Woman,28,Driver,2,14/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,6-14
2021S000780    ,Eixample,Sunday,2021,2,14,16,Motorcycle,Man,20,Driver,2,14/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,14-22
2021S000781    ,Sarrià-Sant Gervasi,Sunday,2021,2,14,18,Motorcycle,Woman,23,Passenger,2,14/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,14-22
2021S000782    ,Sant Martí,Sunday,2021,2,14,19,Tourism,Woman,32,Passenger,2,14/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,14-22
2021S000783    ,Eixample,Sunday,2021,2,14,22,Ciclomotor,Man,22,Driver,1,14/02/2021,Not Holiday,True,1,0,1,0,False,Winter,0,9.8,75,1029.7,2.8,1.6,2.8,22-6
2021S000784    ,Sarrià-Sant Gervasi,Sunday,2021,2,14,21,Tourism,Man,40,Driver,2,14/02/2021,Not Holiday,True,2,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,14-22
2021S000785    ,Sants-Montjuïc,Sunday,2021,2,14,21,Ciclomotor,Woman,26,Driver,2,14/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,9.8,75,1029.7,2.8,1.6,2.8,14-22
2021S000786    ,Sant Martí,Monday,2021,2,15,6,Veh. motor personal mobility,Woman,49,Pedestrian,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000787    ,Sant Martí,Monday,2021,2,15,9,Bicycle,Woman,28,Pedestrian,2,15/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000788    ,Sant Andreu,Monday,2021,2,15,8,Motorcycle,Man,64,Driver,0,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000789    ,Sant Andreu,Monday,2021,2,15,8,Motorcycle,Woman,45,Driver,0,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000790    ,Ciutat Vella,Sunday,2021,2,21,14,Motorcycle,Man,29,Driver,2,21/02/2021,Not Holiday,True,1,0,0,1,False,Winter,1,13.5,77,1010.7,0.0,6.0,4.9,14-22
2021S000791    ,Sarrià-Sant Gervasi,Monday,2021,2,15,14,Bicycle,Man,35,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000792    ,Sant Martí,Monday,2021,2,15,13,Tourism,Man,51,Driver,2,15/02/2021,Not Holiday,False,3,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000793    ,Sant Martí,Monday,2021,2,15,15,Motorcycle,Man,24,Pedestrian,1,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000794    ,Eixample,Monday,2021,2,15,14,Motorcycle,Woman,42,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000795    ,Eixample,Monday,2021,2,15,13,Veh. motor personal mobility,Man,55,Pedestrian,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,6-14
2021S000796    ,Les Corts,Monday,2021,2,15,14,Motorcycle,Man,43,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000798    ,Eixample,Monday,2021,2,15,17,Bicycle,Man,34,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000799    ,Eixample,Monday,2021,2,15,18,Motorcycle,Man,47,Driver,1,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000802    ,Eixample,Monday,2021,2,15,18,Bicycle,Man,23,Pedestrian,1,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000803    ,Eixample,Monday,2021,2,15,17,Veh. motor personal mobility,Woman,62,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000804    ,Eixample,Monday,2021,2,15,19,Tourism,Woman,13,Pedestrian,1,15/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000805    ,Eixample,Monday,2021,2,15,21,Motorcycle,Man,39,Driver,2,15/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,10.5,71,1031.1,0.4,2.8,1.3,14-22
2021S000806    ,Eixample,Tuesday,2021,2,16,7,Motorcycle,Woman,41,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000807    ,Sant Martí,Tuesday,2021,2,16,8,Tourism,Man,43,Driver,1,16/02/2021,Not Holiday,False,1,0,1,0,False,Winter,2,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000808    ,Sant Martí,Tuesday,2021,2,16,9,Motorcycle,Woman,40,Driver,1,16/02/2021,Not Holiday,False,1,0,1,0,False,Winter,2,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000809    ,Eixample,Tuesday,2021,2,16,11,Ciclomotor,Woman,23,Driver,2,16/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000810    ,Sants-Montjuïc,Tuesday,2021,2,16,11,Motorcycle,Man,82,Driver,3,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000811    ,Eixample,Tuesday,2021,2,16,11,Ciclomotor,Woman,27,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000812    ,Eixample,Tuesday,2021,2,16,13,Motorcycle,Woman,39,Driver,1,16/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000813    ,Eixample,Tuesday,2021,2,16,12,Motorcycle,Woman,33,Passenger,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000814    ,Eixample,Tuesday,2021,2,16,13,Bicycle,Woman,31,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000815    ,Sant Martí,Tuesday,2021,2,16,15,Tourism,Man,13,Pedestrian,3,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000816    ,Sants-Montjuïc,Tuesday,2021,2,16,15,Veh. motor personal mobility,Woman,46,Pedestrian,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000817    ,Nou Barris,Tuesday,2021,2,16,12,Bus,Woman,91,Passenger,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,6-14
2021S000818    ,Sant Martí,Tuesday,2021,2,16,17,Motorcycle,Man,29,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000819    ,Eixample,Tuesday,2021,2,16,18,Motorcycle,Man,49,Driver,1,16/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000820    ,Sant Andreu,Tuesday,2021,2,16,19,Motorcycle,Woman,21,Passenger,2,16/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000821    ,Eixample,Tuesday,2021,2,16,18,Motorcycle,Woman,23,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000822    ,Sant Martí,Tuesday,2021,2,16,21,Tourism,Woman,34,Pedestrian,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000824    ,Sant Martí,Tuesday,2021,2,16,22,Ciclomotor,Man,28,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,0,12.4,79,1022.7,0.1,7.6,2.8,22-6
2021S000825    ,Horta-Guinardó,Tuesday,2021,2,16,21,Motorcycle,Man,39,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000826    ,Eixample,Wednesday,2021,2,17,8,Motorcycle,Man,31,Driver,1,17/02/2021,Not Holiday,False,1,0,1,0,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000827    ,Sant Martí,Wednesday,2021,2,17,8,Veh. motor personal mobility,Woman,54,Pedestrian,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000828    ,Eixample,Wednesday,2021,2,17,9,Motorcycle,Man,38,Pedestrian,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000829    ,Eixample,Wednesday,2021,2,17,9,Motorcycle,Man,34,Driver,3,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000830    ,Ciutat Vella,Wednesday,2021,2,17,9,Bicycle,Woman,28,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000831    ,Nou Barris,Wednesday,2021,2,17,11,Tourism,Man,59,Passenger,2,17/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000832    ,Sants-Montjuïc,Wednesday,2021,2,17,11,Articulated bus,Woman,71,Passenger,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000833    ,Eixample,Wednesday,2021,2,17,14,Veh. motor personal mobility,Man,47,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000834    ,Sarrià-Sant Gervasi,Wednesday,2021,2,17,15,Motorcycle,Man,21,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000835    ,Sant Martí,Wednesday,2021,2,17,17,Motorcycle,Man,19,Passenger,2,17/02/2021,Not Holiday,False,2,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000836    ,Sants-Montjuïc,Wednesday,2021,2,17,13,Tourism,Woman,75,Pedestrian,3,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,6-14
2021S000837    ,Les Corts,Tuesday,2021,2,16,21,Motorcycle,Man,17,Driver,2,16/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.4,79,1022.7,0.1,7.6,2.8,14-22
2021S000838    ,Eixample,Wednesday,2021,2,17,18,Motorcycle,Woman,72,Passenger,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000839    ,Nou Barris,Wednesday,2021,2,17,18,Motorcycle,Man,32,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,2,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000840    ,Sant Andreu,Wednesday,2021,2,17,20,Motorcycle,Man,31,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000841    ,Eixample,Wednesday,2021,2,17,22,Motorcycle,Woman,25,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,22-6
2021S000842    ,Ciutat Vella,Wednesday,2021,2,17,21,Bicycle,Woman,35,Driver,2,17/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,12.5,79,1019.1,0.0,13.4,1.6,14-22
2021S000843    ,Eixample,Thursday,2021,2,18,10,Motorcycle,Woman,46,Driver,2,18/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000844    ,Eixample,Thursday,2021,2,18,11,Motorcycle,Man,34,Driver,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000845    ,Sant Martí,Thursday,2021,2,18,11,Tourism,Woman,60,Pedestrian,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000846    ,Eixample,Thursday,2021,2,18,10,Articulated bus,Woman,70,Passenger,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000847    ,Eixample,Thursday,2021,2,18,12,Tourism,Man,89,Pedestrian,2,18/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000848    ,Horta-Guinardó,Thursday,2021,2,18,12,Motorcycle,Man,49,Driver,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000849    ,Sants-Montjuïc,Thursday,2021,2,18,14,Tourism,Woman,36,Driver,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000850    ,Sant Martí,Thursday,2021,2,18,12,Motorcycle,Man,59,Driver,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000851    ,Eixample,Thursday,2021,2,18,12,Motorcycle,Woman,33,Driver,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000852    ,Eixample,Thursday,2021,2,18,12,Van,Woman,31,Pedestrian,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000853    ,Ciutat Vella,Thursday,2021,2,18,14,Tourism,Man,7,Pedestrian,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000854    ,Sants-Montjuïc,Thursday,2021,2,18,16,Motorcycle,Woman,25,Passenger,2,18/02/2021,Not Holiday,False,2,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000855    ,Eixample,Thursday,2021,2,18,13,Bicycle,Man,64,Driver,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000856    ,Nou Barris,Thursday,2021,2,18,14,Motorcycle,Woman,33,Driver,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000857    ,Eixample,Thursday,2021,2,18,13,Ciclomotor,Man,23,Driver,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,6-14
2021S000858    ,Desconegut,Thursday,2021,2,18,21,Ciclomotor,Man,34,Driver,1,18/02/2021,Not Holiday,False,1,0,1,0,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000859    ,Nou Barris,Thursday,2021,2,18,22,Tourism,Man,25,Passenger,1,18/02/2021,Not Holiday,False,2,0,1,0,False,Winter,0,11.8,82,1015.5,0.0,9.5,1.7,22-6
2021S000860    ,Eixample,Thursday,2021,2,18,21,Veh. motor personal mobility,Man,26,Driver,2,18/02/2021,Not Holiday,False,1,0,0,1,False,Winter,1,11.8,82,1015.5,0.0,9.5,1.7,14-22
2021S000862    ,Eixample,Friday,2021,2,19,5,Motorcycle,Man,35,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,0,11.6,82,1016.4,0.0,11.5,1.7,22-6
2021S000864    ,Sant Andreu,Friday,2021,2,19,6,Veh. motor personal mobility,Woman,38,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000865    ,Eixample,Friday,2021,2,19,7,Motorcycle,Woman,13,Passenger,2,19/02/2021,Not Holiday,False,2,0,0,1,True,Winter,1,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000866    ,Nou Barris,Friday,2021,2,19,8,Motorcycle,Woman,35,Driver,1,19/02/2021,Not Holiday,False,1,0,1,0,True,Winter,2,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000867    ,Horta-Guinardó,Friday,2021,2,19,7,Motorcycle,Man,41,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,1,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000868    ,Eixample,Friday,2021,2,19,9,Motorcycle,Man,45,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,2,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000869    ,Sant Martí,Friday,2021,2,19,9,Veh. motor personal mobility,Man,36,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,2,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000870    ,Horta-Guinardó,Friday,2021,2,19,8,Tourism,Man,20,Passenger,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,2,11.6,82,1016.4,0.0,11.5,1.7,6-14
2021S000871    ,Eixample,Friday,2021,2,19,12,Motorcycle,Man,43,Driver,2,19/02/2021,Not Holiday,False,1,0,0,1,True,Winter,2,11.6,82,1016.4,0.0,11.5,1.7,6-14
