Week_day,Year,Month_name,Day_month,Injury_severity,Time_segment,Vacation_day,Number of victims,Slightly injured,Severely injured,Weekend Exists,Season,Density,TM,HRM,PM,PPT,RS24h,VVM10,Number of victims by time segment,Exceeds_Threshold
Thursday,2021,August,5,2,Early Morning,False,0,0,1,False,Summer,0,25.5,67,1009.7,0.0,26.1,2.0,2,False
Thursday,2021,August,5,2,Work Entrance,False,0,0,2,False,Summer,1,25.5,67,1009.7,0.0,26.1,2.0,2,False
Thursday,2021,August,5,2,Morning,False,0,0,3,False,Summer,1,25.5,67,1009.7,0.0,26.1,2.0,3,False
Thursday,2021,August,5,3,Work Departure,False,0,0,8,False,Summer,1,25.5,67,1009.7,0.0,26.1,2.0,9,True
Thursday,2021,August,5,2,Afternoon,False,0,0,2,False,Summer,1,25.5,67,1009.7,0.0,26.1,2.0,2,False
Thursday,2021,August,5,2,Leisure,False,0,0,2,False,Summer,1,25.5,67,1009.7,0.0,26.1,2.0,3,False
Friday,2021,August,6,2,Leisure,False,0,0,2,True,Summer,0,24.5,79,1006.7,0.0,14.9,3.0,2,False
Friday,2021,August,6,2,Work Entrance,False,0,0,1,True,Summer,1,24.5,79,1006.7,0.0,14.9,3.0,1,False
Friday,2021,August,6,2,Morning,False,0,0,1,True,Summer,1,24.5,79,1006.7,0.0,14.9,3.0,1,False
Friday,2021,August,6,2,Work Departure,False,0,1,4,True,Summer,1,24.5,79,1006.7,0.0,14.9,3.0,5,True
Friday,2021,August,6,2,Afternoon,False,0,1,2,True,Summer,1,24.5,79,1006.7,0.0,14.9,3.0,5,True
Saturday,2021,August,7,4,Leisure,True,1,0,0,False,Summer,0,25.3,72,1003.7,0.0,21.9,2.3,1,False
Saturday,2021,August,7,2,Work Entrance,True,0,1,1,False,Summer,1,25.3,72,1003.7,0.0,21.9,2.3,2,False
Saturday,2021,August,7,2,Morning,True,0,1,2,False,Summer,1,25.3,72,1003.7,0.0,21.9,2.3,3,False
Saturday,2021,August,7,2,Work Departure,True,0,1,2,False,Summer,1,25.3,72,1003.7,0.0,21.9,2.3,3,False
Saturday,2021,August,7,3,Afternoon,True,0,4,1,False,Summer,1,25.3,72,1003.7,0.0,21.9,2.3,7,True
Sunday,2021,August,8,2,Work Entrance,True,0,0,1,False,Summer,0,23.7,59,1012.3,0.0,22.5,2.2,1,False
Sunday,2021,August,8,2,Morning,True,0,0,1,False,Summer,1,23.7,59,1012.3,0.0,22.5,2.2,1,False
Sunday,2021,August,8,2,Afternoon,True,0,0,1,False,Summer,1,23.7,59,1012.3,0.0,22.5,2.2,1,False
Sunday,2021,August,8,1,Leisure,True,0,1,0,False,Summer,1,23.7,59,1012.3,0.0,22.5,2.2,1,False
Monday,2021,August,9,3,Leisure,False,0,3,1,False,Summer,0,24.4,54,1013.9,0.8,15.9,1.3,6,True
Monday,2021,August,9,0,Early Morning,False,0,1,0,False,Summer,0,24.4,54,1013.9,0.8,15.9,1.3,1,False
Monday,2021,August,9,2,Work Entrance,False,0,0,1,False,Summer,0,24.4,54,1013.9,0.8,15.9,1.3,1,False
Monday,2021,August,9,2,Morning,False,0,0,3,False,Summer,1,24.4,54,1013.9,0.8,15.9,1.3,3,False
Monday,2021,August,9,2,Work Departure,False,0,1,4,False,Summer,1,24.4,54,1013.9,0.8,15.9,1.3,7,True
Monday,2021,August,9,1,Afternoon,False,0,2,0,False,Summer,1,24.4,54,1013.9,0.8,15.9,1.3,2,False
Tuesday,2021,August,10,2,Early Morning,False,0,0,1,False,Summer,0,25.5,55,1012.7,0.0,15.4,1.4,1,False
Tuesday,2021,August,10,2,Work Entrance,False,0,0,1,False,Summer,1,25.5,55,1012.7,0.0,15.4,1.4,1,False
Tuesday,2021,August,10,2,Morning,False,0,0,2,False,Summer,1,25.5,55,1012.7,0.0,15.4,1.4,2,False
Tuesday,2021,August,10,3,Work Departure,False,0,2,5,False,Summer,1,25.5,55,1012.7,0.0,15.4,1.4,8,True
Tuesday,2021,August,10,3,Afternoon,False,0,0,5,False,Summer,1,25.5,55,1012.7,0.0,15.4,1.4,7,True
Wednesday,2021,August,11,2,Leisure,False,0,0,2,False,Summer,0,26.9,47,1013.2,0.0,15.3,1.4,2,False
Wednesday,2021,August,11,2,Work Departure,False,0,0,4,False,Summer,1,26.9,47,1013.2,0.0,15.3,1.4,7,True
Wednesday,2021,August,11,2,Work Entrance,False,0,1,1,False,Summer,1,26.9,47,1013.2,0.0,15.3,1.4,2,False
Wednesday,2021,August,11,2,Morning,False,0,0,1,False,Summer,1,26.9,47,1013.2,0.0,15.3,1.4,1,False
Wednesday,2021,August,11,3,Afternoon,False,0,1,4,False,Summer,1,26.9,47,1013.2,0.0,15.3,1.4,5,True
Thursday,2021,August,12,2,Leisure,False,0,0,2,False,Summer,0,26.8,67,1013.6,0.0,23.1,1.8,3,False
Thursday,2021,August,12,2,Work Entrance,False,0,0,4,False,Summer,1,26.8,67,1013.6,0.0,23.1,1.8,6,True
Thursday,2021,August,12,2,Morning,False,0,2,3,False,Summer,1,26.8,67,1013.6,0.0,23.1,1.8,10,True
Thursday,2021,August,12,2,Work Departure,False,0,1,3,False,Summer,1,26.8,67,1013.6,0.0,23.1,1.8,4,True
Thursday,2021,August,12,2,Afternoon,False,0,0,6,False,Summer,1,26.8,67,1013.6,0.0,23.1,1.8,7,True
Friday,2021,August,13,2,Leisure,False,0,1,2,True,Summer,0,27.3,65,1016.9,0.0,25.2,1.5,3,False
Friday,2021,August,13,2,Work Entrance,False,0,1,1,True,Summer,1,27.3,65,1016.9,0.0,25.2,1.5,2,False
Friday,2021,August,13,3,Morning,False,0,2,5,True,Summer,1,27.3,65,1016.9,0.0,25.2,1.5,10,True
Friday,2021,August,13,2,Work Departure,False,0,1,3,True,Summer,1,27.3,65,1016.9,0.0,25.2,1.5,4,True
Friday,2021,August,13,2,Afternoon,False,0,0,2,True,Summer,1,27.3,65,1016.9,0.0,25.2,1.5,4,True
Saturday,2021,August,14,2,Early Morning,True,0,0,1,False,Summer,0,28.8,60,1014.2,0.0,23.6,1.7,1,False
Saturday,2021,August,14,1,Work Entrance,True,0,2,0,False,Summer,1,28.8,60,1014.2,0.0,23.6,1.7,2,False
Saturday,2021,August,14,2,Morning,True,0,0,2,False,Summer,1,28.8,60,1014.2,0.0,23.6,1.7,4,True
Saturday,2021,August,14,2,Work Departure,True,0,1,1,False,Summer,1,28.8,60,1014.2,0.0,23.6,1.7,2,False
Thursday,2021,August,26,2,Afternoon,False,0,1,3,False,Summer,1,25.5,69,1009.7,0.0,21.8,2.3,5,True
Saturday,2021,August,14,2,Afternoon,True,0,1,2,False,Summer,1,28.8,60,1014.2,0.0,23.6,1.7,4,True
Saturday,2021,August,14,2,Leisure,True,0,0,2,False,Summer,1,28.8,60,1014.2,0.0,23.6,1.7,2,False
Sunday,2021,August,15,2,Early Morning,True,0,1,1,False,Summer,0,26.9,75,1012.0,0.0,20.7,1.9,4,True
Sunday,2021,August,15,1,Morning,True,0,1,0,False,Summer,1,26.9,75,1012.0,0.0,20.7,1.9,1,False
Sunday,2021,August,15,2,Afternoon,True,0,1,1,False,Summer,1,26.9,75,1012.0,0.0,20.7,1.9,2,False
Wednesday,2021,August,18,2,Work Departure,False,0,1,1,False,Summer,1,24.7,59,1013.3,0.0,24.4,2.1,2,False
Sunday,2021,August,15,2,Leisure,True,0,0,1,False,Summer,1,26.9,75,1012.0,0.0,20.7,1.9,1,False
Monday,2021,August,16,2,Leisure,False,0,0,2,False,Summer,0,27.0,64,1012.8,0.0,23.4,2.5,2,False
Monday,2021,August,16,2,Work Entrance,False,0,0,1,False,Summer,1,27.0,64,1012.8,0.0,23.4,2.5,1,False
Monday,2021,August,16,1,Morning,False,0,1,0,False,Summer,1,27.0,64,1012.8,0.0,23.4,2.5,2,False
Monday,2021,August,16,2,Work Departure,False,0,0,2,False,Summer,1,27.0,64,1012.8,0.0,23.4,2.5,2,False
Monday,2021,August,16,2,Afternoon,False,0,0,6,False,Summer,1,27.0,64,1012.8,0.0,23.4,2.5,6,True
Tuesday,2021,August,17,2,Leisure,False,0,2,1,False,Summer,0,25.1,54,1014.5,0.0,24.3,2.2,3,False
Tuesday,2021,August,17,2,Morning,False,0,1,4,False,Summer,1,25.1,54,1014.5,0.0,24.3,2.2,6,True
Tuesday,2021,August,17,2,Work Departure,False,0,1,6,False,Summer,1,25.1,54,1014.5,0.0,24.3,2.2,7,True
Tuesday,2021,August,17,2,Afternoon,False,0,1,1,False,Summer,1,25.1,54,1014.5,0.0,24.3,2.2,2,False
Wednesday,2021,August,18,1,Morning,False,0,1,0,False,Summer,1,24.7,59,1013.3,0.0,24.4,2.1,1,False
Wednesday,2021,August,18,2,Afternoon,False,0,0,4,False,Summer,1,24.7,59,1013.3,0.0,24.4,2.1,4,True
Wednesday,2021,August,18,1,Leisure,False,0,1,0,False,Summer,1,24.7,59,1013.3,0.0,24.4,2.1,1,False
Thursday,2021,August,19,2,Leisure,False,0,1,1,False,Summer,0,24.2,77,1011.3,0.0,11.2,1.5,2,False
Thursday,2021,August,19,2,Work Entrance,False,0,1,1,False,Summer,1,24.2,77,1011.3,0.0,11.2,1.5,2,False
Thursday,2021,August,19,2,Morning,False,0,1,3,False,Summer,1,24.2,77,1011.3,0.0,11.2,1.5,4,True
Thursday,2021,August,19,2,Work Departure,False,0,0,6,False,Summer,1,24.2,77,1011.3,0.0,11.2,1.5,6,True
Thursday,2021,August,19,1,Afternoon,False,0,1,0,False,Summer,1,24.2,77,1011.3,0.0,11.2,1.5,1,False
Friday,2021,August,20,2,Leisure,False,0,1,2,True,Summer,0,25.6,72,1012.0,0.0,21.9,1.9,3,False
Friday,2021,August,20,1,Work Entrance,False,0,1,0,True,Summer,1,25.6,72,1012.0,0.0,21.9,1.9,1,False
Friday,2021,August,20,2,Early Morning,False,0,0,1,True,Summer,0,25.6,72,1012.0,0.0,21.9,1.9,2,False
Friday,2021,August,20,2,Work Departure,False,0,2,4,True,Summer,1,25.6,72,1012.0,0.0,21.9,1.9,7,True
Friday,2021,August,20,3,Afternoon,False,0,1,4,True,Summer,1,25.6,72,1012.0,0.0,21.9,1.9,7,True
Saturday,2021,August,21,2,Leisure,True,0,0,1,False,Summer,1,26.7,70,1013.9,0.0,23.9,2.1,1,False
Saturday,2021,August,21,2,Morning,True,0,1,1,False,Summer,1,26.7,70,1013.9,0.0,23.9,2.1,2,False
Saturday,2021,August,21,2,Work Departure,True,0,2,1,False,Summer,1,26.7,70,1013.9,0.0,23.9,2.1,4,True
Saturday,2021,August,21,2,Afternoon,True,0,0,2,False,Summer,1,26.7,70,1013.9,0.0,23.9,2.1,2,False
Sunday,2021,August,22,3,Leisure,True,0,1,2,False,Summer,1,26.1,68,1015.8,0.0,23.9,1.6,3,False
Sunday,2021,August,22,2,Work Entrance,True,0,1,3,False,Summer,0,26.1,68,1015.8,0.0,23.9,1.6,8,True
Sunday,2021,August,22,2,Work Departure,True,0,0,4,False,Summer,1,26.1,68,1015.8,0.0,23.9,1.6,14,True
Sunday,2021,August,22,1,Morning,True,0,1,0,False,Summer,1,26.1,68,1015.8,0.0,23.9,1.6,1,False
Sunday,2021,August,22,2,Afternoon,True,0,0,2,False,Summer,1,26.1,68,1015.8,0.0,23.9,1.6,4,True
Monday,2021,August,23,2,Morning,False,0,2,3,False,Summer,1,25.3,68,1014.0,0.0,11.3,1.8,7,True
Monday,2021,August,23,2,Work Departure,False,0,0,2,False,Summer,1,25.3,68,1014.0,0.0,11.3,1.8,2,False
Monday,2021,August,23,2,Afternoon,False,0,1,3,False,Summer,1,25.3,68,1014.0,0.0,11.3,1.8,4,True
Tuesday,2021,August,24,2,Work Entrance,False,0,0,2,False,Summer,1,24.3,70,1011.3,10.0,14.9,1.7,2,False
Tuesday,2021,August,24,2,Morning,False,0,2,1,False,Summer,1,24.3,70,1011.3,10.0,14.9,1.7,3,False
Tuesday,2021,August,24,2,Work Departure,False,0,0,2,False,Summer,1,24.3,70,1011.3,10.0,14.9,1.7,3,False
Tuesday,2021,August,24,2,Afternoon,False,0,2,3,False,Summer,1,24.3,70,1011.3,10.0,14.9,1.7,8,True
Wednesday,2021,August,25,1,Leisure,False,0,2,0,False,Summer,0,24.6,60,1010.2,0.0,20.6,1.7,3,False
Wednesday,2021,August,25,2,Work Entrance,False,0,1,4,False,Summer,1,24.6,60,1010.2,0.0,20.6,1.7,6,True
Wednesday,2021,August,25,2,Morning,False,0,0,4,False,Summer,1,24.6,60,1010.2,0.0,20.6,1.7,4,True
Wednesday,2021,August,25,2,Work Departure,False,0,1,1,False,Summer,1,24.6,60,1010.2,0.0,20.6,1.7,2,False
Wednesday,2021,August,25,2,Afternoon,False,0,1,4,False,Summer,1,24.6,60,1010.2,0.0,20.6,1.7,5,True
Thursday,2021,August,26,2,Leisure,False,0,2,4,False,Summer,0,25.5,69,1009.7,0.0,21.8,2.3,8,True
Thursday,2021,August,26,3,Work Entrance,False,0,0,1,False,Summer,1,25.5,69,1009.7,0.0,21.8,2.3,1,False
Thursday,2021,August,26,2,Morning,False,0,1,5,False,Summer,1,25.5,69,1009.7,0.0,21.8,2.3,8,True
Thursday,2021,August,26,2,Work Departure,False,0,0,3,False,Summer,1,25.5,69,1009.7,0.0,21.8,2.3,4,True
Friday,2021,August,27,1,Work Entrance,False,0,1,0,True,Summer,1,26.4,76,1008.5,0.0,23.1,2.0,2,False
Friday,2021,August,27,2,Morning,False,0,0,3,True,Summer,1,26.4,76,1008.5,0.0,23.1,2.0,4,True
Friday,2021,August,27,2,Work Departure,False,0,1,4,True,Summer,1,26.4,76,1008.5,0.0,23.1,2.0,5,True
Friday,2021,August,27,3,Afternoon,False,0,1,4,True,Summer,1,26.4,76,1008.5,0.0,23.1,2.0,9,True
Friday,2021,August,27,2,Leisure,False,0,0,4,True,Summer,1,26.4,76,1008.5,0.0,23.1,2.0,4,True
Saturday,2021,August,28,2,Early Morning,True,0,0,1,False,Summer,0,24.9,59,1009.9,0.0,22.3,2.4,1,False
Saturday,2021,August,28,3,Leisure,True,0,0,1,False,Summer,1,24.9,59,1009.9,0.0,22.3,2.4,1,False
Saturday,2021,August,28,2,Morning,True,0,3,2,False,Summer,1,24.9,59,1009.9,0.0,22.3,2.4,7,True
Saturday,2021,August,28,2,Work Departure,True,0,0,4,False,Summer,1,24.9,59,1009.9,0.0,22.3,2.4,4,True
Saturday,2021,August,28,2,Afternoon,True,0,0,1,False,Summer,1,24.9,59,1009.9,0.0,22.3,2.4,2,False
Sunday,2021,August,29,2,Early Morning,True,0,0,1,False,Summer,0,24.5,58,1010.5,0.0,16.2,2.2,2,False
Sunday,2021,August,29,2,Morning,True,0,2,1,False,Summer,1,24.5,58,1010.5,0.0,16.2,2.2,3,False
Sunday,2021,August,29,2,Work Departure,True,0,0,2,False,Summer,1,24.5,58,1010.5,0.0,16.2,2.2,3,False
Sunday,2021,August,29,2,Afternoon,True,0,0,1,False,Summer,1,24.5,58,1010.5,0.0,16.2,2.2,1,False
Monday,2021,August,30,2,Morning,False,0,1,1,False,Summer,1,23.0,74,1010.7,2.3,7.0,1.5,4,True
Monday,2021,August,30,2,Work Departure,False,0,1,3,False,Summer,1,23.0,74,1010.7,2.3,7.0,1.5,4,True
Monday,2021,August,30,2,Afternoon,False,0,2,3,False,Summer,1,23.0,74,1010.7,2.3,7.0,1.5,6,True
Monday,2021,August,30,2,Leisure,False,0,0,1,False,Summer,1,23.0,74,1010.7,2.3,7.0,1.5,2,False
Tuesday,2021,August,31,2,Work Entrance,False,0,3,2,False,Summer,1,23.9,71,1013.3,0.0,20.5,2.0,5,True
Tuesday,2021,August,31,2,Morning,False,0,2,4,False,Summer,1,23.9,71,1013.3,0.0,20.5,2.0,6,True
Tuesday,2021,August,31,2,Work Departure,False,0,1,3,False,Summer,1,23.9,71,1013.3,0.0,20.5,2.0,7,True
Tuesday,2021,August,31,2,Afternoon,False,0,2,2,False,Summer,1,23.9,71,1013.3,0.0,20.5,2.0,5,True
Tuesday,2021,August,31,2,Leisure,False,0,0,1,False,Summer,1,23.9,71,1013.3,0.0,20.5,2.0,1,False
Wednesday,2021,September,1,3,Work Entrance,False,0,1,5,False,Fall,1,23.7,61,1014.2,0.2,8.5,2.4,6,True
Wednesday,2021,September,1,2,Work Departure,False,0,2,2,False,Fall,1,23.7,61,1014.2,0.2,8.5,2.4,4,True
Wednesday,2021,September,1,2,Afternoon,False,0,1,2,False,Fall,1,23.7,61,1014.2,0.2,8.5,2.4,4,True
Wednesday,2021,September,1,2,Leisure,False,0,0,1,False,Fall,1,23.7,61,1014.2,0.2,8.5,2.4,2,False
Thursday,2021,September,2,2,Leisure,False,0,2,2,False,Fall,0,24.0,63,1013.0,0.5,11.2,2.7,4,True
Thursday,2021,September,2,2,Early Morning,False,0,0,1,False,Fall,0,24.0,63,1013.0,0.5,11.2,2.7,2,False
Thursday,2021,September,2,2,Work Entrance,False,0,2,1,False,Fall,1,24.0,63,1013.0,0.5,11.2,2.7,4,True
Thursday,2021,September,2,2,Morning,False,0,0,1,False,Fall,1,24.0,63,1013.0,0.5,11.2,2.7,1,False
Thursday,2021,September,2,2,Work Departure,False,0,0,4,False,Fall,1,24.0,63,1013.0,0.5,11.2,2.7,7,True
Thursday,2021,September,2,2,Afternoon,False,0,1,4,False,Fall,2,24.0,63,1013.0,0.5,11.2,2.7,8,True
Friday,2021,September,3,2,Leisure,False,0,1,1,True,Fall,0,24.4,64,1012.1,0.1,21.1,1.8,2,False
Friday,2021,September,3,2,Work Entrance,False,0,2,3,True,Fall,1,24.4,64,1012.1,0.1,21.1,1.8,5,True
Friday,2021,September,3,2,Morning,False,0,1,1,True,Fall,2,24.4,64,1012.1,0.1,21.1,1.8,2,False
Friday,2021,September,3,2,Work Departure,False,0,1,1,True,Fall,2,24.4,64,1012.1,0.1,21.1,1.8,2,False
Friday,2021,September,3,2,Afternoon,False,0,1,4,True,Fall,2,24.4,64,1012.1,0.1,21.1,1.8,7,True
Saturday,2021,September,4,2,Early Morning,True,0,0,1,False,Fall,0,24.0,72,1012.2,0.0,14.8,1.7,1,False
Saturday,2021,September,4,2,Morning,True,0,2,5,False,Fall,1,24.0,72,1012.2,0.0,14.8,1.7,12,True
Saturday,2021,September,4,2,Work Departure,True,0,1,2,False,Fall,1,24.0,72,1012.2,0.0,14.8,1.7,7,True
Saturday,2021,September,4,2,Afternoon,True,0,1,3,False,Fall,1,24.0,72,1012.2,0.0,14.8,1.7,5,True
Saturday,2021,September,4,2,Leisure,True,0,0,2,False,Fall,1,24.0,72,1012.2,0.0,14.8,1.7,2,False
Sunday,2021,September,5,2,Leisure,True,0,0,2,False,Fall,0,25.8,72,1013.7,0.0,21.7,2.4,2,False
Sunday,2021,September,5,2,Morning,True,0,0,1,False,Fall,1,25.8,72,1013.7,0.0,21.7,2.4,1,False
Sunday,2021,September,5,2,Work Departure,True,0,0,2,False,Fall,1,25.8,72,1013.7,0.0,21.7,2.4,4,True
Sunday,2021,September,5,2,Afternoon,True,0,0,4,False,Fall,1,25.8,72,1013.7,0.0,21.7,2.4,4,True
Monday,2021,September,6,2,Leisure,False,0,1,1,False,Fall,0,26.1,74,1015.9,0.0,18.5,2.2,2,False
Monday,2021,September,6,2,Early Morning,False,0,0,1,False,Fall,0,26.1,74,1015.9,0.0,18.5,2.2,1,False
Monday,2021,September,6,1,Work Entrance,False,0,1,0,False,Fall,2,26.1,74,1015.9,0.0,18.5,2.2,1,False
Monday,2021,September,6,2,Morning,False,0,2,5,False,Fall,1,26.1,74,1015.9,0.0,18.5,2.2,8,True
Monday,2021,September,6,2,Work Departure,False,0,1,4,False,Fall,1,26.1,74,1015.9,0.0,18.5,2.2,10,True
Monday,2021,September,6,2,Afternoon,False,0,1,3,False,Fall,2,26.1,74,1015.9,0.0,18.5,2.2,4,True
Tuesday,2021,September,7,3,Work Entrance,False,0,0,5,False,Fall,1,25.9,76,1015.1,0.0,14.0,1.5,7,True
Tuesday,2021,September,7,2,Morning,False,0,0,3,False,Fall,2,25.9,76,1015.1,0.0,14.0,1.5,4,True
Tuesday,2021,September,7,3,Work Departure,False,0,1,7,False,Fall,1,25.9,76,1015.1,0.0,14.0,1.5,8,True
Tuesday,2021,September,7,2,Afternoon,False,0,3,3,False,Fall,2,25.9,76,1015.1,0.0,14.0,1.5,7,True
Tuesday,2021,September,7,2,Leisure,False,0,0,1,False,Fall,1,25.9,76,1015.1,0.0,14.0,1.5,2,False
Wednesday,2021,September,8,2,Early Morning,False,0,0,1,False,Fall,0,25.8,74,1009.8,0.3,20.7,2.3,2,False
Wednesday,2021,September,8,2,Work Entrance,False,0,1,3,False,Fall,2,25.8,74,1009.8,0.3,20.7,2.3,6,True
Wednesday,2021,September,8,2,Morning,False,0,2,3,False,Fall,2,25.8,74,1009.8,0.3,20.7,2.3,5,True
Wednesday,2021,September,8,2,Work Departure,False,0,1,6,False,Fall,2,25.8,74,1009.8,0.3,20.7,2.3,8,True
Wednesday,2021,September,8,2,Afternoon,False,0,1,8,False,Fall,2,25.8,74,1009.8,0.3,20.7,2.3,12,True
Wednesday,2021,September,8,2,Leisure,False,0,0,1,False,Fall,1,25.8,74,1009.8,0.3,20.7,2.3,1,False
Thursday,2021,September,9,1,Early Morning,False,0,1,0,False,Fall,0,25.5,70,1008.8,0.2,19.2,2.7,3,False
Thursday,2021,September,9,2,Work Entrance,False,0,2,3,False,Fall,2,25.5,70,1008.8,0.2,19.2,2.7,5,True
Thursday,2021,September,9,2,Morning,False,0,0,2,False,Fall,1,25.5,70,1008.8,0.2,19.2,2.7,2,False
Thursday,2021,September,9,2,Work Departure,False,0,2,6,False,Fall,1,25.5,70,1008.8,0.2,19.2,2.7,8,True
Thursday,2021,September,9,2,Afternoon,False,0,0,6,False,Fall,2,25.5,70,1008.8,0.2,19.2,2.7,9,True
Friday,2021,September,10,3,Early Morning,False,0,0,1,True,Fall,0,23.9,66,1012.3,0.1,14.3,2.0,1,False
Friday,2021,September,10,2,Work Entrance,False,0,3,3,True,Fall,1,23.9,66,1012.3,0.1,14.3,2.0,12,True
Friday,2021,September,10,2,Morning,False,0,2,2,True,Fall,1,23.9,66,1012.3,0.1,14.3,2.0,6,True
Friday,2021,September,10,2,Work Departure,False,0,2,3,True,Fall,2,23.9,66,1012.3,0.1,14.3,2.0,8,True
Saturday,2021,September,11,2,Work Departure,True,0,2,4,False,Fall,1,24.7,63,1014.1,0.0,19.2,1.7,7,True
Friday,2021,September,10,2,Afternoon,False,0,2,5,True,Fall,2,23.9,66,1012.3,0.1,14.3,2.0,10,True
Saturday,2021,September,11,2,Leisure,True,0,0,2,False,Fall,1,24.7,63,1014.1,0.0,19.2,1.7,3,False
Saturday,2021,September,11,1,Early Morning,True,0,1,0,False,Fall,0,24.7,63,1014.1,0.0,19.2,1.7,1,False
Saturday,2021,September,11,2,Afternoon,True,0,0,2,False,Fall,1,24.7,63,1014.1,0.0,19.2,1.7,3,False
Sunday,2021,September,12,2,Early Morning,True,0,0,1,False,Fall,0,25.3,73,1011.9,0.0,13.6,1.7,2,False
Sunday,2021,September,12,2,Leisure,True,0,0,1,False,Fall,0,25.3,73,1011.9,0.0,13.6,1.7,1,False
Sunday,2021,September,12,2,Morning,True,0,2,1,False,Fall,1,25.3,73,1011.9,0.0,13.6,1.7,6,True
Sunday,2021,September,12,2,Work Departure,True,0,4,6,False,Fall,1,25.3,73,1011.9,0.0,13.6,1.7,11,True
Sunday,2021,September,12,2,Afternoon,True,0,1,3,False,Fall,1,25.3,73,1011.9,0.0,13.6,1.7,5,True
Monday,2021,September,13,2,Leisure,False,0,1,1,False,Fall,0,26.1,74,1011.9,0.0,16.5,2.2,2,False
Monday,2021,September,13,3,Early Morning,False,0,1,1,False,Fall,0,26.1,74,1011.9,0.0,16.5,2.2,4,True
Monday,2021,September,13,2,Work Entrance,False,0,2,1,False,Fall,2,26.1,74,1011.9,0.0,16.5,2.2,3,False
Monday,2021,September,13,2,Morning,False,0,3,4,False,Fall,2,26.1,74,1011.9,0.0,16.5,2.2,8,True
Monday,2021,September,13,2,Work Departure,False,0,2,6,False,Fall,1,26.1,74,1011.9,0.0,16.5,2.2,10,True
Saturday,2021,September,18,2,Work Departure,True,0,0,6,False,Fall,1,23.4,76,1009.8,5.2,11.5,1.5,7,True
Monday,2021,September,13,2,Afternoon,False,0,1,3,False,Fall,2,26.1,74,1011.9,0.0,16.5,2.2,6,True
Tuesday,2021,September,14,1,Early Morning,False,0,1,0,False,Fall,0,26.3,83,1009.8,0.0,15.4,2.3,1,False
Tuesday,2021,September,14,2,Work Entrance,False,0,0,1,False,Fall,1,26.3,83,1009.8,0.0,15.4,2.3,1,False
Tuesday,2021,September,14,2,Morning,False,0,2,5,False,Fall,2,26.3,83,1009.8,0.0,15.4,2.3,11,True
Tuesday,2021,September,14,2,Work Departure,False,0,0,6,False,Fall,1,26.3,83,1009.8,0.0,15.4,2.3,7,True
Tuesday,2021,September,14,2,Afternoon,False,0,1,1,False,Fall,2,26.3,83,1009.8,0.0,15.4,2.3,4,True
Wednesday,2021,September,15,2,Leisure,False,0,0,2,False,Fall,0,26.7,68,1009.0,0.1,18.0,2.3,2,False
Wednesday,2021,September,15,2,Work Entrance,False,0,0,8,False,Fall,1,26.7,68,1009.0,0.1,18.0,2.3,12,True
Wednesday,2021,September,15,2,Morning,False,0,1,6,False,Fall,2,26.7,68,1009.0,0.1,18.0,2.3,8,True
Wednesday,2021,September,15,2,Work Departure,False,0,2,4,False,Fall,2,26.7,68,1009.0,0.1,18.0,2.3,6,True
Wednesday,2021,September,15,3,Afternoon,False,0,1,4,False,Fall,2,26.7,68,1009.0,0.1,18.0,2.3,8,True
Thursday,2021,September,16,2,Leisure,False,0,0,1,False,Fall,0,24.4,68,1012.2,0.7,19.0,1.9,1,False
Thursday,2021,September,16,2,Work Entrance,False,0,0,2,False,Fall,1,24.4,68,1012.2,0.7,19.0,1.9,2,False
Thursday,2021,September,16,3,Morning,False,0,0,6,False,Fall,2,24.4,68,1012.2,0.7,19.0,1.9,9,True
Thursday,2021,September,16,2,Work Departure,False,0,2,1,False,Fall,1,24.4,68,1012.2,0.7,19.0,1.9,3,False
Thursday,2021,September,16,2,Afternoon,False,0,0,6,False,Fall,2,24.4,68,1012.2,0.7,19.0,1.9,6,True
Friday,2021,September,17,2,Work Entrance,False,0,1,3,True,Fall,1,24.9,61,1010.5,0.0,20.6,2.2,5,True
Friday,2021,September,17,2,Morning,False,0,2,4,True,Fall,2,24.9,61,1010.5,0.0,20.6,2.2,11,True
Friday,2021,September,17,2,Work Departure,False,0,3,4,True,Fall,2,24.9,61,1010.5,0.0,20.6,2.2,11,True
Friday,2021,September,17,2,Afternoon,False,0,2,3,True,Fall,2,24.9,61,1010.5,0.0,20.6,2.2,6,True
Saturday,2021,September,18,2,Leisure,True,0,0,4,False,Fall,1,23.4,76,1009.8,5.2,11.5,1.5,4,True
Saturday,2021,September,18,2,Afternoon,True,0,2,7,False,Fall,1,23.4,76,1009.8,5.2,11.5,1.5,14,True
Saturday,2021,September,18,2,Work Entrance,True,0,0,3,False,Fall,1,23.4,76,1009.8,5.2,11.5,1.5,3,False
Saturday,2021,September,18,2,Morning,True,0,3,5,False,Fall,2,23.4,76,1009.8,5.2,11.5,1.5,8,True
Sunday,2021,September,19,2,Early Morning,True,0,0,2,False,Fall,0,22.2,49,1013.7,0.0,21.5,2.6,2,False
Sunday,2021,September,19,2,Work Entrance,True,0,0,1,False,Fall,0,22.2,49,1013.7,0.0,21.5,2.6,1,False
Sunday,2021,September,19,2,Morning,True,0,1,1,False,Fall,1,22.2,49,1013.7,0.0,21.5,2.6,2,False
