Week_day,Year,Month_name,Day_month,Injury_severity,Time_segment,Vacation_day,Number of victims,Slightly injured,Severely injured,Weekend Exists,Season,Density,TM,HRM,PM,PPT,RS24h,VVM10,Number of victims by time segment,Exceeds_Threshold
Monday,2021,December,13,2,Work Departure,False,0,6,8,False,Winter,1,12.7,73,1022.1,0.0,8.8,1.2,21,True
Monday,2021,December,13,2,Afternoon,False,0,1,5,False,Winter,1,12.7,73,1022.1,0.0,8.8,1.2,6,True
Tuesday,2021,December,14,3,Leisure,False,0,0,2,False,Winter,0,11.7,79,1022.3,0.0,8.4,0.8,3,False
Tuesday,2021,December,14,2,Work Entrance,False,0,2,4,False,Winter,1,11.7,79,1022.3,0.0,8.4,0.8,10,True
Tuesday,2021,December,14,2,Morning,False,0,3,4,False,Winter,2,11.7,79,1022.3,0.0,8.4,0.8,8,True
Wednesday,2021,December,15,2,Work Departure,False,0,2,6,False,Winter,2,12.3,66,1022.7,0.0,8.8,0.6,13,True
Tuesday,2021,December,14,2,Work Departure,False,0,0,4,False,Winter,2,11.7,79,1022.3,0.0,8.4,0.8,4,True
Tuesday,2021,December,14,2,Afternoon,False,0,1,6,False,Winter,2,11.7,79,1022.3,0.0,8.4,0.8,9,True
Wednesday,2021,December,15,2,Work Entrance,False,0,2,4,False,Winter,1,12.3,66,1022.7,0.0,8.8,0.6,6,True
Wednesday,2021,December,15,2,Morning,False,0,3,2,False,Winter,2,12.3,66,1022.7,0.0,8.8,0.6,5,True
Wednesday,2021,December,15,2,Afternoon,False,0,1,7,False,Winter,2,12.3,66,1022.7,0.0,8.8,0.6,12,True
Thursday,2021,December,16,1,Leisure,False,0,1,0,False,Winter,0,11.5,74,1025.3,0.0,7.6,0.8,2,False
Saturday,2021,December,18,2,Leisure,True,0,0,2,False,Winter,1,11.5,72,1025.6,0.0,8.4,0.9,2,False
Thursday,2021,December,16,2,Work Entrance,False,0,2,2,False,Winter,1,11.5,74,1025.3,0.0,7.6,0.8,5,True
Thursday,2021,December,16,3,Morning,False,0,0,10,False,Winter,2,11.5,74,1025.3,0.0,7.6,0.8,13,True
Saturday,2021,December,18,2,Work Departure,True,0,4,9,False,Winter,2,11.5,72,1025.6,0.0,8.4,0.9,16,True
Thursday,2021,December,16,2,Work Departure,False,0,1,4,False,Winter,2,11.5,74,1025.3,0.0,7.6,0.8,6,True
Friday,2021,December,17,2,Morning,False,0,0,2,True,Winter,2,11.8,73,1026.2,0.0,7.9,1.2,2,False
Thursday,2021,December,16,3,Afternoon,False,0,0,4,False,Winter,2,11.5,74,1025.3,0.0,7.6,0.8,7,True
Friday,2021,December,17,2,Early Morning,False,0,0,2,True,Winter,0,11.8,73,1026.2,0.0,7.9,1.2,2,False
Friday,2021,December,17,2,Work Entrance,False,0,0,3,True,Winter,2,11.8,73,1026.2,0.0,7.9,1.2,4,True
Friday,2021,December,17,2,Leisure,False,0,1,2,True,Winter,0,11.8,73,1026.2,0.0,7.9,1.2,3,False
Friday,2021,December,17,2,Work Departure,False,0,0,9,True,Winter,2,11.8,73,1026.2,0.0,7.9,1.2,11,True
Friday,2021,December,17,2,Afternoon,False,0,3,1,True,Winter,2,11.8,73,1026.2,0.0,7.9,1.2,5,True
Saturday,2021,December,18,2,Early Morning,True,0,1,1,False,Winter,0,11.5,72,1025.6,0.0,8.4,0.9,2,False
Saturday,2021,December,18,2,Work Entrance,True,0,2,4,False,Winter,0,11.5,72,1025.6,0.0,8.4,0.9,8,True
Saturday,2021,December,18,2,Morning,True,0,1,5,False,Winter,2,11.5,72,1025.6,0.0,8.4,0.9,6,True
Saturday,2021,December,18,2,Afternoon,True,0,0,7,False,Winter,2,11.5,72,1025.6,0.0,8.4,0.9,7,True
Sunday,2021,December,19,2,Early Morning,True,0,0,1,False,Winter,0,11.1,72,1022.4,0.0,8.3,1.2,2,False
Sunday,2021,December,19,4,Leisure,True,1,1,0,False,Winter,1,11.1,72,1022.4,0.0,8.3,1.2,4,True
Sunday,2021,December,19,2,Work Entrance,True,0,1,3,False,Winter,0,11.1,72,1022.4,0.0,8.3,1.2,5,True
Sunday,2021,December,19,2,Morning,True,0,1,5,False,Winter,1,11.1,72,1022.4,0.0,8.3,1.2,8,True
Sunday,2021,December,19,2,Work Departure,True,0,0,4,False,Winter,1,11.1,72,1022.4,0.0,8.3,1.2,5,True
Sunday,2021,December,19,2,Afternoon,True,0,1,4,False,Winter,1,11.1,72,1022.4,0.0,8.3,1.2,6,True
Monday,2021,December,20,2,Work Entrance,False,0,0,4,False,Winter,1,11.0,53,1016.4,0.0,8.7,2.7,5,True
Monday,2021,December,20,2,Morning,False,0,2,5,False,Winter,2,11.0,53,1016.4,0.0,8.7,2.7,8,True
Monday,2021,December,20,2,Work Departure,False,0,2,6,False,Winter,2,11.0,53,1016.4,0.0,8.7,2.7,9,True
Monday,2021,December,20,2,Afternoon,False,0,1,3,False,Winter,2,11.0,53,1016.4,0.0,8.7,2.7,4,True
Monday,2021,December,20,2,Leisure,False,0,0,3,False,Winter,1,11.0,53,1016.4,0.0,8.7,2.7,3,False
Tuesday,2021,December,21,2,Work Entrance,False,0,1,1,False,Winter,2,10.8,70,1016.2,0.0,5.7,1.3,3,False
Tuesday,2021,December,21,2,Morning,False,0,1,3,False,Winter,2,10.8,70,1016.2,0.0,5.7,1.3,4,True
Tuesday,2021,December,21,2,Work Departure,False,0,2,8,False,Winter,2,10.8,70,1016.2,0.0,5.7,1.3,12,True
Tuesday,2021,December,21,2,Afternoon,False,0,0,2,False,Winter,2,10.8,70,1016.2,0.0,5.7,1.3,2,False
Tuesday,2021,December,21,2,Leisure,False,0,0,1,False,Winter,1,10.8,70,1016.2,0.0,5.7,1.3,1,False
Thursday,2021,December,23,2,Leisure,False,0,0,1,False,Winter,0,13.0,89,1016.1,0.0,2.0,1.5,1,False
Wednesday,2021,December,22,2,Work Entrance,False,0,0,2,False,Winter,1,11.2,85,1017.8,0.2,1.4,1.2,2,False
Wednesday,2021,December,22,2,Morning,False,0,2,2,False,Winter,2,11.2,85,1017.8,0.2,1.4,1.2,5,True
Wednesday,2021,December,22,2,Work Departure,False,0,0,10,False,Winter,2,11.2,85,1017.8,0.2,1.4,1.2,10,True
Wednesday,2021,December,22,2,Afternoon,False,0,0,7,False,Winter,2,11.2,85,1017.8,0.2,1.4,1.2,8,True
Wednesday,2021,December,22,2,Leisure,False,0,2,1,False,Winter,1,11.2,85,1017.8,0.2,1.4,1.2,5,True
Thursday,2021,December,23,2,Work Entrance,False,0,2,5,False,Winter,1,13.0,89,1016.1,0.0,2.0,1.5,7,True
Thursday,2021,December,23,1,Early Morning,False,0,1,0,False,Winter,0,13.0,89,1016.1,0.0,2.0,1.5,1,False
Thursday,2021,December,23,2,Morning,False,0,2,2,False,Winter,2,13.0,89,1016.1,0.0,2.0,1.5,4,True
Thursday,2021,December,23,2,Work Departure,False,0,2,2,False,Winter,2,13.0,89,1016.1,0.0,2.0,1.5,4,True
Thursday,2021,December,23,2,Afternoon,False,0,1,3,False,Winter,1,13.0,89,1016.1,0.0,2.0,1.5,5,True
Friday,2021,December,24,2,Leisure,False,0,1,1,True,Winter,0,14.1,86,1008.8,0.3,3.4,1.6,2,False
Friday,2021,December,24,2,Work Entrance,False,0,3,1,True,Winter,1,14.1,86,1008.8,0.3,3.4,1.6,4,True
Friday,2021,December,24,3,Morning,False,0,1,2,True,Winter,2,14.1,86,1008.8,0.3,3.4,1.6,4,True
Friday,2021,December,24,2,Work Departure,False,0,2,4,True,Winter,1,14.1,86,1008.8,0.3,3.4,1.6,7,True
Friday,2021,December,24,2,Afternoon,False,0,0,5,True,Winter,1,14.1,86,1008.8,0.3,3.4,1.6,7,True
Saturday,2021,December,25,2,Leisure,True,0,0,4,False,Winter,1,14.9,68,1002.5,0.0,7.1,1.6,5,True
Saturday,2021,December,25,2,Morning,True,0,0,2,False,Winter,1,14.9,68,1002.5,0.0,7.1,1.6,3,False
Saturday,2021,December,25,2,Work Departure,True,0,0,3,False,Winter,1,14.9,68,1002.5,0.0,7.1,1.6,3,False
Saturday,2021,December,25,2,Afternoon,True,0,0,4,False,Winter,1,14.9,68,1002.5,0.0,7.1,1.6,6,True
Sunday,2021,December,26,2,Morning,True,0,1,1,False,Winter,1,14.5,58,1005.0,0.0,7.5,1.4,3,False
Sunday,2021,December,26,2,Work Departure,True,0,1,1,False,Winter,1,14.5,58,1005.0,0.0,7.5,1.4,2,False
Sunday,2021,December,26,2,Leisure,True,0,1,2,False,Winter,1,14.5,58,1005.0,0.0,7.5,1.4,4,True
Sunday,2021,December,26,2,Afternoon,True,0,0,2,False,Winter,1,14.5,58,1005.0,0.0,7.5,1.4,2,False
Monday,2021,December,27,2,Work Entrance,False,0,0,1,False,Winter,1,16.8,53,1005.0,0.0,6.9,2.8,1,False
Monday,2021,December,27,2,Morning,False,0,0,2,False,Winter,1,16.8,53,1005.0,0.0,6.9,2.8,2,False
Monday,2021,December,27,2,Work Departure,False,0,2,4,False,Winter,1,16.8,53,1005.0,0.0,6.9,2.8,8,True
Monday,2021,December,27,2,Afternoon,False,0,0,6,False,Winter,1,16.8,53,1005.0,0.0,6.9,2.8,6,True
Thursday,2021,December,16,1,Early Morning,False,0,1,0,False,Winter,0,11.5,74,1025.3,0.0,7.6,0.8,1,False
Monday,2021,December,27,0,Early Morning,False,0,1,0,False,Winter,0,16.8,53,1005.0,0.0,6.9,2.8,1,False
Monday,2021,December,27,2,Leisure,False,0,0,1,False,Winter,0,16.8,53,1005.0,0.0,6.9,2.8,3,False
Tuesday,2021,December,28,2,Work Entrance,False,0,2,2,False,Winter,1,17.4,50,1010.3,0.0,6.9,2.6,4,True
Tuesday,2021,December,28,2,Morning,False,0,2,2,False,Winter,1,17.4,50,1010.3,0.0,6.9,2.6,5,True
Tuesday,2021,December,28,2,Work Departure,False,0,1,3,False,Winter,1,17.4,50,1010.3,0.0,6.9,2.6,4,True
Wednesday,2021,December,29,2,Morning,False,0,2,3,False,Winter,1,17.0,56,1015.8,0.0,8.2,1.8,6,True
Tuesday,2021,December,28,2,Afternoon,False,0,1,6,False,Winter,2,17.4,50,1010.3,0.0,6.9,2.6,10,True
Wednesday,2021,December,29,2,Leisure,False,0,0,4,False,Winter,0,17.0,56,1015.8,0.0,8.2,1.8,6,True
Wednesday,2021,December,29,3,Work Entrance,False,0,1,2,False,Winter,1,17.0,56,1015.8,0.0,8.2,1.8,3,False
Wednesday,2021,December,29,2,Work Departure,False,0,0,6,False,Winter,1,17.0,56,1015.8,0.0,8.2,1.8,9,True
Wednesday,2021,December,29,2,Afternoon,False,0,1,2,False,Winter,1,17.0,56,1015.8,0.0,8.2,1.8,3,False
Thursday,2021,December,30,1,Work Entrance,False,0,1,0,False,Winter,1,16.6,62,1018.7,0.0,7.7,0.8,1,False
Thursday,2021,December,30,2,Morning,False,0,0,4,False,Winter,1,16.6,62,1018.7,0.0,7.7,0.8,6,True
Thursday,2021,December,30,2,Work Departure,False,0,2,3,False,Winter,1,16.6,62,1018.7,0.0,7.7,0.8,7,True
Thursday,2021,December,30,2,Afternoon,False,0,1,1,False,Winter,1,16.6,62,1018.7,0.0,7.7,0.8,3,False
Thursday,2021,December,30,2,Leisure,False,0,0,2,False,Winter,1,16.6,62,1018.7,0.0,7.7,0.8,3,False
Friday,2021,December,31,2,Morning,False,0,2,2,True,Winter,1,14.3,75,1022.4,0.0,8.7,0.8,7,True
Friday,2021,December,31,2,Work Departure,False,0,1,4,True,Winter,1,14.3,75,1022.4,0.0,8.7,0.8,6,True
Friday,2021,December,31,2,Afternoon,False,0,0,2,True,Winter,1,14.3,75,1022.4,0.0,8.7,0.8,2,False
Saturday,2022,January,1,2,Leisure,True,0,1,1,False,Winter,1,12.4,77,1022.9,0.0,9.2,1.4,2,False
Saturday,2022,January,1,2,Work Departure,True,0,0,2,False,Winter,1,12.4,77,1022.9,0.0,9.2,1.4,3,False
Saturday,2022,January,1,2,Afternoon,True,0,0,1,False,Winter,1,12.4,77,1022.9,0.0,9.2,1.4,1,False
Monday,2022,January,17,2,Morning,False,0,0,3,False,Winter,1,10.7,36,1027.2,0.0,10.6,1.4,4,True
Sunday,2022,January,2,2,Morning,True,0,0,1,False,Winter,1,12.4,83,1023.9,0.0,8.7,1.2,1,False
Sunday,2022,January,2,2,Work Departure,True,0,0,3,False,Winter,1,12.4,83,1023.9,0.0,8.7,1.2,4,True
Sunday,2022,January,2,2,Afternoon,True,0,0,5,False,Winter,1,12.4,83,1023.9,0.0,8.7,1.2,9,True
Sunday,2022,January,2,2,Leisure,True,0,0,1,False,Winter,0,12.4,83,1023.9,0.0,8.7,1.2,1,False
Monday,2022,January,3,2,Work Entrance,False,0,0,1,False,Winter,1,11.8,80,1019.6,0.0,7.9,1.8,1,False
Monday,2022,January,3,4,Morning,False,1,0,3,False,Winter,1,11.8,80,1019.6,0.0,7.9,1.8,4,True
Monday,2022,January,3,2,Work Departure,False,0,0,3,False,Winter,1,11.8,80,1019.6,0.0,7.9,1.8,3,False
Monday,2022,January,3,2,Afternoon,False,0,3,5,False,Winter,2,11.8,80,1019.6,0.0,7.9,1.8,11,True
Tuesday,2022,February,22,2,Work Departure,False,0,0,6,False,Winter,2,13.0,55,1022.6,0.0,15.7,2.1,8,True
Tuesday,2022,January,4,2,Leisure,False,0,0,1,False,Winter,0,14.6,70,1006.5,0.0,9.0,2.1,1,False
Tuesday,2022,January,4,2,Work Entrance,False,0,0,1,False,Winter,1,14.6,70,1006.5,0.0,9.0,2.1,1,False
Tuesday,2022,January,4,2,Morning,False,0,0,1,False,Winter,2,14.6,70,1006.5,0.0,9.0,2.1,1,False
Tuesday,2022,January,4,2,Work Departure,False,0,2,2,False,Winter,1,14.6,70,1006.5,0.0,9.0,2.1,4,True
Tuesday,2022,January,4,2,Afternoon,False,0,1,2,False,Winter,1,14.6,70,1006.5,0.0,9.0,2.1,7,True
Wednesday,2022,January,5,2,Work Entrance,False,0,0,3,True,Winter,1,11.2,68,1005.9,7.0,4.9,2.1,3,False
Wednesday,2022,January,5,2,Early Morning,False,0,0,1,True,Winter,0,11.2,68,1005.9,7.0,4.9,2.1,1,False
Wednesday,2022,January,5,2,Morning,False,0,1,2,True,Winter,2,11.2,68,1005.9,7.0,4.9,2.1,3,False
Wednesday,2022,January,5,2,Work Departure,False,0,0,9,True,Winter,1,11.2,68,1005.9,7.0,4.9,2.1,14,True
Wednesday,2022,January,5,2,Afternoon,False,0,0,1,True,Winter,1,11.2,68,1005.9,7.0,4.9,2.1,1,False
Wednesday,2022,January,5,1,Leisure,False,0,2,0,True,Winter,1,11.2,68,1005.9,7.0,4.9,2.1,2,False
Thursday,2022,January,6,2,Early Morning,False,0,0,1,False,Winter,0,8.7,39,1013.1,0.0,10.0,1.7,1,False
Thursday,2022,January,6,2,Work Entrance,False,0,0,1,False,Winter,1,8.7,39,1013.1,0.0,10.0,1.7,1,False
Thursday,2022,January,6,2,Morning,False,0,0,2,False,Winter,1,8.7,39,1013.1,0.0,10.0,1.7,2,False
Thursday,2022,January,6,2,Work Departure,False,0,0,2,False,Winter,1,8.7,39,1013.1,0.0,10.0,1.7,2,False
Thursday,2022,January,6,2,Afternoon,False,0,0,1,False,Winter,1,8.7,39,1013.1,0.0,10.0,1.7,2,False
Thursday,2022,January,6,2,Leisure,False,0,0,1,False,Winter,1,8.7,39,1013.1,0.0,10.0,1.7,1,False
Friday,2022,January,7,2,Work Entrance,False,0,0,2,True,Winter,1,9.1,44,1019.0,0.0,9.7,1.4,2,False
Friday,2022,January,7,2,Morning,False,0,1,4,True,Winter,1,9.1,44,1019.0,0.0,9.7,1.4,5,True
Friday,2022,January,7,2,Work Departure,False,0,0,4,True,Winter,1,9.1,44,1019.0,0.0,9.7,1.4,5,True
Friday,2022,January,7,2,Afternoon,False,0,1,3,True,Winter,1,9.1,44,1019.0,0.0,9.7,1.4,4,True
Saturday,2022,January,8,3,Leisure,True,0,0,3,False,Winter,0,10.5,51,1017.1,0.0,6.1,2.2,4,True
Friday,2022,January,7,3,Leisure,False,0,0,1,True,Winter,1,9.1,44,1019.0,0.0,9.7,1.4,1,False
Saturday,2022,January,8,1,Work Entrance,True,0,1,0,False,Winter,1,10.5,51,1017.1,0.0,6.1,2.2,1,False
Saturday,2022,January,8,2,Work Departure,True,0,1,2,False,Winter,1,10.5,51,1017.1,0.0,6.1,2.2,4,True
Saturday,2022,January,8,2,Morning,True,0,1,1,False,Winter,1,10.5,51,1017.1,0.0,6.1,2.2,2,False
Saturday,2022,January,8,2,Afternoon,True,0,0,3,False,Winter,1,10.5,51,1017.1,0.0,6.1,2.2,8,True
Sunday,2022,January,9,2,Leisure,True,0,0,1,False,Winter,1,12.6,54,1009.2,0.0,8.7,3.2,2,False
Sunday,2022,January,9,2,Work Entrance,True,0,0,1,False,Winter,0,12.6,54,1009.2,0.0,8.7,3.2,1,False
Sunday,2022,January,9,2,Morning,True,0,0,1,False,Winter,1,12.6,54,1009.2,0.0,8.7,3.2,2,False
Sunday,2022,January,9,2,Work Departure,True,0,0,3,False,Winter,1,12.6,54,1009.2,0.0,8.7,3.2,4,True
Sunday,2022,January,9,2,Afternoon,True,0,0,2,False,Winter,1,12.6,54,1009.2,0.0,8.7,3.2,2,False
Monday,2022,January,10,0,Early Morning,False,0,1,0,False,Winter,0,11.1,77,1011.1,0.0,0.7,1.6,1,False
Monday,2022,January,10,2,Work Entrance,False,0,0,2,False,Winter,2,11.1,77,1011.1,0.0,0.7,1.6,4,True
Monday,2022,January,10,2,Morning,False,0,2,3,False,Winter,1,11.1,77,1011.1,0.0,0.7,1.6,5,True
Monday,2022,January,10,2,Work Departure,False,0,1,4,False,Winter,1,11.1,77,1011.1,0.0,0.7,1.6,5,True
Monday,2022,January,10,2,Afternoon,False,0,0,3,False,Winter,1,11.1,77,1011.1,0.0,0.7,1.6,3,False
Tuesday,2022,January,11,2,Work Entrance,False,0,0,3,False,Winter,1,12.0,72,1019.2,0.0,9.8,1.1,4,True
Tuesday,2022,January,11,2,Morning,False,0,3,1,False,Winter,1,12.0,72,1019.2,0.0,9.8,1.1,5,True
Tuesday,2022,January,11,2,Work Departure,False,0,2,1,False,Winter,1,12.0,72,1019.2,0.0,9.8,1.1,5,True
Tuesday,2022,January,11,2,Afternoon,False,0,0,3,False,Winter,1,12.0,72,1019.2,0.0,9.8,1.1,8,True
Wednesday,2022,January,12,2,Work Entrance,False,0,1,3,False,Winter,1,10.8,60,1025.8,0.0,8.5,1.5,6,True
Wednesday,2022,January,12,2,Morning,False,0,1,2,False,Winter,2,10.8,60,1025.8,0.0,8.5,1.5,3,False
Wednesday,2022,January,12,2,Work Departure,False,0,4,6,False,Winter,1,10.8,60,1025.8,0.0,8.5,1.5,12,True
Wednesday,2022,January,12,2,Afternoon,False,0,0,3,False,Winter,1,10.8,60,1025.8,0.0,8.5,1.5,3,False
Thursday,2022,January,13,2,Work Entrance,False,0,1,1,False,Winter,1,9.4,59,1030.3,0.0,10.0,1.0,3,False
Thursday,2022,January,13,2,Morning,False,0,1,2,False,Winter,2,9.4,59,1030.3,0.0,10.0,1.0,5,True
Thursday,2022,January,13,2,Work Departure,False,0,1,2,False,Winter,1,9.4,59,1030.3,0.0,10.0,1.0,4,True
Thursday,2022,January,13,2,Afternoon,False,0,2,2,False,Winter,2,9.4,59,1030.3,0.0,10.0,1.0,5,True
Thursday,2022,January,13,2,Leisure,False,0,0,1,False,Winter,1,9.4,59,1030.3,0.0,10.0,1.0,1,False
Friday,2022,January,14,2,Leisure,False,0,0,1,True,Winter,0,10.1,52,1029.1,0.0,8.9,1.0,1,False
Friday,2022,January,14,2,Morning,False,0,2,5,True,Winter,2,10.1,52,1029.1,0.0,8.9,1.0,8,True
Friday,2022,January,14,2,Work Entrance,False,0,2,2,True,Winter,1,10.1,52,1029.1,0.0,8.9,1.0,4,True
Friday,2022,January,14,2,Work Departure,False,0,1,7,True,Winter,2,10.1,52,1029.1,0.0,8.9,1.0,9,True
Friday,2022,January,14,3,Afternoon,False,0,1,6,True,Winter,2,10.1,52,1029.1,0.0,8.9,1.0,9,True
Saturday,2022,January,15,2,Work Entrance,True,0,0,1,False,Winter,1,9.9,39,1023.1,0.0,10.5,2.4,1,False
Saturday,2022,January,15,2,Morning,True,0,0,7,False,Winter,1,9.9,39,1023.1,0.0,10.5,2.4,8,True
Saturday,2022,January,15,2,Work Departure,True,0,2,3,False,Winter,1,9.9,39,1023.1,0.0,10.5,2.4,5,True
Saturday,2022,January,15,3,Afternoon,True,0,0,4,False,Winter,1,9.9,39,1023.1,0.0,10.5,2.4,5,True
Sunday,2022,January,16,1,Leisure,True,0,2,0,False,Winter,1,9.6,42,1025.1,0.0,10.4,0.8,4,True
Sunday,2022,January,16,2,Morning,True,0,1,2,False,Winter,1,9.6,42,1025.1,0.0,10.4,0.8,3,False
Sunday,2022,January,16,2,Work Departure,True,0,2,4,False,Winter,1,9.6,42,1025.1,0.0,10.4,0.8,6,True
Sunday,2022,January,16,2,Afternoon,True,0,1,2,False,Winter,1,9.6,42,1025.1,0.0,10.4,0.8,6,True
Monday,2022,January,17,2,Leisure,False,0,0,1,False,Winter,0,10.7,36,1027.2,0.0,10.6,1.4,1,False
Monday,2022,January,17,2,Work Entrance,False,0,2,4,False,Winter,1,10.7,36,1027.2,0.0,10.6,1.4,7,True
Monday,2022,January,17,2,Work Departure,False,0,1,8,False,Winter,1,10.7,36,1027.2,0.0,10.6,1.4,11,True
Monday,2022,January,17,1,Afternoon,False,0,2,0,False,Winter,1,10.7,36,1027.2,0.0,10.6,1.4,2,False
Wednesday,2022,January,19,2,Afternoon,False,0,1,3,False,Winter,1,10.1,69,1027.0,0.0,7.1,1.0,6,True
Tuesday,2022,January,18,2,Work Entrance,False,0,1,2,False,Winter,1,10.1,58,1026.9,0.0,9.3,1.4,3,False
Tuesday,2022,January,18,2,Morning,False,0,3,3,False,Winter,1,10.1,58,1026.9,0.0,9.3,1.4,7,True
Wednesday,2022,January,19,2,Work Entrance,False,0,3,1,False,Winter,2,10.1,69,1027.0,0.0,7.1,1.0,5,True
Tuesday,2022,January,18,2,Work Departure,False,0,1,6,False,Winter,2,10.1,58,1026.9,0.0,9.3,1.4,10,True
Tuesday,2022,January,18,2,Afternoon,False,0,1,4,False,Winter,1,10.1,58,1026.9,0.0,9.3,1.4,5,True
Tuesday,2022,January,18,2,Leisure,False,0,0,1,False,Winter,0,10.1,58,1026.9,0.0,9.3,1.4,2,False
Wednesday,2022,January,19,0,Leisure,False,0,1,0,False,Winter,0,10.1,69,1027.0,0.0,7.1,1.0,1,False
Wednesday,2022,January,19,2,Morning,False,0,1,4,False,Winter,1,10.1,69,1027.0,0.0,7.1,1.0,8,True
Wednesday,2022,January,19,2,Work Departure,False,0,1,4,False,Winter,1,10.1,69,1027.0,0.0,7.1,1.0,5,True
Thursday,2022,January,20,2,Work Departure,False,0,1,5,False,Winter,1,10.4,60,1022.7,0.0,9.9,1.3,11,True
Thursday,2022,January,20,3,Leisure,False,0,0,2,False,Winter,0,10.4,60,1022.7,0.0,9.9,1.3,3,False
Thursday,2022,January,20,2,Work Entrance,False,0,0,5,False,Winter,1,10.4,60,1022.7,0.0,9.9,1.3,6,True
Thursday,2022,January,20,3,Morning,False,0,0,9,False,Winter,1,10.4,60,1022.7,0.0,9.9,1.3,13,True
Thursday,2022,January,20,2,Afternoon,False,0,1,2,False,Winter,1,10.4,60,1022.7,0.0,9.9,1.3,5,True
Friday,2022,January,21,4,Leisure,False,1,0,1,True,Winter,0,9.2,57,1022.0,0.0,6.5,1.5,2,False
Friday,2022,January,21,2,Work Entrance,False,0,1,1,True,Winter,1,9.2,57,1022.0,0.0,6.5,1.5,3,False
Friday,2022,January,21,2,Early Morning,False,0,0,1,True,Winter,0,9.2,57,1022.0,0.0,6.5,1.5,1,False
Friday,2022,January,21,2,Morning,False,0,0,2,True,Winter,1,9.2,57,1022.0,0.0,6.5,1.5,2,False
Friday,2022,January,21,2,Work Departure,False,0,2,2,True,Winter,2,9.2,57,1022.0,0.0,6.5,1.5,4,True
Friday,2022,January,21,2,Afternoon,False,0,1,2,True,Winter,1,9.2,57,1022.0,0.0,6.5,1.5,3,False
Saturday,2022,January,22,2,Leisure,True,0,0,3,False,Winter,0,8.9,45,1025.9,0.0,10.7,1.4,5,True
Saturday,2022,January,22,2,Morning,True,0,3,3,False,Winter,1,8.9,45,1025.9,0.0,10.7,1.4,9,True
Saturday,2022,January,22,2,Work Departure,True,0,1,1,False,Winter,1,8.9,45,1025.9,0.0,10.7,1.4,3,False
Saturday,2022,January,22,2,Afternoon,True,0,4,2,False,Winter,1,8.9,45,1025.9,0.0,10.7,1.4,12,True
Sunday,2022,January,23,2,Leisure,True,0,1,2,False,Winter,0,9.3,59,1025.2,0.0,10.8,0.9,4,True
Sunday,2022,January,23,2,Morning,True,0,1,3,False,Winter,1,9.3,59,1025.2,0.0,10.8,0.9,6,True
Sunday,2022,January,23,2,Work Departure,True,0,0,2,False,Winter,1,9.3,59,1025.2,0.0,10.8,0.9,2,False
Sunday,2022,January,23,2,Afternoon,True,0,1,4,False,Winter,0,9.3,59,1025.2,0.0,10.8,0.9,5,True
Monday,2022,January,24,2,Work Entrance,False,0,1,3,False,Winter,1,9.6,69,1026.1,0.0,8.4,0.8,4,True
Monday,2022,January,24,2,Morning,False,0,2,2,False,Winter,1,9.6,69,1026.1,0.0,8.4,0.8,5,True
Monday,2022,January,24,2,Work Departure,False,0,1,6,False,Winter,1,9.6,69,1026.1,0.0,8.4,0.8,10,True
Monday,2022,January,24,2,Afternoon,False,0,2,3,False,Winter,2,9.6,69,1026.1,0.0,8.4,0.8,5,True
Tuesday,2022,January,25,1,Work Entrance,False,0,1,0,False,Winter,1,9.9,71,1028.8,0.0,10.8,0.9,1,False
Tuesday,2022,January,25,2,Morning,False,0,1,6,False,Winter,1,9.9,71,1028.8,0.0,10.8,0.9,9,True
Tuesday,2022,January,25,2,Work Departure,False,0,1,4,False,Winter,1,9.9,71,1028.8,0.0,10.8,0.9,6,True
Tuesday,2022,January,25,2,Afternoon,False,0,2,3,False,Winter,2,9.9,71,1028.8,0.0,10.8,0.9,5,True
Tuesday,2022,January,25,3,Leisure,False,0,0,1,False,Winter,1,9.9,71,1028.8,0.0,10.8,0.9,1,False
Wednesday,2022,January,26,3,Leisure,False,0,0,4,False,Winter,0,10.9,59,1026.2,0.0,11.3,1.3,5,True
Wednesday,2022,January,26,2,Work Entrance,False,0,1,1,False,Winter,2,10.9,59,1026.2,0.0,11.3,1.3,3,False
Wednesday,2022,January,26,2,Morning,False,0,2,4,False,Winter,1,10.9,59,1026.2,0.0,11.3,1.3,8,True
Wednesday,2022,January,26,2,Work Departure,False,0,2,5,False,Winter,1,10.9,59,1026.2,0.0,11.3,1.3,7,True
Wednesday,2022,January,26,2,Afternoon,False,0,2,6,False,Winter,1,10.9,59,1026.2,0.0,11.3,1.3,9,True
Thursday,2022,January,27,2,Work Entrance,False,0,2,2,False,Winter,2,10.9,61,1025.0,0.0,11.4,0.9,4,True
Thursday,2022,January,27,2,Morning,False,0,0,2,False,Winter,2,10.9,61,1025.0,0.0,11.4,0.9,2,False
Thursday,2022,January,27,3,Work Departure,False,0,2,7,False,Winter,1,10.9,61,1025.0,0.0,11.4,0.9,11,True
Thursday,2022,January,27,2,Afternoon,False,0,1,6,False,Winter,2,10.9,61,1025.0,0.0,11.4,0.9,8,True
Thursday,2022,January,27,2,Leisure,False,0,2,1,False,Winter,1,10.9,61,1025.0,0.0,11.4,0.9,3,False
Friday,2022,January,28,2,Early Morning,False,0,0,1,True,Winter,0,12.5,41,1025.7,0.0,11.8,0.8,3,False
