Dia,Hora,Density
16/07/2021,4,0
16/07/2021,5,0
16/07/2021,6,1
16/07/2021,7,1
16/07/2021,8,1
16/07/2021,9,1
16/07/2021,10,2
16/07/2021,11,2
16/07/2021,12,2
16/07/2021,13,2
16/07/2021,14,2
16/07/2021,15,2
16/07/2021,16,2
16/07/2021,17,2
16/07/2021,18,2
16/07/2021,19,2
16/07/2021,20,1
16/07/2021,21,1
16/07/2021,22,1
16/07/2021,23,1
17/07/2021,0,1
17/07/2021,1,0
17/07/2021,2,0
17/07/2021,3,0
17/07/2021,4,0
17/07/2021,5,0
17/07/2021,6,0
17/07/2021,7,1
17/07/2021,8,1
17/07/2021,9,1
17/07/2021,10,1
17/07/2021,11,1
17/07/2021,12,1
17/07/2021,13,1
17/07/2021,14,1
17/07/2021,15,1
17/07/2021,16,1
17/07/2021,17,1
17/07/2021,18,1
17/07/2021,19,1
17/07/2021,20,1
17/07/2021,21,1
17/07/2021,22,1
17/07/2021,23,1
18/07/2021,0,1
18/07/2021,1,0
18/07/2021,2,0
18/07/2021,3,0
18/07/2021,4,0
18/07/2021,5,0
18/07/2021,6,0
18/07/2021,7,0
18/07/2021,8,1
18/07/2021,9,1
18/07/2021,10,1
18/07/2021,11,1
18/07/2021,12,1
18/07/2021,13,1
18/07/2021,14,1
18/07/2021,15,1
18/07/2021,16,1
18/07/2021,17,1
18/07/2021,18,1
18/07/2021,19,1
18/07/2021,20,1
18/07/2021,21,1
18/07/2021,22,1
18/07/2021,23,1
19/07/2021,0,0
19/07/2021,1,0
19/07/2021,2,0
19/07/2021,3,0
19/07/2021,4,0
19/07/2021,5,0
19/07/2021,6,1
19/07/2021,7,1
19/07/2021,8,2
19/07/2021,9,2
19/07/2021,10,2
19/07/2021,11,2
19/07/2021,12,2
19/07/2021,13,2
19/07/2021,14,1
19/07/2021,15,1
19/07/2021,16,1
19/07/2021,17,2
19/07/2021,18,2
19/07/2021,19,1
19/07/2021,20,1
19/07/2021,21,1
19/07/2021,22,1
19/07/2021,23,1
20/07/2021,0,0
20/07/2021,1,0
20/07/2021,2,0
20/07/2021,3,0
20/07/2021,4,0
20/07/2021,5,0
20/07/2021,6,1
20/07/2021,7,1
20/07/2021,8,1
20/07/2021,9,2
20/07/2021,10,2
20/07/2021,11,2
20/07/2021,12,2
20/07/2021,13,2
20/07/2021,14,1
20/07/2021,15,1
20/07/2021,16,1
20/07/2021,17,2
20/07/2021,18,2
20/07/2021,19,1
20/07/2021,20,1
20/07/2021,21,1
20/07/2021,22,1
20/07/2021,23,1
21/07/2021,0,0
21/07/2021,1,0
21/07/2021,2,0
21/07/2021,3,0
21/07/2021,4,0
21/07/2021,5,0
21/07/2021,6,1
21/07/2021,7,1
21/07/2021,8,1
21/07/2021,9,2
21/07/2021,10,2
21/07/2021,11,2
21/07/2021,12,2
21/07/2021,13,2
21/07/2021,14,1
21/07/2021,15,1
21/07/2021,16,1
21/07/2021,17,2
21/07/2021,18,2
21/07/2021,19,1
21/07/2021,20,1
21/07/2021,21,1
21/07/2021,22,1
21/07/2021,23,1
22/07/2021,0,1
22/07/2021,1,0
22/07/2021,2,0
22/07/2021,3,0
22/07/2021,4,0
22/07/2021,5,0
22/07/2021,6,1
22/07/2021,7,1
22/07/2021,8,1
22/07/2021,9,2
22/07/2021,10,2
22/07/2021,11,2
22/07/2021,12,2
22/07/2021,13,2
22/07/2021,14,1
22/07/2021,15,1
22/07/2021,16,1
22/07/2021,17,2
22/07/2021,18,2
22/07/2021,19,2
22/07/2021,20,1
22/07/2021,21,1
22/07/2021,22,1
22/07/2021,23,1
23/07/2021,0,1
23/07/2021,1,0
23/07/2021,2,0
23/07/2021,3,0
23/07/2021,4,0
23/07/2021,5,0
23/07/2021,6,1
23/07/2021,7,1
23/07/2021,8,1
23/07/2021,9,1
23/07/2021,10,1
23/07/2021,11,2
23/07/2021,12,2
23/07/2021,13,2
23/07/2021,14,2
23/07/2021,15,1
23/07/2021,16,2
23/07/2021,17,2
23/07/2021,18,2
23/07/2021,19,1
23/07/2021,20,1
23/07/2021,21,1
23/07/2021,22,1
23/07/2021,23,1
24/07/2021,0,1
24/07/2021,1,0
24/07/2021,2,0
24/07/2021,3,0
24/07/2021,4,0
24/07/2021,5,0
24/07/2021,6,0
24/07/2021,7,1
24/07/2021,8,1
24/07/2021,9,1
24/07/2021,10,1
24/07/2021,11,1
24/07/2021,12,1
24/07/2021,13,1
24/07/2021,14,1
24/07/2021,15,1
24/07/2021,16,1
24/07/2021,17,1
24/07/2021,18,1
24/07/2021,19,1
24/07/2021,20,1
24/07/2021,21,1
24/07/2021,22,1
24/07/2021,23,1
25/07/2021,0,1
25/07/2021,1,0
25/07/2021,2,0
25/07/2021,3,0
25/07/2021,4,0
25/07/2021,5,0
25/07/2021,6,0
25/07/2021,7,0
25/07/2021,8,0
25/07/2021,9,1
25/07/2021,10,1
25/07/2021,11,1
25/07/2021,12,1
25/07/2021,13,1
25/07/2021,14,1
25/07/2021,15,1
25/07/2021,16,1
25/07/2021,17,1
25/07/2021,18,1
25/07/2021,19,1
25/07/2021,20,1
25/07/2021,21,1
25/07/2021,22,1
25/07/2021,23,1
26/07/2021,0,0
26/07/2021,1,0
26/07/2021,2,0
26/07/2021,3,0
26/07/2021,4,0
26/07/2021,5,0
26/07/2021,6,1
26/07/2021,7,1
26/07/2021,8,1
26/07/2021,9,1
26/07/2021,10,1
26/07/2021,11,2
26/07/2021,12,2
26/07/2021,13,2
26/07/2021,14,1
26/07/2021,15,1
26/07/2021,16,1
26/07/2021,17,2
26/07/2021,18,2
26/07/2021,19,1
26/07/2021,20,1
26/07/2021,21,1
26/07/2021,22,1
26/07/2021,23,1
27/07/2021,0,0
27/07/2021,1,0
27/07/2021,2,0
27/07/2021,3,0
27/07/2021,4,0
27/07/2021,5,0
27/07/2021,6,1
27/07/2021,7,1
27/07/2021,8,1
27/07/2021,9,1
27/07/2021,10,1
27/07/2021,11,1
27/07/2021,12,2
27/07/2021,13,2
27/07/2021,14,1
27/07/2021,15,1
27/07/2021,16,1
27/07/2021,17,2
27/07/2021,18,2
27/07/2021,19,2
27/07/2021,20,1
27/07/2021,21,1
27/07/2021,22,1
27/07/2021,23,1
28/07/2021,0,0
28/07/2021,1,0
28/07/2021,2,0
28/07/2021,3,0
28/07/2021,4,0
28/07/2021,5,0
28/07/2021,6,1
28/07/2021,7,1
28/07/2021,8,1
28/07/2021,9,2
28/07/2021,10,2
28/07/2021,11,2
28/07/2021,12,2
28/07/2021,13,2
28/07/2021,14,1
28/07/2021,15,1
28/07/2021,16,1
28/07/2021,17,2
28/07/2021,18,2
28/07/2021,19,1
28/07/2021,20,1
28/07/2021,21,1
28/07/2021,22,1
28/07/2021,23,1
29/07/2021,0,1
29/07/2021,1,0
29/07/2021,2,0
29/07/2021,3,0
29/07/2021,4,0
29/07/2021,5,0
29/07/2021,6,1
29/07/2021,7,1
29/07/2021,8,1
29/07/2021,9,2
29/07/2021,10,1
29/07/2021,11,2
29/07/2021,12,2
29/07/2021,13,2
29/07/2021,14,1
29/07/2021,15,1
29/07/2021,16,1
29/07/2021,17,2
29/07/2021,18,2
29/07/2021,19,2
29/07/2021,20,1
29/07/2021,21,1
29/07/2021,22,1
29/07/2021,23,1
30/07/2021,0,1
30/07/2021,1,0
30/07/2021,2,0
30/07/2021,3,0
30/07/2021,4,0
30/07/2021,5,0
30/07/2021,6,1
30/07/2021,7,1
30/07/2021,8,1
30/07/2021,9,1
30/07/2021,10,1
30/07/2021,11,2
30/07/2021,12,2
30/07/2021,13,2
30/07/2021,14,2
30/07/2021,15,2
30/07/2021,16,2
30/07/2021,17,2
30/07/2021,18,1
30/07/2021,19,1
30/07/2021,20,1
30/07/2021,21,1
30/07/2021,22,1
30/07/2021,23,1
31/07/2021,0,1
31/07/2021,1,0
31/07/2021,2,0
31/07/2021,3,0
31/07/2021,4,0
31/07/2021,5,0
31/07/2021,6,0
31/07/2021,7,1
31/07/2021,8,1
31/07/2021,9,1
31/07/2021,10,1
31/07/2021,11,1
31/07/2021,12,1
31/07/2021,13,1
31/07/2021,14,1
31/07/2021,15,1
31/07/2021,16,1
31/07/2021,17,1
31/07/2021,18,1
31/07/2021,19,1
31/07/2021,20,1
31/07/2021,21,1
31/07/2021,22,1
31/07/2021,23,1
01/08/2021,0,1
01/08/2021,1,0
01/08/2021,2,0
01/08/2021,3,0
01/08/2021,4,0
01/08/2021,5,0
01/08/2021,6,0
01/08/2021,7,0
01/08/2021,8,0
01/08/2021,9,1
01/08/2021,10,1
01/08/2021,11,1
01/08/2021,12,1
01/08/2021,13,1
01/08/2021,14,1
01/08/2021,15,1
01/08/2021,16,1
01/08/2021,17,1
01/08/2021,18,1
01/08/2021,19,1
01/08/2021,20,1
01/08/2021,21,1
01/08/2021,22,1
01/08/2021,23,1
02/08/2021,0,0
02/08/2021,1,0
02/08/2021,2,0
02/08/2021,3,0
02/08/2021,4,0
02/08/2021,5,0
02/08/2021,6,1
02/08/2021,7,1
02/08/2021,8,1
02/08/2021,9,1
02/08/2021,10,1
02/08/2021,11,1
02/08/2021,12,1
02/08/2021,13,1
02/08/2021,14,1
02/08/2021,15,1
02/08/2021,16,1
02/08/2021,17,1
02/08/2021,18,1
02/08/2021,19,1
02/08/2021,20,1
02/08/2021,21,1
02/08/2021,22,1
02/08/2021,23,0
03/08/2021,0,0
03/08/2021,1,0
03/08/2021,2,0
03/08/2021,3,0
03/08/2021,4,0
03/08/2021,5,0
03/08/2021,6,1
03/08/2021,7,1
03/08/2021,8,1
03/08/2021,9,1
03/08/2021,10,1
03/08/2021,11,1
03/08/2021,12,1
03/08/2021,13,1
03/08/2021,14,1
03/08/2021,15,1
03/08/2021,16,1
03/08/2021,17,1
03/08/2021,18,1
03/08/2021,19,1
03/08/2021,20,1
03/08/2021,21,1
03/08/2021,22,1
03/08/2021,23,1
04/08/2021,0,0
04/08/2021,1,0
04/08/2021,2,0
04/08/2021,3,0
04/08/2021,4,0
04/08/2021,5,0
04/08/2021,6,0
04/08/2021,7,1
04/08/2021,8,1
04/08/2021,9,1
04/08/2021,10,1
04/08/2021,11,1
04/08/2021,12,1
04/08/2021,13,1
04/08/2021,14,1
04/08/2021,15,1
04/08/2021,16,1
04/08/2021,17,1
04/08/2021,18,1
04/08/2021,19,1
04/08/2021,20,1
04/08/2021,21,1
04/08/2021,22,1
04/08/2021,23,1
05/08/2021,0,0
05/08/2021,1,0
05/08/2021,2,0
05/08/2021,3,0
05/08/2021,4,0
05/08/2021,5,0
05/08/2021,6,1
05/08/2021,7,1
05/08/2021,8,1
05/08/2021,9,1
05/08/2021,10,1
05/08/2021,11,1
05/08/2021,12,1
05/08/2021,13,1
05/08/2021,14,1
05/08/2021,15,1
05/08/2021,16,1
05/08/2021,17,1
05/08/2021,18,1
05/08/2021,19,1
05/08/2021,20,1
05/08/2021,21,1
05/08/2021,22,1
05/08/2021,23,1
06/08/2021,0,1
06/08/2021,1,0
06/08/2021,2,0
06/08/2021,3,0
06/08/2021,4,0
06/08/2021,5,0
06/08/2021,6,1
06/08/2021,7,1
06/08/2021,8,1
06/08/2021,9,1
06/08/2021,10,1
06/08/2021,11,1
06/08/2021,12,1
06/08/2021,13,1
06/08/2021,14,1
06/08/2021,15,1
06/08/2021,16,1
06/08/2021,17,1
06/08/2021,18,1
06/08/2021,19,1
06/08/2021,20,1
06/08/2021,21,1
06/08/2021,22,1
06/08/2021,23,1
07/08/2021,0,1
07/08/2021,1,0
07/08/2021,2,0
07/08/2021,3,0
07/08/2021,4,0
07/08/2021,5,0
07/08/2021,6,0
07/08/2021,7,0
07/08/2021,8,1
07/08/2021,9,1
07/08/2021,10,1
07/08/2021,11,1
07/08/2021,12,1
07/08/2021,13,1
07/08/2021,14,1
07/08/2021,15,1
07/08/2021,16,1
07/08/2021,17,1
07/08/2021,18,1
07/08/2021,19,1
07/08/2021,20,1
07/08/2021,21,1
07/08/2021,22,1
07/08/2021,23,1
08/08/2021,0,1
08/08/2021,1,0
08/08/2021,2,0
08/08/2021,3,0
08/08/2021,4,0
08/08/2021,5,0
08/08/2021,6,0
08/08/2021,7,0
08/08/2021,8,0
08/08/2021,9,1
08/08/2021,10,1
08/08/2021,11,1
08/08/2021,12,1
08/08/2021,13,1
08/08/2021,14,1
08/08/2021,15,1
08/08/2021,16,1
08/08/2021,17,1
08/08/2021,18,1
08/08/2021,19,1
08/08/2021,20,1
08/08/2021,21,1
08/08/2021,22,1
08/08/2021,23,1
09/08/2021,0,0
09/08/2021,1,0
09/08/2021,2,0
09/08/2021,3,0
09/08/2021,4,0
09/08/2021,5,0
09/08/2021,6,0
09/08/2021,7,1
09/08/2021,8,1
09/08/2021,9,1
09/08/2021,10,1
09/08/2021,11,1
09/08/2021,12,1
09/08/2021,13,1
09/08/2021,14,1
09/08/2021,15,1
09/08/2021,16,1
09/08/2021,17,1
09/08/2021,18,1
09/08/2021,19,1
09/08/2021,20,1
09/08/2021,21,1
09/08/2021,22,1
09/08/2021,23,0
10/08/2021,0,0
10/08/2021,1,0
10/08/2021,2,0
10/08/2021,3,0
10/08/2021,4,0
10/08/2021,5,0
10/08/2021,6,0
10/08/2021,7,1
10/08/2021,8,1
10/08/2021,9,1
10/08/2021,10,1
10/08/2021,11,1
10/08/2021,12,1
10/08/2021,13,1
10/08/2021,14,1
10/08/2021,15,1
10/08/2021,16,1
10/08/2021,17,1
10/08/2021,18,1
10/08/2021,19,1
10/08/2021,20,1
10/08/2021,21,1
10/08/2021,22,1
10/08/2021,23,1
11/08/2021,0,0
11/08/2021,1,0
11/08/2021,2,0
11/08/2021,3,0
11/08/2021,4,0
11/08/2021,5,0
11/08/2021,6,0
11/08/2021,7,1
11/08/2021,8,1
11/08/2021,9,1
11/08/2021,10,1
11/08/2021,11,1
11/08/2021,12,1
11/08/2021,13,1
11/08/2021,14,1
11/08/2021,15,1
11/08/2021,16,1
11/08/2021,17,1
11/08/2021,18,1
11/08/2021,19,1
11/08/2021,20,1
11/08/2021,21,1
11/08/2021,22,1
11/08/2021,23,1
12/08/2021,0,0
12/08/2021,1,0
12/08/2021,2,0
12/08/2021,3,0
12/08/2021,4,0
12/08/2021,5,0
12/08/2021,6,0
12/08/2021,7,1
12/08/2021,8,1
12/08/2021,9,1
12/08/2021,10,1
12/08/2021,11,1
12/08/2021,12,1
12/08/2021,13,1
12/08/2021,14,1
12/08/2021,15,1
12/08/2021,16,1
12/08/2021,17,1
12/08/2021,18,1
12/08/2021,19,1
12/08/2021,20,1
12/08/2021,21,1
12/08/2021,22,1
12/08/2021,23,1
13/08/2021,0,0
13/08/2021,1,0
13/08/2021,2,0
13/08/2021,3,0
13/08/2021,4,0
13/08/2021,5,0
13/08/2021,6,0
13/08/2021,7,1
13/08/2021,8,1
13/08/2021,9,1
13/08/2021,10,1
13/08/2021,11,1
13/08/2021,12,1
13/08/2021,13,1
13/08/2021,14,1
13/08/2021,15,1
13/08/2021,16,1
13/08/2021,17,1
13/08/2021,18,1
13/08/2021,19,1
13/08/2021,20,1
13/08/2021,21,1
13/08/2021,22,1
13/08/2021,23,1
14/08/2021,0,1
14/08/2021,1,0
14/08/2021,2,0
14/08/2021,3,0
14/08/2021,4,0
14/08/2021,5,0
14/08/2021,6,0
14/08/2021,7,0
14/08/2021,8,1
14/08/2021,9,1
14/08/2021,10,1
14/08/2021,11,1
14/08/2021,12,1
14/08/2021,13,1
14/08/2021,14,1
14/08/2021,15,1
14/08/2021,16,1
14/08/2021,17,1
14/08/2021,18,1
14/08/2021,19,1
14/08/2021,20,1
14/08/2021,21,1
14/08/2021,22,1
14/08/2021,23,1
15/08/2021,0,1
15/08/2021,1,0
15/08/2021,2,0
15/08/2021,3,0
15/08/2021,4,0
15/08/2021,5,0
15/08/2021,6,0
15/08/2021,7,0
15/08/2021,8,0
15/08/2021,9,1
15/08/2021,10,1
15/08/2021,11,1
15/08/2021,12,1
15/08/2021,13,1
15/08/2021,14,1
15/08/2021,15,1
15/08/2021,16,1
15/08/2021,17,1
15/08/2021,18,1
15/08/2021,19,1
15/08/2021,20,1
15/08/2021,21,1
15/08/2021,22,1
15/08/2021,23,1
16/08/2021,0,0
16/08/2021,1,0
16/08/2021,2,0
16/08/2021,3,0
16/08/2021,4,0
16/08/2021,5,0
16/08/2021,6,0
16/08/2021,7,1
16/08/2021,8,1
16/08/2021,9,1
16/08/2021,10,1
16/08/2021,11,1
16/08/2021,12,1
16/08/2021,13,1
16/08/2021,14,1
16/08/2021,15,1
16/08/2021,16,1
16/08/2021,17,1
16/08/2021,18,1
16/08/2021,19,1
16/08/2021,20,1
16/08/2021,21,1
16/08/2021,22,1
16/08/2021,23,1
17/08/2021,0,0
17/08/2021,1,0
17/08/2021,2,0
17/08/2021,3,0
17/08/2021,4,0
17/08/2021,5,0
17/08/2021,6,0
17/08/2021,7,1
17/08/2021,8,1
17/08/2021,9,1
17/08/2021,10,1
17/08/2021,11,1
17/08/2021,12,1
17/08/2021,13,1
17/08/2021,14,1
17/08/2021,15,1
17/08/2021,16,1
17/08/2021,17,1
17/08/2021,18,1
17/08/2021,19,1
17/08/2021,20,1
17/08/2021,21,1
17/08/2021,22,1
17/08/2021,23,1
18/08/2021,0,0
18/08/2021,1,0
18/08/2021,2,0
18/08/2021,3,0
18/08/2021,4,0
18/08/2021,5,0
18/08/2021,6,0
18/08/2021,7,1
18/08/2021,8,1
18/08/2021,9,1
18/08/2021,10,1
18/08/2021,11,1
18/08/2021,12,1
18/08/2021,13,1
18/08/2021,14,1
18/08/2021,15,1
18/08/2021,16,1
18/08/2021,17,1
18/08/2021,18,1
18/08/2021,19,1
18/08/2021,20,1
18/08/2021,21,1
18/08/2021,22,1
18/08/2021,23,1
19/08/2021,0,0
19/08/2021,1,0
19/08/2021,2,0
19/08/2021,3,0
19/08/2021,4,0
19/08/2021,5,0
19/08/2021,6,0
19/08/2021,7,1
19/08/2021,8,1
19/08/2021,9,1
19/08/2021,10,1
19/08/2021,11,1
19/08/2021,12,1
19/08/2021,13,1
19/08/2021,14,1
19/08/2021,15,1
19/08/2021,16,1
19/08/2021,17,1
19/08/2021,18,1
19/08/2021,19,1
19/08/2021,20,1
19/08/2021,21,1
19/08/2021,22,1
19/08/2021,23,1
20/08/2021,0,0
20/08/2021,1,0
20/08/2021,2,0
20/08/2021,3,0
20/08/2021,4,0
20/08/2021,5,0
20/08/2021,6,0
20/08/2021,7,1
20/08/2021,8,1
20/08/2021,9,1
20/08/2021,10,1
20/08/2021,11,1
20/08/2021,12,1
20/08/2021,13,1
20/08/2021,14,1
20/08/2021,15,1
20/08/2021,16,1
20/08/2021,17,1
20/08/2021,18,1
20/08/2021,19,1
20/08/2021,20,1
20/08/2021,21,1
20/08/2021,22,1
20/08/2021,23,1
21/08/2021,0,1
21/08/2021,1,0
21/08/2021,2,0
21/08/2021,3,0
21/08/2021,4,0
21/08/2021,5,0
21/08/2021,6,0
21/08/2021,7,0
21/08/2021,8,1
21/08/2021,9,1
21/08/2021,10,1
21/08/2021,11,1
21/08/2021,12,1
21/08/2021,13,1
21/08/2021,14,1
21/08/2021,15,1
21/08/2021,16,1
21/08/2021,17,1
21/08/2021,18,1
21/08/2021,19,1
21/08/2021,20,1
21/08/2021,21,1
21/08/2021,22,1
21/08/2021,23,1
22/08/2021,0,1
22/08/2021,1,0
22/08/2021,2,0
22/08/2021,3,0
22/08/2021,4,0
22/08/2021,5,0
22/08/2021,6,0
22/08/2021,7,0
22/08/2021,8,0
22/08/2021,9,1
22/08/2021,10,1
22/08/2021,11,1
22/08/2021,12,1
22/08/2021,13,1
22/08/2021,14,1
22/08/2021,15,1
22/08/2021,16,1
22/08/2021,17,1
22/08/2021,18,1
22/08/2021,19,1
22/08/2021,20,1
22/08/2021,21,1
22/08/2021,22,1
22/08/2021,23,1
23/08/2021,0,0
23/08/2021,1,0
23/08/2021,2,0
23/08/2021,3,0
23/08/2021,4,0
23/08/2021,5,0
23/08/2021,6,1
23/08/2021,7,1
23/08/2021,8,1
23/08/2021,9,1
23/08/2021,10,1
23/08/2021,11,1
23/08/2021,12,1
23/08/2021,13,1
23/08/2021,14,1
23/08/2021,15,1
23/08/2021,16,1
23/08/2021,17,1
23/08/2021,18,1
23/08/2021,19,1
23/08/2021,20,1
23/08/2021,21,1
23/08/2021,22,1
23/08/2021,23,0
24/08/2021,0,0
24/08/2021,1,0
24/08/2021,2,0
24/08/2021,3,0
24/08/2021,4,0
24/08/2021,5,0
24/08/2021,6,1
24/08/2021,7,1
24/08/2021,8,1
24/08/2021,9,1
24/08/2021,10,1
24/08/2021,11,1
24/08/2021,12,1
24/08/2021,13,1
24/08/2021,14,1
24/08/2021,15,1
24/08/2021,16,1
24/08/2021,17,1
24/08/2021,18,1
24/08/2021,19,1
24/08/2021,20,1
24/08/2021,21,1
24/08/2021,22,1
24/08/2021,23,1
25/08/2021,0,0
25/08/2021,1,0
25/08/2021,2,0
25/08/2021,3,0
25/08/2021,4,0
25/08/2021,5,0
25/08/2021,6,1
25/08/2021,7,1
25/08/2021,8,1
25/08/2021,9,1
25/08/2021,10,1
25/08/2021,11,1
25/08/2021,12,1
25/08/2021,13,1
25/08/2021,14,1
25/08/2021,15,1
25/08/2021,16,1
25/08/2021,17,1
25/08/2021,18,1
25/08/2021,19,1
25/08/2021,20,1
25/08/2021,21,1
25/08/2021,22,1
25/08/2021,23,1
26/08/2021,0,0
26/08/2021,1,0
26/08/2021,2,0
26/08/2021,3,0
26/08/2021,4,0
26/08/2021,5,0
26/08/2021,6,1
26/08/2021,7,1
26/08/2021,8,1
26/08/2021,9,1
26/08/2021,10,1
26/08/2021,11,1
26/08/2021,12,1
26/08/2021,13,1
26/08/2021,14,1
26/08/2021,15,1
26/08/2021,16,1
26/08/2021,17,1
26/08/2021,18,1
26/08/2021,19,1
26/08/2021,20,1
26/08/2021,21,1
26/08/2021,22,1
26/08/2021,23,1
27/08/2021,0,0
27/08/2021,1,0
27/08/2021,2,0
27/08/2021,3,0
27/08/2021,4,0
27/08/2021,5,0
27/08/2021,6,1
27/08/2021,7,1
27/08/2021,8,1
27/08/2021,9,1
27/08/2021,10,1
27/08/2021,11,1
27/08/2021,12,1
27/08/2021,13,1
27/08/2021,14,1
27/08/2021,15,1
27/08/2021,16,1
27/08/2021,17,1
27/08/2021,18,1
27/08/2021,19,1
27/08/2021,20,1
27/08/2021,21,1
27/08/2021,22,1
27/08/2021,23,1
28/08/2021,0,1
28/08/2021,1,0
28/08/2021,2,0
28/08/2021,3,0
28/08/2021,4,0
28/08/2021,5,0
28/08/2021,6,0
28/08/2021,7,0
28/08/2021,8,1
28/08/2021,9,1
28/08/2021,10,1
28/08/2021,11,1
28/08/2021,12,1
28/08/2021,13,1
28/08/2021,14,1
28/08/2021,15,1
28/08/2021,16,1
28/08/2021,17,1
28/08/2021,18,1
28/08/2021,19,1
28/08/2021,20,1
28/08/2021,21,1
28/08/2021,22,1
28/08/2021,23,1
29/08/2021,0,1
29/08/2021,1,0
29/08/2021,2,0
29/08/2021,3,0
29/08/2021,4,0
29/08/2021,5,0
29/08/2021,6,0
29/08/2021,7,0
29/08/2021,8,0
29/08/2021,9,1
29/08/2021,10,1
29/08/2021,11,1
29/08/2021,12,1
29/08/2021,13,1
29/08/2021,14,1
29/08/2021,15,1
29/08/2021,16,1
29/08/2021,17,1
29/08/2021,18,1
29/08/2021,19,1
29/08/2021,20,1
29/08/2021,21,1
29/08/2021,22,1
29/08/2021,23,1
30/08/2021,0,0
30/08/2021,1,0
30/08/2021,2,0
30/08/2021,3,0
30/08/2021,4,0
30/08/2021,5,0
30/08/2021,6,1
30/08/2021,7,1
30/08/2021,8,1
30/08/2021,9,1
30/08/2021,10,1
30/08/2021,11,1
30/08/2021,12,1
30/08/2021,13,1
30/08/2021,14,1
30/08/2021,15,1
30/08/2021,16,2
30/08/2021,17,1
30/08/2021,18,1
30/08/2021,19,1
30/08/2021,20,1
30/08/2021,21,1
30/08/2021,22,1
30/08/2021,23,0
31/08/2021,0,0
31/08/2021,1,0
31/08/2021,2,0
31/08/2021,3,0
31/08/2021,4,0
31/08/2021,5,0
31/08/2021,6,1
31/08/2021,7,1
31/08/2021,8,1
31/08/2021,9,1
31/08/2021,10,1
31/08/2021,11,2
31/08/2021,12,2
31/08/2021,13,2
31/08/2021,14,1
31/08/2021,15,1
31/08/2021,16,1
31/08/2021,17,2
31/08/2021,18,2
31/08/2021,19,1
31/08/2021,20,1
31/08/2021,21,1
31/08/2021,22,1
31/08/2021,23,1
01/09/2021,0,1
01/09/2021,1,0
01/09/2021,2,0
01/09/2021,3,0
01/09/2021,4,0
01/09/2021,5,0
01/09/2021,6,1
01/09/2021,7,1
01/09/2021,8,1
01/09/2021,9,1
01/09/2021,10,1
01/09/2021,11,2
01/09/2021,12,2
01/09/2021,13,2
01/09/2021,14,1
01/09/2021,15,1
01/09/2021,16,1
01/09/2021,17,2
01/09/2021,18,2
01/09/2021,19,1
01/09/2021,20,1
01/09/2021,21,1
01/09/2021,22,1
01/09/2021,23,1
02/09/2021,0,0
02/09/2021,1,0
02/09/2021,2,0
02/09/2021,3,0
02/09/2021,4,0
02/09/2021,5,0
02/09/2021,6,1
02/09/2021,7,1
02/09/2021,8,1
02/09/2021,9,1
02/09/2021,10,1
02/09/2021,11,1
02/09/2021,12,2
02/09/2021,13,2
02/09/2021,14,1
02/09/2021,15,1
02/09/2021,16,1
02/09/2021,17,2
02/09/2021,18,2
02/09/2021,19,2
02/09/2021,20,1
02/09/2021,21,1
02/09/2021,22,1
02/09/2021,23,1
03/09/2021,0,0
03/09/2021,1,0
03/09/2021,2,0
03/09/2021,3,0
03/09/2021,4,0
03/09/2021,5,0
03/09/2021,6,1
03/09/2021,7,1
03/09/2021,8,1
03/09/2021,9,1
03/09/2021,10,1
03/09/2021,11,2
03/09/2021,12,2
03/09/2021,13,2
03/09/2021,14,2
03/09/2021,15,2
03/09/2021,16,2
03/09/2021,17,2
03/09/2021,18,2
03/09/2021,19,2
03/09/2021,20,1
03/09/2021,21,1
03/09/2021,22,1
03/09/2021,23,1
04/09/2021,0,1
04/09/2021,1,0
04/09/2021,2,0
04/09/2021,3,0
04/09/2021,4,0
04/09/2021,5,0
04/09/2021,6,0
04/09/2021,7,1
04/09/2021,8,1
04/09/2021,9,1
04/09/2021,10,1
04/09/2021,11,1
04/09/2021,12,1
04/09/2021,13,1
04/09/2021,14,1
04/09/2021,15,1
04/09/2021,16,1
04/09/2021,17,1
04/09/2021,18,1
04/09/2021,19,1
04/09/2021,20,1
04/09/2021,21,1
04/09/2021,22,1
04/09/2021,23,1
05/09/2021,0,1
05/09/2021,1,0
05/09/2021,2,0
05/09/2021,3,0
05/09/2021,4,0
05/09/2021,5,0
05/09/2021,6,0
05/09/2021,7,0
05/09/2021,8,0
05/09/2021,9,1
05/09/2021,10,1
05/09/2021,11,1
05/09/2021,12,1
05/09/2021,13,1
05/09/2021,14,1
05/09/2021,15,1
05/09/2021,16,1
05/09/2021,17,1
05/09/2021,18,1
05/09/2021,19,1
05/09/2021,20,1
05/09/2021,21,1
05/09/2021,22,1
05/09/2021,23,1
06/09/2021,0,0
06/09/2021,1,0
06/09/2021,2,0
06/09/2021,3,0
06/09/2021,4,0
06/09/2021,5,0
06/09/2021,6,1
06/09/2021,7,1
06/09/2021,8,2
06/09/2021,9,2
06/09/2021,10,1
06/09/2021,11,1
06/09/2021,12,2
06/09/2021,13,1
06/09/2021,14,1
06/09/2021,15,1
06/09/2021,16,1
06/09/2021,17,1
06/09/2021,18,2
06/09/2021,19,1
06/09/2021,20,1
06/09/2021,21,1
06/09/2021,22,1
06/09/2021,23,0
07/09/2021,0,0
07/09/2021,1,0
07/09/2021,2,0
