Dia,Hora,Density
14/08/2022,5,0
14/08/2022,6,0
14/08/2022,7,1
14/08/2022,8,1
14/08/2022,9,1
14/08/2022,10,1
14/08/2022,11,1
14/08/2022,12,1
14/08/2022,13,1
14/08/2022,14,1
14/08/2022,15,1
14/08/2022,16,1
14/08/2022,17,1
14/08/2022,18,1
14/08/2022,19,1
14/08/2022,20,1
14/08/2022,21,1
14/08/2022,22,1
14/08/2022,23,1
15/08/2022,0,1
15/08/2022,1,1
15/08/2022,2,0
15/08/2022,3,0
15/08/2022,4,0
15/08/2022,5,0
15/08/2022,6,0
15/08/2022,7,1
15/08/2022,8,1
15/08/2022,9,1
15/08/2022,10,1
15/08/2022,11,1
15/08/2022,12,1
15/08/2022,13,1
15/08/2022,14,1
15/08/2022,15,1
15/08/2022,16,1
15/08/2022,17,1
15/08/2022,18,1
15/08/2022,19,1
15/08/2022,20,1
15/08/2022,21,1
15/08/2022,22,1
15/08/2022,23,1
16/08/2022,0,1
16/08/2022,1,0
16/08/2022,2,0
16/08/2022,3,0
16/08/2022,4,0
16/08/2022,5,0
16/08/2022,6,1
16/08/2022,7,1
16/08/2022,8,1
16/08/2022,9,1
16/08/2022,10,1
16/08/2022,11,1
16/08/2022,12,1
16/08/2022,13,1
16/08/2022,14,1
16/08/2022,15,1
16/08/2022,16,1
16/08/2022,17,1
16/08/2022,18,1
16/08/2022,19,1
16/08/2022,20,1
16/08/2022,21,1
16/08/2022,22,1
16/08/2022,23,1
17/08/2022,0,1
17/08/2022,1,0
17/08/2022,2,0
17/08/2022,3,0
17/08/2022,4,0
17/08/2022,5,0
17/08/2022,6,1
17/08/2022,7,1
17/08/2022,8,1
17/08/2022,9,1
17/08/2022,10,1
17/08/2022,11,1
17/08/2022,12,1
17/08/2022,13,1
17/08/2022,14,1
17/08/2022,15,1
17/08/2022,16,1
17/08/2022,17,1
17/08/2022,18,1
17/08/2022,19,1
17/08/2022,20,1
17/08/2022,21,1
17/08/2022,22,1
17/08/2022,23,1
18/08/2022,0,1
18/08/2022,1,0
18/08/2022,2,0
18/08/2022,3,0
18/08/2022,4,0
18/08/2022,5,0
18/08/2022,6,1
18/08/2022,7,1
18/08/2022,8,1
18/08/2022,9,1
18/08/2022,10,1
18/08/2022,11,1
18/08/2022,12,1
18/08/2022,13,1
18/08/2022,14,1
18/08/2022,15,1
18/08/2022,16,1
18/08/2022,17,1
18/08/2022,18,1
18/08/2022,19,1
18/08/2022,20,1
18/08/2022,21,1
18/08/2022,22,1
18/08/2022,23,1
19/08/2022,0,1
19/08/2022,1,1
19/08/2022,2,0
19/08/2022,3,0
19/08/2022,4,0
19/08/2022,5,0
19/08/2022,6,1
19/08/2022,7,1
19/08/2022,8,1
19/08/2022,9,1
19/08/2022,10,1
19/08/2022,11,1
19/08/2022,12,1
19/08/2022,13,1
19/08/2022,14,1
19/08/2022,15,1
19/08/2022,16,1
19/08/2022,17,1
19/08/2022,18,1
19/08/2022,19,1
19/08/2022,20,1
19/08/2022,21,1
19/08/2022,22,1
19/08/2022,23,1
20/08/2022,0,1
20/08/2022,1,1
20/08/2022,2,1
20/08/2022,3,0
20/08/2022,4,0
20/08/2022,5,0
20/08/2022,6,1
20/08/2022,7,1
20/08/2022,8,1
20/08/2022,9,1
20/08/2022,10,1
20/08/2022,11,1
20/08/2022,12,1
20/08/2022,13,1
20/08/2022,14,1
20/08/2022,15,1
20/08/2022,16,1
20/08/2022,17,1
20/08/2022,18,1
20/08/2022,19,1
20/08/2022,20,1
20/08/2022,21,1
20/08/2022,22,1
20/08/2022,23,1
21/08/2022,0,1
21/08/2022,1,1
21/08/2022,2,1
21/08/2022,3,1
21/08/2022,4,0
21/08/2022,5,0
21/08/2022,6,0
21/08/2022,7,1
21/08/2022,8,1
21/08/2022,9,1
21/08/2022,10,1
21/08/2022,11,1
21/08/2022,12,1
21/08/2022,13,1
21/08/2022,14,1
21/08/2022,15,1
21/08/2022,16,1
21/08/2022,17,1
21/08/2022,18,1
21/08/2022,19,1
21/08/2022,20,1
21/08/2022,21,1
21/08/2022,22,1
21/08/2022,23,1
22/08/2022,0,1
22/08/2022,1,0
22/08/2022,2,0
22/08/2022,3,0
22/08/2022,4,0
22/08/2022,5,0
22/08/2022,6,1
22/08/2022,7,1
22/08/2022,8,1
22/08/2022,9,1
22/08/2022,10,1
22/08/2022,11,1
22/08/2022,12,1
22/08/2022,13,1
22/08/2022,14,1
22/08/2022,15,1
22/08/2022,16,1
22/08/2022,17,1
22/08/2022,18,1
22/08/2022,19,1
22/08/2022,20,1
22/08/2022,21,1
22/08/2022,22,1
22/08/2022,23,1
23/08/2022,0,0
23/08/2022,1,0
23/08/2022,2,0
23/08/2022,3,0
23/08/2022,4,0
23/08/2022,5,0
23/08/2022,6,1
23/08/2022,7,1
23/08/2022,8,1
23/08/2022,9,1
23/08/2022,10,1
23/08/2022,11,1
23/08/2022,12,1
23/08/2022,13,1
23/08/2022,14,1
23/08/2022,15,1
23/08/2022,16,1
23/08/2022,17,1
23/08/2022,18,1
23/08/2022,19,1
23/08/2022,20,1
23/08/2022,21,1
23/08/2022,22,1
23/08/2022,23,1
24/08/2022,0,1
24/08/2022,1,0
24/08/2022,2,0
24/08/2022,3,0
24/08/2022,4,0
24/08/2022,5,0
24/08/2022,6,1
24/08/2022,7,1
24/08/2022,8,1
24/08/2022,9,1
24/08/2022,10,1
24/08/2022,11,1
24/08/2022,12,1
24/08/2022,13,1
24/08/2022,14,1
24/08/2022,15,1
24/08/2022,16,1
24/08/2022,17,1
24/08/2022,18,1
24/08/2022,19,1
24/08/2022,20,1
24/08/2022,21,1
24/08/2022,22,1
24/08/2022,23,1
25/08/2022,0,1
25/08/2022,1,1
25/08/2022,2,0
25/08/2022,3,0
25/08/2022,4,0
25/08/2022,5,0
25/08/2022,6,1
25/08/2022,7,1
25/08/2022,8,1
25/08/2022,9,1
25/08/2022,10,1
25/08/2022,11,1
25/08/2022,12,1
25/08/2022,13,1
25/08/2022,14,1
25/08/2022,15,1
25/08/2022,16,1
25/08/2022,17,1
25/08/2022,18,1
25/08/2022,19,1
25/08/2022,20,1
25/08/2022,21,1
25/08/2022,22,1
25/08/2022,23,1
26/08/2022,0,1
26/08/2022,1,0
26/08/2022,2,0
26/08/2022,3,0
26/08/2022,4,0
26/08/2022,5,0
26/08/2022,6,1
26/08/2022,7,1
26/08/2022,8,1
26/08/2022,9,1
26/08/2022,10,1
26/08/2022,11,1
26/08/2022,12,2
26/08/2022,13,1
26/08/2022,14,1
26/08/2022,15,1
26/08/2022,16,1
26/08/2022,17,1
26/08/2022,18,1
26/08/2022,19,1
26/08/2022,20,1
26/08/2022,21,1
26/08/2022,22,1
26/08/2022,23,1
27/08/2022,0,1
27/08/2022,1,1
27/08/2022,2,1
27/08/2022,3,0
27/08/2022,4,0
27/08/2022,5,0
27/08/2022,6,1
27/08/2022,7,1
27/08/2022,8,1
27/08/2022,9,1
27/08/2022,10,1
27/08/2022,11,1
27/08/2022,12,1
27/08/2022,13,1
27/08/2022,14,1
27/08/2022,15,1
27/08/2022,16,1
27/08/2022,17,1
27/08/2022,18,1
27/08/2022,19,1
27/08/2022,20,1
27/08/2022,21,1
27/08/2022,22,1
27/08/2022,23,1
28/08/2022,0,1
28/08/2022,1,1
28/08/2022,2,1
28/08/2022,3,1
28/08/2022,4,0
28/08/2022,5,0
28/08/2022,6,0
28/08/2022,7,1
28/08/2022,8,1
28/08/2022,9,1
28/08/2022,10,1
28/08/2022,11,1
28/08/2022,12,1
28/08/2022,13,1
28/08/2022,14,1
28/08/2022,15,1
28/08/2022,16,1
28/08/2022,17,1
28/08/2022,18,1
28/08/2022,19,1
28/08/2022,20,1
28/08/2022,21,1
28/08/2022,22,1
28/08/2022,23,1
29/08/2022,0,1
29/08/2022,1,1
29/08/2022,2,0
29/08/2022,3,0
29/08/2022,4,0
29/08/2022,5,0
29/08/2022,6,1
29/08/2022,7,1
29/08/2022,8,1
29/08/2022,9,1
29/08/2022,10,1
29/08/2022,11,2
29/08/2022,12,2
29/08/2022,13,1
29/08/2022,14,1
29/08/2022,15,1
29/08/2022,16,1
29/08/2022,17,1
29/08/2022,18,2
29/08/2022,19,1
29/08/2022,20,1
29/08/2022,21,1
29/08/2022,22,1
29/08/2022,23,1
30/08/2022,0,1
30/08/2022,1,0
30/08/2022,2,0
30/08/2022,3,0
30/08/2022,4,0
30/08/2022,5,0
30/08/2022,6,1
30/08/2022,7,1
30/08/2022,8,1
30/08/2022,9,1
30/08/2022,10,1
30/08/2022,11,2
30/08/2022,12,2
30/08/2022,13,2
30/08/2022,14,1
30/08/2022,15,1
30/08/2022,16,1
30/08/2022,17,2
30/08/2022,18,2
30/08/2022,19,2
30/08/2022,20,1
30/08/2022,21,1
30/08/2022,22,1
30/08/2022,23,1
31/08/2022,0,1
31/08/2022,1,0
31/08/2022,2,0
31/08/2022,3,0
31/08/2022,4,0
31/08/2022,5,0
31/08/2022,6,1
31/08/2022,7,1
31/08/2022,8,1
31/08/2022,9,1
31/08/2022,10,1
31/08/2022,11,1
31/08/2022,12,1
31/08/2022,13,1
31/08/2022,14,1
31/08/2022,15,1
31/08/2022,16,1
31/08/2022,17,1
31/08/2022,18,2
31/08/2022,19,1
31/08/2022,20,1
31/08/2022,21,1
31/08/2022,22,1
31/08/2022,23,1
01/09/2022,0,1
01/09/2022,1,0
01/09/2022,2,0
01/09/2022,3,0
01/09/2022,4,0
01/09/2022,5,0
01/09/2022,6,1
01/09/2022,7,1
01/09/2022,8,1
01/09/2022,9,1
01/09/2022,10,2
01/09/2022,11,2
01/09/2022,12,2
01/09/2022,13,2
01/09/2022,14,2
01/09/2022,15,1
01/09/2022,16,2
01/09/2022,17,2
01/09/2022,18,2
01/09/2022,19,2
01/09/2022,20,1
01/09/2022,21,1
01/09/2022,22,1
01/09/2022,23,1
02/09/2022,0,1
02/09/2022,1,0
02/09/2022,2,0
02/09/2022,3,0
02/09/2022,4,0
02/09/2022,5,1
02/09/2022,6,1
02/09/2022,7,1
02/09/2022,8,1
02/09/2022,9,1
02/09/2022,10,2
02/09/2022,11,2
02/09/2022,12,2
02/09/2022,13,2
02/09/2022,14,2
02/09/2022,15,2
02/09/2022,16,2
02/09/2022,17,2
02/09/2022,18,2
02/09/2022,19,2
02/09/2022,20,1
02/09/2022,21,1
02/09/2022,22,1
02/09/2022,23,1
03/09/2022,0,1
03/09/2022,1,1
03/09/2022,2,1
03/09/2022,3,0
03/09/2022,4,0
03/09/2022,5,1
03/09/2022,6,1
03/09/2022,7,1
03/09/2022,8,1
03/09/2022,9,1
03/09/2022,10,1
03/09/2022,11,1
03/09/2022,12,1
03/09/2022,13,1
03/09/2022,14,1
03/09/2022,15,1
03/09/2022,16,1
03/09/2022,17,1
03/09/2022,18,1
03/09/2022,19,1
03/09/2022,20,1
03/09/2022,21,1
03/09/2022,22,1
03/09/2022,23,1
04/09/2022,0,1
04/09/2022,1,1
04/09/2022,2,1
04/09/2022,3,0
04/09/2022,4,0
04/09/2022,5,0
04/09/2022,6,0
04/09/2022,7,1
04/09/2022,8,1
04/09/2022,9,1
04/09/2022,10,1
04/09/2022,11,1
04/09/2022,12,1
04/09/2022,13,1
04/09/2022,14,1
04/09/2022,15,1
04/09/2022,16,1
04/09/2022,17,1
04/09/2022,18,1
04/09/2022,19,1
04/09/2022,20,1
04/09/2022,21,1
04/09/2022,22,1
04/09/2022,23,1
05/09/2022,0,1
05/09/2022,1,0
05/09/2022,2,0
05/09/2022,3,0
05/09/2022,4,0
05/09/2022,5,1
05/09/2022,6,1
05/09/2022,7,1
05/09/2022,8,2
05/09/2022,9,2
05/09/2022,10,2
05/09/2022,11,2
05/09/2022,12,2
05/09/2022,13,2
05/09/2022,14,2
05/09/2022,15,2
05/09/2022,16,2
05/09/2022,17,2
05/09/2022,18,2
05/09/2022,19,2
05/09/2022,20,1
05/09/2022,21,1
05/09/2022,22,1
05/09/2022,23,1
06/09/2022,0,1
06/09/2022,1,0
06/09/2022,2,0
06/09/2022,3,0
06/09/2022,4,0
06/09/2022,5,0
06/09/2022,6,1
06/09/2022,7,1
06/09/2022,8,2
06/09/2022,9,2
06/09/2022,10,2
06/09/2022,11,2
06/09/2022,12,2
06/09/2022,13,2
06/09/2022,14,2
06/09/2022,15,2
06/09/2022,16,2
06/09/2022,17,2
06/09/2022,18,2
06/09/2022,19,2
06/09/2022,20,1
06/09/2022,21,1
06/09/2022,22,1
06/09/2022,23,1
07/09/2022,0,1
07/09/2022,1,0
07/09/2022,2,0
07/09/2022,3,0
07/09/2022,4,0
07/09/2022,5,0
07/09/2022,6,1
07/09/2022,7,1
07/09/2022,8,2
07/09/2022,9,2
07/09/2022,10,2
07/09/2022,11,1
07/09/2022,12,1
07/09/2022,14,0
07/09/2022,15,2
07/09/2022,16,2
07/09/2022,17,2
07/09/2022,18,2
07/09/2022,19,2
07/09/2022,20,2
07/09/2022,21,1
07/09/2022,22,1
07/09/2022,23,1
08/09/2022,0,1
08/09/2022,1,0
08/09/2022,2,0
08/09/2022,3,0
08/09/2022,4,0
08/09/2022,5,0
08/09/2022,6,1
08/09/2022,7,1
08/09/2022,8,2
08/09/2022,9,2
08/09/2022,10,2
08/09/2022,11,2
08/09/2022,12,2
08/09/2022,13,2
08/09/2022,14,2
08/09/2022,15,2
08/09/2022,16,2
08/09/2022,17,2
08/09/2022,18,2
08/09/2022,19,2
08/09/2022,20,2
08/09/2022,21,1
08/09/2022,22,1
08/09/2022,23,1
09/09/2022,0,1
09/09/2022,1,0
09/09/2022,2,0
09/09/2022,3,0
09/09/2022,4,0
09/09/2022,5,1
09/09/2022,6,1
09/09/2022,7,1
09/09/2022,8,2
09/09/2022,9,2
09/09/2022,10,2
09/09/2022,11,2
09/09/2022,12,2
09/09/2022,13,2
09/09/2022,14,2
09/09/2022,15,2
09/09/2022,16,2
09/09/2022,17,2
09/09/2022,18,2
09/09/2022,19,2
09/09/2022,20,2
09/09/2022,21,1
09/09/2022,22,1
09/09/2022,23,1
10/09/2022,0,1
10/09/2022,1,1
10/09/2022,2,0
10/09/2022,3,0
10/09/2022,4,0
10/09/2022,5,0
10/09/2022,6,1
10/09/2022,7,1
10/09/2022,8,1
10/09/2022,9,1
10/09/2022,10,1
10/09/2022,11,1
10/09/2022,12,2
10/09/2022,13,2
10/09/2022,14,1
10/09/2022,15,1
10/09/2022,16,1
10/09/2022,17,1
10/09/2022,18,1
10/09/2022,19,1
10/09/2022,20,1
10/09/2022,21,1
10/09/2022,22,1
10/09/2022,23,1
11/09/2022,0,1
11/09/2022,1,1
11/09/2022,2,1
11/09/2022,3,0
11/09/2022,4,0
11/09/2022,5,0
11/09/2022,6,0
11/09/2022,7,0
11/09/2022,8,1
11/09/2022,9,1
11/09/2022,10,1
11/09/2022,11,1
11/09/2022,12,1
11/09/2022,13,1
11/09/2022,14,1
11/09/2022,15,1
11/09/2022,16,1
11/09/2022,17,1
11/09/2022,18,1
11/09/2022,19,1
11/09/2022,20,1
11/09/2022,21,1
11/09/2022,22,1
11/09/2022,23,1
12/09/2022,0,1
12/09/2022,1,0
12/09/2022,2,0
12/09/2022,3,0
12/09/2022,4,0
12/09/2022,5,0
12/09/2022,6,1
12/09/2022,7,1
12/09/2022,8,2
12/09/2022,9,2
12/09/2022,10,1
12/09/2022,11,2
12/09/2022,12,2
12/09/2022,13,2
12/09/2022,14,2
12/09/2022,15,2
12/09/2022,16,2
12/09/2022,17,2
12/09/2022,18,2
12/09/2022,19,2
12/09/2022,20,1
12/09/2022,21,1
12/09/2022,22,1
12/09/2022,23,1
13/09/2022,0,0
13/09/2022,1,0
13/09/2022,2,0
13/09/2022,3,0
13/09/2022,4,0
13/09/2022,5,0
13/09/2022,6,1
13/09/2022,7,1
13/09/2022,8,2
13/09/2022,9,2
13/09/2022,10,2
13/09/2022,11,2
13/09/2022,12,2
13/09/2022,13,2
13/09/2022,14,2
13/09/2022,15,2
13/09/2022,16,2
13/09/2022,17,2
13/09/2022,18,2
13/09/2022,19,2
13/09/2022,20,1
13/09/2022,21,1
13/09/2022,22,1
13/09/2022,23,1
14/09/2022,0,0
14/09/2022,1,0
14/09/2022,2,0
14/09/2022,3,0
14/09/2022,4,0
14/09/2022,5,0
14/09/2022,6,1
14/09/2022,7,1
14/09/2022,8,2
14/09/2022,9,2
14/09/2022,10,2
14/09/2022,11,2
14/09/2022,12,2
14/09/2022,13,2
14/09/2022,14,2
14/09/2022,15,2
14/09/2022,16,2
14/09/2022,17,2
14/09/2022,18,2
14/09/2022,19,2
14/09/2022,20,1
14/09/2022,21,1
14/09/2022,22,1
14/09/2022,23,1
15/09/2022,0,1
15/09/2022,1,0
15/09/2022,2,0
15/09/2022,3,0
15/09/2022,4,0
15/09/2022,5,0
15/09/2022,6,1
15/09/2022,7,1
15/09/2022,8,2
15/09/2022,9,2
15/09/2022,10,2
15/09/2022,11,2
15/09/2022,12,2
15/09/2022,13,2
15/09/2022,14,2
15/09/2022,15,2
15/09/2022,16,2
15/09/2022,17,2
15/09/2022,18,2
15/09/2022,19,2
15/09/2022,20,2
15/09/2022,21,1
15/09/2022,22,1
15/09/2022,23,1
16/09/2022,0,1
16/09/2022,1,0
16/09/2022,2,0
16/09/2022,3,0
16/09/2022,4,0
16/09/2022,5,0
16/09/2022,6,1
16/09/2022,7,1
16/09/2022,8,2
16/09/2022,9,2
16/09/2022,10,2
16/09/2022,11,2
16/09/2022,12,2
16/09/2022,13,2
16/09/2022,14,2
16/09/2022,15,2
16/09/2022,16,2
16/09/2022,17,2
16/09/2022,18,2
16/09/2022,19,2
16/09/2022,20,2
16/09/2022,21,1
16/09/2022,22,1
16/09/2022,23,1
17/09/2022,0,1
17/09/2022,1,1
17/09/2022,2,0
17/09/2022,3,0
17/09/2022,4,0
17/09/2022,5,0
17/09/2022,6,1
17/09/2022,7,1
17/09/2022,8,1
17/09/2022,9,1
17/09/2022,10,1
17/09/2022,11,2
17/09/2022,12,2
17/09/2022,13,2
17/09/2022,14,1
17/09/2022,15,1
17/09/2022,16,1
17/09/2022,17,1
17/09/2022,18,1
17/09/2022,19,2
17/09/2022,20,2
17/09/2022,21,1
17/09/2022,22,1
17/09/2022,23,1
18/09/2022,0,1
18/09/2022,1,1
18/09/2022,2,1
18/09/2022,3,0
18/09/2022,4,0
18/09/2022,5,0
18/09/2022,6,0
18/09/2022,7,1
18/09/2022,8,1
18/09/2022,9,1
18/09/2022,10,1
18/09/2022,11,1
18/09/2022,12,1
18/09/2022,13,1
18/09/2022,14,1
18/09/2022,15,1
18/09/2022,16,1
18/09/2022,17,1
18/09/2022,18,1
18/09/2022,19,1
18/09/2022,20,1
18/09/2022,21,1
18/09/2022,22,1
18/09/2022,23,1
19/09/2022,0,0
19/09/2022,1,0
19/09/2022,2,0
19/09/2022,3,0
19/09/2022,4,0
19/09/2022,5,0
19/09/2022,6,1
19/09/2022,7,1
19/09/2022,8,2
19/09/2022,9,2
19/09/2022,10,1
19/09/2022,11,2
19/09/2022,12,2
19/09/2022,13,2
19/09/2022,14,2
19/09/2022,15,1
19/09/2022,16,2
19/09/2022,17,2
19/09/2022,18,2
19/09/2022,19,2
19/09/2022,20,1
19/09/2022,21,1
19/09/2022,22,1
19/09/2022,23,1
20/09/2022,0,0
20/09/2022,1,0
20/09/2022,2,0
20/09/2022,3,0
20/09/2022,4,0
20/09/2022,5,0
20/09/2022,6,1
20/09/2022,7,1
20/09/2022,8,2
20/09/2022,9,2
20/09/2022,10,2
20/09/2022,11,2
20/09/2022,12,2
20/09/2022,13,2
20/09/2022,14,2
20/09/2022,15,2
20/09/2022,16,2
20/09/2022,17,2
20/09/2022,18,2
20/09/2022,19,2
20/09/2022,20,1
20/09/2022,21,1
20/09/2022,22,1
20/09/2022,23,1
21/09/2022,0,1
21/09/2022,1,0
21/09/2022,2,0
21/09/2022,3,0
21/09/2022,4,0
21/09/2022,5,0
21/09/2022,6,1
21/09/2022,7,1
21/09/2022,8,2
21/09/2022,9,2
21/09/2022,10,2
21/09/2022,11,2
21/09/2022,12,2
21/09/2022,13,2
21/09/2022,14,2
21/09/2022,15,2
21/09/2022,16,2
21/09/2022,17,2
21/09/2022,18,2
21/09/2022,19,2
21/09/2022,20,2
21/09/2022,21,1
21/09/2022,22,1
21/09/2022,23,1
22/09/2022,0,1
22/09/2022,1,0
22/09/2022,2,0
22/09/2022,3,0
22/09/2022,4,0
22/09/2022,5,0
22/09/2022,6,1
22/09/2022,7,1
22/09/2022,8,2
22/09/2022,9,2
22/09/2022,10,2
22/09/2022,11,2
22/09/2022,12,2
22/09/2022,13,2
22/09/2022,14,2
22/09/2022,15,2
22/09/2022,16,2
22/09/2022,17,2
22/09/2022,18,2
22/09/2022,19,2
22/09/2022,20,2
22/09/2022,21,1
22/09/2022,22,1
22/09/2022,23,1
23/09/2022,0,1
23/09/2022,1,0
23/09/2022,2,0
23/09/2022,3,0
23/09/2022,4,0
23/09/2022,5,0
23/09/2022,6,1
23/09/2022,7,1
23/09/2022,8,2
23/09/2022,9,2
23/09/2022,10,2
23/09/2022,11,2
23/09/2022,12,2
23/09/2022,13,2
23/09/2022,14,2
23/09/2022,15,2
23/09/2022,16,2
23/09/2022,17,2
23/09/2022,18,2
23/09/2022,19,2
23/09/2022,20,2
23/09/2022,21,1
23/09/2022,22,1
23/09/2022,23,1
24/09/2022,0,1
24/09/2022,1,1
24/09/2022,2,1
24/09/2022,3,1
24/09/2022,4,0
24/09/2022,5,0
24/09/2022,6,0
24/09/2022,7,1
24/09/2022,8,1
24/09/2022,9,1
24/09/2022,10,1
24/09/2022,11,1
24/09/2022,12,1
24/09/2022,13,1
24/09/2022,14,1
24/09/2022,15,1
24/09/2022,16,1
24/09/2022,17,1
24/09/2022,18,1
24/09/2022,19,1
24/09/2022,20,1
24/09/2022,21,1
24/09/2022,22,1
24/09/2022,23,1
25/09/2022,0,1
25/09/2022,1,1
25/09/2022,2,1
25/09/2022,3,0
25/09/2022,4,0
25/09/2022,5,0
25/09/2022,6,1
25/09/2022,7,1
25/09/2022,8,1
25/09/2022,9,1
25/09/2022,10,1
25/09/2022,11,1
25/09/2022,12,1
25/09/2022,13,2
25/09/2022,14,1
25/09/2022,15,1
25/09/2022,16,1
25/09/2022,17,1
25/09/2022,18,2
25/09/2022,19,2
25/09/2022,20,2
25/09/2022,21,1
25/09/2022,22,1
25/09/2022,23,1
26/09/2022,0,1
26/09/2022,1,1
26/09/2022,2,0
26/09/2022,3,0
26/09/2022,4,0
26/09/2022,5,0
26/09/2022,6,1
26/09/2022,7,1
26/09/2022,8,1
26/09/2022,9,1
26/09/2022,10,1
26/09/2022,11,1
26/09/2022,12,1
26/09/2022,13,1
26/09/2022,14,1
26/09/2022,15,1
26/09/2022,16,1
26/09/2022,17,1
26/09/2022,18,1
26/09/2022,19,1
26/09/2022,20,1
26/09/2022,21,1
26/09/2022,22,1
26/09/2022,23,1
27/09/2022,0,0
27/09/2022,1,0
27/09/2022,2,0
27/09/2022,3,0
27/09/2022,4,0
27/09/2022,5,0
27/09/2022,6,1
27/09/2022,7,1
27/09/2022,8,2
27/09/2022,9,2
27/09/2022,10,2
27/09/2022,11,2
27/09/2022,12,2
27/09/2022,13,2
27/09/2022,14,2
27/09/2022,15,2
27/09/2022,16,2
27/09/2022,17,2
27/09/2022,18,2
27/09/2022,19,2
27/09/2022,20,2
27/09/2022,21,1
27/09/2022,22,1
27/09/2022,23,1
28/09/2022,0,0
28/09/2022,1,0
28/09/2022,2,0
28/09/2022,3,0
28/09/2022,4,0
28/09/2022,5,0
28/09/2022,6,1
28/09/2022,7,1
28/09/2022,8,2
28/09/2022,9,1
28/09/2022,10,2
28/09/2022,11,2
28/09/2022,12,2
28/09/2022,13,2
28/09/2022,14,2
28/09/2022,15,2
28/09/2022,16,2
28/09/2022,17,2
28/09/2022,18,2
28/09/2022,19,2
28/09/2022,20,2
28/09/2022,21,1
28/09/2022,22,1
28/09/2022,23,1
29/09/2022,0,1
29/09/2022,1,0
29/09/2022,2,0
29/09/2022,3,0
29/09/2022,4,0
29/09/2022,5,0
29/09/2022,6,1
29/09/2022,7,1
29/09/2022,8,2
29/09/2022,9,2
29/09/2022,10,2
29/09/2022,11,1
29/09/2022,12,1
29/09/2022,13,2
29/09/2022,14,2
29/09/2022,15,2
29/09/2022,16,2
29/09/2022,17,2
29/09/2022,18,2
29/09/2022,19,2
29/09/2022,20,2
29/09/2022,21,1
29/09/2022,22,1
29/09/2022,23,1
30/09/2022,0,1
30/09/2022,1,0
30/09/2022,2,0
30/09/2022,3,0
30/09/2022,4,0
30/09/2022,5,0
30/09/2022,6,1
30/09/2022,7,1
30/09/2022,8,2
30/09/2022,9,2
30/09/2022,10,2
30/09/2022,11,2
30/09/2022,12,2
30/09/2022,13,2
30/09/2022,14,2
30/09/2022,15,2
30/09/2022,16,2
30/09/2022,17,2
30/09/2022,18,2
30/09/2022,19,2
30/09/2022,20,2
30/09/2022,21,1
30/09/2022,22,1
30/09/2022,23,1
01/10/2022,0,1
01/10/2022,1,1
01/10/2022,2,0
01/10/2022,3,0
01/10/2022,4,0
01/10/2022,5,0
01/10/2022,6,1
01/10/2022,7,1
01/10/2022,8,1
01/10/2022,9,1
01/10/2022,10,1
01/10/2022,11,2
01/10/2022,12,2
01/10/2022,13,2
01/10/2022,14,2
01/10/2022,15,1
01/10/2022,16,1
01/10/2022,17,1
01/10/2022,18,2
01/10/2022,19,2
01/10/2022,20,2
01/10/2022,21,1
01/10/2022,22,1
01/10/2022,23,1
02/10/2022,0,1
02/10/2022,1,1
02/10/2022,2,1
02/10/2022,3,0
02/10/2022,4,0
02/10/2022,5,0
02/10/2022,6,0
02/10/2022,7,1
02/10/2022,8,1
02/10/2022,9,1
02/10/2022,10,1
02/10/2022,11,1
02/10/2022,12,1
02/10/2022,13,1
02/10/2022,14,1
02/10/2022,15,1
02/10/2022,16,1
02/10/2022,17,1
02/10/2022,18,1
02/10/2022,19,1
02/10/2022,20,1
02/10/2022,21,1
02/10/2022,22,1
02/10/2022,23,1
03/10/2022,0,0
03/10/2022,1,0
03/10/2022,2,0
03/10/2022,3,0
03/10/2022,4,0
03/10/2022,5,0
03/10/2022,6,1
03/10/2022,7,2
03/10/2022,8,2
03/10/2022,9,2
03/10/2022,10,2
03/10/2022,11,2
03/10/2022,12,2
03/10/2022,13,2
03/10/2022,14,2
03/10/2022,15,2
03/10/2022,16,2
03/10/2022,17,2
03/10/2022,18,2
03/10/2022,19,2
03/10/2022,20,2
03/10/2022,21,1
03/10/2022,22,1
03/10/2022,23,1
04/10/2022,0,0
04/10/2022,1,0
04/10/2022,2,0
04/10/2022,3,0
04/10/2022,4,0
04/10/2022,5,0
04/10/2022,6,1
04/10/2022,7,1
04/10/2022,8,2
04/10/2022,9,2
04/10/2022,10,2
04/10/2022,11,2
04/10/2022,12,2
04/10/2022,13,2
04/10/2022,14,2
04/10/2022,15,2
04/10/2022,16,2
04/10/2022,17,2
04/10/2022,18,2
04/10/2022,19,2
04/10/2022,20,1
04/10/2022,21,1
04/10/2022,22,1
04/10/2022,23,1
05/10/2022,0,0
05/10/2022,1,0
05/10/2022,2,0
05/10/2022,3,0
05/10/2022,4,0
05/10/2022,5,0
05/10/2022,6,1
05/10/2022,7,1
05/10/2022,8,2
05/10/2022,9,2
05/10/2022,10,2
05/10/2022,11,2
05/10/2022,12,2
05/10/2022,13,2
05/10/2022,14,2
05/10/2022,15,2
05/10/2022,16,2
05/10/2022,17,2
05/10/2022,18,2
05/10/2022,19,2
05/10/2022,20,1
05/10/2022,21,1
05/10/2022,22,1
05/10/2022,23,1
06/10/2022,0,1
06/10/2022,1,0
06/10/2022,2,0
06/10/2022,3,0
06/10/2022,4,0
