Day,Time_Segment,Accidents,Week_day,Day_month,Month,TM,PPT,VVM10,Exceeds Threshold,Holiday,Vacation_week,Weekend Return,Season
2021-01-01,2-6,0,Friday,1,1,Low,Low,Medium,0,No,1,No,Winter
2021-01-01,6-10,0,Friday,1,1,Low,Low,Medium,0,No,1,No,Winter
2021-01-01,10-14,5,Friday,1,1,Low,Low,Medium,1,No,1,No,Winter
2021-01-01,14-18,0,Friday,1,1,Low,Low,Medium,0,No,1,No,Winter
2021-01-01,18-22,7,Friday,1,1,Low,Low,Medium,1,No,1,No,Winter
2021-01-01,22-2,2,Friday,1,1,Low,Low,Medium,0,No,1,No,Winter
2021-01-02,2-6,0,Saturday,2,1,Low,None,Medium,0,Yes,1,No,Winter
2021-01-02,6-10,2,Saturday,2,1,Low,None,Medium,0,Yes,1,No,Winter
2021-01-02,10-14,5,Saturday,2,1,Low,None,Medium,1,Yes,1,No,Winter
2021-01-02,14-18,6,Saturday,2,1,Low,None,Medium,1,Yes,1,No,Winter
2021-01-02,18-22,5,Saturday,2,1,Low,None,Medium,1,Yes,1,No,Winter
2021-01-02,22-2,1,Saturday,2,1,Low,None,Medium,0,Yes,1,No,Winter
2021-01-03,2-6,0,Sunday,3,1,Low,None,High,0,Yes,1,Yes,Winter
2021-01-03,6-10,0,Sunday,3,1,Low,None,High,0,Yes,1,Yes,Winter
2021-01-03,10-14,7,Sunday,3,1,Low,None,High,1,Yes,1,Yes,Winter
2021-01-03,14-18,6,Sunday,3,1,Low,None,High,1,Yes,1,Yes,Winter
2021-01-03,18-22,5,Sunday,3,1,Low,None,High,1,Yes,1,Yes,Winter
2021-01-03,22-2,0,Sunday,3,1,Low,None,High,0,Yes,1,Yes,Winter
2021-01-04,2-6,0,Monday,4,1,Low,None,High,0,No,1,No,Winter
2021-01-04,6-10,1,Monday,4,1,Low,None,High,0,No,1,No,Winter
2021-01-04,10-14,7,Monday,4,1,Low,None,High,1,No,1,No,Winter
2021-01-04,14-18,7,Monday,4,1,Low,None,High,1,No,1,No,Winter
2021-01-04,18-22,1,Monday,4,1,Low,None,High,0,No,1,No,Winter
2021-01-04,22-2,0,Monday,4,1,Low,None,High,0,No,1,No,Winter
2021-01-05,2-6,0,Tuesday,5,1,Low,None,Medium,0,No,1,No,Winter
2021-01-05,6-10,0,Tuesday,5,1,Low,None,Medium,0,No,1,No,Winter
2021-01-05,10-14,11,Tuesday,5,1,Low,None,Medium,1,No,1,No,Winter
2021-01-05,14-18,13,Tuesday,5,1,Low,None,Medium,1,No,1,No,Winter
2021-01-05,18-22,0,Tuesday,5,1,Low,None,Medium,0,No,1,No,Winter
2021-01-05,22-2,0,Tuesday,5,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,2-6,0,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,6-10,3,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,10-14,2,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,14-18,2,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,18-22,0,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-06,22-2,1,Wednesday,6,1,Low,None,Medium,0,No,1,No,Winter
2021-01-07,2-6,0,Thursday,7,1,Low,Medium,Medium,0,No,1,No,Winter
2021-01-07,6-10,2,Thursday,7,1,Low,Medium,Medium,0,No,1,No,Winter
2021-01-07,10-14,5,Thursday,7,1,Low,Medium,Medium,1,No,1,No,Winter
2021-01-07,14-18,2,Thursday,7,1,Low,Medium,Medium,0,No,1,No,Winter
2021-01-07,18-22,10,Thursday,7,1,Low,Medium,Medium,1,No,1,No,Winter
2021-01-07,22-2,0,Thursday,7,1,Low,Medium,Medium,0,No,1,No,Winter
2021-01-08,2-6,0,Friday,8,1,Low,None,Medium,0,No,1,No,Winter
2021-01-08,6-10,4,Friday,8,1,Low,None,Medium,1,No,1,No,Winter
2021-01-08,10-14,3,Friday,8,1,Low,None,Medium,0,No,1,No,Winter
2021-01-08,14-18,11,Friday,8,1,Low,None,Medium,1,No,1,No,Winter
2021-01-08,18-22,11,Friday,8,1,Low,None,Medium,1,No,1,No,Winter
2021-01-08,22-2,3,Friday,8,1,Low,None,Medium,0,No,1,No,Winter
2021-01-09,2-6,0,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-09,6-10,0,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-09,10-14,1,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-09,14-18,2,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-09,18-22,3,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-09,22-2,0,Saturday,9,1,Low,High,High,0,Yes,1,No,Winter
2021-01-10,2-6,0,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-10,6-10,1,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-10,10-14,1,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-10,14-18,2,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-10,18-22,1,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-10,22-2,1,Sunday,10,1,Low,Medium,High,0,Yes,1,Yes,Winter
2021-01-11,2-6,0,Monday,11,1,Low,None,Medium,0,No,0,No,Winter
2021-01-11,6-10,6,Monday,11,1,Low,None,Medium,1,No,0,No,Winter
2021-01-11,10-14,5,Monday,11,1,Low,None,Medium,1,No,0,No,Winter
2021-01-11,14-18,11,Monday,11,1,Low,None,Medium,1,No,0,No,Winter
2021-01-11,18-22,6,Monday,11,1,Low,None,Medium,1,No,0,No,Winter
2021-01-11,22-2,0,Monday,11,1,Low,None,Medium,0,No,0,No,Winter
2021-01-12,2-6,0,Tuesday,12,1,Low,None,Medium,0,No,0,No,Winter
2021-01-12,6-10,3,Tuesday,12,1,Low,None,Medium,0,No,0,No,Winter
2021-01-12,10-14,12,Tuesday,12,1,Low,None,Medium,1,No,0,No,Winter
2021-01-12,14-18,2,Tuesday,12,1,Low,None,Medium,0,No,0,No,Winter
2021-01-12,18-22,3,Tuesday,12,1,Low,None,Medium,0,No,0,No,Winter
2021-01-12,22-2,0,Tuesday,12,1,Low,None,Medium,0,No,0,No,Winter
2021-01-13,2-6,0,Wednesday,13,1,Low,None,Medium,0,No,0,No,Winter
2021-01-13,6-10,4,Wednesday,13,1,Low,None,Medium,1,No,0,No,Winter
2021-01-13,10-14,8,Wednesday,13,1,Low,None,Medium,1,No,0,No,Winter
2021-01-13,14-18,8,Wednesday,13,1,Low,None,Medium,1,No,0,No,Winter
2021-01-13,18-22,5,Wednesday,13,1,Low,None,Medium,1,No,0,No,Winter
2021-01-13,22-2,2,Wednesday,13,1,Low,None,Medium,0,No,0,No,Winter
2021-01-14,2-6,0,Thursday,14,1,Low,None,Medium,0,No,0,No,Winter
2021-01-14,6-10,2,Thursday,14,1,Low,None,Medium,0,No,0,No,Winter
2021-01-14,10-14,4,Thursday,14,1,Low,None,Medium,1,No,0,No,Winter
2021-01-14,14-18,3,Thursday,14,1,Low,None,Medium,0,No,0,No,Winter
2021-01-14,18-22,8,Thursday,14,1,Low,None,Medium,1,No,0,No,Winter
2021-01-14,22-2,0,Thursday,14,1,Low,None,Medium,0,No,0,No,Winter
2021-01-15,2-6,0,Friday,15,1,Low,None,Medium,0,No,0,No,Winter
2021-01-15,6-10,10,Friday,15,1,Low,None,Medium,1,No,0,No,Winter
2021-01-15,10-14,10,Friday,15,1,Low,None,Medium,1,No,0,No,Winter
2021-01-15,14-18,7,Friday,15,1,Low,None,Medium,1,No,0,No,Winter
2021-01-15,18-22,1,Friday,15,1,Low,None,Medium,0,No,0,No,Winter
2021-01-15,22-2,1,Friday,15,1,Low,None,Medium,0,No,0,No,Winter
2021-01-16,2-6,0,Saturday,16,1,Low,None,Medium,0,Yes,0,No,Winter
2021-01-16,6-10,1,Saturday,16,1,Low,None,Medium,0,Yes,0,No,Winter
2021-01-16,10-14,4,Saturday,16,1,Low,None,Medium,1,Yes,0,No,Winter
2021-01-16,14-18,8,Saturday,16,1,Low,None,Medium,1,Yes,0,No,Winter
2021-01-16,18-22,1,Saturday,16,1,Low,None,Medium,0,Yes,0,No,Winter
2021-01-16,22-2,0,Saturday,16,1,Low,None,Medium,0,Yes,0,No,Winter
2021-01-17,2-6,0,Sunday,17,1,Low,None,Medium,0,Yes,0,Yes,Winter
2021-01-17,6-10,0,Sunday,17,1,Low,None,Medium,0,Yes,0,Yes,Winter
2021-01-17,10-14,5,Sunday,17,1,Low,None,Medium,1,Yes,0,Yes,Winter
2021-01-17,14-18,0,Sunday,17,1,Low,None,Medium,0,Yes,0,Yes,Winter
2021-01-17,18-22,1,Sunday,17,1,Low,None,Medium,0,Yes,0,Yes,Winter
2021-01-17,22-2,1,Sunday,17,1,Low,None,Medium,0,Yes,0,Yes,Winter
2021-01-18,2-6,0,Monday,18,1,Low,None,Low,0,No,0,No,Winter
2021-01-18,6-10,3,Monday,18,1,Low,None,Low,0,No,0,No,Winter
2021-01-18,10-14,9,Monday,18,1,Low,None,Low,1,No,0,No,Winter
2021-01-18,14-18,3,Monday,18,1,Low,None,Low,0,No,0,No,Winter
2021-01-18,18-22,1,Monday,18,1,Low,None,Low,0,No,0,No,Winter
2021-01-18,22-2,2,Monday,18,1,Low,None,Low,0,No,0,No,Winter
2021-01-19,2-6,0,Tuesday,19,1,Low,None,Medium,0,No,0,No,Winter
2021-01-19,6-10,2,Tuesday,19,1,Low,None,Medium,0,No,0,No,Winter
2021-01-19,10-14,14,Tuesday,19,1,Low,None,Medium,1,No,0,No,Winter
2021-01-19,14-18,11,Tuesday,19,1,Low,None,Medium,1,No,0,No,Winter
2021-01-19,18-22,4,Tuesday,19,1,Low,None,Medium,1,No,0,No,Winter
2021-01-19,22-2,1,Tuesday,19,1,Low,None,Medium,0,No,0,No,Winter
2021-01-20,2-6,0,Wednesday,20,1,Low,None,Medium,0,No,0,No,Winter
2021-01-20,6-10,4,Wednesday,20,1,Low,None,Medium,1,No,0,No,Winter
2021-01-20,10-14,2,Wednesday,20,1,Low,None,Medium,0,No,0,No,Winter
2021-01-20,14-18,4,Wednesday,20,1,Low,None,Medium,1,No,0,No,Winter
2021-01-20,18-22,5,Wednesday,20,1,Low,None,Medium,1,No,0,No,Winter
2021-01-20,22-2,0,Wednesday,20,1,Low,None,Medium,0,No,0,No,Winter
2021-01-21,2-6,0,Thursday,21,1,Low,None,Medium,0,No,0,No,Winter
2021-01-21,6-10,4,Thursday,21,1,Low,None,Medium,1,No,0,No,Winter
2021-01-21,10-14,5,Thursday,21,1,Low,None,Medium,1,No,0,No,Winter
2021-01-21,14-18,12,Thursday,21,1,Low,None,Medium,1,No,0,No,Winter
2021-01-21,18-22,4,Thursday,21,1,Low,None,Medium,1,No,0,No,Winter
2021-01-21,22-2,1,Thursday,21,1,Low,None,Medium,0,No,0,No,Winter
2021-01-22,2-6,0,Friday,22,1,Low,Medium,High,0,No,0,No,Winter
2021-01-22,6-10,4,Friday,22,1,Low,Medium,High,1,No,0,No,Winter
2021-01-22,10-14,0,Friday,22,1,Low,Medium,High,0,No,0,No,Winter
2021-01-22,14-18,6,Friday,22,1,Low,Medium,High,1,No,0,No,Winter
2021-01-22,18-22,9,Friday,22,1,Low,Medium,High,1,No,0,No,Winter
2021-01-22,22-2,0,Friday,22,1,Low,Medium,High,0,No,0,No,Winter
2021-01-23,2-6,0,Saturday,23,1,Low,None,High,0,Yes,0,No,Winter
2021-01-23,6-10,0,Saturday,23,1,Low,None,High,0,Yes,0,No,Winter
2021-01-23,10-14,0,Saturday,23,1,Low,None,High,0,Yes,0,No,Winter
2021-01-23,14-18,4,Saturday,23,1,Low,None,High,1,Yes,0,No,Winter
2021-01-23,18-22,7,Saturday,23,1,Low,None,High,1,Yes,0,No,Winter
2021-01-23,22-2,1,Saturday,23,1,Low,None,High,0,Yes,0,No,Winter
2021-01-24,2-6,0,Sunday,24,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-24,6-10,0,Sunday,24,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-24,10-14,9,Sunday,24,1,Low,None,High,1,Yes,0,Yes,Winter
2021-01-24,14-18,4,Sunday,24,1,Low,None,High,1,Yes,0,Yes,Winter
2021-01-24,18-22,1,Sunday,24,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-24,22-2,0,Sunday,24,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-25,2-6,0,Monday,25,1,Low,None,High,0,No,0,No,Winter
2021-01-25,6-10,1,Monday,25,1,Low,None,High,0,No,0,No,Winter
2021-01-25,10-14,4,Monday,25,1,Low,None,High,1,No,0,No,Winter
2021-01-25,14-18,10,Monday,25,1,Low,None,High,1,No,0,No,Winter
2021-01-25,18-22,4,Monday,25,1,Low,None,High,1,No,0,No,Winter
2021-01-25,22-2,0,Monday,25,1,Low,None,High,0,No,0,No,Winter
2021-01-26,2-6,0,Tuesday,26,1,Low,Low,Medium,0,No,0,No,Winter
2021-01-26,6-10,11,Tuesday,26,1,Low,Low,Medium,1,No,0,No,Winter
2021-01-26,10-14,3,Tuesday,26,1,Low,Low,Medium,0,No,0,No,Winter
2021-01-26,14-18,7,Tuesday,26,1,Low,Low,Medium,1,No,0,No,Winter
2021-01-26,18-22,3,Tuesday,26,1,Low,Low,Medium,0,No,0,No,Winter
2021-01-26,22-2,5,Tuesday,26,1,Low,Low,Medium,1,No,0,No,Winter
2021-01-27,2-6,0,Wednesday,27,1,Low,None,Medium,0,No,0,No,Winter
2021-01-27,6-10,8,Wednesday,27,1,Low,None,Medium,1,No,0,No,Winter
2021-01-27,10-14,5,Wednesday,27,1,Low,None,Medium,1,No,0,No,Winter
2021-01-27,14-18,13,Wednesday,27,1,Low,None,Medium,1,No,0,No,Winter
2021-01-27,18-22,6,Wednesday,27,1,Low,None,Medium,1,No,0,No,Winter
2021-01-27,22-2,2,Wednesday,27,1,Low,None,Medium,0,No,0,No,Winter
2021-01-28,2-6,0,Thursday,28,1,Low,None,Medium,0,No,0,No,Winter
2021-01-28,6-10,4,Thursday,28,1,Low,None,Medium,1,No,0,No,Winter
2021-01-28,10-14,6,Thursday,28,1,Low,None,Medium,1,No,0,No,Winter
2021-01-28,14-18,6,Thursday,28,1,Low,None,Medium,1,No,0,No,Winter
2021-01-28,18-22,6,Thursday,28,1,Low,None,Medium,1,No,0,No,Winter
2021-01-28,22-2,2,Thursday,28,1,Low,None,Medium,0,No,0,No,Winter
2021-01-29,2-6,0,Friday,29,1,Medium,None,High,0,No,0,No,Winter
2021-01-29,6-10,5,Friday,29,1,Medium,None,High,1,No,0,No,Winter
2021-01-29,10-14,6,Friday,29,1,Medium,None,High,1,No,0,No,Winter
2021-01-29,14-18,12,Friday,29,1,Medium,None,High,1,No,0,No,Winter
2021-01-29,18-22,1,Friday,29,1,Medium,None,High,0,No,0,No,Winter
2021-01-29,22-2,0,Friday,29,1,Medium,None,High,0,No,0,No,Winter
2021-01-30,2-6,0,Saturday,30,1,Medium,Low,High,0,Yes,0,No,Winter
2021-01-30,6-10,0,Saturday,30,1,Medium,Low,High,0,Yes,0,No,Winter
2021-01-30,10-14,1,Saturday,30,1,Medium,Low,High,0,Yes,0,No,Winter
2021-01-30,14-18,8,Saturday,30,1,Medium,Low,High,1,Yes,0,No,Winter
2021-01-30,18-22,0,Saturday,30,1,Medium,Low,High,0,Yes,0,No,Winter
2021-01-30,22-2,0,Saturday,30,1,Medium,Low,High,0,Yes,0,No,Winter
2021-01-31,2-6,0,Sunday,31,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-31,6-10,0,Sunday,31,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-31,10-14,4,Sunday,31,1,Low,None,High,1,Yes,0,Yes,Winter
2021-01-31,14-18,2,Sunday,31,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-31,18-22,0,Sunday,31,1,Low,None,High,0,Yes,0,Yes,Winter
2021-01-31,22-2,1,Sunday,31,1,Low,None,High,0,Yes,0,Yes,Winter
2021-02-01,2-6,0,Monday,1,2,Medium,Low,High,0,No,0,No,Winter
2021-02-01,6-10,5,Monday,1,2,Medium,Low,High,1,No,0,No,Winter
2021-02-01,10-14,11,Monday,1,2,Medium,Low,High,1,No,0,No,Winter
2021-02-01,14-18,7,Monday,1,2,Medium,Low,High,1,No,0,No,Winter
2021-02-01,18-22,2,Monday,1,2,Medium,Low,High,0,No,0,No,Winter
2021-02-01,22-2,1,Monday,1,2,Medium,Low,High,0,No,0,No,Winter
2021-02-02,2-6,0,Tuesday,2,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-02,6-10,9,Tuesday,2,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-02,10-14,11,Tuesday,2,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-02,14-18,20,Tuesday,2,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-02,18-22,3,Tuesday,2,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-02,22-2,1,Tuesday,2,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-03,2-6,0,Wednesday,3,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-03,6-10,2,Wednesday,3,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-03,10-14,4,Wednesday,3,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-03,14-18,4,Wednesday,3,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-03,18-22,6,Wednesday,3,2,Medium,None,Medium,1,No,0,No,Winter
2021-02-03,22-2,1,Wednesday,3,2,Medium,None,Medium,0,No,0,No,Winter
2021-02-04,2-6,0,Thursday,4,2,Low,None,Medium,0,No,0,No,Winter
2021-02-04,6-10,4,Thursday,4,2,Low,None,Medium,1,No,0,No,Winter
2021-02-04,10-14,10,Thursday,4,2,Low,None,Medium,1,No,0,No,Winter
2021-02-04,14-18,6,Thursday,4,2,Low,None,Medium,1,No,0,No,Winter
2021-02-04,18-22,12,Thursday,4,2,Low,None,Medium,1,No,0,No,Winter
2021-02-04,22-2,0,Thursday,4,2,Low,None,Medium,0,No,0,No,Winter
2021-02-05,2-6,0,Friday,5,2,Low,None,High,0,No,0,No,Winter
2021-02-05,6-10,5,Friday,5,2,Low,None,High,1,No,0,No,Winter
2021-02-05,10-14,6,Friday,5,2,Low,None,High,1,No,0,No,Winter
2021-02-05,14-18,8,Friday,5,2,Low,None,High,1,No,0,No,Winter
2021-02-05,18-22,6,Friday,5,2,Low,None,High,1,No,0,No,Winter
2021-02-05,22-2,1,Friday,5,2,Low,None,High,0,No,0,No,Winter
2021-02-06,2-6,0,Saturday,6,2,Low,None,High,0,Yes,0,No,Winter
2021-02-06,6-10,3,Saturday,6,2,Low,None,High,0,Yes,0,No,Winter
2021-02-06,10-14,5,Saturday,6,2,Low,None,High,1,Yes,0,No,Winter
2021-02-06,14-18,5,Saturday,6,2,Low,None,High,1,Yes,0,No,Winter
2021-02-06,18-22,5,Saturday,6,2,Low,None,High,1,Yes,0,No,Winter
2021-02-06,22-2,4,Saturday,6,2,Low,None,High,1,Yes,0,No,Winter
2021-02-07,2-6,0,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-07,6-10,0,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-07,10-14,1,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-07,14-18,2,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-07,18-22,2,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-07,22-2,2,Sunday,7,2,Low,Medium,Medium,0,Yes,0,Yes,Winter
2021-02-08,2-6,0,Monday,8,2,Low,Medium,Medium,0,No,0,No,Winter
2021-02-08,6-10,3,Monday,8,2,Low,Medium,Medium,0,No,0,No,Winter
2021-02-08,10-14,7,Monday,8,2,Low,Medium,Medium,1,No,0,No,Winter
2021-02-08,14-18,8,Monday,8,2,Low,Medium,Medium,1,No,0,No,Winter
2021-02-08,18-22,2,Monday,8,2,Low,Medium,Medium,0,No,0,No,Winter
2021-02-08,22-2,0,Monday,8,2,Low,Medium,Medium,0,No,0,No,Winter
2021-02-09,2-6,0,Tuesday,9,2,Low,None,High,0,No,0,No,Winter
2021-02-09,6-10,5,Tuesday,9,2,Low,None,High,1,No,0,No,Winter
2021-02-09,10-14,2,Tuesday,9,2,Low,None,High,0,No,0,No,Winter
2021-02-09,14-18,6,Tuesday,9,2,Low,None,High,1,No,0,No,Winter
2021-02-09,18-22,9,Tuesday,9,2,Low,None,High,1,No,0,No,Winter
2021-02-09,22-2,0,Tuesday,9,2,Low,None,High,0,No,0,No,Winter
2021-02-10,2-6,0,Wednesday,10,2,Low,Low,High,0,No,0,No,Winter
2021-02-10,6-10,9,Wednesday,10,2,Low,Low,High,1,No,0,No,Winter
2021-02-10,10-14,9,Wednesday,10,2,Low,Low,High,1,No,0,No,Winter
2021-02-10,14-18,7,Wednesday,10,2,Low,Low,High,1,No,0,No,Winter
2021-02-10,18-22,7,Wednesday,10,2,Low,Low,High,1,No,0,No,Winter
2021-02-10,22-2,0,Wednesday,10,2,Low,Low,High,0,No,0,No,Winter
2021-02-11,2-6,0,Thursday,11,2,Low,None,Medium,0,No,0,No,Winter
2021-02-11,6-10,4,Thursday,11,2,Low,None,Medium,1,No,0,No,Winter
2021-02-11,10-14,5,Thursday,11,2,Low,None,Medium,1,No,0,No,Winter
2021-02-11,14-18,5,Thursday,11,2,Low,None,Medium,1,No,0,No,Winter
2021-02-11,18-22,3,Thursday,11,2,Low,None,Medium,0,No,0,No,Winter
2021-02-11,22-2,0,Thursday,11,2,Low,None,Medium,0,No,0,No,Winter
2021-02-12,2-6,0,Friday,12,2,Low,Low,Medium,0,No,0,No,Winter
2021-02-12,6-10,1,Friday,12,2,Low,Low,Medium,0,No,0,No,Winter
2021-02-12,10-14,7,Friday,12,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-12,14-18,15,Friday,12,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-12,18-22,10,Friday,12,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-12,22-2,1,Friday,12,2,Low,Low,Medium,0,No,0,No,Winter
2021-02-13,2-6,0,Saturday,13,2,Low,None,High,0,Yes,0,No,Winter
2021-02-13,6-10,0,Saturday,13,2,Low,None,High,0,Yes,0,No,Winter
2021-02-13,10-14,7,Saturday,13,2,Low,None,High,1,Yes,0,No,Winter
2021-02-13,14-18,7,Saturday,13,2,Low,None,High,1,Yes,0,No,Winter
2021-02-13,18-22,5,Saturday,13,2,Low,None,High,1,Yes,0,No,Winter
2021-02-13,22-2,4,Saturday,13,2,Low,None,High,1,Yes,0,No,Winter
2021-02-14,2-6,0,Sunday,14,2,Low,Medium,High,0,Yes,0,Yes,Winter
2021-02-14,6-10,1,Sunday,14,2,Low,Medium,High,0,Yes,0,Yes,Winter
2021-02-14,10-14,1,Sunday,14,2,Low,Medium,High,0,Yes,0,Yes,Winter
2021-02-14,14-18,2,Sunday,14,2,Low,Medium,High,0,Yes,0,Yes,Winter
2021-02-14,18-22,7,Sunday,14,2,Low,Medium,High,1,Yes,0,Yes,Winter
2021-02-14,22-2,1,Sunday,14,2,Low,Medium,High,0,Yes,0,Yes,Winter
2021-02-15,2-6,0,Monday,15,2,Low,Low,Medium,0,No,0,No,Winter
2021-02-15,6-10,5,Monday,15,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-15,10-14,4,Monday,15,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-15,14-18,6,Monday,15,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-15,18-22,4,Monday,15,2,Low,Low,Medium,1,No,0,No,Winter
2021-02-15,22-2,0,Monday,15,2,Low,Low,Medium,0,No,0,No,Winter
2021-02-16,2-6,0,Tuesday,16,2,Low,Low,High,0,No,0,No,Winter
2021-02-16,6-10,3,Tuesday,16,2,Low,Low,High,0,No,0,No,Winter
2021-02-16,10-14,8,Tuesday,16,2,Low,Low,High,1,No,0,No,Winter
2021-02-16,14-18,3,Tuesday,16,2,Low,Low,High,0,No,0,No,Winter
2021-02-16,18-22,7,Tuesday,16,2,Low,Low,High,1,No,0,No,Winter
2021-02-16,22-2,1,Tuesday,16,2,Low,Low,High,0,No,0,No,Winter
2021-02-17,2-6,0,Wednesday,17,2,Low,None,Medium,0,No,0,No,Winter
2021-02-17,6-10,5,Wednesday,17,2,Low,None,Medium,1,No,0,No,Winter
2021-02-17,10-14,5,Wednesday,17,2,Low,None,Medium,1,No,0,No,Winter
2021-02-17,14-18,4,Wednesday,17,2,Low,None,Medium,1,No,0,No,Winter
2021-02-17,18-22,4,Wednesday,17,2,Low,None,Medium,1,No,0,No,Winter
2021-02-17,22-2,1,Wednesday,17,2,Low,None,Medium,0,No,0,No,Winter
2021-02-18,2-6,0,Thursday,18,2,Low,None,Medium,0,No,0,No,Winter
2021-02-18,6-10,0,Thursday,18,2,Low,None,Medium,0,No,0,No,Winter
2021-02-18,10-14,13,Thursday,18,2,Low,None,Medium,1,No,0,No,Winter
2021-02-18,14-18,5,Thursday,18,2,Low,None,Medium,1,No,0,No,Winter
2021-02-18,18-22,2,Thursday,18,2,Low,None,Medium,0,No,0,No,Winter
2021-02-18,22-2,2,Thursday,18,2,Low,None,Medium,0,No,0,No,Winter
2021-02-19,2-6,0,Friday,19,2,Low,None,Medium,0,No,0,No,Winter
2021-02-19,6-10,8,Friday,19,2,Low,None,Medium,1,No,0,No,Winter
2021-02-19,10-14,5,Friday,19,2,Low,None,Medium,1,No,0,No,Winter
2021-02-19,14-18,23,Friday,19,2,Low,None,Medium,1,No,0,No,Winter
2021-02-19,18-22,6,Friday,19,2,Low,None,Medium,1,No,0,No,Winter
2021-02-19,22-2,3,Friday,19,2,Low,None,Medium,0,No,0,No,Winter
2021-02-20,2-6,0,Saturday,20,2,Low,None,Medium,0,Yes,0,No,Winter
2021-02-20,6-10,0,Saturday,20,2,Low,None,Medium,0,Yes,0,No,Winter
2021-02-20,10-14,0,Saturday,20,2,Low,None,Medium,0,Yes,0,No,Winter
2021-02-20,14-18,5,Saturday,20,2,Low,None,Medium,1,Yes,0,No,Winter
2021-02-20,18-22,2,Saturday,20,2,Low,None,Medium,0,Yes,0,No,Winter
2021-02-20,22-2,1,Saturday,20,2,Low,None,Medium,0,Yes,0,No,Winter
2021-02-21,2-6,0,Sunday,21,2,Low,None,High,0,Yes,0,Yes,Winter
2021-02-21,6-10,0,Sunday,21,2,Low,None,High,0,Yes,0,Yes,Winter
2021-02-21,10-14,0,Sunday,21,2,Low,None,High,0,Yes,0,Yes,Winter
2021-02-21,14-18,2,Sunday,21,2,Low,None,High,0,Yes,0,Yes,Winter
2021-02-21,18-22,6,Sunday,21,2,Low,None,High,1,Yes,0,Yes,Winter
2021-02-21,22-2,0,Sunday,21,2,Low,None,High,0,Yes,0,Yes,Winter
2021-02-22,2-6,0,Monday,22,2,Low,High,High,0,No,0,No,Winter
2021-02-22,6-10,7,Monday,22,2,Low,High,High,1,No,0,No,Winter
2021-02-22,10-14,4,Monday,22,2,Low,High,High,1,No,0,No,Winter
2021-02-22,14-18,1,Monday,22,2,Low,High,High,0,No,0,No,Winter
2021-02-22,18-22,2,Monday,22,2,Low,High,High,0,No,0,No,Winter
2021-02-22,22-2,0,Monday,22,2,Low,High,High,0,No,0,No,Winter
2021-02-23,2-6,0,Tuesday,23,2,Low,None,Medium,0,No,0,No,Winter
