Day,Time_Segment,Accidents,Week_day,Day_month,Month,Exceeds Threshold,Holiday,Vacation_week,Weekend Return,Season
2023-07-15,18-22,5,Saturday,15,7,1,Yes,0,No,Summer
2023-07-15,22-2,7,Saturday,15,7,1,Yes,0,No,Summer
2023-07-16,2-6,0,Sunday,16,7,0,Yes,0,Yes,Summer
2023-07-16,6-10,3,Sunday,16,7,0,Yes,0,Yes,Summer
2023-07-16,10-14,0,Sunday,16,7,0,Yes,0,Yes,Summer
2023-07-16,14-18,8,Sunday,16,7,1,Yes,0,Yes,Summer
2023-07-16,18-22,9,Sunday,16,7,1,Yes,0,Yes,Summer
2023-07-16,22-2,5,Sunday,16,7,1,Yes,0,Yes,Summer
2023-07-17,2-6,0,Monday,17,7,0,No,0,No,Summer
2023-07-17,6-10,5,Monday,17,7,1,No,0,No,Summer
2023-07-17,10-14,2,Monday,17,7,0,No,0,No,Summer
2023-07-17,14-18,6,Monday,17,7,1,No,0,No,Summer
2023-07-17,18-22,5,Monday,17,7,1,No,0,No,Summer
2023-07-17,22-2,2,Monday,17,7,0,No,0,No,Summer
2023-07-18,2-6,0,Tuesday,18,7,0,No,0,No,Summer
2023-07-18,6-10,2,Tuesday,18,7,0,No,0,No,Summer
2023-07-18,10-14,9,Tuesday,18,7,1,No,0,No,Summer
2023-07-18,14-18,12,Tuesday,18,7,1,No,0,No,Summer
2023-07-18,18-22,3,Tuesday,18,7,0,No,0,No,Summer
2023-07-18,22-2,0,Tuesday,18,7,0,No,0,No,Summer
2023-07-19,2-6,0,Wednesday,19,7,0,No,0,No,Summer
2023-07-19,6-10,7,Wednesday,19,7,1,No,0,No,Summer
2023-07-19,10-14,5,Wednesday,19,7,1,No,0,No,Summer
2023-07-19,14-18,8,Wednesday,19,7,1,No,0,No,Summer
2023-07-19,18-22,6,Wednesday,19,7,1,No,0,No,Summer
2023-07-19,22-2,2,Wednesday,19,7,0,No,0,No,Summer
2023-07-20,2-6,0,Thursday,20,7,0,No,0,No,Summer
2023-07-20,6-10,2,Thursday,20,7,0,No,0,No,Summer
2023-07-20,10-14,12,Thursday,20,7,1,No,0,No,Summer
2023-07-20,14-18,4,Thursday,20,7,1,No,0,No,Summer
2023-07-20,18-22,8,Thursday,20,7,1,No,0,No,Summer
2023-07-20,22-2,3,Thursday,20,7,0,No,0,No,Summer
2023-07-21,2-6,0,Friday,21,7,0,No,0,No,Summer
2023-07-21,6-10,0,Friday,21,7,0,No,0,No,Summer
2023-07-21,10-14,3,Friday,21,7,0,No,0,No,Summer
2023-07-21,14-18,17,Friday,21,7,1,No,0,No,Summer
2023-07-21,18-22,6,Friday,21,7,1,No,0,No,Summer
2023-07-21,22-2,4,Friday,21,7,1,No,0,No,Summer
2023-07-22,2-6,0,Saturday,22,7,0,Yes,0,No,Summer
2023-07-22,6-10,0,Saturday,22,7,0,Yes,0,No,Summer
2023-07-22,10-14,6,Saturday,22,7,1,Yes,0,No,Summer
2023-07-22,14-18,11,Saturday,22,7,1,Yes,0,No,Summer
2023-07-22,18-22,4,Saturday,22,7,1,Yes,0,No,Summer
2023-07-22,22-2,12,Saturday,22,7,1,Yes,0,No,Summer
2023-07-23,2-6,0,Sunday,23,7,0,Yes,0,Yes,Summer
2023-07-23,6-10,1,Sunday,23,7,0,Yes,0,Yes,Summer
2023-07-23,10-14,2,Sunday,23,7,0,Yes,0,Yes,Summer
2023-07-23,14-18,6,Sunday,23,7,1,Yes,0,Yes,Summer
2023-07-23,18-22,12,Sunday,23,7,1,Yes,0,Yes,Summer
2023-07-23,22-2,2,Sunday,23,7,0,Yes,0,Yes,Summer
2023-07-24,2-6,0,Monday,24,7,0,No,0,No,Summer
2023-07-24,6-10,2,Monday,24,7,0,No,0,No,Summer
2023-07-24,10-14,7,Monday,24,7,1,No,0,No,Summer
2023-07-24,14-18,5,Monday,24,7,1,No,0,No,Summer
2023-07-24,18-22,2,Monday,24,7,0,No,0,No,Summer
2023-07-24,22-2,3,Monday,24,7,0,No,0,No,Summer
2023-07-25,2-6,0,Tuesday,25,7,0,No,0,No,Summer
2023-07-25,6-10,2,Tuesday,25,7,0,No,0,No,Summer
2023-07-25,10-14,5,Tuesday,25,7,1,No,0,No,Summer
2023-07-25,14-18,15,Tuesday,25,7,1,No,0,No,Summer
2023-07-25,18-22,9,Tuesday,25,7,1,No,0,No,Summer
2023-07-25,22-2,5,Tuesday,25,7,1,No,0,No,Summer
2023-07-26,2-6,0,Wednesday,26,7,0,No,0,No,Summer
2023-07-26,6-10,5,Wednesday,26,7,1,No,0,No,Summer
2023-07-26,10-14,9,Wednesday,26,7,1,No,0,No,Summer
2023-07-26,14-18,8,Wednesday,26,7,1,No,0,No,Summer
2023-07-26,18-22,13,Wednesday,26,7,1,No,0,No,Summer
2023-07-26,22-2,3,Wednesday,26,7,0,No,0,No,Summer
2023-07-27,2-6,0,Thursday,27,7,0,No,0,No,Summer
2023-07-27,6-10,7,Thursday,27,7,1,No,0,No,Summer
2023-07-27,10-14,7,Thursday,27,7,1,No,0,No,Summer
2023-07-27,14-18,5,Thursday,27,7,1,No,0,No,Summer
2023-07-27,18-22,9,Thursday,27,7,1,No,0,No,Summer
2023-07-27,22-2,2,Thursday,27,7,0,No,0,No,Summer
2023-07-28,2-6,0,Friday,28,7,0,No,0,No,Summer
2023-07-28,6-10,2,Friday,28,7,0,No,0,No,Summer
2023-07-28,10-14,5,Friday,28,7,1,No,0,No,Summer
2023-07-28,14-18,5,Friday,28,7,1,No,0,No,Summer
2023-07-28,18-22,2,Friday,28,7,0,No,0,No,Summer
2023-07-28,22-2,5,Friday,28,7,1,No,0,No,Summer
2023-07-29,2-6,0,Saturday,29,7,0,Yes,0,No,Summer
2023-07-29,6-10,0,Saturday,29,7,0,Yes,0,No,Summer
2023-07-29,10-14,3,Saturday,29,7,0,Yes,0,No,Summer
2023-07-29,14-18,4,Saturday,29,7,1,Yes,0,No,Summer
2023-07-29,18-22,10,Saturday,29,7,1,Yes,0,No,Summer
2023-07-29,22-2,6,Saturday,29,7,1,Yes,0,No,Summer
2023-07-30,2-6,0,Sunday,30,7,0,Yes,0,Yes,Summer
2023-07-30,6-10,1,Sunday,30,7,0,Yes,0,Yes,Summer
2023-07-30,10-14,3,Sunday,30,7,0,Yes,0,Yes,Summer
2023-07-30,14-18,6,Sunday,30,7,1,Yes,0,Yes,Summer
2023-07-30,18-22,6,Sunday,30,7,1,Yes,0,Yes,Summer
2023-07-30,22-2,8,Sunday,30,7,1,Yes,0,Yes,Summer
2023-07-31,2-6,0,Monday,31,7,0,No,0,No,Summer
2023-07-31,6-10,2,Monday,31,7,0,No,0,No,Summer
2023-07-31,10-14,3,Monday,31,7,0,No,0,No,Summer
2023-07-31,14-18,5,Monday,31,7,1,No,0,No,Summer
2023-07-31,18-22,4,Monday,31,7,1,No,0,No,Summer
2023-07-31,22-2,3,Monday,31,7,0,No,0,No,Summer
2023-08-01,2-6,0,Tuesday,1,8,0,No,0,No,Summer
2023-08-01,6-10,1,Tuesday,1,8,0,No,0,No,Summer
2023-08-01,10-14,7,Tuesday,1,8,1,No,0,No,Summer
2023-08-01,14-18,6,Tuesday,1,8,1,No,0,No,Summer
2023-08-01,18-22,1,Tuesday,1,8,0,No,0,No,Summer
2023-08-01,22-2,1,Tuesday,1,8,0,No,0,No,Summer
2023-08-02,2-6,0,Wednesday,2,8,0,No,0,No,Summer
2023-08-02,6-10,7,Wednesday,2,8,1,No,0,No,Summer
2023-08-02,10-14,7,Wednesday,2,8,1,No,0,No,Summer
2023-08-02,14-18,5,Wednesday,2,8,1,No,0,No,Summer
2023-08-02,18-22,12,Wednesday,2,8,1,No,0,No,Summer
2023-08-02,22-2,2,Wednesday,2,8,0,No,0,No,Summer
2023-08-03,2-6,0,Thursday,3,8,0,No,0,No,Summer
2023-08-03,6-10,2,Thursday,3,8,0,No,0,No,Summer
2023-08-03,10-14,5,Thursday,3,8,1,No,0,No,Summer
2023-08-03,14-18,5,Thursday,3,8,1,No,0,No,Summer
2023-08-03,18-22,4,Thursday,3,8,1,No,0,No,Summer
2023-08-03,22-2,0,Thursday,3,8,0,No,0,No,Summer
2023-08-04,2-6,0,Friday,4,8,0,No,0,No,Summer
2023-08-04,6-10,2,Friday,4,8,0,No,0,No,Summer
2023-08-04,10-14,7,Friday,4,8,1,No,0,No,Summer
2023-08-04,14-18,10,Friday,4,8,1,No,0,No,Summer
2023-08-04,18-22,5,Friday,4,8,1,No,0,No,Summer
2023-08-04,22-2,2,Friday,4,8,0,No,0,No,Summer
2023-08-05,2-6,0,Saturday,5,8,0,Yes,0,No,Summer
2023-08-05,6-10,1,Saturday,5,8,0,Yes,0,No,Summer
2023-08-05,10-14,9,Saturday,5,8,1,Yes,0,No,Summer
2023-08-05,14-18,2,Saturday,5,8,0,Yes,0,No,Summer
2023-08-05,18-22,6,Saturday,5,8,1,Yes,0,No,Summer
2023-08-05,22-2,0,Saturday,5,8,0,Yes,0,No,Summer
2023-08-06,2-6,0,Sunday,6,8,0,Yes,0,Yes,Summer
2023-08-06,6-10,0,Sunday,6,8,0,Yes,0,Yes,Summer
2023-08-06,10-14,1,Sunday,6,8,0,Yes,0,Yes,Summer
2023-08-06,14-18,5,Sunday,6,8,1,Yes,0,Yes,Summer
2023-08-06,18-22,3,Sunday,6,8,0,Yes,0,Yes,Summer
2023-08-06,22-2,3,Sunday,6,8,0,Yes,0,Yes,Summer
2023-08-07,2-6,0,Monday,7,8,0,No,0,No,Summer
2023-08-07,6-10,1,Monday,7,8,0,No,0,No,Summer
2023-08-07,10-14,2,Monday,7,8,0,No,0,No,Summer
2023-08-07,14-18,10,Monday,7,8,1,No,0,No,Summer
2023-08-07,18-22,3,Monday,7,8,0,No,0,No,Summer
2023-08-07,22-2,4,Monday,7,8,1,No,0,No,Summer
2023-08-08,2-6,0,Tuesday,8,8,0,No,0,No,Summer
2023-08-08,6-10,2,Tuesday,8,8,0,No,0,No,Summer
2023-08-08,10-14,3,Tuesday,8,8,0,No,0,No,Summer
2023-08-08,14-18,9,Tuesday,8,8,1,No,0,No,Summer
2023-08-08,18-22,2,Tuesday,8,8,0,No,0,No,Summer
2023-08-08,22-2,1,Tuesday,8,8,0,No,0,No,Summer
2023-08-09,2-6,0,Wednesday,9,8,0,No,0,No,Summer
2023-08-09,6-10,2,Wednesday,9,8,0,No,0,No,Summer
2023-08-09,10-14,5,Wednesday,9,8,1,No,0,No,Summer
2023-08-09,14-18,5,Wednesday,9,8,1,No,0,No,Summer
2023-08-09,18-22,14,Wednesday,9,8,1,No,0,No,Summer
2023-08-09,22-2,0,Wednesday,9,8,0,No,0,No,Summer
2023-08-10,2-6,0,Thursday,10,8,0,No,0,No,Summer
2023-08-10,6-10,0,Thursday,10,8,0,No,0,No,Summer
2023-08-10,10-14,5,Thursday,10,8,1,No,0,No,Summer
2023-08-10,14-18,2,Thursday,10,8,0,No,0,No,Summer
2023-08-10,18-22,8,Thursday,10,8,1,No,0,No,Summer
2023-08-10,22-2,3,Thursday,10,8,0,No,0,No,Summer
2023-08-11,2-6,0,Friday,11,8,0,No,0,No,Summer
2023-08-11,6-10,0,Friday,11,8,0,No,0,No,Summer
2023-08-11,10-14,3,Friday,11,8,0,No,0,No,Summer
2023-08-11,14-18,7,Friday,11,8,1,No,0,No,Summer
2023-08-11,18-22,11,Friday,11,8,1,No,0,No,Summer
2023-08-11,22-2,5,Friday,11,8,1,No,0,No,Summer
2023-08-12,2-6,0,Saturday,12,8,0,Yes,0,No,Summer
2023-08-12,6-10,1,Saturday,12,8,0,Yes,0,No,Summer
2023-08-12,10-14,1,Saturday,12,8,0,Yes,0,No,Summer
2023-08-12,14-18,9,Saturday,12,8,1,Yes,0,No,Summer
2023-08-12,18-22,1,Saturday,12,8,0,Yes,0,No,Summer
2023-08-12,22-2,1,Saturday,12,8,0,Yes,0,No,Summer
2023-08-13,2-6,0,Sunday,13,8,0,Yes,0,Yes,Summer
2023-08-13,6-10,2,Sunday,13,8,0,Yes,0,Yes,Summer
2023-08-13,10-14,2,Sunday,13,8,0,Yes,0,Yes,Summer
2023-08-13,14-18,3,Sunday,13,8,0,Yes,0,Yes,Summer
2023-08-13,18-22,5,Sunday,13,8,1,Yes,0,Yes,Summer
2023-08-13,22-2,3,Sunday,13,8,0,Yes,0,Yes,Summer
2023-08-14,2-6,0,Monday,14,8,0,No,1,No,Summer
2023-08-14,6-10,0,Monday,14,8,0,No,1,No,Summer
2023-08-14,10-14,6,Monday,14,8,1,No,1,No,Summer
2023-08-14,14-18,1,Monday,14,8,0,No,1,No,Summer
2023-08-14,18-22,3,Monday,14,8,0,No,1,No,Summer
2023-08-14,22-2,1,Monday,14,8,0,No,1,No,Summer
2023-08-15,2-6,0,Tuesday,15,8,0,No,1,No,Summer
2023-08-15,6-10,0,Tuesday,15,8,0,No,1,No,Summer
2023-08-15,10-14,4,Tuesday,15,8,1,No,1,No,Summer
2023-08-15,14-18,3,Tuesday,15,8,0,No,1,No,Summer
2023-08-15,18-22,2,Tuesday,15,8,0,No,1,No,Summer
2023-08-15,22-2,6,Tuesday,15,8,1,No,1,No,Summer
2023-08-16,2-6,0,Wednesday,16,8,0,No,1,No,Summer
2023-08-16,6-10,3,Wednesday,16,8,0,No,1,No,Summer
2023-08-16,10-14,1,Wednesday,16,8,0,No,1,No,Summer
2023-08-16,14-18,3,Wednesday,16,8,0,No,1,No,Summer
2023-08-16,18-22,6,Wednesday,16,8,1,No,1,No,Summer
2023-08-16,22-2,0,Wednesday,16,8,0,No,1,No,Summer
2023-08-17,2-6,0,Thursday,17,8,0,No,1,No,Summer
2023-08-17,6-10,2,Thursday,17,8,0,No,1,No,Summer
2023-08-17,10-14,5,Thursday,17,8,1,No,1,No,Summer
2023-08-17,14-18,4,Thursday,17,8,1,No,1,No,Summer
2023-08-17,18-22,8,Thursday,17,8,1,No,1,No,Summer
2023-08-17,22-2,2,Thursday,17,8,0,No,1,No,Summer
2023-08-18,2-6,0,Friday,18,8,0,No,1,No,Summer
2023-08-18,6-10,2,Friday,18,8,0,No,1,No,Summer
2023-08-18,10-14,4,Friday,18,8,1,No,1,No,Summer
2023-08-18,14-18,12,Friday,18,8,1,No,1,No,Summer
2023-08-18,18-22,6,Friday,18,8,1,No,1,No,Summer
2023-08-18,22-2,1,Friday,18,8,0,No,1,No,Summer
2023-08-19,2-6,0,Saturday,19,8,0,Yes,1,No,Summer
2023-08-19,6-10,2,Saturday,19,8,0,Yes,1,No,Summer
2023-08-19,10-14,1,Saturday,19,8,0,Yes,1,No,Summer
2023-08-19,14-18,0,Saturday,19,8,0,Yes,1,No,Summer
2023-08-19,18-22,2,Saturday,19,8,0,Yes,1,No,Summer
2023-08-19,22-2,2,Saturday,19,8,0,Yes,1,No,Summer
2023-08-20,2-6,0,Sunday,20,8,0,Yes,1,Yes,Summer
2023-08-20,6-10,1,Sunday,20,8,0,Yes,1,Yes,Summer
2023-08-20,10-14,0,Sunday,20,8,0,Yes,1,Yes,Summer
2023-08-20,14-18,4,Sunday,20,8,1,Yes,1,Yes,Summer
2023-08-20,18-22,6,Sunday,20,8,1,Yes,1,Yes,Summer
2023-08-20,22-2,0,Sunday,20,8,0,Yes,1,Yes,Summer
2023-08-21,2-6,0,Monday,21,8,0,No,0,No,Summer
2023-08-21,6-10,1,Monday,21,8,0,No,0,No,Summer
2023-08-21,10-14,3,Monday,21,8,0,No,0,No,Summer
2023-08-21,14-18,6,Monday,21,8,1,No,0,No,Summer
2023-08-21,18-22,4,Monday,21,8,1,No,0,No,Summer
2023-08-21,22-2,6,Monday,21,8,1,No,0,No,Summer
2023-08-22,2-6,0,Tuesday,22,8,0,No,0,No,Summer
2023-08-22,6-10,4,Tuesday,22,8,1,No,0,No,Summer
2023-08-22,10-14,4,Tuesday,22,8,1,No,0,No,Summer
2023-08-22,14-18,2,Tuesday,22,8,0,No,0,No,Summer
2023-08-22,18-22,2,Tuesday,22,8,0,No,0,No,Summer
2023-08-22,22-2,2,Tuesday,22,8,0,No,0,No,Summer
2023-08-23,2-6,0,Wednesday,23,8,0,No,0,No,Summer
2023-08-23,6-10,5,Wednesday,23,8,1,No,0,No,Summer
2023-08-23,10-14,5,Wednesday,23,8,1,No,0,No,Summer
2023-08-23,14-18,4,Wednesday,23,8,1,No,0,No,Summer
2023-08-23,18-22,5,Wednesday,23,8,1,No,0,No,Summer
2023-08-23,22-2,3,Wednesday,23,8,0,No,0,No,Summer
2023-08-24,2-6,0,Thursday,24,8,0,No,0,No,Summer
2023-08-24,6-10,0,Thursday,24,8,0,No,0,No,Summer
2023-08-24,10-14,2,Thursday,24,8,0,No,0,No,Summer
2023-08-24,14-18,7,Thursday,24,8,1,No,0,No,Summer
2023-08-24,18-22,5,Thursday,24,8,1,No,0,No,Summer
2023-08-24,22-2,7,Thursday,24,8,1,No,0,No,Summer
2023-08-25,2-6,0,Friday,25,8,0,No,0,No,Summer
2023-08-25,6-10,1,Friday,25,8,0,No,0,No,Summer
2023-08-25,10-14,8,Friday,25,8,1,No,0,No,Summer
2023-08-25,14-18,7,Friday,25,8,1,No,0,No,Summer
2023-08-25,18-22,9,Friday,25,8,1,No,0,No,Summer
2023-08-25,22-2,5,Friday,25,8,1,No,0,No,Summer
2023-08-26,2-6,0,Saturday,26,8,0,Yes,0,No,Summer
2023-08-26,6-10,0,Saturday,26,8,0,Yes,0,No,Summer
2023-08-26,10-14,3,Saturday,26,8,0,Yes,0,No,Summer
2023-08-26,14-18,3,Saturday,26,8,0,Yes,0,No,Summer
2023-08-26,18-22,10,Saturday,26,8,1,Yes,0,No,Summer
2023-08-26,22-2,2,Saturday,26,8,0,Yes,0,No,Summer
2023-08-27,2-6,0,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-27,6-10,2,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-27,10-14,0,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-27,14-18,2,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-27,18-22,3,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-27,22-2,1,Sunday,27,8,0,Yes,0,Yes,Summer
2023-08-28,2-6,0,Monday,28,8,0,No,0,No,Summer
2023-08-28,6-10,1,Monday,28,8,0,No,0,No,Summer
2023-08-28,10-14,3,Monday,28,8,0,No,0,No,Summer
2023-08-28,14-18,7,Monday,28,8,1,No,0,No,Summer
2023-08-28,18-22,2,Monday,28,8,0,No,0,No,Summer
2023-08-28,22-2,1,Monday,28,8,0,No,0,No,Summer
2023-08-29,2-6,0,Tuesday,29,8,0,No,0,No,Summer
2023-08-29,6-10,4,Tuesday,29,8,1,No,0,No,Summer
2023-08-29,10-14,9,Tuesday,29,8,1,No,0,No,Summer
2023-08-29,14-18,11,Tuesday,29,8,1,No,0,No,Summer
2023-08-29,18-22,1,Tuesday,29,8,0,No,0,No,Summer
2023-08-29,22-2,4,Tuesday,29,8,1,No,0,No,Summer
2023-08-30,2-6,0,Wednesday,30,8,0,No,0,No,Summer
2023-08-30,6-10,4,Wednesday,30,8,1,No,0,No,Summer
2023-08-30,10-14,1,Wednesday,30,8,0,No,0,No,Summer
2023-08-30,14-18,4,Wednesday,30,8,1,No,0,No,Summer
2023-08-30,18-22,9,Wednesday,30,8,1,No,0,No,Summer
2023-08-30,22-2,3,Wednesday,30,8,0,No,0,No,Summer
2023-08-31,2-6,0,Thursday,31,8,0,No,0,No,Summer
2023-08-31,6-10,2,Thursday,31,8,0,No,0,No,Summer
2023-08-31,10-14,3,Thursday,31,8,0,No,0,No,Summer
2023-08-31,14-18,9,Thursday,31,8,1,No,0,No,Summer
2023-08-31,18-22,7,Thursday,31,8,1,No,0,No,Summer
2023-08-31,22-2,1,Thursday,31,8,0,No,0,No,Summer
2023-09-01,2-6,0,Friday,1,9,0,No,0,No,Autumn
2023-09-01,6-10,2,Friday,1,9,0,No,0,No,Autumn
2023-09-01,10-14,2,Friday,1,9,0,No,0,No,Autumn
2023-09-01,14-18,14,Friday,1,9,1,No,0,No,Autumn
2023-09-01,18-22,6,Friday,1,9,1,No,0,No,Autumn
2023-09-01,22-2,4,Friday,1,9,1,No,0,No,Autumn
2023-09-02,2-6,0,Saturday,2,9,0,Yes,0,No,Autumn
2023-09-02,6-10,3,Saturday,2,9,0,Yes,0,No,Autumn
2023-09-02,10-14,2,Saturday,2,9,0,Yes,0,No,Autumn
2023-09-02,14-18,4,Saturday,2,9,1,Yes,0,No,Autumn
2023-09-02,18-22,1,Saturday,2,9,0,Yes,0,No,Autumn
2023-09-02,22-2,1,Saturday,2,9,0,Yes,0,No,Autumn
2023-09-03,2-6,0,Sunday,3,9,0,Yes,0,Yes,Autumn
2023-09-03,6-10,0,Sunday,3,9,0,Yes,0,Yes,Autumn
2023-09-03,10-14,3,Sunday,3,9,0,Yes,0,Yes,Autumn
2023-09-03,14-18,3,Sunday,3,9,0,Yes,0,Yes,Autumn
2023-09-03,18-22,5,Sunday,3,9,1,Yes,0,Yes,Autumn
2023-09-03,22-2,1,Sunday,3,9,0,Yes,0,Yes,Autumn
2023-09-04,2-6,0,Monday,4,9,0,No,0,No,Autumn
2023-09-04,6-10,2,Monday,4,9,0,No,0,No,Autumn
2023-09-04,10-14,7,Monday,4,9,1,No,0,No,Autumn
2023-09-04,14-18,5,Monday,4,9,1,No,0,No,Autumn
2023-09-04,18-22,3,Monday,4,9,0,No,0,No,Autumn
2023-09-04,22-2,0,Monday,4,9,0,No,0,No,Autumn
2023-09-05,2-6,0,Tuesday,5,9,0,No,0,No,Autumn
2023-09-05,6-10,2,Tuesday,5,9,0,No,0,No,Autumn
2023-09-05,10-14,0,Tuesday,5,9,0,No,0,No,Autumn
2023-09-05,14-18,6,Tuesday,5,9,1,No,0,No,Autumn
2023-09-05,18-22,2,Tuesday,5,9,0,No,0,No,Autumn
2023-09-05,22-2,0,Tuesday,5,9,0,No,0,No,Autumn
2023-09-06,2-6,0,Wednesday,6,9,0,No,0,No,Autumn
2023-09-06,6-10,3,Wednesday,6,9,0,No,0,No,Autumn
2023-09-06,10-14,2,Wednesday,6,9,0,No,0,No,Autumn
2023-09-06,14-18,8,Wednesday,6,9,1,No,0,No,Autumn
2023-09-06,18-22,4,Wednesday,6,9,1,No,0,No,Autumn
2023-09-06,22-2,1,Wednesday,6,9,0,No,0,No,Autumn
2023-09-07,2-6,0,Thursday,7,9,0,No,0,No,Autumn
2023-09-07,6-10,3,Thursday,7,9,0,No,0,No,Autumn
2023-09-07,10-14,6,Thursday,7,9,1,No,0,No,Autumn
2023-09-07,14-18,9,Thursday,7,9,1,No,0,No,Autumn
2023-09-07,18-22,9,Thursday,7,9,1,No,0,No,Autumn
2023-09-07,22-2,2,Thursday,7,9,0,No,0,No,Autumn
2023-09-08,2-6,0,Friday,8,9,0,No,0,No,Autumn
2023-09-08,6-10,5,Friday,8,9,1,No,0,No,Autumn
2023-09-08,10-14,8,Friday,8,9,1,No,0,No,Autumn
2023-09-08,14-18,4,Friday,8,9,1,No,0,No,Autumn
2023-09-08,18-22,5,Friday,8,9,1,No,0,No,Autumn
2023-09-08,22-2,2,Friday,8,9,0,No,0,No,Autumn
2023-09-09,2-6,0,Saturday,9,9,0,Yes,0,No,Autumn
2023-09-09,6-10,0,Saturday,9,9,0,Yes,0,No,Autumn
2023-09-09,10-14,2,Saturday,9,9,0,Yes,0,No,Autumn
2023-09-09,14-18,9,Saturday,9,9,1,Yes,0,No,Autumn
2023-09-09,18-22,3,Saturday,9,9,0,Yes,0,No,Autumn
2023-09-09,22-2,0,Saturday,9,9,0,Yes,0,No,Autumn
2023-09-10,2-6,0,Sunday,10,9,0,Yes,0,Yes,Autumn
2023-09-10,6-10,0,Sunday,10,9,0,Yes,0,Yes,Autumn
2023-09-10,10-14,0,Sunday,10,9,0,Yes,0,Yes,Autumn
2023-09-10,14-18,3,Sunday,10,9,0,Yes,0,Yes,Autumn
2023-09-10,18-22,4,Sunday,10,9,1,Yes,0,Yes,Autumn
2023-09-10,22-2,4,Sunday,10,9,1,Yes,0,Yes,Autumn
2023-09-11,2-6,0,Monday,11,9,0,No,1,No,Autumn
2023-09-11,6-10,2,Monday,11,9,0,No,1,No,Autumn
2023-09-11,10-14,2,Monday,11,9,0,No,1,No,Autumn
2023-09-11,14-18,3,Monday,11,9,0,No,1,No,Autumn
2023-09-11,18-22,7,Monday,11,9,1,No,1,No,Autumn
2023-09-11,22-2,5,Monday,11,9,1,No,1,No,Autumn
2023-09-12,2-6,0,Tuesday,12,9,0,No,1,No,Autumn
2023-09-12,6-10,4,Tuesday,12,9,1,No,1,No,Autumn
2023-09-12,10-14,2,Tuesday,12,9,0,No,1,No,Autumn
2023-09-12,14-18,4,Tuesday,12,9,1,No,1,No,Autumn
2023-09-12,18-22,4,Tuesday,12,9,1,No,1,No,Autumn
2023-09-12,22-2,1,Tuesday,12,9,0,No,1,No,Autumn
2023-09-13,2-6,0,Wednesday,13,9,0,No,1,No,Autumn
2023-09-13,6-10,2,Wednesday,13,9,0,No,1,No,Autumn
2023-09-13,10-14,9,Wednesday,13,9,1,No,1,No,Autumn
2023-09-13,14-18,12,Wednesday,13,9,1,No,1,No,Autumn
2023-09-13,18-22,7,Wednesday,13,9,1,No,1,No,Autumn
2023-09-13,22-2,2,Wednesday,13,9,0,No,1,No,Autumn
2023-09-14,2-6,0,Thursday,14,9,0,No,1,No,Autumn
2023-09-14,6-10,2,Thursday,14,9,0,No,1,No,Autumn
2023-09-14,10-14,6,Thursday,14,9,1,No,1,No,Autumn
2023-09-14,14-18,2,Thursday,14,9,0,No,1,No,Autumn
2023-09-14,18-22,5,Thursday,14,9,1,No,1,No,Autumn
2023-09-14,22-2,1,Thursday,14,9,0,No,1,No,Autumn
2023-09-15,2-6,0,Friday,15,9,0,No,1,No,Autumn
2023-09-15,6-10,3,Friday,15,9,0,No,1,No,Autumn
2023-09-15,10-14,5,Friday,15,9,1,No,1,No,Autumn
2023-09-15,14-18,2,Friday,15,9,0,No,1,No,Autumn
2023-09-15,18-22,3,Friday,15,9,0,No,1,No,Autumn
2023-09-15,22-2,0,Friday,15,9,0,No,1,No,Autumn
2023-09-16,2-6,0,Saturday,16,9,0,Yes,1,No,Autumn
2023-09-16,6-10,0,Saturday,16,9,0,Yes,1,No,Autumn
2023-09-16,10-14,7,Saturday,16,9,1,Yes,1,No,Autumn
2023-09-16,14-18,1,Saturday,16,9,0,Yes,1,No,Autumn
2023-09-16,18-22,1,Saturday,16,9,0,Yes,1,No,Autumn
2023-09-16,22-2,2,Saturday,16,9,0,Yes,1,No,Autumn
2023-09-17,2-6,0,Sunday,17,9,0,Yes,1,Yes,Autumn
2023-09-17,6-10,3,Sunday,17,9,0,Yes,1,Yes,Autumn
2023-09-17,10-14,7,Sunday,17,9,1,Yes,1,Yes,Autumn
2023-09-17,14-18,3,Sunday,17,9,0,Yes,1,Yes,Autumn
2023-09-17,18-22,1,Sunday,17,9,0,Yes,1,Yes,Autumn
2023-09-17,22-2,5,Sunday,17,9,1,Yes,1,Yes,Autumn
2023-09-18,2-6,0,Monday,18,9,0,No,0,No,Autumn
2023-09-18,6-10,4,Monday,18,9,1,No,0,No,Autumn
2023-09-18,10-14,2,Monday,18,9,0,No,0,No,Autumn
2023-09-18,14-18,7,Monday,18,9,1,No,0,No,Autumn
2023-09-18,18-22,9,Monday,18,9,1,No,0,No,Autumn
2023-09-18,22-2,4,Monday,18,9,1,No,0,No,Autumn
2023-09-19,2-6,0,Tuesday,19,9,0,No,0,No,Autumn
2023-09-19,6-10,3,Tuesday,19,9,0,No,0,No,Autumn
2023-09-19,10-14,10,Tuesday,19,9,1,No,0,No,Autumn
2023-09-19,14-18,8,Tuesday,19,9,1,No,0,No,Autumn
