Case_number,District_code,Neighborhood_code,Neighborhood_name,Street_code,Street_name,Time,Pedestrian_cause,Coordinate_UTM_X_ED50 ,Coordinate_UTM_Y_ED50,Longitude,Latitude,Day,Holiday,Time_segment,Numero_expedient_count,Weekend Exit,Season,TM,PPT,VVM10,Weekend Return,Number of accidents by time segment
2022S004503    ,6,28,Vallcarca i els Penitents,116901,Esteve Terradas,18,Not pedestrian´s fault,428241.18,4585245.49,214.134.809.778.149,414.155.595.090.305,22/07/2022,No,14-18,1,True,Summer,29.1,0.0,2.4,No,3
2022S004500    ,2,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,20,Not pedestrian´s fault,429463.87,4582373.87,215.631.164.347.813,413.898.041.458.704,22/07/2022,No,14-18,1,True,Summer,29.1,0.0,2.4,No,3
2022S004502    ,8,45,Porta,289852,Rosselló i Porcel,20,Not pedestrian´s fault,431883.92,4587739.12,218.465.111.404.405,414.383.357.990.091,22/07/2022,No,14-18,2,True,Summer,29.1,0.0,2.4,No,3
2022S004507    ,10,65,el Clot,191204,Mallorca,9,Not pedestrian´s fault,432174.38,4585048.05,218.842.946.712.991,414.141.228.220.696,23/07/2022,Yes,6-10,1,False,Summer,27.3,0.0,2.2,No,1
2022S004508    ,8,48,la Guineueta,153001,Guineueta,10,Not pedestrian´s fault,430443.88,4588097.93,216.737.427.028.062,414.414.440.063.434,23/07/2022,Yes,10-14,3,False,Summer,27.3,0.0,2.2,No,6
2022S004511    ,10,68,el Poblenou,700654,Litoral,10,Disobey light traffic signal,433582.86,4582869.59,220.552.016.866.092,413.946.196.443.057,23/07/2022,Yes,10-14,2,False,Summer,27.3,0.0,2.2,No,6
2022S004510    ,3,11,el Poble-sec,198804,Paral·lel,11,Not pedestrian´s fault,430972.84,4580872.88,217.452.973.026.905,413.764.160.915.353,23/07/2022,Yes,10-14,1,False,Summer,27.3,0.0,2.2,No,6
2022S004509    ,5,26,Sant Gervasi - Galvany,32700,Balmes,12,Cross over the pedestrian crossing,429355.17,4583255.43,215.490.877.424.129,413.977.344.991.696,23/07/2022,Yes,10-14,1,False,Summer,27.3,0.0,2.2,No,6
2022S004512    ,7,33,el Baix Guinardó,297001,Sant Antoni Maria Claret,12,Not pedestrian´s fault,430736.45,4584610.82,217.127.561.266.601,414.100.622.026.771,23/07/2022,Yes,10-14,1,False,Summer,27.3,0.0,2.2,No,6
2022S004514    ,9,62,el Congrés i els Indians,121402,Felip II,12,Not pedestrian´s fault,431508.79,4586587.8,218.029.171.943.966,414.279.343.696.742,23/07/2022,Yes,10-14,1,False,Summer,27.3,0.0,2.2,No,6
2022S004519    ,5,26,Sant Gervasi - Galvany,144601,Diagonal,14,Not pedestrian´s fault,428148.61,4582820.84,214.052.837.018.315,413.937.134.136.110,23/07/2022,Yes,18-22,1,False,Summer,27.3,0.0,2.2,No,3
2022S004513    ,2,5,el Fort Pienc,169409,Corts Catalanes,15,Not pedestrian´s fault,431603.56,4583587.97,218.176.497.503.673,414.009.239.722.678,23/07/2022,Yes,18-22,1,False,Summer,27.3,0.0,2.2,No,3
2022S004515    ,3,16,la Bordeta,62755,Riera de Tena,16,Not pedestrian´s fault,427662.34,4580453.17,213.499.499.884.705,413.723.451.443.520,23/07/2022,Yes,18-22,1,False,Summer,27.3,0.0,2.2,No,3
2022S004516    ,6,28,Vallcarca i els Penitents,701267,Dalt (Besòs),18,Not pedestrian´s fault,428022.17,4585473.76,213.870.058.934.479,414.175.958.514.162,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004518    ,10,64,el Camp de l'Arpa del Clot,209900,Meridiana,18,Not pedestrian´s fault,432102.62,4585012.01,218.757.494.714.978,414.137.921.617.391,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004521    ,4,19,les Corts,343903,Corts,18,Not pedestrian´s fault,427445.59,4581967.99,213.222.206.480.830,413.859.690.253.474,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004520    ,1,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marquès de l'Argentera,19,Not pedestrian´s fault,431971.45,4582047.46,218.633.871.153.127,413.870.802.562.618,23/07/2022,Yes,14-18,2,False,Summer,27.3,0.0,2.2,No,7
2022S004522    ,9,60,Sant Andreu,322007,Segre,19,Not pedestrian´s fault,432787.95,4587179.46,219.553.355.944.660,414.333.713.087.339,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004523    ,3,17,Sants - Badal,59105,Canalejas,20,Not pedestrian´s fault,427175.91,4580606.88,212.916.050.578.495,413.736.856.836.143,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004527    ,2,7,la Dreta de l'Eixample,144601,Diagonal,21,Not pedestrian´s fault,430156.14,4583451.75,216.446.677.537.453,413.995.726.551.040,23/07/2022,Yes,14-18,1,False,Summer,27.3,0.0,2.2,No,7
2022S004528    ,7,33,el Baix Guinardó,700179,Rovira,8,Not pedestrian´s fault,430371.85,4585311.43,216.683.305.860.540,414.163.408.406.505,24/07/2022,Yes,6-10,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004530    ,9,57,la Trinitat Vella,701497,B-10 (Llobregat),9,Not pedestrian´s fault,433172.78,4589158.4,219.992.028.045.477,414.512.270.726.257,24/07/2022,Yes,6-10,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004537    ,2,9,la Nova Esquerra de l'Eixample,287201,Roma,9,Not pedestrian´s fault,428668.56,4581644.66,214.688.574.105.591,413.831.662.823.149,24/07/2022,Yes,6-10,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004529    ,1,2,el Barri Gòtic,34002,Banys Nous,11,Not pedestrian´s fault,431093.43,4581747.46,217.587.223.451.964,413.843.035.137.142,24/07/2022,Yes,10-14,1,False,Summer,28.9,0.0,2.2,Yes,1
2022S004532    ,9,59,el Bon Pastor,264308,Potosí,15,Not pedestrian´s fault,433310.46,4588424.46,220.164.952.486.052,414.446.281.765.354,24/07/2022,Yes,18-22,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004533    ,10,67,la Vila Olímpica del Poblenou,700654,Litoral,15,Not pedestrian´s fault,432910.76,4582300.75,219.754.429.259.522,413.894.404.630.240,24/07/2022,Yes,18-22,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004534    ,3,18,Sants,312400,Sants,17,Not pedestrian´s fault,427666.95,4581013.64,213.498.324.048.532,413.773.935.002.292,24/07/2022,Yes,18-22,6,False,Summer,28.9,0.0,2.2,Yes,3
2022S004535    ,3,11,el Poble-sec,234001,Olímpic,18,Not pedestrian´s fault,429222.1,4579399.62,215.376.741.503.050,413.629.948.386.245,24/07/2022,Yes,14-18,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004815    ,8,50,les Roquetes,120807,Favència,19,Not pedestrian´s fault,431082.82,4588655.81,217.495.832.799.437,414.465.237.107.814,24/07/2022,Yes,14-18,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004536    ,2,5,el Fort Pienc,169409,Corts Catalanes,20,Not pedestrian´s fault,431555.64,4583538.45,218.119.735.696.403,414.004.738.831.804,24/07/2022,Yes,14-18,1,False,Summer,28.9,0.0,2.2,Yes,3
2022S004538    ,3,17,Sants - Badal,312400,Sants,0,Not pedestrian´s fault,427204.82,4581030.88,212.945.525.792.334,413.775.071.008.293,25/07/2022,No,22-2,4,False,Summer,27.7,0.0,2.4,No,4
2022S004539    ,-1,-1,Desconegut,-1,Desconegut,1,Not pedestrian´s fault,-1.0,-1.0,,,25/07/2022,No,22-2,1,False,Summer,27.7,0.0,2.4,No,4
2022S004540    ,2,6,la Sagrada Família,68900,Cartagena,7,Not pedestrian´s fault,431828.11,4584194.96,218.438.267.064.336,414.064.100.142.998,25/07/2022,No,6-10,1,False,Summer,27.7,0.0,2.4,No,5
2022S004846    ,1,1,el Raval,701266,Litoral (Llobregat),7,Not pedestrian´s fault,431323.44,4580839.66,217.872.577.557.124,413.761.468.858.641,25/07/2022,No,6-10,1,False,Summer,27.7,0.0,2.4,No,5
2022S004541    ,10,67,la Vila Olímpica del Poblenou,132908,Ramon Trias Fargas,8,Not pedestrian´s fault,432679.48,4582334.85,219.477.441.983.957,413.897.282.687.748,25/07/2022,No,6-10,1,False,Summer,27.7,0.0,2.4,No,5
2022S004542    ,3,13,la Marina de Port,135203,Foc,8,Not pedestrian´s fault,428078.39,4578767.42,214.016.944.187.841,413.571.994.708.783,25/07/2022,No,6-10,1,False,Summer,27.7,0.0,2.4,No,5
2022S004543    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,9,Not pedestrian´s fault,425387.6,4581831.03,210.762.742.465.073,413.845.472.447.676,25/07/2022,No,6-10,1,False,Summer,27.7,0.0,2.4,No,5
2022S004546    ,3,18,Sants,365000,Violant Hongria Reina Aragó,10,Not pedestrian´s fault,427545.42,4581465.33,213.347.604.544.948,413.814.507.631.209,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004544    ,10,65,el Clot,209900,Meridiana,11,Not pedestrian´s fault,432171.37,4585229.66,218.837.309.194.203,414.157.582.715.996,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004545    ,2,5,el Fort Pienc,197302,Marina,11,Not pedestrian´s fault,431503.37,4583708.04,218.055.292.155.095,414.019.968.758.747,25/07/2022,No,10-14,2,False,Summer,27.7,0.0,2.4,No,8
2022S004547    ,10,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,11,Not pedestrian´s fault,433570.71,4584516.23,220.519.414.689.582,414.094.494.989.270,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004548    ,2,5,el Fort Pienc,325005,Sicília,12,Not pedestrian´s fault,431506.66,4583342.94,218.063.358.324.328,413.987.088.144.556,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004552    ,5,26,Sant Gervasi - Galvany,344101,Gràcia,12,Not pedestrian´s fault,428761.39,4583102.02,214.782.446.008.946,413.963.004.087.882,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004550    ,10,67,la Vila Olímpica del Poblenou,62609,Icària,13,Not pedestrian´s fault,432692.0,4582419.76,219.491.472.294.308,413.904.940.784.993,25/07/2022,No,10-14,1,False,Summer,27.7,0.0,2.4,No,8
2022S004553    ,10,70,el Besòs i el Maresme,701449,Josep Narcís Roca,13,Not pedestrian´s fault,434982.06,4585158.88,222.200.994.138.480,414.153.530.965.318,25/07/2022,No,10-14,3,False,Summer,27.7,0.0,2.4,No,8
2022S004551    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,14,Not pedestrian´s fault,425238.83,4581781.81,210.585.439.985.036,413.840.901.316.044,25/07/2022,No,18-22,3,False,Summer,27.7,0.0,2.4,No,4
2022S004556    ,2,7,la Dreta de l'Eixample,18505,Aragó,14,Other,430053.14,4582592.29,216.333.400.197.442,413.918.228.412.997,25/07/2022,No,18-22,1,False,Summer,27.7,0.0,2.4,No,4
2022S004558    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,15,Not pedestrian´s fault,426848.13,4582296.78,212.503.731.333.725,413.888.761.907.268,25/07/2022,No,18-22,1,False,Summer,27.7,0.0,2.4,No,4
2022S004554    ,2,6,la Sagrada Família,191204,Mallorca,16,Not pedestrian´s fault,431282.53,4584211.15,217.785.408.491.054,414.065.093.794.949,25/07/2022,No,18-22,1,False,Summer,27.7,0.0,2.4,No,4
2022S004557    ,2,7,la Dreta de l'Eixample,247659,Pau Claris,18,Not pedestrian´s fault,430631.21,4582739.48,217.023.100.101.925,413.931.986.000.353,25/07/2022,No,14-18,1,False,Summer,27.7,0.0,2.4,No,5
2022S004559    ,5,23,Sarrià,701268,Dalt (Llobregat),18,Not pedestrian´s fault,425952.78,4583536.79,211.417.771.611.646,413.999.624.680.290,25/07/2022,No,14-18,1,False,Summer,27.7,0.0,2.4,No,5
2022S004561    ,9,57,la Trinitat Vella,701268,Dalt (Llobregat),19,Not pedestrian´s fault,432696.87,4588930.56,219.424.844.536.186,414.491.352.333.265,25/07/2022,No,14-18,1,False,Summer,27.7,0.0,2.4,No,5
2022S004560    ,6,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,20,Not pedestrian´s fault,430863.08,4584178.55,217.283.994.784.177,414.061.797.968.497,25/07/2022,No,14-18,1,False,Summer,27.7,0.0,2.4,No,5
2022S004568    ,9,59,el Bon Pastor,295709,Sant Adrià,21,Not pedestrian´s fault,432919.22,4587607.08,219.705.712.688.559,414.372.337.159.912,25/07/2022,No,14-18,1,False,Summer,27.7,0.0,2.4,No,5
2022S004562    ,2,7,la Dreta de l'Eixample,144601,Diagonal,22,Not pedestrian´s fault,430948.38,4583654.04,217.392.021.798.981,414.014.630.415.324,25/07/2022,No,22-2,2,False,Summer,27.7,0.0,2.4,No,4
2022S004563    ,10,64,el Camp de l'Arpa del Clot,191204,Mallorca,23,Not pedestrian´s fault,431832.7,4584714.19,218.437.909.149.397,414.110.869.436.151,25/07/2022,No,22-2,1,False,Summer,27.7,0.0,2.4,No,4
2022S004565    ,2,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,1,Not pedestrian´s fault,429061.78,4581106.26,215.165.112.706.147,413.783.518.687.483,26/07/2022,No,22-2,1,False,Summer,27.3,0.0,2.8,No,3
2022S004566    ,7,37,el Carmel,97807,Dante Alighieri,7,Not pedestrian´s fault,429416.13,4586589.4,215.524.898.472.704,414.277.676.223.781,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004567    ,3,16,la Bordeta,30602,Badal,7,Not pedestrian´s fault,427736.83,4579867.08,213.595.549.357.586,413.670.731.388.029,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004571    ,10,71,Provençals del Poblenou,701414,C-31,8,Not pedestrian´s fault,433936.57,4585808.01,220.943.007.774.409,414.211.143.638.976,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004569    ,2,7,la Dreta de l'Eixample,191204,Mallorca,9,Not pedestrian´s fault,430377.16,4583322.84,216.712.536.499.205,413.984.307.749.005,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004570    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,9,Not pedestrian´s fault,430299.85,4582237.63,216.632.552.264.914,413.886.499.534.114,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004583    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,9,Not pedestrian´s fault,425387.6,4581831.03,210.762.742.465.073,413.845.472.447.676,26/07/2022,No,6-10,1,False,Summer,27.3,0.0,2.8,No,6
2022S004572    ,7,35,el Guinardó,297001,Sant Antoni Maria Claret,10,Not pedestrian´s fault,431486.7,4585344.51,218.016.822.948.166,414.167.346.053.703,26/07/2022,No,10-14,1,False,Summer,27.3,0.0,2.8,No,3
2022S004573    ,2,9,la Nova Esquerra de l'Eixample,100800,Diputació,12,Not pedestrian´s fault,429059.23,4581244.86,215.160.441.135.047,413.795.999.663.004,26/07/2022,No,10-14,1,False,Summer,27.3,0.0,2.8,No,3
2022S004577    ,2,6,la Sagrada Família,197302,Marina,13,Not pedestrian´s fault,430971.97,4584300.32,217.412.869.850.046,414.072.858.958.580,26/07/2022,No,10-14,1,False,Summer,27.3,0.0,2.8,No,3
2022S004576    ,1,1,el Raval,308301,Sant Oleguer,15,Cross over the pedestrian crossing,430767.99,4581214.43,217.204.123.548.322,413.794.747.333.477,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004580    ,1,1,el Raval,34308,Rambla,15,Not pedestrian´s fault,430714.17,4582014.04,217.130.622.425.844,413.866.719.432.844,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004596    ,7,34,Can Baró,365702,Mare de Déu de Montserrat,15,Not pedestrian´s fault,430227.74,4585336.04,216.510.598.254.658,414.165.499.942.499,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004581    ,10,71,Provençals del Poblenou,322608,Selva de Mar,16,Not pedestrian´s fault,433837.21,4584817.81,220.834.946.773.080,414.121.877.303.512,26/07/2022,No,18-22,2,False,Summer,27.3,0.0,2.8,No,8
2022S004582    ,2,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,16,Not pedestrian´s fault,428919.22,4582584.5,214.977.300.822.956,413.916.532.655.897,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004584    ,3,15,Hostafrancs,89004,Consell de Cent,16,Not pedestrian´s fault,428742.1,4581174.03,214.782.051.658.527,413.789.340.029.786,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004589    ,2,7,la Dreta de l'Eixample,18505,Aragó,16,Not pedestrian´s fault,430732.89,4583303.05,217.138.267.931.298,413.982.832.552.414,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004587    ,5,27,el Putxet i el Farró,143904,General Mitre,17,Not pedestrian´s fault,428354.05,4584235.63,214.281.810.775.916,414.064.741.911.519,26/07/2022,No,18-22,1,False,Summer,27.3,0.0,2.8,No,8
2022S004585    ,1,4,"Sant Pere, Santa Caterina i la Ribera",359109,Lluís Companys,18,Not pedestrian´s fault,431620.35,4582588.67,218.207.866.378.337,413.919.250.079.540,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004586    ,2,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,18,Not pedestrian´s fault,429121.23,4583063.48,215.213.302.135.524,413.959.850.903.273,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004588    ,9,61,la Sagrera,121402,Felip II,18,Not pedestrian´s fault,431950.94,4586183.15,218.562.843.427.278,414.243.274.040.286,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004590    ,7,37,el Carmel,148602,Gran Vista,18,Not pedestrian´s fault,430072.22,4585997.73,216.316.871.929.102,414.224.960.650.992,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004592    ,1,2,el Barri Gòtic,177101,Laietana,18,Not pedestrian´s fault,431020.34,4582310.93,217.493.400.151.531,413.893.722.531.940,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004783    ,10,65,el Clot,81603,Clot,18,Not pedestrian´s fault,432338.94,4584815.02,219.042.438.903.940,414.120.378.646.431,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004591    ,4,21,Pedralbes,232403,Bisbe Català,19,Not pedestrian´s fault,425990.64,4583209.63,211.467.057.170.849,413.970.193.753.954,26/07/2022,No,14-18,1,False,Summer,27.3,0.0,2.8,No,7
2022S004593    ,2,7,la Dreta de l'Eixample,18505,Aragó,22,Not pedestrian´s fault,430053.14,4582592.29,216.333.400.197.442,413.918.228.412.997,26/07/2022,No,22-2,1,False,Summer,27.3,0.0,2.8,No,3
2022S004594    ,6,31,la Vila de Gràcia,306306,Sant Lluís,22,Not pedestrian´s fault,430035.42,4584426.57,216.291.008.784.268,414.083.420.145.533,26/07/2022,No,22-2,1,False,Summer,27.3,0.0,2.8,No,3
2022S004595    ,2,9,la Nova Esquerra de l'Eixample,191204,Mallorca,8,Not pedestrian´s fault,429137.36,4582106.59,215.243.790.659.452,413.873.681.512.691,27/07/2022,No,6-10,1,False,Summer,26.3,2.9,2.2,No,2
2022S004597    ,7,37,el Carmel,149300,Granollers,9,Not pedestrian´s fault,429642.31,4586611.11,215.795.310.977.757,414.279.829.982.152,27/07/2022,No,6-10,1,False,Summer,26.3,2.9,2.2,No,2
2022S004598    ,2,8,l'Antiga Esquerra de l'Eixample,268003,Provença,10,Not pedestrian´s fault,429288.05,4582402.83,215.420.548.504.133,413.900.495.405.964,27/07/2022,No,10-14,1,False,Summer,26.3,2.9,2.2,No,5
2022S004599    ,5,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),10,Not pedestrian´s fault,426771.17,4584613.55,212.383.668.773.874,414.097.353.100.522,27/07/2022,No,10-14,1,False,Summer,26.3,2.9,2.2,No,5
2022S004601    ,2,7,la Dreta de l'Eixample,278459,Reina Victòria,12,Not pedestrian´s fault,430533.93,4582491.75,216.909.589.721.006,413.909.589.798.976,27/07/2022,No,10-14,1,False,Summer,26.3,2.9,2.2,No,5
2022S004602    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,12,Not pedestrian´s fault,425650.85,4581916.12,211.076.511.771.449,413.853.379.839.838,27/07/2022,No,10-14,1,False,Summer,26.3,2.9,2.2,No,5
2022S004603    ,2,7,la Dreta de l'Eixample,148307,Gràcia,13,Not pedestrian´s fault,430408.49,4582739.03,216.756.721.117.367,413.931.753.057.915,27/07/2022,No,10-14,1,False,Summer,26.3,2.9,2.2,No,5
2022S004604    ,2,7,la Dreta de l'Eixample,268003,Provença,15,Not pedestrian´s fault,430562.99,4583694.49,216.930.553.629.769,414.017.941.697.187,27/07/2022,No,18-22,2,False,Summer,26.3,2.9,2.2,No,8
2022S004608    ,-1,-1,Desconegut,-1,Desconegut,15,Not pedestrian´s fault,-1.0,-1.0,,,27/07/2022,No,18-22,2,False,Summer,26.3,2.9,2.2,No,8
2022S004613    ,2,8,l'Antiga Esquerra de l'Eixample,289105,Rosselló,15,Not pedestrian´s fault,429559.08,4582897.82,215.738.940.149.965,413.945.315.226.640,27/07/2022,No,18-22,2,False,Summer,26.3,2.9,2.2,No,8
2022S004610    ,1,3,la Barceloneta,197903,Marítim de la Barceloneta,16,Not pedestrian´s fault,432830.44,4581986.85,219.661.847.972.286,413.866.065.430.764,27/07/2022,No,18-22,1,False,Summer,26.3,2.9,2.2,No,8
2022S004605    ,2,9,la Nova Esquerra de l'Eixample,18505,Aragó,17,Not pedestrian´s fault,429362.84,4581954.15,215.515.228.264.311,413.860.150.090.192,27/07/2022,No,18-22,1,False,Summer,26.3,2.9,2.2,No,8
2022S004607    ,2,10,Sant Antoni,323203,Sepúlveda,17,Not pedestrian´s fault,429810.23,4581603.53,216.054.330.486.567,413.828.962.517.799,27/07/2022,No,18-22,1,False,Summer,26.3,2.9,2.2,No,8
2022S004609    ,1,2,el Barri Gòtic,82901,Colom,17,Not pedestrian´s fault,431641.02,4581562.87,218.244.163.510.844,413.826.876.796.317,27/07/2022,No,18-22,1,False,Summer,26.3,2.9,2.2,No,8
2022S005039    ,10,64,el Camp de l'Arpa del Clot,194406,Maragall,17,Not pedestrian´s fault,431625.87,4585436.18,218.182.301.588.369,414.175.720.998.714,27/07/2022,No,18-22,1,False,Summer,26.3,2.9,2.2,No,8
2022S004612    ,10,65,el Clot,226400,Las Navas de Tolosa,18,Not pedestrian´s fault,432456.26,4585044.53,219.180.238.531.664,414.141.148.588.383,27/07/2022,No,14-18,1,False,Summer,26.3,2.9,2.2,No,4
2022S004611    ,2,6,la Sagrada Família,178308,Lepant,19,Cross over the pedestrian crossing,431112.99,4584377.09,217.580.699.619.840,414.079.894.349.045,27/07/2022,No,14-18,1,False,Summer,26.3,2.9,2.2,No,4
2022S004615    ,10,70,el Besòs i el Maresme,94300,Cristóbal de Moura,21,Not pedestrian´s fault,434493.64,4585625.57,221.611.559.952.561,414.195.167.868.118,27/07/2022,No,14-18,1,False,Summer,26.3,2.9,2.2,No,4
2022S004616    ,5,24,les Tres Torres,139805,Ganduxer,21,Not pedestrian´s fault,427495.58,4584023.72,213.257.376.412.815,414.044.886.388.425,27/07/2022,No,14-18,1,False,Summer,26.3,2.9,2.2,No,4
2022S004614    ,6,29,el Coll,299801,Sant Eudald,22,Not pedestrian´s fault,428851.34,4585397.66,214.863.047.742.282,414.169.842.943.569,27/07/2022,No,22-2,2,False,Summer,26.3,2.9,2.2,No,1
2022S004617    ,2,9,la Nova Esquerra de l'Eixample,362001,Vilamarí,8,Not pedestrian´s fault,428904.98,4581446.55,214.973.623.629.826,413.814.029.027.432,28/07/2022,No,6-10,1,False,Summer,27.4,2.6,1.9,No,1
2022S004619    ,2,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,13,Not pedestrian´s fault,430276.04,4582308.74,216.603.257.827.161,413.892.883.543.613,28/07/2022,No,10-14,1,False,Summer,27.4,2.6,1.9,No,2
2022S004620    ,3,15,Hostafrancs,169409,Corts Catalanes,13,Not pedestrian´s fault,428577.56,4580624.28,214.591.775.618.475,413.739.680.114.711,28/07/2022,No,10-14,1,False,Summer,27.4,2.6,1.9,No,2
2022S004623    ,2,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,14,Not pedestrian´s fault,430042.07,4582165.03,216.325.094.857.540,413.879.736.909.673,28/07/2022,No,18-22,1,False,Summer,27.4,2.6,1.9,No,5
2022S004631    ,5,27,el Putxet i el Farró,143904,General Mitre,14,Not pedestrian´s fault,428661.36,4584360.07,214.647.974.555.080,414.076.223.029.489,28/07/2022,No,18-22,1,False,Summer,27.4,2.6,1.9,No,5
2022S004622    ,2,7,la Dreta de l'Eixample,289105,Rosselló,16,Not pedestrian´s fault,430007.33,4583336.58,216.270.007.676.106,413.985.224.193.897,28/07/2022,No,18-22,1,False,Summer,27.4,2.6,1.9,No,5
2022S004624    ,2,8,l'Antiga Esquerra de l'Eixample,268003,Provença,16,Not pedestrian´s fault,429435.67,4582556.1,215.595.314.628.798,413.914.429.536.135,28/07/2022,No,18-22,2,False,Summer,27.4,2.6,1.9,No,5
2022S004627    ,2,7,la Dreta de l'Eixample,148307,Gràcia,17,Not pedestrian´s fault,429906.02,4583287.07,216.149.399.378.610,413.980.676.753.139,28/07/2022,No,18-22,1,False,Summer,27.4,2.6,1.9,No,5
2022S004625    ,2,7,la Dreta de l'Eixample,100800,Diputació,18,Not pedestrian´s fault,430698.15,4582888.23,217.101.461.492.433,413.945.441.141.563,28/07/2022,No,14-18,1,False,Summer,27.4,2.6,1.9,No,3
2022S004629    ,-1,-1,Desconegut,-1,Desconegut,18,Not pedestrian´s fault,-1.0,-1.0,,,28/07/2022,No,14-18,1,False,Summer,27.4,2.6,1.9,No,3
2022S004626    ,5,26,Sant Gervasi - Galvany,90105,Copèrnic,20,Not pedestrian´s fault,427970.39,4583727.07,213.828.896.306.088,414.018.595.171.524,28/07/2022,No,14-18,1,False,Summer,27.4,2.6,1.9,No,3
2022S004633    ,5,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,22,Not pedestrian´s fault,427771.42,4584742.06,213.578.775.535.403,414.109.832.502.215,28/07/2022,No,22-2,1,False,Summer,27.4,2.6,1.9,No,1
2022S004630    ,5,24,les Tres Torres,28000,Augusta,4,Not pedestrian´s fault,427168.25,4583513.25,212.871.951.309.995,413.998.614.702.153,29/07/2022,No,2-6,2,True,Summer,26.7,0.3,2.2,No,2
2022S004635    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,5,Not pedestrian´s fault,430695.03,4582697.12,217.099.916.778.073,413.928.225.793.524,29/07/2022,No,2-6,1,True,Summer,26.7,0.3,2.2,No,2
2022S004634    ,3,15,Hostafrancs,169409,Corts Catalanes,9,Not pedestrian´s fault,428831.97,4580872.86,214.893.052.920.018,413.762.294.236.902,29/07/2022,No,6-10,1,True,Summer,26.7,0.3,2.2,No,2
2022S004660    ,2,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,9,Not pedestrian´s fault,429358.53,4581388.6,215.516.667.362.159,413.809.209.162.566,29/07/2022,No,6-10,1,True,Summer,26.7,0.3,2.2,No,2
