District_name,Week_day,Month,Time,Sex,Age,Day,Holiday,Time_segment,Number of victims,Slightly injured,Severely injured,Weekend Exit,Season,Density,Weekend Return,Number of accidents by time segment
Les Corts,Tuesday,6,13,Man,57,2021-06-22,No,Morning,0,0,1,False,Summer,2,No,8
Sarrià-Sant Gervasi,Tuesday,6,13,Man,61,2021-06-22,No,Morning,0,0,1,False,Summer,2,No,8
Sarrià-Sant Gervasi,Tuesday,6,14,Man,46,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Horta-Guinardó,Tuesday,6,14,Man,34,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Gràcia,Tuesday,6,15,Man,63,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Horta-Guinardó,Tuesday,6,15,Man,34,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Sarrià-Sant Gervasi,Tuesday,6,15,Woman,58,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Eixample,Tuesday,6,15,Woman,11,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Eixample,Tuesday,6,16,Man,20,2021-06-22,No,Work Departure,0,0,1,False,Summer,2,No,7
Les Corts,Tuesday,6,18,Woman,30,2021-06-22,No,Afternoon,0,0,1,False,Summer,2,No,3
Sants-Montjuïc,Tuesday,6,19,Man,51,2021-06-22,No,Afternoon,0,0,1,False,Summer,2,No,3
Sant Martí,Tuesday,6,20,Woman,17,2021-06-22,No,Afternoon,0,0,1,False,Summer,2,No,3
Sant Andreu,Tuesday,6,22,Woman,18,2021-06-22,No,Leisure,0,0,1,False,Summer,1,No,2
Nou Barris,Wednesday,6,0,Man,32,2021-06-23,No,Leisure,0,0,1,True,Summer,1,No,1
Eixample,Wednesday,6,2,Woman,34,2021-06-23,No,Early Morning,0,0,1,True,Summer,0,No,1
Sant Martí,Wednesday,6,6,Man,59,2021-06-23,No,Work Entrance,0,1,0,True,Summer,1,No,3
Sarrià-Sant Gervasi,Wednesday,6,8,Woman,19,2021-06-23,No,Work Entrance,0,1,0,True,Summer,2,No,3
Sant Andreu,Wednesday,6,9,Man,40,2021-06-23,No,Work Entrance,0,0,1,True,Summer,2,No,3
Sant Andreu,Wednesday,6,10,Man,28,2021-06-23,No,Morning,0,0,1,True,Summer,2,No,5
Horta-Guinardó,Wednesday,6,11,Man,36,2021-06-23,No,Morning,0,0,1,True,Summer,2,No,5
Eixample,Wednesday,6,12,Man,32,2021-06-23,No,Morning,0,0,1,True,Summer,2,No,5
Sants-Montjuïc,Wednesday,6,13,Man,26,2021-06-23,No,Morning,0,1,0,True,Summer,2,No,5
Eixample,Wednesday,6,13,Man,34,2021-06-23,No,Morning,0,1,0,True,Summer,2,No,5
Gràcia,Wednesday,6,15,Man,40,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Gràcia,Wednesday,6,15,Man,43,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Horta-Guinardó,Wednesday,6,15,Woman,29,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Horta-Guinardó,Wednesday,6,15,Man,42,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Sant Martí,Wednesday,6,15,Man,35,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Les Corts,Wednesday,6,16,Woman,28,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Les Corts,Wednesday,6,17,Man,45,2021-06-23,No,Work Departure,0,1,0,True,Summer,2,No,10
Les Corts,Wednesday,6,17,Man,45,2021-06-23,No,Work Departure,0,1,0,True,Summer,2,No,10
Horta-Guinardó,Wednesday,6,17,Man,35,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Horta-Guinardó,Wednesday,6,17,Woman,56,2021-06-23,No,Work Departure,0,0,1,True,Summer,2,No,10
Gràcia,Wednesday,6,18,Man,38,2021-06-23,No,Afternoon,0,0,1,True,Summer,2,No,7
Sants-Montjuïc,Wednesday,6,19,Man,39,2021-06-23,No,Afternoon,0,1,0,True,Summer,2,No,7
Ciutat Vella,Wednesday,6,20,Man,35,2021-06-23,No,Afternoon,0,1,0,True,Summer,1,No,7
Sarrià-Sant Gervasi,Wednesday,6,20,Man,65,2021-06-23,No,Afternoon,0,0,1,True,Summer,1,No,7
Sarrià-Sant Gervasi,Wednesday,6,20,Man,26,2021-06-23,No,Afternoon,0,0,1,True,Summer,1,No,7
Horta-Guinardó,Wednesday,6,20,Woman,28,2021-06-23,No,Afternoon,0,0,1,True,Summer,1,No,7
Sant Andreu,Wednesday,6,20,Woman,5,2021-06-23,No,Afternoon,0,0,1,True,Summer,1,No,7
Sarrià-Sant Gervasi,Thursday,6,0,Man,38,2021-06-24,Yes,Leisure,0,1,0,False,Summer,1,No,4
Eixample,Thursday,6,1,Man,30,2021-06-24,Yes,Leisure,0,1,0,False,Summer,1,No,4
Sants-Montjuïc,Thursday,6,1,Woman,30,2021-06-24,Yes,Leisure,0,0,1,False,Summer,1,No,4
Eixample,Thursday,6,5,Man,24,2021-06-24,Yes,Early Morning,0,0,1,False,Summer,0,No,1
Eixample,Thursday,6,10,Woman,48,2021-06-24,Yes,Morning,0,0,1,False,Summer,1,No,2
Sant Martí,Thursday,6,13,Woman,29,2021-06-24,Yes,Morning,0,1,0,False,Summer,1,No,2
Sant Martí,Thursday,6,14,Woman,12,2021-06-24,Yes,Work Departure,0,1,0,False,Summer,1,No,3
Eixample,Thursday,6,14,Man,43,2021-06-24,Yes,Work Departure,0,1,0,False,Summer,1,No,3
Eixample,Thursday,6,17,Woman,60,2021-06-24,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Eixample,Thursday,6,18,Man,27,2021-06-24,Yes,Afternoon,0,0,1,False,Summer,1,No,4
Nou Barris,Thursday,6,18,Man,35,2021-06-24,Yes,Afternoon,0,0,1,False,Summer,1,No,4
Eixample,Thursday,6,21,Man,38,2021-06-24,Yes,Afternoon,0,1,0,False,Summer,1,No,4
Les Corts,Thursday,6,21,Man,52,2021-06-24,Yes,Afternoon,0,0,1,False,Summer,1,No,4
Sant Martí,Thursday,6,23,Man,29,2021-06-24,Yes,Leisure,0,1,0,False,Summer,1,No,4
Gràcia,Friday,6,2,Man,36,2021-06-25,No,Early Morning,0,0,1,True,Summer,0,No,1
Eixample,Friday,6,7,Man,44,2021-06-25,No,Work Entrance,0,1,0,True,Summer,1,No,1
Les Corts,Friday,6,10,Woman,61,2021-06-25,No,Morning,0,1,0,True,Summer,1,No,7
Sarrià-Sant Gervasi,Friday,6,10,Man,50,2021-06-25,No,Morning,0,0,1,True,Summer,1,No,7
Sant Martí,Friday,6,11,Woman,70,2021-06-25,No,Morning,0,0,1,True,Summer,2,No,7
Sants-Montjuïc,Friday,6,11,Man,68,2021-06-25,No,Morning,0,0,1,True,Summer,2,No,7
Sants-Montjuïc,Friday,6,12,Man,69,2021-06-25,No,Morning,0,0,1,True,Summer,2,No,7
Eixample,Friday,6,12,Man,45,2021-06-25,No,Morning,0,1,0,True,Summer,2,No,7
Sants-Montjuïc,Friday,6,13,Man,44,2021-06-25,No,Morning,0,0,1,True,Summer,2,No,7
Eixample,Friday,6,15,Man,27,2021-06-25,No,Work Departure,0,0,1,True,Summer,1,No,5
Ciutat Vella,Friday,6,16,Woman,25,2021-06-25,No,Work Departure,0,1,0,True,Summer,1,No,5
Eixample,Friday,6,17,Woman,49,2021-06-25,No,Work Departure,0,1,0,True,Summer,1,No,5
Sants-Montjuïc,Friday,6,17,Man,30,2021-06-25,No,Work Departure,0,0,1,True,Summer,1,No,5
Les Corts,Friday,6,17,Woman,58,2021-06-25,No,Work Departure,0,1,0,True,Summer,1,No,5
Sant Martí,Friday,6,18,Man,23,2021-06-25,No,Afternoon,0,1,0,True,Summer,1,No,4
Eixample,Friday,6,19,Man,36,2021-06-25,No,Afternoon,0,0,1,True,Summer,1,No,4
Eixample,Friday,6,20,Man,17,2021-06-25,No,Afternoon,0,0,1,True,Summer,1,No,4
Sant Martí,Friday,6,20,Woman,43,2021-06-25,No,Afternoon,0,1,0,True,Summer,1,No,4
Horta-Guinardó,Saturday,6,4,Man,22,2021-06-26,Yes,Early Morning,1,0,0,False,Summer,0,No,2
Eixample,Saturday,6,5,Man,33,2021-06-26,Yes,Early Morning,0,0,1,False,Summer,0,No,2
Sants-Montjuïc,Saturday,6,13,Woman,24,2021-06-26,Yes,Morning,0,1,0,False,Summer,1,No,1
Sarrià-Sant Gervasi,Saturday,6,14,Man,20,2021-06-26,Yes,Work Departure,0,0,1,False,Summer,0,No,4
Ciutat Vella,Saturday,6,15,Woman,27,2021-06-26,Yes,Work Departure,0,0,1,False,Summer,0,No,4
Eixample,Saturday,6,15,Man,23,2021-06-26,Yes,Work Departure,0,1,0,False,Summer,0,No,4
Horta-Guinardó,Saturday,6,17,Man,84,2021-06-26,Yes,Work Departure,0,0,1,False,Summer,0,No,4
Ciutat Vella,Saturday,6,19,Woman,44,2021-06-26,Yes,Afternoon,0,0,1,False,Summer,0,No,5
Eixample,Saturday,6,20,Woman,37,2021-06-26,Yes,Afternoon,0,1,0,False,Summer,0,No,5
Horta-Guinardó,Saturday,6,20,Man,20,2021-06-26,Yes,Afternoon,0,0,1,False,Summer,0,No,5
Sants-Montjuïc,Saturday,6,21,Woman,47,2021-06-26,Yes,Afternoon,0,0,1,False,Summer,0,No,5
Sant Martí,Saturday,6,21,Man,21,2021-06-26,Yes,Afternoon,0,1,0,False,Summer,0,No,5
Sant Martí,Saturday,6,22,Man,15,2021-06-26,Yes,Leisure,0,0,1,False,Summer,0,No,1
Eixample,Sunday,6,4,Woman,36,2021-06-27,Yes,Early Morning,0,1,0,False,Summer,0,Yes,1
Les Corts,Sunday,6,8,Woman,56,2021-06-27,Yes,Work Entrance,0,0,1,False,Summer,0,Yes,1
Sants-Montjuïc,Sunday,6,11,Man,85,2021-06-27,Yes,Morning,0,1,0,False,Summer,0,Yes,2
Horta-Guinardó,Sunday,6,12,Woman,25,2021-06-27,Yes,Morning,0,0,1,False,Summer,0,Yes,2
Les Corts,Sunday,6,14,Man,45,2021-06-27,Yes,Work Departure,0,1,0,False,Summer,0,Yes,2
Sarrià-Sant Gervasi,Sunday,6,14,Woman,39,2021-06-27,Yes,Work Departure,0,0,1,False,Summer,0,Yes,2
Sant Martí,Sunday,6,18,Man,23,2021-06-27,Yes,Afternoon,0,0,1,False,Summer,0,Yes,5
Eixample,Sunday,6,20,Man,41,2021-06-27,Yes,Afternoon,0,1,0,False,Summer,0,Yes,5
Gràcia,Sunday,6,20,Woman,64,2021-06-27,Yes,Afternoon,0,1,0,False,Summer,0,Yes,5
Sarrià-Sant Gervasi,Sunday,6,21,Man,41,2021-06-27,Yes,Afternoon,0,1,0,False,Summer,0,Yes,5
Sant Martí,Sunday,6,21,Woman,51,2021-06-27,Yes,Afternoon,0,0,1,False,Summer,0,Yes,5
Eixample,Sunday,6,22,Woman,24,2021-06-27,Yes,Leisure,0,0,1,False,Summer,0,Yes,2
Sants-Montjuïc,Sunday,6,23,Woman,25,2021-06-27,Yes,Leisure,0,0,1,False,Summer,0,Yes,2
Ciutat Vella,Monday,6,7,Man,51,2021-06-28,No,Work Entrance,0,1,0,False,Summer,0,No,5
Sants-Montjuïc,Monday,6,7,Man,42,2021-06-28,No,Work Entrance,0,0,1,False,Summer,0,No,5
Sant Martí,Monday,6,7,Man,55,2021-06-28,No,Work Entrance,0,0,1,False,Summer,0,No,5
Sarrià-Sant Gervasi,Monday,6,8,Man,16,2021-06-28,No,Work Entrance,0,0,1,False,Summer,2,No,5
Eixample,Monday,6,9,Woman,25,2021-06-28,No,Work Entrance,0,0,1,False,Summer,1,No,5
Eixample,Monday,6,10,Man,24,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Eixample,Monday,6,11,Man,42,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Sant Andreu,Monday,6,11,Woman,24,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Ciutat Vella,Monday,6,11,Man,40,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Eixample,Monday,6,12,Man,28,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Sant Andreu,Monday,6,12,Woman,24,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Sant Martí,Monday,6,12,Man,28,2021-06-28,No,Morning,0,1,0,False,Summer,1,No,10
Ciutat Vella,Monday,6,13,Man,46,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Horta-Guinardó,Monday,6,13,Man,35,2021-06-28,No,Morning,0,0,1,False,Summer,1,No,10
Sant Martí,Monday,6,13,Man,31,2021-06-28,No,Morning,0,1,0,False,Summer,1,No,10
Eixample,Monday,6,15,Woman,25,2021-06-28,No,Work Departure,0,0,1,False,Summer,1,No,5
Sarrià-Sant Gervasi,Monday,6,15,Man,34,2021-06-28,No,Work Departure,0,0,1,False,Summer,1,No,5
Sarrià-Sant Gervasi,Monday,6,15,Man,55,2021-06-28,No,Work Departure,0,0,1,False,Summer,1,No,5
Gràcia,Monday,6,15,Woman,27,2021-06-28,No,Work Departure,0,1,0,False,Summer,1,No,5
Sant Martí,Monday,6,15,Man,47,2021-06-28,No,Work Departure,0,0,1,False,Summer,1,No,5
Sants-Montjuïc,Monday,6,18,Man,48,2021-06-28,No,Afternoon,0,0,1,False,Summer,2,No,4
Sant Andreu,Monday,6,18,Woman,45,2021-06-28,No,Afternoon,0,0,1,False,Summer,2,No,4
Gràcia,Monday,6,19,Woman,79,2021-06-28,No,Afternoon,0,0,1,False,Summer,2,No,4
Horta-Guinardó,Monday,6,20,Man,62,2021-06-28,No,Afternoon,0,0,1,False,Summer,1,No,4
Eixample,Monday,6,22,Woman,27,2021-06-28,No,Leisure,0,0,1,False,Summer,1,No,1
Eixample,Tuesday,6,1,Woman,18,2021-06-29,No,Leisure,0,0,1,False,Summer,0,No,3
Horta-Guinardó,Tuesday,6,7,Woman,29,2021-06-29,No,Work Entrance,0,1,0,False,Summer,1,No,6
Horta-Guinardó,Tuesday,6,8,Man,15,2021-06-29,No,Work Entrance,0,0,1,False,Summer,2,No,6
Nou Barris,Tuesday,6,8,Woman,37,2021-06-29,No,Work Entrance,0,0,1,False,Summer,2,No,6
Eixample,Tuesday,6,9,Woman,29,2021-06-29,No,Work Entrance,0,0,1,False,Summer,2,No,6
Eixample,Tuesday,6,9,Woman,42,2021-06-29,No,Work Entrance,0,0,1,False,Summer,2,No,6
Sants-Montjuïc,Tuesday,6,9,Woman,35,2021-06-29,No,Work Entrance,0,0,1,False,Summer,2,No,6
Eixample,Tuesday,6,10,Man,57,2021-06-29,No,Morning,0,0,1,False,Summer,2,No,6
Eixample,Tuesday,6,10,Woman,18,2021-06-29,No,Morning,0,0,1,False,Summer,2,No,6
Sarrià-Sant Gervasi,Tuesday,6,10,Man,57,2021-06-29,No,Morning,0,1,0,False,Summer,2,No,6
Sant Martí,Tuesday,6,10,Woman,22,2021-06-29,No,Morning,1,0,0,False,Summer,2,No,6
Sant Martí,Tuesday,6,13,Man,61,2021-06-29,No,Morning,0,1,0,False,Summer,2,No,6
Sant Martí,Tuesday,6,13,Man,49,2021-06-29,No,Morning,0,1,0,False,Summer,2,No,6
Eixample,Tuesday,6,14,Woman,28,2021-06-29,No,Work Departure,0,1,0,False,Summer,2,No,5
Sarrià-Sant Gervasi,Tuesday,6,15,Man,34,2021-06-29,No,Work Departure,0,1,0,False,Summer,2,No,5
Gràcia,Tuesday,6,16,Man,46,2021-06-29,No,Work Departure,0,0,1,False,Summer,2,No,5
Sarrià-Sant Gervasi,Tuesday,6,16,Woman,37,2021-06-29,No,Work Departure,0,0,1,False,Summer,2,No,5
Eixample,Tuesday,6,17,Woman,52,2021-06-29,No,Work Departure,0,0,1,False,Summer,2,No,5
Eixample,Tuesday,6,18,Man,28,2021-06-29,No,Afternoon,0,0,1,False,Summer,2,No,5
Ciutat Vella,Tuesday,6,20,Woman,31,2021-06-29,No,Afternoon,0,1,0,False,Summer,1,No,5
Ciutat Vella,Tuesday,6,20,Woman,59,2021-06-29,No,Afternoon,0,0,1,False,Summer,1,No,5
Eixample,Tuesday,6,21,Woman,28,2021-06-29,No,Afternoon,0,0,1,False,Summer,1,No,5
Sant Andreu,Tuesday,6,21,Man,50,2021-06-29,No,Afternoon,0,0,1,False,Summer,1,No,5
Ciutat Vella,Tuesday,6,23,Man,22,2021-06-29,No,Leisure,0,0,1,False,Summer,1,No,3
Eixample,Tuesday,6,23,Man,36,2021-06-29,No,Leisure,0,1,0,False,Summer,1,No,3
Horta-Guinardó,Wednesday,6,3,Man,34,2021-06-30,No,Early Morning,0,0,1,False,Summer,0,No,1
Sant Martí,Wednesday,6,7,Woman,19,2021-06-30,No,Work Entrance,0,0,1,False,Summer,1,No,2
Sarrià-Sant Gervasi,Wednesday,6,9,Man,50,2021-06-30,No,Work Entrance,0,0,1,False,Summer,2,No,2
Eixample,Wednesday,6,12,Man,28,2021-06-30,No,Morning,0,1,0,False,Summer,2,No,4
Sant Martí,Wednesday,6,13,Man,26,2021-06-30,No,Morning,0,0,1,False,Summer,2,No,4
Sant Martí,Wednesday,6,13,Man,53,2021-06-30,No,Morning,0,0,1,False,Summer,2,No,4
Nou Barris,Wednesday,6,13,Man,4,2021-06-30,No,Morning,0,1,0,False,Summer,2,No,4
Sants-Montjuïc,Wednesday,6,14,Woman,6,2021-06-30,No,Work Departure,0,0,1,False,Summer,2,No,6
Eixample,Wednesday,6,15,Woman,45,2021-06-30,No,Work Departure,0,0,1,False,Summer,2,No,6
Les Corts,Wednesday,6,16,Woman,31,2021-06-30,No,Work Departure,0,0,1,False,Summer,2,No,6
Sant Andreu,Wednesday,6,16,Man,26,2021-06-30,No,Work Departure,0,0,1,False,Summer,2,No,6
Horta-Guinardó,Wednesday,6,17,Man,42,2021-06-30,No,Work Departure,0,0,1,False,Summer,2,No,6
Eixample,Wednesday,6,17,Man,55,2021-06-30,No,Work Departure,0,1,0,False,Summer,2,No,6
Sant Andreu,Wednesday,6,18,Man,26,2021-06-30,No,Afternoon,0,0,1,False,Summer,2,No,2
Sant Martí,Wednesday,6,20,Man,62,2021-06-30,No,Afternoon,0,0,1,False,Summer,2,No,2
Ciutat Vella,Wednesday,6,23,Man,33,2021-06-30,No,Leisure,0,0,1,False,Summer,1,No,1
Horta-Guinardó,Thursday,7,1,Woman,20,2021-07-01,No,Leisure,0,0,1,False,Summer,0,No,3
Sant Martí,Thursday,7,7,Woman,40,2021-07-01,No,Work Entrance,0,0,1,False,Summer,1,No,2
Eixample,Thursday,7,9,Man,48,2021-07-01,No,Work Entrance,0,1,0,False,Summer,2,No,2
Sant Martí,Thursday,7,12,Man,45,2021-07-01,No,Morning,0,1,0,False,Summer,2,No,4
Gràcia,Thursday,7,12,Woman,26,2021-07-01,No,Morning,0,0,1,False,Summer,2,No,4
Ciutat Vella,Thursday,7,13,Man,38,2021-07-01,No,Morning,0,1,0,False,Summer,2,No,4
Sant Martí,Thursday,7,13,Man,33,2021-07-01,No,Morning,0,1,0,False,Summer,2,No,4
Eixample,Thursday,7,14,Man,37,2021-07-01,No,Work Departure,0,1,0,False,Summer,2,No,7
Ciutat Vella,Thursday,7,15,Woman,65,2021-07-01,No,Work Departure,0,0,1,False,Summer,2,No,7
Nou Barris,Thursday,7,15,Man,57,2021-07-01,No,Work Departure,0,1,0,False,Summer,2,No,7
Eixample,Thursday,7,15,Woman,42,2021-07-01,No,Work Departure,0,0,1,False,Summer,2,No,7
Sarrià-Sant Gervasi,Thursday,7,16,Man,61,2021-07-01,No,Work Departure,0,0,1,False,Summer,2,No,7
Eixample,Thursday,7,17,Man,64,2021-07-01,No,Work Departure,0,1,0,False,Summer,2,No,7
Sants-Montjuïc,Thursday,7,17,Man,19,2021-07-01,No,Work Departure,0,0,1,False,Summer,2,No,7
Eixample,Thursday,7,18,Man,24,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Sant Andreu,Thursday,7,18,Woman,34,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Eixample,Thursday,7,18,Man,81,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Eixample,Thursday,7,19,Woman,20,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Horta-Guinardó,Thursday,7,19,Man,41,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Horta-Guinardó,Thursday,7,19,Woman,55,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Eixample,Thursday,7,20,Man,23,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Les Corts,Thursday,7,20,Man,29,2021-07-01,No,Afternoon,0,0,1,False,Summer,2,No,8
Eixample,Thursday,7,22,Woman,27,2021-07-01,No,Leisure,0,0,1,False,Summer,1,No,3
Les Corts,Thursday,7,22,Man,23,2021-07-01,No,Leisure,0,1,0,False,Summer,1,No,3
Sants-Montjuïc,Friday,7,0,Woman,71,2021-07-02,No,Leisure,0,0,1,True,Summer,1,No,4
Les Corts,Friday,7,1,Woman,62,2021-07-02,No,Leisure,0,1,0,True,Summer,0,No,4
Sarrià-Sant Gervasi,Friday,7,7,Man,24,2021-07-02,No,Work Entrance,0,1,0,True,Summer,1,No,1
Eixample,Friday,7,12,Man,35,2021-07-02,No,Morning,0,1,0,True,Summer,2,No,9
Eixample,Friday,7,12,Woman,30,2021-07-02,No,Morning,0,0,1,True,Summer,2,No,9
Sarrià-Sant Gervasi,Friday,7,12,Man,18,2021-07-02,No,Morning,0,1,0,True,Summer,2,No,9
Sant Andreu,Friday,7,12,Man,27,2021-07-02,No,Morning,0,1,0,True,Summer,2,No,9
Sant Martí,Friday,7,12,Woman,45,2021-07-02,No,Morning,0,0,1,True,Summer,2,No,9
Gràcia,Friday,7,12,Woman,62,2021-07-02,No,Morning,0,0,1,True,Summer,2,No,9
Eixample,Friday,7,13,Woman,21,2021-07-02,No,Morning,0,0,1,True,Summer,2,No,9
Gràcia,Friday,7,13,Woman,43,2021-07-02,No,Morning,0,0,1,True,Summer,2,No,9
Sant Martí,Friday,7,13,Man,45,2021-07-02,No,Morning,0,1,0,True,Summer,2,No,9
Eixample,Friday,7,14,Man,25,2021-07-02,No,Work Departure,0,1,0,True,Summer,2,No,16
Sants-Montjuïc,Friday,7,14,Woman,34,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,14,Woman,81,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,15,Man,22,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,15,Woman,37,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,15,Man,23,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,16,Woman,43,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Eixample,Friday,7,16,Man,39,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Les Corts,Friday,7,16,Man,64,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Sarrià-Sant Gervasi,Friday,7,16,Man,51,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Nou Barris,Friday,7,16,Woman,41,2021-07-02,No,Work Departure,0,1,0,True,Summer,2,No,16
Sant Andreu,Friday,7,16,Woman,33,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Sant Andreu,Friday,7,16,Man,28,2021-07-02,No,Work Departure,0,1,0,True,Summer,2,No,16
Sant Martí,Friday,7,16,Man,36,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Gràcia,Friday,7,17,Woman,23,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Nou Barris,Friday,7,17,Woman,47,2021-07-02,No,Work Departure,0,0,1,True,Summer,2,No,16
Horta-Guinardó,Friday,7,19,Man,21,2021-07-02,No,Afternoon,0,0,1,True,Summer,1,No,5
Sant Andreu,Friday,7,20,Man,33,2021-07-02,No,Afternoon,0,0,1,True,Summer,1,No,5
Sant Andreu,Friday,7,21,Man,10,2021-07-02,No,Afternoon,0,0,1,True,Summer,1,No,5
Eixample,Friday,7,21,Man,55,2021-07-02,No,Afternoon,0,0,1,True,Summer,1,No,5
Nou Barris,Friday,7,21,Woman,5,2021-07-02,No,Afternoon,0,0,1,True,Summer,1,No,5
Ciutat Vella,Friday,7,22,Woman,25,2021-07-02,No,Leisure,0,0,1,True,Summer,1,No,4
Eixample,Friday,7,23,Man,25,2021-07-02,No,Leisure,0,0,1,True,Summer,1,No,4
Eixample,Saturday,7,11,Man,22,2021-07-03,Yes,Morning,0,0,1,False,Summer,1,No,7
Sant Andreu,Saturday,7,12,Woman,3,2021-07-03,Yes,Morning,0,0,1,False,Summer,1,No,7
Eixample,Saturday,7,13,Woman,22,2021-07-03,Yes,Morning,0,0,1,False,Summer,1,No,7
Eixample,Saturday,7,13,Woman,37,2021-07-03,Yes,Morning,0,1,0,False,Summer,1,No,7
Eixample,Saturday,7,13,Woman,25,2021-07-03,Yes,Morning,0,1,0,False,Summer,1,No,7
Sants-Montjuïc,Saturday,7,13,Man,38,2021-07-03,Yes,Morning,0,0,1,False,Summer,1,No,7
Sant Martí,Saturday,7,13,Man,62,2021-07-03,Yes,Morning,0,0,1,False,Summer,1,No,7
Eixample,Saturday,7,15,Man,20,2021-07-03,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Horta-Guinardó,Saturday,7,16,Woman,51,2021-07-03,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Eixample,Saturday,7,17,Woman,55,2021-07-03,Yes,Work Departure,0,0,1,False,Summer,1,No,3
Eixample,Saturday,7,19,Man,48,2021-07-03,Yes,Afternoon,0,1,0,False,Summer,1,No,3
Eixample,Saturday,7,19,Man,31,2021-07-03,Yes,Afternoon,0,0,1,False,Summer,1,No,3
Ciutat Vella,Saturday,7,20,Man,26,2021-07-03,Yes,Afternoon,0,0,1,False,Summer,1,No,3
Sant Martí,Saturday,7,22,Man,6,2021-07-03,Yes,Leisure,0,1,0,False,Summer,1,No,1
Ciutat Vella,Sunday,7,6,Man,28,2021-07-04,Yes,Work Entrance,0,1,0,False,Summer,0,Yes,1
Eixample,Sunday,7,13,Man,30,2021-07-04,Yes,Morning,0,0,1,False,Summer,1,Yes,1
Eixample,Sunday,7,15,Man,28,2021-07-04,Yes,Work Departure,0,1,0,False,Summer,1,Yes,4
Eixample,Sunday,7,16,Man,31,2021-07-04,Yes,Work Departure,0,0,1,False,Summer,1,Yes,4
Eixample,Sunday,7,17,Woman,37,2021-07-04,Yes,Work Departure,0,1,0,False,Summer,1,Yes,4
Sant Martí,Sunday,7,17,Woman,24,2021-07-04,Yes,Work Departure,0,1,0,False,Summer,1,Yes,4
Eixample,Sunday,7,18,Woman,63,2021-07-04,Yes,Afternoon,0,1,0,False,Summer,1,Yes,2
Gràcia,Sunday,7,21,Man,28,2021-07-04,Yes,Afternoon,0,0,1,False,Summer,1,Yes,2
Sant Andreu,Sunday,7,22,Man,41,2021-07-04,Yes,Leisure,0,0,1,False,Summer,1,Yes,2
Eixample,Sunday,7,23,Woman,30,2021-07-04,Yes,Leisure,0,1,0,False,Summer,1,Yes,2
Ciutat Vella,Monday,7,1,Man,26,2021-07-05,No,Leisure,0,1,0,False,Summer,0,No,2
Sant Andreu,Monday,7,2,Woman,38,2021-07-05,No,Early Morning,0,0,1,False,Summer,0,No,1
Sant Martí,Monday,7,7,Woman,35,2021-07-05,No,Work Entrance,0,0,1,False,Summer,1,No,2
Sant Martí,Monday,7,9,Woman,71,2021-07-05,No,Work Entrance,0,0,1,False,Summer,2,No,2
