District_name,Week_day,Month,Time,Sex,Age,Day,Holiday,Time_segment,Number of victims,Slightly injured,Severely injured,Weekend Exit,Season,Density,Weekend Return,Number of accidents by time segment
Sant Andreu,Tuesday,6,15,Man,76,2022-06-07,No,Work Departure,0,0,1,False,Spring,2,No,10
Ciutat Vella,Tuesday,6,15,Man,58,2022-06-07,No,Work Departure,0,1,0,False,Spring,2,No,10
Sants-Montjuïc,Tuesday,6,16,Man,40,2022-06-07,No,Work Departure,0,1,0,False,Spring,2,No,10
Sarrià-Sant Gervasi,Tuesday,6,17,Man,47,2022-06-07,No,Work Departure,0,1,0,False,Spring,2,No,10
Eixample,Tuesday,6,17,Woman,28,2022-06-07,No,Work Departure,0,0,1,False,Spring,2,No,10
Sants-Montjuïc,Tuesday,6,18,Man,28,2022-06-07,No,Afternoon,0,0,1,False,Spring,2,No,5
Eixample,Tuesday,6,18,Man,32,2022-06-07,No,Afternoon,0,0,1,False,Spring,2,No,5
Ciutat Vella,Tuesday,6,20,Woman,24,2022-06-07,No,Afternoon,0,0,1,False,Spring,2,No,5
Les Corts,Tuesday,6,20,Woman,35,2022-06-07,No,Afternoon,0,0,1,False,Spring,2,No,5
Sarrià-Sant Gervasi,Tuesday,6,21,Woman,49,2022-06-07,No,Afternoon,0,0,1,False,Spring,1,No,5
Eixample,Tuesday,6,22,Man,29,2022-06-07,No,Leisure,0,0,1,False,Spring,1,No,3
Sarrià-Sant Gervasi,Tuesday,6,22,Woman,33,2022-06-07,No,Leisure,0,1,0,False,Spring,1,No,3
Eixample,Tuesday,6,23,Man,35,2022-06-07,No,Leisure,0,0,1,False,Spring,1,No,3
Horta-Guinardó,Wednesday,6,0,Woman,22,2022-06-08,No,Leisure,0,0,1,False,Spring,1,No,2
Sants-Montjuïc,Wednesday,6,9,Man,36,2022-06-08,No,Work Entrance,0,0,1,False,Spring,2,No,1
Sants-Montjuïc,Wednesday,6,10,Man,29,2022-06-08,No,Morning,0,1,0,False,Spring,2,No,4
Gràcia,Wednesday,6,11,Woman,36,2022-06-08,No,Morning,0,0,1,False,Spring,2,No,4
Eixample,Wednesday,6,11,Woman,39,2022-06-08,No,Morning,0,0,1,False,Spring,2,No,4
Eixample,Wednesday,6,12,Man,36,2022-06-08,No,Morning,0,1,0,False,Spring,2,No,4
Horta-Guinardó,Wednesday,6,14,Woman,13,2022-06-08,No,Work Departure,0,0,1,False,Spring,2,No,5
Les Corts,Wednesday,6,16,Woman,14,2022-06-08,No,Work Departure,0,0,1,False,Spring,2,No,5
Les Corts,Wednesday,6,16,Man,38,2022-06-08,No,Work Departure,0,0,1,False,Spring,2,No,5
Ciutat Vella,Wednesday,6,17,Woman,19,2022-06-08,No,Work Departure,0,1,0,False,Spring,2,No,5
Sant Martí,Wednesday,6,17,Man,16,2022-06-08,No,Work Departure,0,1,0,False,Spring,2,No,5
Eixample,Wednesday,6,18,Man,35,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Gràcia,Wednesday,6,18,Man,24,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Eixample,Wednesday,6,18,Man,33,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Sarrià-Sant Gervasi,Wednesday,6,18,Man,26,2022-06-08,No,Afternoon,0,1,0,False,Spring,2,No,15
Eixample,Wednesday,6,18,Man,50,2022-06-08,No,Afternoon,0,1,0,False,Spring,2,No,15
Sarrià-Sant Gervasi,Wednesday,6,18,Woman,36,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Eixample,Wednesday,6,18,Man,37,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Horta-Guinardó,Wednesday,6,19,Woman,50,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Horta-Guinardó,Wednesday,6,19,Man,18,2022-06-08,No,Afternoon,0,0,1,False,Spring,2,No,15
Sant Martí,Wednesday,6,19,Woman,44,2022-06-08,No,Afternoon,0,1,0,False,Spring,2,No,15
Sants-Montjuïc,Wednesday,6,20,Woman,42,2022-06-08,No,Afternoon,0,1,0,False,Spring,1,No,15
Horta-Guinardó,Wednesday,6,21,Woman,58,2022-06-08,No,Afternoon,0,0,1,False,Spring,1,No,15
Sants-Montjuïc,Wednesday,6,21,Man,31,2022-06-08,No,Afternoon,0,0,1,False,Spring,1,No,15
Sarrià-Sant Gervasi,Wednesday,6,21,Man,54,2022-06-08,No,Afternoon,0,0,1,False,Spring,1,No,15
Sant Martí,Wednesday,6,21,Man,32,2022-06-08,No,Afternoon,0,0,1,False,Spring,1,No,15
Sants-Montjuïc,Wednesday,6,22,Man,23,2022-06-08,No,Leisure,0,1,0,False,Spring,1,No,2
Les Corts,Thursday,6,0,Man,22,2022-06-09,No,Leisure,0,1,0,False,Spring,1,No,1
Eixample,Thursday,6,8,Woman,31,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Sants-Montjuïc,Thursday,6,8,Man,21,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Desconegut,Thursday,6,9,Woman,32,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Sants-Montjuïc,Thursday,6,9,Man,37,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Sants-Montjuïc,Thursday,6,9,Woman,32,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Horta-Guinardó,Thursday,6,9,Woman,30,2022-06-09,No,Work Entrance,0,0,1,False,Spring,2,No,6
Horta-Guinardó,Thursday,6,12,Man,10,2022-06-09,No,Morning,0,0,1,False,Spring,2,No,4
Horta-Guinardó,Thursday,6,13,Woman,78,2022-06-09,No,Morning,0,0,1,False,Spring,2,No,4
Eixample,Thursday,6,13,Man,23,2022-06-09,No,Morning,0,0,1,False,Spring,2,No,4
Sant Andreu,Thursday,6,13,Woman,60,2022-06-09,No,Morning,0,0,1,False,Spring,2,No,4
Les Corts,Thursday,6,14,Man,38,2022-06-09,No,Work Departure,0,1,0,False,Spring,2,No,5
Les Corts,Thursday,6,15,Man,39,2022-06-09,No,Work Departure,0,0,1,False,Spring,2,No,5
Sant Martí,Thursday,6,15,Woman,49,2022-06-09,No,Work Departure,0,0,1,False,Spring,2,No,5
Ciutat Vella,Thursday,6,15,Man,29,2022-06-09,No,Work Departure,0,0,1,False,Spring,2,No,5
Sant Andreu,Thursday,6,15,Woman,42,2022-06-09,No,Work Departure,0,0,1,False,Spring,2,No,5
Sant Martí,Thursday,6,19,Man,34,2022-06-09,No,Afternoon,0,0,1,False,Spring,2,No,3
Horta-Guinardó,Thursday,6,19,Woman,49,2022-06-09,No,Afternoon,0,1,0,False,Spring,2,No,3
Ciutat Vella,Thursday,6,19,Woman,50,2022-06-09,No,Afternoon,0,0,1,False,Spring,2,No,3
Sant Martí,Friday,6,6,Man,40,2022-06-10,No,Work Entrance,0,1,0,True,Spring,1,No,6
Sant Andreu,Friday,6,7,Man,57,2022-06-10,No,Work Entrance,0,0,1,True,Spring,1,No,6
Les Corts,Friday,6,7,Man,62,2022-06-10,No,Work Entrance,0,0,1,True,Spring,1,No,6
Sant Martí,Friday,6,8,Man,39,2022-06-10,No,Work Entrance,0,0,1,True,Spring,2,No,6
Eixample,Friday,6,8,Man,44,2022-06-10,No,Work Entrance,0,0,1,True,Spring,2,No,6
Eixample,Friday,6,8,Woman,52,2022-06-10,No,Work Entrance,0,0,1,True,Spring,2,No,6
Eixample,Friday,6,11,Woman,44,2022-06-10,No,Morning,0,0,1,True,Spring,2,No,1
Eixample,Friday,6,14,Man,48,2022-06-10,No,Work Departure,0,1,0,True,Spring,2,No,14
Sants-Montjuïc,Friday,6,14,Woman,45,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Sant Andreu,Friday,6,15,Man,46,2022-06-10,No,Work Departure,0,1,0,True,Spring,2,No,14
Sarrià-Sant Gervasi,Friday,6,15,Man,29,2022-06-10,No,Work Departure,1,0,0,True,Spring,2,No,14
Sarrià-Sant Gervasi,Friday,6,15,Woman,59,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Sant Martí,Friday,6,15,Man,4,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Les Corts,Friday,6,16,Woman,73,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Sant Andreu,Friday,6,16,Man,28,2022-06-10,No,Work Departure,0,1,0,True,Spring,2,No,14
Eixample,Friday,6,16,Man,43,2022-06-10,No,Work Departure,0,1,0,True,Spring,2,No,14
Nou Barris,Friday,6,16,Woman,41,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Eixample,Friday,6,16,Woman,38,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Sant Martí,Friday,6,16,Man,35,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Eixample,Friday,6,16,Man,22,2022-06-10,No,Work Departure,0,1,0,True,Spring,2,No,14
Sant Martí,Friday,6,17,Woman,76,2022-06-10,No,Work Departure,0,0,1,True,Spring,2,No,14
Sant Martí,Friday,6,18,Man,29,2022-06-10,No,Afternoon,0,1,0,True,Spring,2,No,6
Sant Andreu,Friday,6,19,Man,39,2022-06-10,No,Afternoon,0,1,0,True,Spring,2,No,6
Eixample,Friday,6,21,Man,39,2022-06-10,No,Afternoon,0,1,0,True,Spring,1,No,6
Sarrià-Sant Gervasi,Friday,6,21,Woman,64,2022-06-10,No,Afternoon,0,1,0,True,Spring,1,No,6
Sant Martí,Friday,6,21,Woman,20,2022-06-10,No,Afternoon,0,1,0,True,Spring,1,No,6
Eixample,Friday,6,21,Man,20,2022-06-10,No,Afternoon,0,0,1,True,Spring,1,No,6
Eixample,Friday,6,22,Man,51,2022-06-10,No,Leisure,0,0,1,True,Spring,1,No,2
Horta-Guinardó,Friday,6,22,Man,23,2022-06-10,No,Leisure,0,1,0,True,Spring,1,No,2
Sants-Montjuïc,Saturday,6,1,Man,35,2022-06-11,Yes,Leisure,0,0,1,False,Spring,1,No,1
Eixample,Saturday,6,10,Man,36,2022-06-11,Yes,Morning,0,1,0,False,Spring,1,No,4
Gràcia,Saturday,6,10,Woman,63,2022-06-11,Yes,Morning,0,1,0,False,Spring,1,No,4
Sarrià-Sant Gervasi,Saturday,6,10,Man,59,2022-06-11,Yes,Morning,0,1,0,False,Spring,1,No,4
Nou Barris,Saturday,6,12,Woman,80,2022-06-11,Yes,Morning,0,0,1,False,Spring,2,No,4
Nou Barris,Saturday,6,14,Man,48,2022-06-11,Yes,Work Departure,0,1,0,False,Spring,1,No,2
Gràcia,Saturday,6,16,Man,25,2022-06-11,Yes,Work Departure,0,0,1,False,Spring,1,No,2
Horta-Guinardó,Saturday,6,18,Man,44,2022-06-11,Yes,Afternoon,0,0,1,False,Spring,1,No,2
Sant Andreu,Saturday,6,21,Woman,22,2022-06-11,Yes,Afternoon,0,1,0,False,Spring,1,No,2
Les Corts,Sunday,6,3,Man,20,2022-06-12,Yes,Early Morning,0,1,0,False,Spring,0,Yes,1
Les Corts,Sunday,6,6,Man,27,2022-06-12,Yes,Work Entrance,0,1,0,False,Spring,0,Yes,1
Sants-Montjuïc,Sunday,6,12,Woman,40,2022-06-12,Yes,Morning,0,1,0,False,Spring,1,Yes,2
Nou Barris,Sunday,6,12,Woman,53,2022-06-12,Yes,Morning,0,0,1,False,Spring,1,Yes,2
Ciutat Vella,Sunday,6,14,Man,22,2022-06-12,Yes,Work Departure,0,0,1,False,Spring,1,Yes,4
Sant Andreu,Sunday,6,14,Woman,59,2022-06-12,Yes,Work Departure,0,1,0,False,Spring,1,Yes,4
Horta-Guinardó,Sunday,6,15,Man,26,2022-06-12,Yes,Work Departure,0,1,0,False,Spring,1,Yes,4
Horta-Guinardó,Sunday,6,16,Man,35,2022-06-12,Yes,Work Departure,0,0,1,False,Spring,1,Yes,4
Eixample,Sunday,6,18,Woman,46,2022-06-12,Yes,Afternoon,0,1,0,False,Spring,1,Yes,5
Sant Martí,Sunday,6,19,Woman,34,2022-06-12,Yes,Afternoon,0,1,0,False,Spring,1,Yes,5
Horta-Guinardó,Sunday,6,19,Man,41,2022-06-12,Yes,Afternoon,0,1,0,False,Spring,1,Yes,5
Sant Martí,Sunday,6,21,Man,27,2022-06-12,Yes,Afternoon,0,0,1,False,Spring,1,Yes,5
Les Corts,Sunday,6,21,Man,32,2022-06-12,Yes,Afternoon,0,0,1,False,Spring,1,Yes,5
Sant Andreu,Sunday,6,23,Woman,19,2022-06-12,Yes,Leisure,0,0,1,False,Spring,1,Yes,1
Eixample,Monday,6,0,Man,24,2022-06-13,No,Leisure,0,0,1,False,Spring,1,No,2
Sant Andreu,Monday,6,8,Man,43,2022-06-13,No,Work Entrance,0,1,0,False,Spring,2,No,3
Sant Martí,Monday,6,8,Man,17,2022-06-13,No,Work Entrance,0,1,0,False,Spring,2,No,3
Sants-Montjuïc,Monday,6,9,Man,40,2022-06-13,No,Work Entrance,0,1,0,False,Spring,2,No,3
Eixample,Monday,6,11,Man,55,2022-06-13,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Monday,6,12,Man,39,2022-06-13,No,Morning,0,0,1,False,Spring,2,No,6
Sarrià-Sant Gervasi,Monday,6,13,Man,45,2022-06-13,No,Morning,0,1,0,False,Spring,2,No,6
Desconegut,Monday,6,13,Woman,56,2022-06-13,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Monday,6,13,Man,36,2022-06-13,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Monday,6,13,Man,50,2022-06-13,No,Morning,0,0,1,False,Spring,2,No,6
Horta-Guinardó,Monday,6,14,Man,22,2022-06-13,No,Work Departure,0,0,1,False,Spring,2,No,8
Gràcia,Monday,6,14,Woman,48,2022-06-13,No,Work Departure,0,1,0,False,Spring,2,No,8
Eixample,Monday,6,15,Woman,33,2022-06-13,No,Work Departure,0,0,1,False,Spring,2,No,8
Nou Barris,Monday,6,15,Woman,51,2022-06-13,No,Work Departure,0,0,1,False,Spring,2,No,8
Ciutat Vella,Monday,6,15,Woman,24,2022-06-13,No,Work Departure,0,1,0,False,Spring,2,No,8
Sants-Montjuïc,Monday,6,16,Man,37,2022-06-13,No,Work Departure,0,1,0,False,Spring,2,No,8
Eixample,Monday,6,17,Woman,19,2022-06-13,No,Work Departure,0,1,0,False,Spring,2,No,8
Eixample,Monday,6,17,Woman,25,2022-06-13,No,Work Departure,0,0,1,False,Spring,2,No,8
Eixample,Monday,6,18,Woman,38,2022-06-13,No,Afternoon,0,0,1,False,Spring,2,No,6
Sants-Montjuïc,Monday,6,19,Man,58,2022-06-13,No,Afternoon,0,0,1,False,Spring,2,No,6
Nou Barris,Monday,6,19,Woman,25,2022-06-13,No,Afternoon,0,0,1,False,Spring,2,No,6
Ciutat Vella,Monday,6,19,Man,25,2022-06-13,No,Afternoon,0,1,0,False,Spring,2,No,6
Sants-Montjuïc,Monday,6,21,Woman,29,2022-06-13,No,Afternoon,0,1,0,False,Spring,1,No,6
Eixample,Monday,6,21,Man,53,2022-06-13,No,Afternoon,0,0,1,False,Spring,1,No,6
Nou Barris,Monday,6,23,Man,36,2022-06-13,No,Leisure,0,0,1,False,Spring,1,No,2
Sants-Montjuïc,Tuesday,6,8,Man,60,2022-06-14,No,Work Entrance,0,0,1,False,Spring,2,No,5
Les Corts,Tuesday,6,8,Man,69,2022-06-14,No,Work Entrance,0,0,1,False,Spring,2,No,5
Sarrià-Sant Gervasi,Tuesday,6,8,Man,44,2022-06-14,No,Work Entrance,0,0,1,False,Spring,2,No,5
Sarrià-Sant Gervasi,Tuesday,6,9,Woman,40,2022-06-14,No,Work Entrance,0,0,1,False,Spring,2,No,5
Sants-Montjuïc,Tuesday,6,9,Man,58,2022-06-14,No,Work Entrance,0,1,0,False,Spring,2,No,5
Eixample,Tuesday,6,11,Woman,52,2022-06-14,No,Morning,0,1,0,False,Spring,2,No,7
Sant Martí,Tuesday,6,11,Man,38,2022-06-14,No,Morning,0,0,1,False,Spring,2,No,7
Gràcia,Tuesday,6,12,Woman,40,2022-06-14,No,Morning,0,0,1,False,Spring,2,No,7
Eixample,Tuesday,6,13,Man,34,2022-06-14,No,Morning,0,1,0,False,Spring,2,No,7
Horta-Guinardó,Tuesday,6,13,Woman,25,2022-06-14,No,Morning,0,0,1,False,Spring,2,No,7
Sants-Montjuïc,Tuesday,6,13,Man,29,2022-06-14,No,Morning,0,0,1,False,Spring,2,No,7
Eixample,Tuesday,6,13,Woman,77,2022-06-14,No,Morning,0,0,1,False,Spring,2,No,7
Sants-Montjuïc,Tuesday,6,15,Woman,60,2022-06-14,No,Work Departure,0,0,1,False,Spring,2,No,5
Eixample,Tuesday,6,15,Man,59,2022-06-14,No,Work Departure,0,0,1,False,Spring,2,No,5
Eixample,Tuesday,6,15,Man,26,2022-06-14,No,Work Departure,0,0,1,False,Spring,2,No,5
Ciutat Vella,Tuesday,6,15,Man,46,2022-06-14,No,Work Departure,0,0,1,False,Spring,2,No,5
Sant Martí,Tuesday,6,17,Man,35,2022-06-14,No,Work Departure,0,1,0,False,Spring,2,No,5
Eixample,Tuesday,6,18,Man,41,2022-06-14,No,Afternoon,0,0,1,False,Spring,2,No,7
Sarrià-Sant Gervasi,Tuesday,6,18,Man,19,2022-06-14,No,Afternoon,0,0,1,False,Spring,2,No,7
Sant Andreu,Tuesday,6,19,Man,10,2022-06-14,No,Afternoon,0,1,0,False,Spring,2,No,7
Eixample,Tuesday,6,19,Man,47,2022-06-14,No,Afternoon,0,0,1,False,Spring,2,No,7
Eixample,Tuesday,6,20,Man,43,2022-06-14,No,Afternoon,0,0,1,False,Spring,1,No,7
Gràcia,Tuesday,6,21,Man,50,2022-06-14,No,Afternoon,0,0,1,False,Spring,1,No,7
Sant Martí,Tuesday,6,21,Woman,18,2022-06-14,No,Afternoon,0,1,0,False,Spring,1,No,7
Eixample,Tuesday,6,22,Woman,45,2022-06-14,No,Leisure,0,1,0,False,Spring,1,No,1
Nou Barris,Wednesday,6,1,Man,26,2022-06-15,No,Leisure,0,0,1,False,Spring,0,No,2
Horta-Guinardó,Wednesday,6,4,Man,16,2022-06-15,No,Early Morning,0,0,1,False,Spring,0,No,1
Eixample,Wednesday,6,7,Woman,45,2022-06-15,No,Work Entrance,0,0,1,False,Spring,1,No,7
Horta-Guinardó,Wednesday,6,7,Man,34,2022-06-15,No,Work Entrance,0,1,0,False,Spring,1,No,7
Sant Martí,Wednesday,6,8,Woman,41,2022-06-15,No,Work Entrance,0,1,0,False,Spring,2,No,7
Nou Barris,Wednesday,6,8,Man,27,2022-06-15,No,Work Entrance,0,1,0,False,Spring,2,No,7
Eixample,Wednesday,6,9,Woman,41,2022-06-15,No,Work Entrance,0,0,1,False,Spring,2,No,7
Eixample,Wednesday,6,9,Woman,86,2022-06-15,No,Work Entrance,0,0,1,False,Spring,2,No,7
Ciutat Vella,Wednesday,6,9,Man,31,2022-06-15,No,Work Entrance,0,1,0,False,Spring,2,No,7
Sants-Montjuïc,Wednesday,6,11,Man,31,2022-06-15,No,Morning,0,1,0,False,Spring,2,No,6
Eixample,Wednesday,6,11,Man,54,2022-06-15,No,Morning,0,0,1,False,Spring,2,No,6
Sant Martí,Wednesday,6,12,Woman,41,2022-06-15,No,Morning,0,0,1,False,Spring,2,No,6
Sant Andreu,Wednesday,6,12,Woman,66,2022-06-15,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Wednesday,6,13,Woman,34,2022-06-15,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Wednesday,6,13,Man,24,2022-06-15,No,Morning,0,0,1,False,Spring,2,No,6
Eixample,Wednesday,6,15,Man,72,2022-06-15,No,Work Departure,0,0,1,False,Spring,2,No,8
Sants-Montjuïc,Wednesday,6,15,Man,53,2022-06-15,No,Work Departure,0,1,0,False,Spring,2,No,8
Eixample,Wednesday,6,16,Woman,40,2022-06-15,No,Work Departure,0,0,1,False,Spring,2,No,8
Eixample,Wednesday,6,16,Woman,36,2022-06-15,No,Work Departure,0,1,0,False,Spring,2,No,8
Ciutat Vella,Wednesday,6,17,Woman,49,2022-06-15,No,Work Departure,0,0,1,False,Spring,2,No,8
Sarrià-Sant Gervasi,Wednesday,6,17,Woman,33,2022-06-15,No,Work Departure,0,0,1,False,Spring,2,No,8
Eixample,Wednesday,6,17,Woman,60,2022-06-15,No,Work Departure,0,1,0,False,Spring,2,No,8
Eixample,Wednesday,6,17,Man,30,2022-06-15,No,Work Departure,0,0,1,False,Spring,2,No,8
Eixample,Wednesday,6,18,Woman,41,2022-06-15,No,Afternoon,0,0,1,False,Spring,2,No,5
Sant Andreu,Wednesday,6,18,Woman,55,2022-06-15,No,Afternoon,0,0,1,False,Spring,2,No,5
Eixample,Wednesday,6,18,Man,56,2022-06-15,No,Afternoon,0,1,0,False,Spring,2,No,5
Sant Andreu,Wednesday,6,19,Man,46,2022-06-15,No,Afternoon,0,0,1,False,Spring,2,No,5
Sarrià-Sant Gervasi,Wednesday,6,19,Man,53,2022-06-15,No,Afternoon,0,1,0,False,Spring,2,No,5
Eixample,Wednesday,6,22,Man,28,2022-06-15,No,Leisure,0,0,1,False,Spring,1,No,2
Sarrià-Sant Gervasi,Thursday,6,4,Man,42,2022-06-16,No,Early Morning,1,0,0,False,Spring,0,No,1
Les Corts,Thursday,6,7,Man,44,2022-06-16,No,Work Entrance,0,0,1,False,Spring,1,No,7
Eixample,Thursday,6,8,Man,25,2022-06-16,No,Work Entrance,0,0,1,False,Spring,2,No,7
Sarrià-Sant Gervasi,Thursday,6,8,Woman,34,2022-06-16,No,Work Entrance,0,0,1,False,Spring,2,No,7
Sant Andreu,Thursday,6,8,Woman,21,2022-06-16,No,Work Entrance,0,1,0,False,Spring,2,No,7
Sants-Montjuïc,Thursday,6,8,Woman,47,2022-06-16,No,Work Entrance,0,0,1,False,Spring,2,No,7
Sant Andreu,Thursday,6,9,Man,19,2022-06-16,No,Work Entrance,0,0,1,False,Spring,2,No,7
Sant Martí,Thursday,6,9,Woman,35,2022-06-16,No,Work Entrance,0,0,1,False,Spring,2,No,7
Sarrià-Sant Gervasi,Thursday,6,12,Man,64,2022-06-16,No,Morning,0,1,0,False,Spring,2,No,5
Les Corts,Thursday,6,12,Man,11,2022-06-16,No,Morning,0,0,1,False,Spring,2,No,5
Sant Martí,Thursday,6,12,Man,51,2022-06-16,No,Morning,0,0,1,False,Spring,2,No,5
Ciutat Vella,Thursday,6,13,Man,24,2022-06-16,No,Morning,0,0,1,False,Spring,2,No,5
Sant Martí,Thursday,6,13,Woman,30,2022-06-16,No,Morning,0,1,0,False,Spring,2,No,5
Les Corts,Thursday,6,14,Man,23,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Sant Martí,Thursday,6,14,Man,50,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Eixample,Thursday,6,14,Man,23,2022-06-16,No,Work Departure,0,1,0,False,Spring,2,No,10
Sants-Montjuïc,Thursday,6,15,Man,30,2022-06-16,No,Work Departure,0,1,0,False,Spring,2,No,10
Horta-Guinardó,Thursday,6,15,Man,58,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Sant Martí,Thursday,6,15,Woman,56,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Sant Martí,Thursday,6,16,Woman,40,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Eixample,Thursday,6,17,Man,58,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Eixample,Thursday,6,17,Man,54,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Les Corts,Thursday,6,17,Woman,81,2022-06-16,No,Work Departure,0,0,1,False,Spring,2,No,10
Sarrià-Sant Gervasi,Thursday,6,18,Woman,21,2022-06-16,No,Afternoon,0,0,1,False,Spring,2,No,6
Ciutat Vella,Thursday,6,19,Man,42,2022-06-16,No,Afternoon,0,0,1,False,Spring,2,No,6
Gràcia,Thursday,6,19,Woman,55,2022-06-16,No,Afternoon,0,0,1,False,Spring,2,No,6
Sants-Montjuïc,Thursday,6,19,Woman,24,2022-06-16,No,Afternoon,0,1,0,False,Spring,2,No,6
Eixample,Thursday,6,20,Woman,29,2022-06-16,No,Afternoon,0,0,1,False,Spring,2,No,6
Sant Andreu,Thursday,6,20,Man,57,2022-06-16,No,Afternoon,0,0,1,False,Spring,2,No,6
Sarrià-Sant Gervasi,Thursday,6,22,Woman,79,2022-06-16,No,Leisure,0,0,1,False,Spring,1,No,3
Sarrià-Sant Gervasi,Thursday,6,23,Man,44,2022-06-16,No,Leisure,0,0,1,False,Spring,1,No,3
Sant Andreu,Thursday,6,23,Woman,42,2022-06-16,No,Leisure,0,0,1,False,Spring,1,No,3
Eixample,Friday,6,4,Man,26,2022-06-17,No,Early Morning,0,0,1,True,Spring,0,No,1
Sant Martí,Friday,6,7,Man,21,2022-06-17,No,Work Entrance,0,1,0,True,Spring,1,No,2
Nou Barris,Friday,6,9,Woman,43,2022-06-17,No,Work Entrance,0,1,0,True,Spring,2,No,2
Eixample,Friday,6,11,Man,49,2022-06-17,No,Morning,0,1,0,True,Spring,2,No,7
Sant Andreu,Friday,6,11,Man,61,2022-06-17,No,Morning,0,1,0,True,Spring,2,No,7
Eixample,Friday,6,11,Man,46,2022-06-17,No,Morning,0,1,0,True,Spring,2,No,7
Les Corts,Friday,6,12,Woman,45,2022-06-17,No,Morning,0,1,0,True,Spring,2,No,7
Eixample,Friday,6,12,Woman,41,2022-06-17,No,Morning,0,1,0,True,Spring,2,No,7
Eixample,Friday,6,13,Man,87,2022-06-17,No,Morning,0,0,1,True,Spring,2,No,7
Eixample,Friday,6,13,Man,58,2022-06-17,No,Morning,0,0,1,True,Spring,2,No,7
Eixample,Friday,6,15,Man,21,2022-06-17,No,Work Departure,0,0,1,True,Spring,2,No,7
Eixample,Friday,6,15,Man,20,2022-06-17,No,Work Departure,0,0,1,True,Spring,2,No,7
Eixample,Friday,6,16,Woman,25,2022-06-17,No,Work Departure,0,1,0,True,Spring,2,No,7
Les Corts,Friday,6,16,Woman,22,2022-06-17,No,Work Departure,0,1,0,True,Spring,2,No,7
Eixample,Friday,6,16,Man,47,2022-06-17,No,Work Departure,0,1,0,True,Spring,2,No,7
Eixample,Friday,6,16,Woman,44,2022-06-17,No,Work Departure,0,0,1,True,Spring,2,No,7
Eixample,Friday,6,17,Woman,37,2022-06-17,No,Work Departure,0,1,0,True,Spring,2,No,7
Sants-Montjuïc,Friday,6,18,Man,21,2022-06-17,No,Afternoon,0,1,0,True,Spring,2,No,5
Gràcia,Friday,6,18,Man,25,2022-06-17,No,Afternoon,0,0,1,True,Spring,2,No,5
Eixample,Friday,6,19,Woman,88,2022-06-17,No,Afternoon,0,0,1,True,Spring,2,No,5
Eixample,Friday,6,20,Woman,50,2022-06-17,No,Afternoon,0,0,1,True,Spring,2,No,5
Nou Barris,Friday,6,20,Man,37,2022-06-17,No,Afternoon,0,1,0,True,Spring,2,No,5
Ciutat Vella,Friday,6,23,Man,41,2022-06-17,No,Leisure,0,0,1,True,Spring,1,No,1
Eixample,Saturday,6,0,Man,51,2022-06-18,Yes,Leisure,0,0,1,False,Spring,1,No,3
Sant Martí,Saturday,6,0,Man,42,2022-06-18,Yes,Leisure,0,0,1,False,Spring,1,No,3
Sarrià-Sant Gervasi,Saturday,6,1,Woman,21,2022-06-18,Yes,Leisure,0,0,1,False,Spring,1,No,3
Les Corts,Saturday,6,7,Woman,24,2022-06-18,Yes,Work Entrance,0,0,1,False,Spring,1,No,3
Sarrià-Sant Gervasi,Saturday,6,9,Man,23,2022-06-18,Yes,Work Entrance,0,0,1,False,Spring,1,No,3
Nou Barris,Saturday,6,9,Man,26,2022-06-18,Yes,Work Entrance,0,0,1,False,Spring,1,No,3
