DATA,TM,TX,TN,HRM,HRX,HRN,PM,PX,PN,PPT,RS24h,VVM10,DVM10,VVX10,DVVX10
12/02/2022,"12,2","13,2","11,3",70,79,61,"1022,1","1023,9","1021,2","0,2",3,"1,5",88,"5,3",110
13/02/2022,"13,3","16,3","11,4",76,86,55,"1017,1","1021,6","1012,1","0,5","8,4","2,4",227,"10,8",254
14/02/2022,"13,9","17,6",11,64,99,28,"1010,2","1014,1",1008,0,"11,4","2,5",270,"11,3",297
15/02/2022,"12,6","18,2","8,3",49,70,23,"1017,7","1020,4","1013,8",0,14,"2,1",316,"10,7",335
16/02/2022,13,"17,1","10,3",54,79,39,"1018,4","1020,1","1016,5",0,"10,2","1,8",312,"9,5",308
17/02/2022,"15,6","20,4","11,8",59,80,41,"1018,3","1020,5","1016,9",0,"14,7","1,8",316,9,322
18/02/2022,"14,5","19,3","10,7",72,96,45,"1013,5","1018,2","1009,8",0,15,"2,2",248,"8,9",252
19/02/2022,"12,4","14,2","10,4",70,95,51,"1017,1","1021,6","1013,5","0,1","1,9","1,4",330,6,315
20/02/2022,"12,2","17,2","8,2",54,70,32,"1022,5","1024,8","1021,1",0,"15,5",2,281,"7,3",314
21/02/2022,"14,2","20,9","9,7",56,78,33,"1018,8","1021,6","1014,4",0,"15,6","2,1",330,"9,8",316
22/02/2022,13,"17,5","10,2",55,73,28,"1022,6","1023,9","1021,5",0,"15,7","2,1",269,"10,4",311
23/02/2022,"13,4","17,9","10,5",67,80,39,"1021,6","1023,9","1019,1",0,"15,2",2,269,8,231
24/02/2022,"14,1","17,8","11,8",71,88,38,"1018,4","1020,6","1016,5",0,"13,5","1,6",205,"8,9",209
25/02/2022,13,"14,9","11,6",70,82,54,"1021,1","1022,7","1019,7",0,"6,7","1,4",216,"6,2",194
26/02/2022,"11,5","12,7","10,3",60,96,33,"1021,7","1023,2","1020,7","2,1","5,7","1,7",107,"7,5",73
27/02/2022,"11,9",15,"8,5",56,71,44,"1020,5","1022,5","1019,1",0,16,"1,4",178,"6,6",205
28/02/2022,"12,7","15,1","11,5",61,69,54,1023,"1025,1","1021,7",0,"12,2","1,9",227,"7,2",192
01/03/2022,"12,8","15,5","10,5",66,78,51,"1022,2","1023,9","1020,8",0,"16,6","1,7",88,"7,4",86
02/03/2022,"12,5","14,5","10,5",79,96,70,"1017,8","1021,9","1014,9","0,6","3,5","1,3",204,"6,5",231
03/03/2022,"13,6","17,5","10,7",66,82,43,"1012,1","1015,5","1009,4",0,"16,8","2,1",254,"8,7",231
04/03/2022,"13,4","16,8","10,6",66,81,47,"1010,6","1012,2","1009,3",0,"9,9","1,4",87,"6,8",214
05/03/2022,"13,5","16,8","11,5",48,65,38,"1011,8","1012,9","1010,8",0,"14,3","1,9",256,"8,1",215
06/03/2022,"10,9","12,4","9,5",72,98,49,"1012,4","1013,6","1011,2","8,3","4,8","1,2",89,"4,6",50
07/03/2022,"11,6","13,4","10,5",62,70,51,"1013,3","1014,7","1012,3",0,"10,1","1,7",103,7,75
08/03/2022,"11,1","12,4","9,5",73,92,61,"1014,8","1017,2","1013,3","1,8",5,1,236,"4,6",223
09/03/2022,"11,8","14,7","10,1",78,99,62,"1018,9","1020,6","1016,9","4,8","11,3","1,3",79,"5,6",167
10/03/2022,"12,8","15,5","10,7",78,92,64,"1018,4","1020,1","1015,7","0,3","9,3","1,6",207,"8,2",216
11/03/2022,"12,8","14,9","11,7",80,100,63,"1013,6",1016,"1011,2","2,6","7,1","1,4",127,"5,7",153
12/03/2022,"12,4","13,5","11,1",92,100,75,"1009,1","1011,4","1007,5","45,2","4,1","1,8",43,"8,5",352
13/03/2022,13,"17,5","10,5",78,93,47,"1011,4","1017,1","1008,5","0,9","10,5","1,5",59,"10,3",71
14/03/2022,"13,5","14,6","11,7",76,86,53,"1017,5",1020,"1015,7","0,2","3,9",5,73,"14,7",68
15/03/2022,"14,3",15,"13,5",86,97,81,"1020,2","1022,4","1018,4",0,"5,1","5,1",72,"13,6",79
16/03/2022,"14,3","15,6","13,6",77,93,56,"1015,6","1019,3","1012,6",0,"5,1","4,7",74,"12,4",61
17/03/2022,"14,7","16,5","13,5",68,80,51,"1016,6","1019,2","1014,1",0,"6,3","4,1",75,"12,5",100
18/03/2022,15,"16,5","13,8",55,68,44,"1020,9","1023,3","1018,3",0,"5,9",4,66,"11,7",83
19/03/2022,"12,8",14,"11,6",67,84,54,"1022,8","1023,7","1021,8","1,6","2,7","3,2",61,"11,7",71
20/03/2022,"13,1","14,8","11,8",83,100,64,"1022,9","1024,6","1021,6","0,4","10,6","2,8",72,8,90
21/03/2022,"13,3","15,7","11,8",76,97,60,"1024,6","1025,8","1023,1",0,"13,2","3,9",88,"11,6",85
22/03/2022,"12,3","14,8","9,8",64,100,46,"1025,3","1026,6",1024,"5,2","15,8","3,7",76,"10,2",78
23/03/2022,"11,7",14,"9,8",65,85,53,"1023,6","1025,3","1022,1","1,3","9,3","3,1",63,"10,2",73
24/03/2022,"12,5","13,9","10,6",60,73,43,"1021,7","1023,1","1020,6",0,"5,6","2,6",64,"8,8",86
25/03/2022,"13,5","15,9",12,61,85,37,"1018,6","1020,9","1016,7",0,"15,8","3,6",75,"11,8",77
26/03/2022,"13,4","14,6","12,6",59,72,48,"1017,4","1019,2","1016,3",1,"3,6",3,63,"10,2",66
27/03/2022,"15,4","19,5","12,5",53,68,31,"1020,4","1023,1","1018,2",0,"17,6","2,5",62,"8,5",85
28/03/2022,"15,1","18,4","12,3",51,88,30,"1018,8","1022,7",1014,0,17,"1,1",91,4,140
29/03/2022,"14,4","15,7","13,2",64,95,46,"1006,8","1014,1","1000,6",0,"8,1","2,6",68,"10,1",76
30/03/2022,"12,9","15,7","10,8",76,100,49,"998,3","1000,9","996,6","11,6","9,8","1,9",88,"8,2",34
31/03/2022,"12,7","15,2","10,7",80,100,61,"996,2","998,3","994,5","8,7","14,6","2,2",273,"6,8",72
01/04/2022,"11,7",16,"7,2",29,79,7,"1001,7","1007,1","996,5",0,"24,3","4,5",320,"15,1",338
02/04/2022,"9,8","17,5",5,40,56,13,"1007,6","1011,6","1004,6",0,"22,4","4,3",328,"14,9",321
03/04/2022,"7,9","9,2","6,7",51,72,28,"1013,3","1016,1","1010,9",1,8,"2,1",344,"7,9",309
04/04/2022,"9,4","12,9","5,4",51,69,34,"1014,4",1016,"1012,4",0,"20,2",2,61,"9,1",98
05/04/2022,"11,9","14,8","8,9",46,57,30,"1011,3","1013,9",1009,0,"21,4","1,6",116,"5,3",117
06/04/2022,14,"17,7",11,48,75,31,1008,"1010,7","1006,5",0,"20,1","1,6",216,"7,8",221
07/04/2022,"16,6",25,"10,1",49,76,19,"1010,3","1012,3","1008,4",0,"24,2","2,3",239,12,230
08/04/2022,"19,8","25,6","14,5",39,74,18,1008,"1011,2","1005,1",0,"20,5","3,1",287,"12,9",302
09/04/2022,"15,4","19,5","13,6",61,75,39,"1011,6","1017,1","1006,4",0,"19,1","2,8",132,"12,8",314
10/04/2022,"14,7","17,2","12,9",62,77,46,"1015,7",1018,"1013,5",0,"19,6",2,229,9,241
11/04/2022,"14,3","16,6","12,1",74,82,60,1012,"1013,6","1010,2",0,21,"3,1",94,"11,8",70
12/04/2022,"14,4","15,6","13,8",80,100,69,"1008,5","1010,8","1007,1",0,"5,9","4,6",78,"11,6",43
13/04/2022,"13,9",15,"13,3",92,100,59,"1009,6","1012,7",1007,8,"1,9","3,8",79,"11,8",77
14/04/2022,"17,1","21,7","13,2",51,76,29,1013,"1016,1","1011,1",0,"23,1","2,6",73,"12,1",79
15/04/2022,"20,1","24,8","14,6",45,64,30,"1015,6","1016,6","1014,6",0,23,"1,1",223,"5,6",131
16/04/2022,"20,4","26,7","16,6",55,72,30,"1013,1",1016,"1010,7",0,"24,8","1,7",189,"9,8",223
17/04/2022,"17,2",21,"15,1",62,74,44,"1013,4","1014,6","1012,1",0,"25,2","1,7",96,"8,9",85
18/04/2022,"15,8","17,9","13,8",72,90,49,"1011,8","1013,5","1010,2",0,"22,8","1,5",134,"5,6",138
19/04/2022,"15,7","19,3","13,4",68,96,44,"1007,6","1010,3","1003,7","0,3","8,3","1,2",96,"5,1",80
20/04/2022,"15,1","16,4","14,1",72,100,57,"1000,6","1003,9","998,8","1,8","5,4","4,4",73,"13,6",90
21/04/2022,"13,2","14,9","11,1",82,99,70,"999,7","1001,2","998,2","17,1","3,1","2,1",329,10,69
22/04/2022,"16,1","20,6","12,5",60,91,36,"997,5","999,2","995,7",0,"21,1","2,6",252,10,245
23/04/2022,"14,2","17,4","9,6",74,100,48,"995,6","1000,1","992,6","11,8","12,8","3,2",241,15,227
24/04/2022,"16,7","23,9","12,3",54,73,33,1004,"1009,3","999,6",0,26,3,288,"12,6",270
25/04/2022,"16,6","20,9","13,1",62,80,44,"1009,5",1011,"1008,4",0,"26,7","1,9",85,"6,9",245
26/04/2022,"17,8","22,7","12,8",55,96,32,"1010,9","1012,1","1009,5",0,"26,6","1,7",220,"7,7",211
27/04/2022,"17,8","21,1","14,9",52,68,36,1013,"1015,2","1010,9",0,"17,1","1,2",160,"5,8",235
28/04/2022,"17,9","20,5","15,8",55,70,45,"1016,8","1020,2","1014,3",0,"22,3","1,8",95,"9,7",88
29/04/2022,"19,7","24,9","15,9",52,61,36,"1019,2","1020,7","1017,9",0,"25,1","1,4",178,7,164
30/04/2022,"19,1","22,6","16,5",59,68,43,"1016,8","1018,6","1015,5","0,1","21,8","1,4",164,"7,7",210
01/05/2022,"18,4","21,2","16,6",61,72,48,1014,1016,"1012,3",0,"25,8","1,7",157,"6,9",183
02/05/2022,"17,9","20,3","16,3",58,70,43,"1010,4","1012,3",1009,"0,3","16,7","1,8",84,"5,7",73
03/05/2022,"16,4","19,5","14,9",74,87,53,"1010,9","1013,3","1008,9","1,3","15,4","2,2",77,"8,2",93
04/05/2022,"16,7","19,4","14,5",70,79,55,"1013,5","1015,2","1012,2",0,"12,1","1,7",64,"6,8",106
05/05/2022,"17,8","23,3","14,6",63,83,39,"1014,9","1017,1","1013,3","2,9","19,9","1,8",254,"7,5",338
06/05/2022,"18,5","22,4",15,51,72,30,"1015,2","1016,8","1013,8",0,29,"1,8",203,"7,5",171
07/05/2022,"19,1","24,1","15,8",53,79,32,"1015,2","1016,3","1014,2",0,"26,2","1,8",203,"7,8",297
08/05/2022,"19,7","24,1","16,1",51,72,34,"1015,7","1018,1","1014,3",0,"25,8","1,3",162,"6,6",83
09/05/2022,"19,8","23,1","16,9",55,73,37,"1018,6","1020,1","1016,9",0,"26,1","1,4",132,5,132
10/05/2022,"20,7","24,6","16,5",49,73,32,"1018,5","1019,7","1017,2",0,"27,6","2,3",231,"9,6",212
11/05/2022,"20,1","24,3","16,7",59,81,38,"1017,4","1018,7","1016,6",0,"28,9","2,8",242,"10,5",258
12/05/2022,"19,9",24,"16,8",60,80,31,"1018,2","1019,5","1017,3",0,"28,3","1,5",180,"6,7",132
13/05/2022,"19,1","21,5","16,2",64,81,47,"1017,6","1018,9","1016,7",0,"28,2","1,6",107,"6,9",85
14/05/2022,"21,9","25,9","17,6",50,81,30,"1015,1","1016,8","1013,6",0,"26,9","1,5",198,"5,8",206
15/05/2022,"22,6","27,6","19,2",48,72,31,"1013,2","1014,6","1012,3",0,"26,6","1,4",199,"6,6",215
16/05/2022,"21,7","27,2","19,2",59,90,26,"1015,1","1016,8","1013,1",0,"27,3","1,6",138,"6,1",141
17/05/2022,21,"24,1","18,6",79,98,58,"1014,8",1016,"1013,2",0,"28,4","1,6",144,"5,3",108
18/05/2022,"23,6","27,8","19,9",73,99,45,"1015,1","1016,4","1014,1",0,"28,1","1,3",146,"5,2",166
19/05/2022,22,24,"20,3",79,100,53,"1018,9","1020,8","1016,2",0,"27,2",2,90,"6,4",131
20/05/2022,"23,3","26,2","20,7",61,89,45,"1020,4",1022,1019,0,28,"1,4",114,"5,2",105
21/05/2022,"25,3","31,4",20,51,95,16,"1015,8","1019,2","1011,9",0,"27,3","2,2",204,10,222
22/05/2022,26,"33,4","20,7",42,73,13,"1007,8","1011,9","1004,4",0,"28,9","2,3",247,"10,8",251
23/05/2022,"22,5","24,5","20,8",66,75,51,"1004,3","1006,3","1002,3",0,"27,3",2,153,"7,8",73
24/05/2022,"19,4",22,"15,2",76,100,56,"1006,7","1009,2","1005,4","11,8","7,7","2,3",128,"7,8",89
25/05/2022,"18,6","22,3","14,5",61,96,38,"1012,4","1016,3","1008,6","4,2","9,8","1,9",301,"9,1",326
26/05/2022,"22,5","25,8","18,6",40,56,25,"1016,5","1017,9","1015,5",0,"29,9",2,251,"6,6",167
27/05/2022,"23,6","27,4","20,2",49,59,39,1014,"1015,7","1012,2",0,"23,3","1,5",217,"6,3",222
28/05/2022,24,30,"20,5",56,85,28,1008,"1012,5","1004,9",0,"29,8","1,8",81,"7,1",174
29/05/2022,"21,1","24,7","19,6",65,97,47,"1003,9",1005,"1002,5",0,"29,8",2,111,7,104
30/05/2022,21,"23,3","19,6",51,65,37,"1004,6","1008,6","1001,4",0,"28,2",2,79,"6,6",88
31/05/2022,"21,4","24,5","19,5",59,88,35,"1009,9","1012,4","1007,2",0,"30,1","1,8",109,"6,2",129
01/06/2022,"22,6","26,1","18,9",73,100,50,"1010,8","1012,4","1009,3",0,"29,9","1,9",208,"6,4",168
02/06/2022,"21,4","23,8","19,3",75,100,59,1010,1012,"1008,3",0,"24,8","2,5",93,"7,5",83
03/06/2022,"21,8","27,6","19,2",82,100,40,"1009,7","1011,2","1007,8",0,"25,6",2,118,"6,7",129
04/06/2022,"22,6","26,5","20,2",79,99,46,"1010,4","1011,9","1009,1",0,"28,4","1,8",139,"6,6",142
05/06/2022,"23,6","26,8","21,1",70,98,50,"1013,8","1016,9","1010,8",0,"29,7",2,150,"7,2",203
06/06/2022,"24,6","27,9","21,3",62,88,43,"1014,6","1016,6",1012,0,"29,3","2,1",212,"9,1",261
07/06/2022,"24,1","27,4","21,9",64,74,49,"1013,4","1014,7","1011,6",0,"28,5","2,1",141,"8,8",208
08/06/2022,"23,3","26,7","21,8",67,81,55,1010,"1012,5",1008,0,"18,7","1,9",173,"7,9",94
09/06/2022,"22,5","24,5","21,2",66,73,49,"1013,5","1016,3","1011,4",0,29,"2,4",189,"7,3",133
10/06/2022,"23,8","27,2","20,2",68,79,55,"1015,5","1016,9",1014,0,"30,1","2,3",239,"8,2",200
11/06/2022,"25,5","29,1",22,58,75,36,"1016,6","1018,3","1015,5",0,"30,2","1,7",171,"7,1",155
12/06/2022,"27,5","31,5","23,3",46,61,32,"1015,9","1017,4",1013,0,28,"1,7",195,"7,6",250
13/06/2022,"28,1","32,7","23,1",41,73,25,"1013,9",1016,"1012,3",0,"29,1","1,8",219,"7,4",251
14/06/2022,"26,3",28,"24,1",43,63,27,"1012,3","1013,6","1011,1",0,"21,6","1,8",165,"7,7",291
15/06/2022,27,"31,7","24,6",51,75,26,"1012,9","1014,8","1009,8",0,"24,3","1,9",160,8,258
16/06/2022,"28,3",34,"24,1",53,71,22,"1014,2","1015,1","1013,6",0,29,"1,5",192,"6,4",279
17/06/2022,"30,5","33,1","27,1",31,39,21,"1014,6","1015,9","1013,5",0,"27,7","1,4",187,6,181
18/06/2022,"26,5","29,6","23,4",63,95,32,"1012,6","1014,3",1010,0,28,"2,5",83,"6,9",87
19/06/2022,"25,5","27,5","23,4",76,93,66,"1008,2","1010,4","1006,6",0,27,"3,2",78,"8,4",83
20/06/2022,"25,6","28,4","23,6",71,81,58,"1007,6","1009,2","1006,4",0,"24,9","1,9",123,"6,6",155
21/06/2022,"26,1","30,5","21,5",69,97,42,"1006,9","1010,5","1005,3","4,5",14,2,218,"14,4",321
22/06/2022,"24,5","28,5","21,8",74,91,58,"1006,4","1008,2","1004,2","0,9","22,1","2,1",155,"7,7",222
23/06/2022,"25,5","28,9","23,2",65,91,45,"1007,7","1008,8","1006,2",0,"28,5","2,6",218,"9,2",233
24/06/2022,"25,6","30,9","22,4",57,81,26,"1008,8",1011,"1007,6",0,"30,3","2,7",80,"9,5",100
25/06/2022,"24,4","27,3","21,6",74,98,57,"1008,1","1010,2",1006,0,"30,3",2,107,"6,4",171
26/06/2022,"24,3","26,4",23,79,98,66,"1006,9","1008,5","1005,4",0,"27,8","2,4",96,9,110
27/06/2022,"24,9",28,"22,8",65,95,42,"1010,8",1014,"1007,7",0,"21,6","2,4",129,"9,8",6
28/06/2022,"25,3","28,7","21,5",52,73,40,1012,"1013,6","1009,4",0,"29,6","2,5",247,"10,4",223
29/06/2022,"25,1","29,1","22,1",66,79,51,"1010,2","1012,9","1007,5",0,"29,9","2,2",210,9,206
30/06/2022,"25,4","29,3","22,8",61,83,40,"1008,8","1012,3","1007,3",0,"27,6","2,5",203,"9,5",69
01/07/2022,"23,4","25,3","22,3",57,70,44,"1014,1","1016,8","1011,3",0,26,2,134,"7,4",128
02/07/2022,"24,2","26,6","21,6",58,67,35,"1015,4","1016,5","1014,3",0,"27,3","1,7",141,"6,1",76
03/07/2022,"25,6",29,"22,9",57,78,28,"1013,8","1015,4","1010,1",0,"26,3","1,6",123,"6,8",64
04/07/2022,"26,8","31,5","24,2",50,75,19,"1012,8","1014,2","1011,6",0,"28,8","1,7",100,"6,4",98
05/07/2022,27,"30,6","24,1",54,79,40,"1014,9","1018,9","1013,1",1,"26,6","1,7",141,10,24
06/07/2022,"26,3","29,8","23,2",56,71,44,"1015,7","1018,2","1014,1","1,2","12,2","2,1",307,"11,2",303
07/07/2022,"26,6","30,4","22,8",51,63,38,"1016,5","1017,4","1015,4",0,"29,2","2,3",253,"7,7",237
08/07/2022,"26,3","28,7","23,5",52,70,41,"1017,7","1018,9","1016,3",0,"29,7","2,2",184,"8,4",220
09/07/2022,"26,4","28,6","23,9",56,68,39,"1017,2","1018,8","1015,4",0,"29,6","1,8",176,"7,8",181
10/07/2022,"27,5","31,2","24,3",51,64,32,"1013,6","1015,6","1012,2",0,"29,7","1,9",183,"8,5",206
11/07/2022,"26,7","28,9",25,55,77,38,"1012,6","1014,3","1010,8",0,"29,7","1,9",146,"6,4",136
12/07/2022,"26,6","28,2","24,8",63,79,41,"1015,3","1016,6","1013,4",0,"28,9",2,130,"5,9",82
13/07/2022,"27,9","31,1","26,2",57,84,31,"1016,3","1017,3","1014,9",0,"29,2","2,1",170,"7,1",122
14/07/2022,"28,5","32,7",25,53,76,34,"1015,2",1017,"1013,1",0,"28,7","1,9",216,"6,7",194
15/07/2022,"30,8",35,"25,8",37,50,27,1012,"1013,2","1011,1",0,"28,8","1,6",212,"6,9",222
16/07/2022,"29,4","31,5","27,4",42,53,29,"1012,7","1013,6","1011,3",0,"28,4","1,4",146,"5,9",99
17/07/2022,"28,2","30,6",26,49,73,32,"1014,4","1015,5","1012,5",0,"28,3","1,6",117,"6,4",118
18/07/2022,"26,3","28,6","24,8",75,91,61,"1014,6","1015,8","1013,2",0,"28,1","1,9",102,"5,7",143
19/07/2022,"27,1","29,8","24,3",74,91,48,1013,"1013,9","1011,4",0,"28,3","1,6",145,"6,7",168
20/07/2022,"27,6","29,6","26,1",65,77,45,"1014,8","1016,5","1012,3",0,"27,4","2,1",85,"7,5",102
21/07/2022,"28,6","32,1","25,8",57,70,45,"1014,8","1016,4","1013,1",0,"27,8","2,2",236,"9,7",222
22/07/2022,"29,1","33,4","25,3",59,76,41,"1012,4","1013,9","1010,9",0,"27,9","2,4",240,10,204
23/07/2022,"27,3","29,3","25,7",77,92,65,"1014,3","1015,5","1013,1",0,"21,4","2,2",132,"7,4",151
24/07/2022,"28,9","32,7","25,8",69,97,43,"1012,7","1014,6","1010,5",0,"28,3","2,2",222,"8,8",258
25/07/2022,"27,7","29,5","26,4",66,82,49,"1011,6","1012,8","1010,5",0,"18,8","2,4",122,8,76
26/07/2022,"27,3","29,4","25,8",65,80,42,1011,"1012,3","1009,3",0,"24,2","2,8",219,"9,4",187
27/07/2022,"26,3","28,8","23,4",72,100,57,"1009,7","1011,4","1007,4","2,9","13,4","2,2",201,"7,7",159
28/07/2022,"27,4","31,2","24,1",69,100,51,"1009,3","1010,9","1008,1","2,6","19,3","1,9",190,"7,7",233
29/07/2022,"26,7","29,4","25,1",68,75,55,"1011,8","1014,7","1009,4","0,3","16,8","2,2",79,"10,2",93
30/07/2022,"27,4","31,4","24,5",56,74,38,"1014,7","1016,5","1013,7",0,"23,8","2,1",197,"8,4",228
31/07/2022,"28,9","32,6","25,7",53,68,36,"1013,7","1015,9","1012,3",0,"27,2","2,1",211,"7,9",205
01/08/2022,"30,3","34,3","26,6",46,61,29,"1012,3","1013,3","1011,1",0,"27,4","2,1",215,"8,2",202
02/08/2022,"30,6","34,2","28,3",48,59,32,"1011,4","1012,3","1010,1",0,"27,3","2,3",233,"8,5",197
03/08/2022,"30,2","33,2","27,3",48,59,37,"1010,1","1011,5","1009,3",0,"27,5","2,3",247,"7,9",238
04/08/2022,"29,7","33,3","27,1",56,81,38,"1010,6","1011,5","1009,8",0,"27,2","2,2",224,"8,4",186
05/08/2022,"27,8",32,"20,2",62,100,43,"1011,6","1014,1","1010,5","10,7","22,2","2,1",187,13,46
06/08/2022,"29,3","33,2",25,50,72,34,"1012,2","1013,5",1011,0,"25,7","1,9",206,"8,6",227
07/08/2022,"28,9","31,9","26,8",49,65,38,"1011,3","1012,8","1009,6",0,"23,1","1,8",84,"7,7",318
08/08/2022,"28,4","31,4","25,6",51,67,37,"1012,2","1013,2","1010,5",0,"26,7","1,7",134,"6,9",103
09/08/2022,"28,7","31,5","26,6",59,77,39,"1013,5","1014,7","1012,4",0,"26,5","1,9",139,"6,5",79
10/08/2022,"29,9","33,5",26,49,63,30,"1012,1","1013,4","1010,6",0,"26,5","2,2",235,"9,2",260
11/08/2022,"29,5","32,7","26,2",53,66,34,"1011,5","1012,3","1010,5",0,26,"1,9",217,"6,8",202
12/08/2022,30,"33,6","26,9",60,72,45,"1008,6","1011,3","1006,6",0,"25,6","2,9",252,"10,5",264
13/08/2022,"29,1","32,2","27,2",68,87,41,1007,"1008,3","1005,6",0,"20,6","1,9",131,7,76
14/08/2022,"29,7","35,5","26,5",53,78,24,"1004,2","1006,6","1002,4",0,"21,1","2,8",159,"12,5",319
15/08/2022,"27,4","29,6","25,8",58,66,43,"1004,4",1006,"1003,5",0,"25,6","2,3",96,"8,7",92
16/08/2022,"27,3",30,"25,1",68,83,53,"1004,3","1005,8","1002,8",0,17,"1,6",123,"6,2",103
17/08/2022,"26,1","29,8","20,9",65,97,46,"1004,6","1008,8","1003,1","4,1","16,7","2,2",59,"9,4",251
18/08/2022,"22,7",27,"20,4",62,89,40,"1009,3","1012,7","1005,9","5,6","15,8","2,1",316,"8,7",315
19/08/2022,"24,6",29,"20,4",54,69,33,"1013,8","1015,7",1012,0,"26,3","1,8",104,6,359
20/08/2022,"26,9",31,"23,4",59,69,38,"1013,6","1015,3","1011,5",0,"25,9","2,3",260,"9,6",212
21/08/2022,"26,4","30,5","21,6",70,88,58,"1010,9","1012,9","1008,4","5,4","19,4","1,7",143,"12,1",24
22/08/2022,"26,3","28,8","24,6",68,82,54,"1009,6","1010,4","1008,8",0,"21,3","1,7",118,"6,7",163
23/08/2022,"27,3","30,4","24,3",65,76,50,"1010,2","1011,5","1008,8",0,"25,1",2,205,"8,8",217
24/08/2022,"28,1","31,9","25,6",65,77,46,"1010,6","1012,6","1009,4",0,"23,7","2,1",213,"7,6",225
25/08/2022,"27,4","29,4","24,8",62,80,45,"1010,7","1012,5","1008,4","0,4","21,6","2,5",1,"9,2",347
26/08/2022,"27,9","32,6",24,52,64,34,"1009,6","1011,2","1007,6",0,"21,5","1,9",246,"8,1",253
27/08/2022,"27,7","30,4","25,8",63,71,51,"1008,1","1009,4","1007,1",0,20,"2,1",231,"8,3",203
28/08/2022,"27,8","31,5","24,5",63,72,48,"1009,8","1011,9","1008,6",0,"21,7","2,5",269,"10,3",229
29/08/2022,28,"31,1","24,8",61,76,41,"1012,1","1013,9",1011,0,19,"2,1",273,"9,9",227
30/08/2022,"28,5","32,1","25,6",64,80,55,1012,"1013,8","1009,6",0,"21,9","2,1",250,"10,6",244
31/08/2022,25,"30,9",18,76,100,43,"1011,6","1014,3","1010,5","32,7","9,8","1,8",74,"15,6",343
01/09/2022,26,"29,6","21,5",60,72,37,"1010,2","1011,6","1008,7",0,"23,5","1,4",180,"6,1",197
02/09/2022,"26,4","29,4","24,1",66,83,50,"1007,6","1009,3","1005,8",0,"16,9","1,7",75,"9,3",78
03/09/2022,"25,6","28,3","23,3",70,83,55,"1008,7","1010,3","1007,4",0,"17,3","2,4",67,"8,3",114
04/09/2022,"26,3","28,8","23,8",75,82,59,"1012,7",1015,"1010,2",0,"20,5","1,9",79,"6,3",115
05/09/2022,27,"29,4",25,77,95,61,"1014,1","1015,7","1012,7",0,"16,1","1,8",80,"6,5",61
06/09/2022,"27,8","31,7","25,1",69,84,52,"1011,5","1013,3","1009,7",0,"22,3","1,9",213,"9,2",248
07/09/2022,"26,7","29,8",24,70,80,57,"1009,3","1011,4","1007,6",0,"18,7",2,155,"7,7",77
08/09/2022,"26,4","29,2",25,52,70,33,"1010,5","1012,4","1008,1",0,"14,5","2,1",172,7,228
09/09/2022,"25,4","27,8","23,6",59,68,45,"1013,1","1015,9","1011,1",0,"15,6","2,5",72,"8,3",85
10/09/2022,"25,7","28,6","22,7",62,74,54,"1014,7","1016,6",1013,0,"19,4","1,7",211,"8,2",172
11/09/2022,"26,4","28,2","25,4",73,84,66,"1012,2","1013,8","1010,3",0,14,"1,6",99,"6,4",72
12/09/2022,"27,3","30,1","24,9",72,79,61,"1009,1",1011,"1007,4",0,"18,9","1,7",187,"6,8",166
13/09/2022,"27,9",32,"25,7",58,91,33,"1007,1","1008,6",1005,"0,1","9,5",2,14,"11,1",304
14/09/2022,"25,6","27,5",22,61,75,47,"1005,4","1007,1","1003,3","0,6","6,4","2,4",301,"16,8",319
15/09/2022,"26,2",29,"22,8",63,75,52,"1007,4","1009,1","1005,7",0,"21,3","1,8",125,"6,5",176
16/09/2022,"24,7","27,4","21,3",70,100,55,1008,"1009,8","1006,1","5,2","11,2","1,9",142,"7,7",87
17/09/2022,"23,1","26,1","21,2",57,86,38,"1010,2","1012,9","1007,7",0,"15,2",2,134,"7,2",172
18/09/2022,"22,4","24,8","20,1",51,67,35,"1012,9","1014,1","1011,8",0,"20,2","1,8",129,7,201
19/09/2022,"23,1",26,"20,4",64,75,51,"1012,2","1013,1","1011,1",0,"19,9","1,4",119,"5,9",69
20/09/2022,"22,9",25,"21,5",63,73,53,"1013,8","1015,1","1012,7",0,"17,5","1,6",98,6,142
21/09/2022,"22,5","24,8","20,8",59,77,48,"1014,2","1015,1","1012,8",0,"19,2","2,1",70,7,77
22/09/2022,"22,5","25,1","20,6",56,66,45,"1014,8","1015,9","1013,6",0,"19,1","2,4",68,"7,8",89
23/09/2022,"22,8","26,1","17,1",66,100,51,"1013,3","1015,5","1009,5","8,7",15,2,201,"12,6",310
24/09/2022,"20,4","22,7","16,8",74,100,57,1009,"1010,8","1007,5","4,4","9,5","2,5",65,"7,9",76
25/09/2022,"20,3","23,2","17,5",56,72,45,"1009,2","1010,2","1008,3",0,"17,5","1,9",53,"6,3",154
26/09/2022,"21,3","25,6","17,2",45,65,28,"1007,9","1009,7","1006,2",0,"19,3","2,3",293,"10,9",300
27/09/2022,"20,5","24,9","16,7",49,67,35,"1006,8","1008,5","1005,2",0,"15,6","2,1",317,10,309
28/09/2022,"21,4","26,4","17,3",48,70,32,"1003,5","1007,7","1000,3",0,"12,8","2,8",299,"9,9",317
29/09/2022,"19,9",25,"17,1",57,76,33,"999,7","1001,9","997,7",0,"15,2","2,6",20,"11,7",337
