Case_number,Type_of_vehicle,License type,Age license
2021S006173    ,Motorcycle,A1,8
2022S002081    ,Ciclomotor,B,8
2022S006218    ,Ambulance,B,8
2022S005375    ,Tourism,B,8
2021S004823    ,Van,B,8
2022S005310    ,Bus,D,8
2021S001663    ,Motorcycle,B,8
2022S001311    ,Motorcycle,B,8
2022S007981    ,Tourism,B,8
2022S003871    ,Tourism,B,8
2021S007634    ,Tourism,B,8
2021S003432    ,Motorcycle,B,8
2022S003663    ,Motorcycle,B,8
2022S001023    ,Tourism,B,8
2022S004165    ,Veh. motor personal mobility,B,8
2022S005662    ,Articulated bus,D,8
2022S004069    ,Taxi,B,8
2021S003742    ,Tourism,B,8
2022S006555    ,Tourism,B,8
2021S004424    ,Motorcycle,A,8
2021S003025    ,Tourism,B,8
2021S007354    ,Motorcycle,B,8
2022S003233    ,Motorcycle,B,8
2021S001643    ,Tourism,B,8
2022S001763    ,Motorcycle,B,8
2021S004949    ,Motorcycle,A,8
2022S000896    ,Motorcycle,A,8
2022S006053    ,Motorcycle,A,8
2022S005152    ,Tourism,B,8
2021S007385    ,Motorcycle,B,8
2021S001049    ,Motorcycle,B,8
2022S006100    ,Rigid truck <= 3.5 tonnes,B,8
2021S003421    ,Motorcycle,A,8
2021S004608    ,Tourism,B,8
2022S002839    ,Motorcycle,B,8
2021S001788    ,Tourism,B,8
2022S004346    ,Veh. motor personal mobility,B,8
2022S006146    ,Motorcycle,B,8
2021S000845    ,Tourism,B,8
2021S005170    ,Tourism,B,8
2022S000894    ,Tourism,B,8
2022S002503    ,Motorcycle,B,8
2022S003445    ,Taxi,B,8
2021S003569    ,Motorcycle,B,8
2022S007848    ,Tourism,B,8
2022S003699    ,Motorcycle,B,8
2022S001409    ,Tourism,B,8
2021S002890    ,Motorcycle,A2,8
2021S006570    ,Tourism,B,8
2022S005858    ,Motorcycle,B,8
2021S006344    ,Tourism,B,8
2022S003815    ,Tourism,B,8
2021S003062    ,Tourism,B,8
2021S006485    ,Tourism,B,8
2021S003311    ,Tourism,B,8
2021S000627    ,Ciclomotor,B,8
2021S006344    ,Tourism,B,8
2022S001897    ,Motorcycle,A2,8
2021S007108    ,Tourism,B,8
2022S003439    ,Van,B,8
2022S001956    ,Motorcycle,A,8
2021S007270    ,Motorcycle,B,8
2021S005102    ,Taxi,B,8
2022S005552    ,Motorcycle,B,8
2022S001386    ,Tourism,B,8
2021S000920    ,Motorcycle,B,8
2022S003256    ,Tourism,B,8
2022S007970    ,Tourism,B,8
2021S001677    ,Tourism,B,8
2022S001251    ,Bus,D,8
2022S006018    ,Motorcycle,A,8
2021S000168    ,Motorcycle,B,8
2022S001437    ,Tourism,B,8
2021S005803    ,Tourism,B,8
2021S004544    ,Tourism,B,8
2022S004911    ,Tourism,B,8
2021S000274    ,Motorcycle,B,8
2021S001750    ,Motorcycle,B,8
2022S000283    ,Motorcycle,B,8
2022S006279    ,Bus,D,8
2022S002269    ,Tourism,B,8
2022S007578    ,Tourism,B,8
2022S004631    ,Motorcycle,B,8
2022S003648    ,Motorcycle,A2,8
2021S002307    ,Motorcycle,A2,8
2021S004393    ,Motorcycle,B,8
2021S000158    ,Motorcycle,B,8
2022S007085    ,Ciclomotor,B,8
2021S001601    ,Tourism,B,8
2022S004557    ,Bicycle,B,8
2022S000747    ,Motorcycle,B,8
2021S005896    ,Motorcycle,A,8
2022S002013    ,Tourism,B,8
2022S000056    ,Rigid truck > 3.5 tonnes,C,8
2022S006948    ,Tourism,B,8
2021S005438    ,Motorcycle,B,8
2021S001893    ,Tourism,B,8
2022S003427    ,Tourism,B,8
2022S003487    ,Van,B,8
2021S002097    ,Motorcycle,B,8
2022S001520    ,Motorcycle,B,8
2021S007339    ,Tourism,B,8
2022S000330    ,Motorcycle,B,8
2022S006830    ,Motorcycle,B,8
2022S007737    ,Motorcycle,B,8
2021S005760    ,Taxi,B,8
2021S000703    ,Motorcycle,B,8
2022S006437    ,Van,B,8
2021S003246    ,Motorcycle,B,8
2021S000893    ,Tourism,B,8
2021S006569    ,Tourism,B,8
2021S001877    ,Motorcycle,A2,8
2022S000995    ,Ciclomotor,B,8
2022S005406    ,Van,B,8
2021S000578    ,Motorcycle,B,8
2021S002798    ,Tourism,B,8
2021S003568    ,Tourism,B,8
2021S004777    ,Train or tram,D,8
2021S005092    ,Motorcycle,B,8
2022S004614    ,Tourism,B,8
2021S004725    ,Veh. motor personal mobility,B,8
2021S002954    ,Motorcycle,B,8
2021S003948    ,Motorcycle,B,8
2021S007001    ,Tourism,B,8
2021S006181    ,Motorcycle,B,8
2022S007320    ,Tourism,B,8
2021S007555    ,Tourism,B,8
2021S007555    ,Tourism,B,8
2022S002358    ,Motorcycle,B,8
2022S004137    ,Bus,D,8
2021S005997    ,Tourism,B,8
2022S004087    ,Motorcycle,B,8
2022S004118    ,Tourism,B,8
2021S000175    ,Van,B,8
2021S007456    ,Motorcycle,B,8
2022S005800    ,Tourism,B,8
2022S004810    ,Motorcycle,A,8
2022S002777    ,Tourism,B,8
2022S002799    ,Articulated bus,D,8
2021S000386    ,Motorcycle,B,8
2021S002027    ,Tourism,B,8
2022S001727    ,Motorcycle,B,8
2022S002658    ,Bus,D,8
2022S006048    ,Motorcycle,B,8
2022S001382    ,Bicycle,B,8
2021S003061    ,Tourism,B,8
2022S006088    ,Tourism,B,8
2022S006417    ,Tourism,B,8
2021S006630    ,Motorcycle,B,8
2021S001808    ,Taxi,B,8
2021S005736    ,Motorcycle,A,8
2022S007057    ,Bicycle,B,8
2021S007473    ,Motorcycle,B,8
2022S003330    ,Motorcycle,B,8
2021S001448    ,SUV,B,8
2022S006742    ,Bicycle,B,8
2022S002447    ,Motorcycle,B,8
2022S000012    ,Tourism,B,8
2022S005917    ,Motorcycle,B,8
2022S001051    ,Taxi,B,8
2021S003236    ,Motorcycle,B,8
2021S007608    ,Tourism,B,8
2021S003292    ,Motorcycle,B,8
2022S006016    ,Tourism,B,8
2021S004063    ,Motorcycle,B,8
2022S002317    ,Motorcycle,B,8
2021S005501    ,Motorcycle,A,8
2022S000358    ,Tourism,B,8
2021S001058    ,Taxi,B,8
2021S006425    ,Motorcycle,B,8
2021S005539    ,Tourism,B,8
2022S003499    ,Motorcycle,B,8
2022S005940    ,Motorcycle,B,8
2022S003152    ,Motorcycle,B,8
2021S006566    ,Bus,D,8
2021S001795    ,Motorcycle,B,8
2022S003501    ,Motorcycle,B,8
2021S005145    ,Motorcycle,B,8
2022S001465    ,Tourism,B,8
2022S000066    ,Tourism,B,8
2021S003640    ,Motorcycle,A,8
2021S002609    ,Tourism,B,8
2022S003628    ,Tourism,B,8
2021S003541    ,Ciclomotor,B,8
2022S007099    ,Motorcycle,B,8
2022S003571    ,Tourism,B,8
2021S006337    ,Tourism,B,8
2021S002539    ,Ciclomotor,AM,8
2021S007173    ,Motorcycle,B,8
2022S001475    ,Tourism,B,8
2022S002000    ,Articulated bus,D,8
2021S004123    ,Tourism,B,8
2021S005259    ,Motorcycle,B,8
2022S002440    ,Motorcycle,B,8
2022S000527    ,Tourism,B,8
2022S005509    ,Tourism,B,8
2022S001116    ,Tourism,B,8
2022S002263    ,Motorcycle,B,8
2021S001747    ,Rigid truck > 3.5 tonnes,E D,8
2021S006313    ,Tourism,B,8
2021S005781    ,Motorcycle,A2,8
2022S004090    ,Motorcycle,B,8
2022S000260    ,Motorcycle,B,8
2022S007617    ,Motorcycle,B,8
2021S001039    ,Tourism,B,8
2022S004739    ,Motorcycle,B,8
2022S001168    ,Motorcycle,B,8
2021S005286    ,Taxi,B,8
2022S006868    ,Taxi,A,8
2022S001130    ,Motorcycle,B,8
2022S003949    ,Motorcycle,B,8
2021S000225    ,Ciclomotor,B,8
2022S006987    ,Taxi,B,8
2021S002413    ,Tourism,B,8
2022S001432    ,Motorcycle,A1,8
2022S001134    ,Motorcycle,B,8
2022S007200    ,Tourism,B,8
2022S007772    ,Articulated bus,D,8
2021S005303    ,Tourism,B,8
2022S007382    ,Tourism,B,8
2022S006185    ,Motorcycle,B,8
2022S004851    ,Tourism,B,8
2021S001805    ,Van,B,8
2021S006805    ,Van,B,8
2021S001502    ,Motorcycle,A1,8
2022S003684    ,Motorcycle,B,8
2021S005698    ,Tourism,B,8
2022S005791    ,Motorcycle,B,8
2021S006234    ,Tourism,B,8
2021S002782    ,Motorcycle,B,8
2022S005385    ,Motorcycle,B,8
2022S006234    ,Motorcycle,B,8
2021S000772    ,Tourism,B,8
2022S001297    ,Tourism,B,8
2021S004531    ,Motorcycle,B,8
2021S005185    ,Taxi,B,8
2021S001823    ,Motorcycle,A,8
2022S001720    ,Motorcycle,B,8
2022S000265    ,Motorcycle,B,8
2022S006845    ,Van,B,8
2021S004369    ,Tourism,B,8
2021S003322    ,Motorcycle,B,8
2021S006650    ,Motorcycle,B,8
2021S006706    ,Motorcycle,A,8
2021S005748    ,Motorcycle,B,8
2021S001092    ,Motorcycle,B,8
2021S006416    ,Bicycle,B,8
2021S002832    ,Motorcycle,B,8
2021S005224    ,Tourism,B,8
2021S004803    ,Motorcycle,B,8
2021S004265    ,Ciclomotor,AM,8
2021S003019    ,Tourism,B,8
2021S006160    ,Motorcycle,A2,8
2022S000536    ,Tourism,B,8
2022S000441    ,Motorcycle,A,8
2022S000571    ,Tourism,B,8
2021S001689    ,Tourism,B,8
2021S004211    ,Tourism,B,8
2021S003461    ,Motorcycle,B,8
2021S003505    ,Motorcycle,A,8
2021S001972    ,Tourism,B,8
2021S000391    ,Tourism,B,8
2022S007769    ,Motorcycle,A,8
2022S005714    ,Articulated bus,D,8
2021S001934    ,Motorcycle,A,8
2021S000798    ,Tourism,B,8
2022S001346    ,Motorcycle,B,8
2021S002052    ,Motorcycle,A,8
2021S004502    ,Tourism,B,8
2022S007182    ,Motorcycle,B,8
2022S007842    ,Tourism,B,8
2022S006446    ,Motorcycle,B,8
2021S006873    ,Tourism,B,8
2021S003206    ,Van,B,8
2021S005855    ,Motorcycle,B,8
2021S004516    ,Tourism,B,8
2022S007297    ,Motorcycle,B,8
2022S005652    ,Bicycle,B,8
2021S000660    ,Motorcycle,B,8
2022S006082    ,Tourism,B,8
2021S002862    ,Motorcycle,B,8
2021S001702    ,Tourism,B,8
2021S000906    ,Tourism,B,8
2022S006311    ,Tourism,B,8
2022S002730    ,Motorcycle,B,8
2022S003221    ,Tourism,B,8
2022S004755    ,Motorcycle,A2,8
2022S002467    ,Bus,D,8
2022S001703    ,Motorcycle,B,8
2021S007359    ,Tourism,B,8
2022S000804    ,Tourism,B,8
2021S001864    ,Tourism,B,8
2022S004853    ,Taxi,B,8
2022S000868    ,Motorcycle,B,8
2022S007774    ,Motorcycle,A,8
2022S001164    ,Motorcycle,A,8
2022S005817    ,Motorcycle,B,8
2021S003490    ,Motorcycle,B,8
2021S003828    ,Van,B,8
2022S001572    ,Tourism,B,8
2021S001733    ,Motorcycle,B,8
2021S002620    ,Tourism,B,8
2021S007079    ,Tourism,B,8
2021S006005    ,Motorcycle,B,8
2022S002130    ,Motorcycle,B,8
2022S006809    ,Motorcycle,B,8
2021S003582    ,Rigid truck <= 3.5 tonnes,B,8
2022S005314    ,Rigid truck > 3.5 tonnes,C,8
2022S007810    ,Tourism,B,8
2022S002895    ,Tourism,B,8
2022S005948    ,Motorcycle,B,8
2021S002944    ,Tourism,B,8
2022S007418    ,Motorcycle,B,8
2022S004232    ,Rigid truck <= 3.5 tonnes,B,8
2021S006632    ,Motorcycle,B,8
2021S001269    ,Articulated bus,D,8
2022S007398    ,Motorcycle,B,8
2022S001867    ,Motorcycle,B,8
2022S004784    ,Motorcycle,A1,8
2022S004847    ,Veh. motor personal mobility,B,8
2022S005392    ,Tourism,B,8
2022S005499    ,Motorcycle,B,8
2022S005753    ,Motorcycle,A2,8
2022S002164    ,Van,B,8
2021S000668    ,Tourism,B,8
2022S005646    ,Tourism,B,8
2021S002407    ,Tourism,B,8
2021S003008    ,Ciclomotor,B,8
2021S003015    ,Tourism,B,8
2021S007089    ,Motorcycle,B,8
2021S005578    ,Tourism,B,8
2021S003913    ,Motorcycle,B,8
2022S002441    ,Tourism,B,8
2022S007844    ,Motorcycle,A2,8
2022S007437    ,Tourism,B,8
2021S007575    ,Van,B,8
2021S003284    ,Ciclomotor,B,8
2021S003284    ,Tourism,B,8
2022S000670    ,Motorcycle,B,8
2021S001784    ,Motorcycle,B,8
2021S006432    ,Tourism,B,8
2021S003253    ,Tourism,B,8
2021S001789    ,Tourism,B,8
2021S003537    ,Articulated bus,D,8
2022S002626    ,Tourism,B,8
2021S002815    ,Tourism,B,8
2022S000263    ,Motorcycle,B,8
2021S002446    ,Taxi,B,8
2021S003798    ,Tourism,B,8
2021S000558    ,Tourism,B,8
2021S003093    ,Motorcycle,B,8
2022S001482    ,Motorcycle,B,8
2021S006555    ,Van,B,8
2022S006436    ,Motorcycle,A1,8
2021S003558    ,Motorcycle,A,8
2022S000629    ,Tourism,B,8
2021S003705    ,Motorcycle,B,8
2022S006547    ,Motorcycle,B,8
2021S005934    ,Bicycle,B,8
2021S001579    ,Tourism,B,8
2021S002284    ,Tourism,B,8
2021S005589    ,Tourism,B,8
2021S002196    ,Ciclomotor,B,8
2021S006890    ,Motorcycle,A2,8
2021S001351    ,Tourism,B,8
2022S006093    ,Tourism,B,8
2021S005091    ,Motorcycle,B,8
2022S004473    ,Taxi,B,8
2022S005358    ,Motorcycle,B,8
2021S006454    ,Motorcycle,A2,8
2022S003184    ,Tourism,B,8
2022S005717    ,Van,B,8
2021S002023    ,Motorcycle,B,8
2021S004519    ,Taxi,B,8
2022S007094    ,Tourism,B,8
2021S004568    ,Motorcycle,B,8
2021S007556    ,Tourism,B,8
2022S004543    ,Van,B,8
2021S005675    ,Tourism,B,8
2022S003629    ,Motorcycle,B,8
2022S000149    ,Van,B,8
2022S004406    ,Tourism,B,8
2022S001104    ,Motorcycle,B,8
2021S006247    ,Articulated bus,D,8
2022S004646    ,Taxi,B,8
2021S001651    ,Tourism,B,8
2021S000543    ,Rigid truck > 3.5 tonnes,C,8
2022S001263    ,Motorcycle,B,8
2021S006065    ,Tourism,B,8
2022S005860    ,Motorcycle,B,8
2022S002537    ,Tourism,B,8
2022S003709    ,Motorcycle,B,8
2021S004430    ,Motorcycle,B,8
2021S001687    ,Tourism,B,8
2021S005140    ,Motorcycle,B,8
2022S003643    ,Motorcycle,B,8
2022S002236    ,Tourism,B,8
2021S000508    ,Tourism,B,8
2021S000574    ,Motorcycle,B,8
2021S003055    ,Tourism,B,8
2022S001691    ,Taxi,B,8
2021S000098    ,Ciclomotor,B,8
2022S000195    ,Ciclomotor,AM,8
2021S003058    ,Tourism,B,8
2022S007594    ,Tourism,B,8
2022S005860    ,Tourism,B,8
2022S005090    ,Van,B,8
2022S000883    ,Motorcycle,A2,8
2021S002372    ,Tourism,B,8
2022S001463    ,Tourism,B,8
2022S007316    ,Motorcycle,A2,8
2021S006232    ,Motorcycle,A1,8
2021S000061    ,Motorcycle,B,8
2022S007681    ,Motorcycle,A2,8
2021S001561    ,Tourism,B,8
2021S003567    ,Motorcycle,B,8
2021S001561    ,Ciclomotor,AM,8
2022S001338    ,Taxi,B,8
2021S004590    ,Van,B,8
2022S003794    ,Tourism,B,8
2022S002610    ,Tourism,B,8
2021S001918    ,Bus,D,8
2021S002416    ,Motorcycle,B,8
2021S000261    ,Tourism,B,8
2021S004425    ,Tourism,B,8
2021S001594    ,Motorcycle,B,8
2021S005924    ,Van,B,8
2021S001373    ,Motorcycle,B,8
2022S006133    ,Motorcycle,B,8
2021S000469    ,Taxi,B,8
2022S005591    ,Motorcycle,B,8
2021S005510    ,Motorcycle,B1,8
2021S004518    ,Tourism,B,8
2022S003557    ,Motorcycle,B,8
2022S001478    ,Ciclomotor,B,8
2022S004717    ,Rigid truck > 3.5 tonnes,C,8
2021S000159    ,Motorcycle,B,8
2021S003756    ,Tourism,B,8
2021S007275    ,Tourism,B,8
2022S007359    ,Tourism,B,8
2022S006808    ,Motorcycle,B,8
2022S007529    ,Articulated bus,D,8
2022S003417    ,Ciclomotor,B,8
2022S004921    ,Motorcycle,A,8
2021S003233    ,Van,B,8
2022S002412    ,Tourism,B,8
2021S003195    ,Van,B,8
2021S002039    ,Van,B,8
2022S001393    ,Motorcycle,A,8
2022S000311    ,Ciclomotor,B,8
2021S006875    ,Tourism,B,8
2021S000252    ,Motorcycle,B,8
2021S003293    ,Bus,D,8
2022S002352    ,Motorcycle,B,8
2021S003058    ,Motorcycle,B,8
2021S003016    ,Motorcycle,B,8
2021S006509    ,Tourism,B,8
2022S000513    ,Motorcycle,A2,8
2021S004349    ,Motorcycle,A1,8
2022S004807    ,Tourism,B,8
2021S004675    ,Taxi,B,8
2021S003344    ,Motorcycle,A1,8
2022S000540    ,Motorcycle,B,8
2021S000364    ,Tourism,B,8
2021S005881    ,Tourism,B,8
2021S007547    ,Tourism,B,8
2021S003091    ,Tourism,B,8
2021S003091    ,Motorcycle,B,8
2021S006418    ,Motorcycle,A,8
2021S007507    ,Motorcycle,B,8
2021S003911    ,Taxi,B,8
2022S000271    ,Tourism,B,8
2022S004303    ,Bus,D,8
2021S007113    ,Motorcycle,A,8
2022S000242    ,Tourism,B,8
2022S005360    ,Rigid truck <= 3.5 tonnes,B,8
2022S003316    ,Motorcycle,B,8
2021S007419    ,Tourism,B,8
2022S002009    ,Van,B,8
2022S002830    ,Taxi,B,8
2021S002655    ,Van,B,8
2021S000853    ,Tourism,B,8
2022S006030    ,Van,B,8
2021S005696    ,Tourism,B,8
2021S003202    ,Tourism,B,8
2022S005407    ,Motorcycle,A2,8
2021S007275    ,Tourism,B,8
2021S003457    ,Tourism,B,8
2021S003856    ,Motorcycle,B,8
2022S004952    ,Motorcycle,A2,8
2021S001250    ,Motorcycle,A,8
2021S003765    ,Tourism,B,8
2022S006314    ,Tourism,B,8
2022S001535    ,Articulated bus,D,8
2022S002056    ,Tourism,B,8
2022S002992    ,Motorcycle,A2,8
2021S004166    ,Motorcycle,A,8
2022S005503    ,Tourism,B,8
2022S006811    ,Van,B,8
2021S007013    ,Motorcycle,B,8
2022S001740    ,Motorcycle,A2,8
2022S003237    ,Bus,D,8
2022S006139    ,Tourism,B,8
2022S000037    ,Ciclomotor,B,8
2022S003362    ,Taxi,B,8
2022S003146    ,Tourism,B,8
2022S007929    ,Tourism,B,8
2021S001554    ,Ciclomotor,B,8
2022S001527    ,Motorcycle,B,8
2022S007327    ,Tourism,B,8
2022S007327    ,Motorcycle,B,8
2021S004971    ,Tourism,B,8
2021S004145    ,Veh. motor personal mobility,B,8
2022S002836    ,Van,B,8
2021S004852    ,Motorcycle,B,8
2022S002380    ,Bus,D,8
2022S006135    ,Ambulance,B,8
2022S000628    ,Motorcycle,B,8
2021S000178    ,Van,B,8
2021S007355    ,Van,B,8
2022S003828    ,Taxi,B,8
2021S002517    ,Motorcycle,A2,8
2022S003616    ,Motorcycle,A1,8
2022S004913    ,Taxi,B,8
2021S000528    ,Motorcycle,B,8
2022S004479    ,Motorcycle,A,8
2022S007654    ,Tourism,B,8
2022S007347    ,Motorcycle,B,8
2022S002104    ,Tourism,B,8
2022S007157    ,Tourism,B,8
2021S000547    ,Motorcycle,B,8
2022S006380    ,Motorcycle,A,8
2021S006059    ,Ambulance,B,8
2022S004481    ,Bicycle,B,8
2021S000603    ,Motorcycle,A2,8
2022S000752    ,Tourism,B,8
2022S005079    ,Motorcycle,A2,8
2022S000520    ,Motorcycle,B,8
2022S002735    ,Tourism,B,8
2021S001334    ,Motorcycle,B,8
2022S001581    ,Motorcycle,A,8
2022S003406    ,Motorcycle,A,8
2022S001083    ,Motorcycle,A2,8
2021S007606    ,Van,B,8
2021S006172    ,Tourism,B,8
2022S000720    ,Tourism,B,8
2021S003691    ,Van,B,8
2022S002753    ,Motorcycle,B,8
2022S005359    ,Motorcycle,B,8
2022S002335    ,Motorcycle,B,8
2021S003381    ,Ciclomotor,B,8
2022S002463    ,Van,B,8
2022S000308    ,Van,B,8
2022S006133    ,Van,B,8
2022S006327    ,Motorcycle,B,8
2022S006885    ,Motorcycle,B,8
2021S004313    ,Motorcycle,B,8
2021S001935    ,Motorcycle,B,8
2022S001469    ,Tourism,B,8
2021S002465    ,Tourism,B,8
2022S001932    ,Tourism,B,8
2022S000663    ,Rigid truck <= 3.5 tonnes,B,8
2022S003527    ,Tourism,B,8
2022S004607    ,Taxi,B,8
2022S002515    ,Motorcycle,B,8
2021S003897    ,Tractor truck,C,8
2021S001746    ,Tourism,B,8
2021S000534    ,Van,B,8
2022S001338    ,Taxi,B,8
2022S006543    ,Tourism,B,8
2021S006714    ,Taxi,B,8
2021S000215    ,Motorcycle,A,8
2021S003768    ,Taxi,B,8
2022S007571    ,Tourism,B,8
2022S001403    ,Van,B,8
2021S003475    ,Ciclomotor,B,8
2022S002860    ,Motorcycle,A2,8
2022S003672    ,Taxi,B,8
2021S000434    ,Construction and service machinery,B,8
2022S006516    ,Tourism,B,8
2022S000512    ,Motorcycle,B,8
2022S004370    ,Bus,D,8
2021S005471    ,Motorcycle,B,8
2021S005071    ,Tourism,B,8
2021S004384    ,Rigid truck > 3.5 tonnes,C,8
2021S005105    ,Motorcycle,B,9
2021S006849    ,Tourism,B,9
2021S006144    ,Tourism,B,9
2022S007964    ,Tourism,B,9
2022S000159    ,Tourism,B,9
2021S004269    ,Tourism,B,9
2022S006709    ,Tourism,B,9
2021S006495    ,Motorcycle,B,9
2022S007269    ,Tourism,B,9
2022S003918    ,Ciclomotor,AM,9
2022S004410    ,Motorcycle,B,9
2022S004516    ,Van,B,9
2021S001890    ,Tourism,B,9
2022S003261    ,Tourism,B,9
2021S006958    ,Tourism,B,9
2021S001914    ,Motorcycle,B,9
2021S006199    ,Tourism,B,9
2022S005078    ,Tourism,B,9
2021S007294    ,Motorcycle,B,9
2022S000833    ,Tourism,B,9
2022S000848    ,Van,B,9
2021S006193    ,Motorcycle,B,9
2021S004340    ,Tourism,B,9
2021S000126    ,Tourism,B,9
2021S003818    ,Bus,D,9
2021S002248    ,Van,B,9
2021S001018    ,Ciclomotor,B,9
2022S004250    ,Tourism,B,9
2022S001603    ,Tourism,B,9
2022S000290    ,Motorcycle,B,9
2022S007893    ,Tourism,B,9
2022S000078    ,Tourism,B,9
2022S006807    ,Tourism,B,9
2022S005198    ,Veh. motor personal mobility,AM,9
2021S005268    ,Van,C,9
2022S007057    ,Van,B,9
2022S000250    ,Motorcycle,A,9
2022S003531    ,Tourism,B,9
2022S003536    ,Tourism,B,9
2022S004799    ,Tourism,B,9
2021S001121    ,Motorcycle,A,9
2021S003812    ,Tourism,B,9
2021S004391    ,Rigid truck <= 3.5 tonnes,B,9
2022S000604    ,Rigid truck <= 3.5 tonnes,B,9
2021S005162    ,Van,B,9
2021S005196    ,Tourism,B,9
2021S005772    ,Motorcycle,B,9
2021S004389    ,Motorcycle,B,9
2021S004987    ,Motorcycle,B,9
2022S004908    ,Tourism,B,9
2022S005702    ,Tourism,B,9
2021S003492    ,Tourism,B,9
2022S004791    ,Bicycle,B,9
2021S005787    ,Motorcycle,B,9
2021S006331    ,Tourism,B,9
2021S001935    ,Tourism,B,9
2022S002053    ,Motorcycle,B,9
2021S001842    ,Motorcycle,B,9
2021S005847    ,Taxi,B,9
2022S006304    ,Motorcycle,A,9
2022S002476    ,Motorcycle,A,9
2022S006042    ,Rigid truck > 3.5 tonnes,E C1,9
2021S000322    ,Tourism,B,9
2021S005412    ,Motorcycle,B,9
2022S006294    ,Taxi,B,9
2021S003205    ,Motorcycle,B,9
2022S006177    ,Tourism,B,9
2022S001175    ,Motorcycle,A2,9
2021S000737    ,Tourism,B,9
2022S005166    ,Tourism,B,9
2022S001218    ,Tourism,B,9
2021S002767    ,Tourism,B,9
2021S005585    ,Motorcycle,B,9
2022S004534    ,Van,B,9
2021S004358    ,Motorcycle,B,9
2022S000859    ,Motorcycle,B,9
2022S006934    ,Van,B,9
2022S006439    ,Motorcycle,B,9
2021S002985    ,Taxi,B,9
2021S000380    ,Van,B,9
2021S006921    ,Tourism,B,9
2022S000802    ,Other,B,9
2021S002567    ,Tourism,B,9
2021S005913    ,Bicycle,B,9
2022S005285    ,Motorcycle,A,9
2021S006788    ,Tourism,B,9
2022S001623    ,Tourism,B,9
2021S007158    ,Tourism,B,9
2021S001541    ,Van,B,9
2022S005025    ,Motorcycle,A2,9
2022S005880    ,Motorcycle,B,9
2021S007291    ,Tourism,B,9
2021S006440    ,Tourism,B,9
2021S004111    ,Van,B,9
2021S005263    ,Rigid truck > 3.5 tonnes,C,9
2022S007664    ,Motorcycle,B,9
2021S007221    ,Tourism,B,9
2022S008013    ,Motorcycle,B,9
2022S006215    ,Motorcycle,B,9
2021S001853    ,Motorcycle,B,9
2021S006345    ,Motorcycle,B,9
2022S000073    ,Bicycle,B,9
2022S000216    ,Taxi,B,9
2021S005387    ,Van,B,9
2022S000948    ,Motorcycle,B,9
2021S007201    ,Tourism,B,9
2021S000899    ,Tourism,B,9
2022S003371    ,Motorcycle,B,9
2021S007663    ,Tourism,B,9
2021S002234    ,Motorcycle,B,9
2022S007695    ,Ciclomotor,AM,9
2022S002820    ,Motorcycle,B,9
2022S003263    ,Ciclomotor,Llicència,9
2021S002172    ,Motorcycle,B,9
2022S004191    ,Motorcycle,B,9
2021S006466    ,Motorcycle,B,9
2021S007101    ,Tourism,B,9
2021S004291    ,Van,B,9
2021S000056    ,Motorcycle,B,9
