Numero_expedient,Descripcio_causa_mediata
2021S005136    ,No hi ha causa mediata
2021S005146    ,No hi ha causa mediata
2021S005135    ,No hi ha causa mediata
2021S005142    ,No hi ha causa mediata
2021S005129    ,No hi ha causa mediata
2021S005132    ,No hi ha causa mediata
2021S005134    ,No hi ha causa mediata
2021S005139    ,No hi ha causa mediata
2021S005133    ,No hi ha causa mediata
2021S005128    ,No hi ha causa mediata
2021S005127    ,No hi ha causa mediata
2021S005143    ,No hi ha causa mediata
2021S005126    ,No hi ha causa mediata
2021S005137    ,No hi ha causa mediata
2021S005131    ,Excés de velocitat o inadequada
2021S005163    ,No hi ha causa mediata
2021S005160    ,No hi ha causa mediata
2021S005158    ,No hi ha causa mediata
2021S005161    ,No hi ha causa mediata
2021S005157    ,No hi ha causa mediata
2021S005152    ,No hi ha causa mediata
2021S005145    ,No hi ha causa mediata
2021S005165    ,No hi ha causa mediata
2021S005148    ,No hi ha causa mediata
2021S005154    ,No hi ha causa mediata
2021S005149    ,No hi ha causa mediata
2021S005276    ,No hi ha causa mediata
2021S005151    ,No hi ha causa mediata
2021S005155    ,No hi ha causa mediata
2021S005162    ,No hi ha causa mediata
2021S005159    ,No hi ha causa mediata
2021S005164    ,No hi ha causa mediata
2021S005156    ,No hi ha causa mediata
2021S005153    ,No hi ha causa mediata
2021S005147    ,No hi ha causa mediata
2021S005179    ,No hi ha causa mediata
2021S005150    ,No hi ha causa mediata
2021S005172    ,No hi ha causa mediata
2021S005178    ,No hi ha causa mediata
2021S005167    ,No hi ha causa mediata
2021S005185    ,No hi ha causa mediata
2021S005170    ,No hi ha causa mediata
2021S005186    ,Alcoholèmia
2021S005169    ,No hi ha causa mediata
2021S005188    ,No hi ha causa mediata
2021S005175    ,No hi ha causa mediata
2021S005182    ,No hi ha causa mediata
2021S005180    ,No hi ha causa mediata
2021S005168    ,No hi ha causa mediata
2021S005173    ,No hi ha causa mediata
2021S005064    ,No hi ha causa mediata
2021S005181    ,No hi ha causa mediata
2021S005190    ,No hi ha causa mediata
2021S005184    ,No hi ha causa mediata
2021S005191    ,No hi ha causa mediata
2021S005203    ,No hi ha causa mediata
2021S005201    ,No hi ha causa mediata
2021S005171    ,No hi ha causa mediata
2021S005166    ,No hi ha causa mediata
2021S005189    ,No hi ha causa mediata
2021S005177    ,No hi ha causa mediata
2021S005176    ,No hi ha causa mediata
2021S005194    ,Alcoholèmia
2021S005183    ,No hi ha causa mediata
2021S005193    ,No hi ha causa mediata
2021S005174    ,No hi ha causa mediata
2021S005217    ,Calçada en mal estat
2021S005187    ,No hi ha causa mediata
2021S005196    ,No hi ha causa mediata
2021S005192    ,No hi ha causa mediata
2021S005195    ,No hi ha causa mediata
2021S005235    ,No hi ha causa mediata
2021S005215    ,No hi ha causa mediata
2021S005199    ,No hi ha causa mediata
2021S005213    ,No hi ha causa mediata
2021S005216    ,No hi ha causa mediata
2021S005211    ,No hi ha causa mediata
2021S005206    ,No hi ha causa mediata
2021S005197    ,Alcoholèmia
2021S005214    ,No hi ha causa mediata
2021S005198    ,Excés de velocitat o inadequada
2021S005205    ,No hi ha causa mediata
2021S005209    ,No hi ha causa mediata
2021S005208    ,No hi ha causa mediata
2021S005207    ,No hi ha causa mediata
2021S005210    ,No hi ha causa mediata
2021S005200    ,No hi ha causa mediata
2021S005204    ,No hi ha causa mediata
2021S005202    ,No hi ha causa mediata
2021S005212    ,No hi ha causa mediata
2021S005231    ,No hi ha causa mediata
2021S005234    ,No hi ha causa mediata
2021S005229    ,No hi ha causa mediata
2021S005219    ,No hi ha causa mediata
2021S005228    ,No hi ha causa mediata
2021S005222    ,No hi ha causa mediata
2021S005238    ,No hi ha causa mediata
2021S005243    ,Alcoholèmia
2021S005223    ,No hi ha causa mediata
2021S005225    ,No hi ha causa mediata
2021S005220    ,No hi ha causa mediata
2021S005227    ,No hi ha causa mediata
2021S005239    ,Alcoholèmia
2021S005236    ,No hi ha causa mediata
2021S005241    ,No hi ha causa mediata
2021S005242    ,No hi ha causa mediata
2021S005230    ,No hi ha causa mediata
2021S005221    ,No hi ha causa mediata
2021S005224    ,No hi ha causa mediata
2021S005218    ,Drogues o medicaments
2021S005240    ,No hi ha causa mediata
2021S005237    ,No hi ha causa mediata
2021S005226    ,No hi ha causa mediata
2021S005232    ,No hi ha causa mediata
2021S005233    ,No hi ha causa mediata
2021S005252    ,No hi ha causa mediata
2021S005257    ,No hi ha causa mediata
2021S005244    ,No hi ha causa mediata
2021S005256    ,No hi ha causa mediata
2021S005254    ,No hi ha causa mediata
2021S005255    ,No hi ha causa mediata
2021S005245    ,Alcoholèmia
2021S005262    ,No hi ha causa mediata
2021S005250    ,No hi ha causa mediata
2021S005253    ,No hi ha causa mediata
2021S005259    ,No hi ha causa mediata
2021S005258    ,Alcoholèmia
2021S005261    ,No hi ha causa mediata
2021S005248    ,No hi ha causa mediata
2021S005260    ,No hi ha causa mediata
2021S005247    ,No hi ha causa mediata
2021S005246    ,No hi ha causa mediata
2021S005249    ,No hi ha causa mediata
2021S005263    ,No hi ha causa mediata
2021S005251    ,No hi ha causa mediata
2021S005281    ,No hi ha causa mediata
2021S005267    ,No hi ha causa mediata
2021S005265    ,No hi ha causa mediata
2021S005283    ,No hi ha causa mediata
2021S005272    ,No hi ha causa mediata
2021S005268    ,No hi ha causa mediata
2021S005284    ,No hi ha causa mediata
2021S005274    ,No hi ha causa mediata
2021S005277    ,Alcoholèmia
2021S005270    ,Calçada en mal estat
2021S005273    ,No hi ha causa mediata
2021S005280    ,No hi ha causa mediata
2021S005279    ,No hi ha causa mediata
2021S005275    ,No hi ha causa mediata
2021S005282    ,No hi ha causa mediata
2021S005264    ,No hi ha causa mediata
2021S005271    ,No hi ha causa mediata
2021S005266    ,No hi ha causa mediata
2021S005269    ,No hi ha causa mediata
2021S005285    ,No hi ha causa mediata
2021S005278    ,No hi ha causa mediata
2021S005302    ,No hi ha causa mediata
2021S005304    ,No hi ha causa mediata
2021S005297    ,No hi ha causa mediata
2021S005290    ,No hi ha causa mediata
2021S005308    ,Drogues o medicaments
2021S005309    ,No hi ha causa mediata
2021S005291    ,No hi ha causa mediata
2021S005292    ,No hi ha causa mediata
2021S005300    ,No hi ha causa mediata
2021S005295    ,No hi ha causa mediata
2021S005299    ,No hi ha causa mediata
2021S005293    ,No hi ha causa mediata
2021S005303    ,No hi ha causa mediata
2021S005301    ,No hi ha causa mediata
2021S005287    ,No hi ha causa mediata
2021S005288    ,No hi ha causa mediata
2021S005286    ,No hi ha causa mediata
2021S005289    ,No hi ha causa mediata
2021S005305    ,No hi ha causa mediata
2021S005294    ,No hi ha causa mediata
2021S005307    ,No hi ha causa mediata
2021S005310    ,Alcoholèmia
2021S005296    ,No hi ha causa mediata
2021S005298    ,Alcoholèmia
2021S005306    ,No hi ha causa mediata
2021S005317    ,No hi ha causa mediata
2021S005320    ,No hi ha causa mediata
2021S005313    ,Alcoholèmia
2021S005328    ,No hi ha causa mediata
2021S005325    ,No hi ha causa mediata
2021S005312    ,Alcoholèmia
2021S005324    ,Alcoholèmia
2021S005316    ,Alcoholèmia
2021S005323    ,No hi ha causa mediata
2021S005322    ,No hi ha causa mediata
2021S005319    ,No hi ha causa mediata
2021S005315    ,No hi ha causa mediata
2021S005474    ,No hi ha causa mediata
2021S005314    ,Alcoholèmia
2021S005318    ,No hi ha causa mediata
2021S005311    ,Alcoholèmia
2021S005330    ,No hi ha causa mediata
2021S005338    ,No hi ha causa mediata
2021S005335    ,No hi ha causa mediata
2021S005332    ,No hi ha causa mediata
2021S005329    ,No hi ha causa mediata
2021S005339    ,Alcoholèmia
2021S005336    ,Alcoholèmia
2021S005331    ,No hi ha causa mediata
2021S005327    ,No hi ha causa mediata
2021S005333    ,No hi ha causa mediata
2021S005326    ,Alcoholèmia
2021S005432    ,No hi ha causa mediata
2021S005334    ,No hi ha causa mediata
2021S005337    ,No hi ha causa mediata
2021S005343    ,No hi ha causa mediata
2021S005344    ,No hi ha causa mediata
2021S005352    ,No hi ha causa mediata
2021S005378    ,No hi ha causa mediata
2021S005341    ,No hi ha causa mediata
2021S005342    ,Alcoholèmia
2021S005351    ,No hi ha causa mediata
2021S005346    ,No hi ha causa mediata
2021S005353    ,No hi ha causa mediata
2021S005340    ,Alcoholèmia
2021S005347    ,No hi ha causa mediata
2021S005349    ,No hi ha causa mediata
2021S005350    ,No hi ha causa mediata
2021S005348    ,No hi ha causa mediata
2021S005354    ,No hi ha causa mediata
2021S005345    ,Alcoholèmia
2021S005365    ,No hi ha causa mediata
2021S005361    ,No hi ha causa mediata
2021S005366    ,No hi ha causa mediata
2021S005362    ,No hi ha causa mediata
2021S005359    ,No hi ha causa mediata
2021S005373    ,No hi ha causa mediata
2021S005370    ,No hi ha causa mediata
2021S005368    ,No hi ha causa mediata
2021S005357    ,No hi ha causa mediata
2021S005367    ,No hi ha causa mediata
2021S005375    ,No hi ha causa mediata
2021S005369    ,No hi ha causa mediata
2021S005355    ,Excés de velocitat o inadequada
2021S005401    ,No hi ha causa mediata
2021S005371    ,No hi ha causa mediata
2021S005364    ,No hi ha causa mediata
2021S005360    ,No hi ha causa mediata
2021S005356    ,No hi ha causa mediata
2021S005358    ,No hi ha causa mediata
2021S005372    ,No hi ha causa mediata
2021S005363    ,No hi ha causa mediata
2021S005392    ,No hi ha causa mediata
2021S005402    ,No hi ha causa mediata
2021S005387    ,No hi ha causa mediata
2021S005379    ,No hi ha causa mediata
2021S005376    ,No hi ha causa mediata
2021S005385    ,No hi ha causa mediata
2021S005391    ,No hi ha causa mediata
2021S005377    ,No hi ha causa mediata
2021S005390    ,No hi ha causa mediata
2021S005386    ,No hi ha causa mediata
2021S005396    ,No hi ha causa mediata
2021S005389    ,No hi ha causa mediata
2021S005374    ,No hi ha causa mediata
2021S005381    ,No hi ha causa mediata
2021S005395    ,No hi ha causa mediata
2021S005399    ,No hi ha causa mediata
2021S005397    ,No hi ha causa mediata
2021S005400    ,No hi ha causa mediata
2021S005382    ,Alcoholèmia
2021S005393    ,No hi ha causa mediata
2021S005384    ,No hi ha causa mediata
2021S005380    ,No hi ha causa mediata
2021S005383    ,No hi ha causa mediata
2021S005388    ,No hi ha causa mediata
2021S005398    ,No hi ha causa mediata
2021S005394    ,No hi ha causa mediata
2021S005412    ,No hi ha causa mediata
2021S005408    ,No hi ha causa mediata
2021S005417    ,No hi ha causa mediata
2021S005410    ,No hi ha causa mediata
2021S005418    ,No hi ha causa mediata
2021S005416    ,No hi ha causa mediata
2021S005403    ,No hi ha causa mediata
2021S005409    ,No hi ha causa mediata
2021S005405    ,No hi ha causa mediata
2021S005415    ,No hi ha causa mediata
2021S005411    ,No hi ha causa mediata
2021S005413    ,No hi ha causa mediata
2021S005406    ,No hi ha causa mediata
2021S005414    ,No hi ha causa mediata
2021S005419    ,No hi ha causa mediata
2021S005407    ,No hi ha causa mediata
2021S005433    ,No hi ha causa mediata
2021S005404    ,No hi ha causa mediata
2021S005459    ,No hi ha causa mediata
2021S005439    ,No hi ha causa mediata
2021S005448    ,No hi ha causa mediata
2021S005422    ,No hi ha causa mediata
2021S005431    ,No hi ha causa mediata
2021S005447    ,No hi ha causa mediata
2021S005425    ,No hi ha causa mediata
2021S005449    ,No hi ha causa mediata
2021S005436    ,No hi ha causa mediata
2021S005442    ,No hi ha causa mediata
2021S005444    ,No hi ha causa mediata
2021S005424    ,No hi ha causa mediata
2021S005420    ,Alcoholèmia
2021S005437    ,No hi ha causa mediata
2021S005423    ,No hi ha causa mediata
2021S005446    ,Alcoholèmia
2021S005435    ,No hi ha causa mediata
2021S005421    ,No hi ha causa mediata
2021S005440    ,No hi ha causa mediata
2021S005428    ,No hi ha causa mediata
2021S005441    ,No hi ha causa mediata
2021S005426    ,No hi ha causa mediata
2021S005429    ,No hi ha causa mediata
2021S005443    ,No hi ha causa mediata
2021S005434    ,No hi ha causa mediata
2021S005445    ,No hi ha causa mediata
2021S005427    ,No hi ha causa mediata
2021S005430    ,No hi ha causa mediata
2021S005438    ,No hi ha causa mediata
2021S005469    ,No hi ha causa mediata
2021S005451    ,Alcoholèmia
2021S005452    ,No hi ha causa mediata
2021S005450    ,No hi ha causa mediata
2021S005477    ,No hi ha causa mediata
2021S005453    ,No hi ha causa mediata
2021S005466    ,No hi ha causa mediata
2021S005482    ,No hi ha causa mediata
2021S005475    ,No hi ha causa mediata
2021S005472    ,No hi ha causa mediata
2021S005468    ,No hi ha causa mediata
2021S005462    ,No hi ha causa mediata
2021S005465    ,No hi ha causa mediata
2021S005458    ,No hi ha causa mediata
2021S005479    ,No hi ha causa mediata
2021S005471    ,No hi ha causa mediata
2021S005456    ,No hi ha causa mediata
2021S005455    ,No hi ha causa mediata
2021S005478    ,No hi ha causa mediata
2021S005476    ,No hi ha causa mediata
2021S005457    ,No hi ha causa mediata
2021S005464    ,No hi ha causa mediata
2021S005461    ,No hi ha causa mediata
2021S005470    ,No hi ha causa mediata
2021S005460    ,No hi ha causa mediata
2021S005480    ,No hi ha causa mediata
2021S005467    ,No hi ha causa mediata
2021S005473    ,No hi ha causa mediata
2021S005454    ,No hi ha causa mediata
2021S005496    ,No hi ha causa mediata
2021S005493    ,No hi ha causa mediata
2021S005499    ,No hi ha causa mediata
2021S005497    ,No hi ha causa mediata
2021S005498    ,No hi ha causa mediata
2021S005490    ,No hi ha causa mediata
2021S005487    ,No hi ha causa mediata
2021S005489    ,No hi ha causa mediata
2021S005494    ,No hi ha causa mediata
2021S005481    ,No hi ha causa mediata
2021S005492    ,No hi ha causa mediata
2021S005500    ,No hi ha causa mediata
2021S005506    ,No hi ha causa mediata
2021S005501    ,Alcoholèmia
2021S005502    ,No hi ha causa mediata
2021S005483    ,No hi ha causa mediata
2021S005484    ,Alcoholèmia
2021S005488    ,No hi ha causa mediata
2021S005505    ,No hi ha causa mediata
2021S005486    ,No hi ha causa mediata
2021S005495    ,No hi ha causa mediata
2021S005485    ,No hi ha causa mediata
2021S005491    ,No hi ha causa mediata
2021S005504    ,No hi ha causa mediata
2021S005503    ,No hi ha causa mediata
2021S005514    ,Alcoholèmia
2021S005515    ,No hi ha causa mediata
2021S005509    ,No hi ha causa mediata
2021S005517    ,No hi ha causa mediata
2021S005513    ,No hi ha causa mediata
2021S005507    ,No hi ha causa mediata
2021S005508    ,No hi ha causa mediata
2021S005510    ,No hi ha causa mediata
2021S005516    ,Alcoholèmia
2021S005512    ,No hi ha causa mediata
2021S005511    ,No hi ha causa mediata
2021S005523    ,No hi ha causa mediata
2021S005538    ,No hi ha causa mediata
2021S005524    ,No hi ha causa mediata
2021S005541    ,No hi ha causa mediata
2021S005525    ,No hi ha causa mediata
2021S005526    ,No hi ha causa mediata
2021S005536    ,No hi ha causa mediata
2021S005528    ,No hi ha causa mediata
2021S005532    ,Factors meteorològics
2021S005563    ,No hi ha causa mediata
2021S005539    ,No hi ha causa mediata
2021S005586    ,No hi ha causa mediata
2021S005545    ,No hi ha causa mediata
2021S005531    ,No hi ha causa mediata
2021S005521    ,No hi ha causa mediata
2021S005534    ,No hi ha causa mediata
2021S005535    ,No hi ha causa mediata
