EMA;DATA;TM;TX;Data Extrem TX;TN;Data Extrem TN;HRM;HRX;Data Extrem HRX;HRN;Data Extrem HRN;PM;PX;Data Extrem PX;PN;Data Extrem PN;PPT;RS24h;VVM10;DVM10;VVX10;Data Extrem VVX10;DVVX10
X4;22/06/2021;23,1;25,1;2021-06-22 14:08:00;21,6;2021-06-22 23:30:00;61;78;2021-06-22 19:54:00;33;2021-06-22 03:12:00;1009,5;1012,6;2021-06-22 23:30:00;1005,8;2021-06-22 01:19:00;0;28,4;2,3;120;6,7;2021-06-22 12:38:00;119
X4;23/06/2021;22,2;26;2021-06-23 13:49:00;18,3;2021-06-23 09:07:00;58;74;2021-06-23 09:03:00;41;2021-06-23 16:45:00;1013,1;1015,7;2021-06-23 23:30:00;1011,2;2021-06-23 02:10:00;1,1;18,3;2,3;299;13,2;2021-06-23 08:24:00;321
X4;24/06/2021;22,2;25,1;2021-06-24 09:05:00;18,7;2021-06-24 04:43:00;55;79;2021-06-24 21:25:00;34;2021-06-24 08:56:00;1016,7;1018,8;2021-06-24 23:14:00;1014,8;2021-06-24 03:26:00;0;31;2,1;104;7,3;2021-06-24 02:40:00;317
X4;25/06/2021;23,1;26,5;2021-06-25 14:59:00;20,4;2021-06-25 04:10:00;69;80;2021-06-25 04:12:00;52;2021-06-25 14:56:00;1015,8;1018,9;2021-06-25 00:01:00;1013,4;2021-06-25 18:34:00;0;30,7;2,4;215;11,1;2021-06-25 13:47:00;262
X4;26/06/2021;24,2;27,9;2021-06-26 12:48:00;21,5;2021-06-26 04:00:00;64;81;2021-06-26 23:59:00;40;2021-06-26 12:36:00;1012,5;1015,3;2021-06-26 00:00:00;1010;2021-06-26 17:43:00;0;26,7;2,2;221;8,9;2021-06-26 17:01:00;244
X4;27/06/2021;24,4;28;2021-06-27 13:10:00;22;2021-06-27 04:40:00;67;83;2021-06-27 05:30:00;41;2021-06-27 15:20:00;1009,8;1011,8;2021-06-27 00:00:00;1008,8;2021-06-27 17:30:00;0;29,4;1,9;196;7,4;2021-06-27 13:33:00;208
X4;28/06/2021;23,8;26,9;2021-06-28 16:41:00;21,8;2021-06-28 04:32:00;70;87;2021-06-28 20:02:00;58;2021-06-28 06:42:00;1009,9;1012,8;2021-06-28 23:00:00;1008,2;2021-06-28 04:02:00;0;28,3;2,5;121;8,1;2021-06-28 21:34:00;83
X4;29/06/2021;23,4;25,4;2021-06-29 10:56:00;22,3;2021-06-29 03:30:00;67;73;2021-06-29 20:14:00;54;2021-06-29 09:31:00;1012,9;1015;2021-06-29 23:01:00;1011,6;2021-06-29 03:32:00;0;22,5;2,6;141;8,1;2021-06-29 13:39:00;137
X4;30/06/2021;23,4;25,8;2021-06-30 16:19:00;22,2;2021-06-30 06:51:00;64;81;2021-06-30 23:38:00;56;2021-06-30 15:07:00;1014;1015,1;2021-06-30 08:01:00;1012,5;2021-06-30 17:14:00;0;20,6;2,3;177;7,8;2021-06-30 17:07:00;199
X4;01/07/2021;24,8;27,9;2021-07-01 12:41:00;22,7;2021-07-01 04:40:00;69;85;2021-07-01 02:39:00;53;2021-07-01 17:24:00;1013,3;1014,9;2021-07-01 07:31:00;1011,8;2021-07-01 16:43:00;0;27,8;2,4;224;9,5;2021-07-01 15:49:00;230
X4;02/07/2021;25,8;29,6;2021-07-02 13:42:00;22,4;2021-07-02 04:44:00;61;82;2021-07-02 05:03:00;33;2021-07-02 13:34:00;1012,4;1014;2021-07-02 10:00:00;1010,7;2021-07-02 18:18:00;0;29,8;2,2;237;8,6;2021-07-02 17:10:00;216
X4;03/07/2021;25,5;29,5;2021-07-03 12:29:00;22,9;2021-07-03 03:21:00;71;83;2021-07-03 21:31:00;53;2021-07-03 11:16:00;1010,4;1011,6;2021-07-03 00:38:00;1009,5;2021-07-03 17:09:00;0;25,5;1,9;212;9,2;2021-07-03 12:04:00;214
X4;04/07/2021;24,8;28,9;2021-07-04 10:39:00;23;2021-07-04 21:38:00;68;83;2021-07-04 00:30:00;51;2021-07-04 08:53:00;1009,9;1013,1;2021-07-04 22:31:00;1008,3;2021-07-04 09:40:00;0;22,7;2,2;128;10,9;2021-07-04 13:04:00;99
X4;05/07/2021;25,8;29,2;2021-07-05 15:29:00;22,7;2021-07-05 03:47:00;64;81;2021-07-05 23:59:00;51;2021-07-05 08:24:00;1009,6;1012,7;2021-07-05 00:30:00;1006,8;2021-07-05 23:59:00;0;29,8;2,2;235;7,7;2021-07-05 16:05:00;211
X4;06/07/2021;25,6;28,4;2021-07-06 12:57:00;24,3;2021-07-06 22:14:00;76;89;2021-07-06 05:05:00;43;2021-07-06 23:54:00;1007,2;1010,4;2021-07-06 23:00:00;1005,5;2021-07-06 03:59:00;0;24,1;2,3;165;7,4;2021-07-06 16:13:00;85
X4;07/07/2021;25;27,5;2021-07-07 15:37:00;23,5;2021-07-07 04:17:00;58;78;2021-07-07 23:17:00;39;2021-07-07 02:04:00;1011,1;1014,3;2021-07-07 23:30:00;1009,1;2021-07-07 05:24:00;0;18,4;1,9;176;7;2021-07-07 14:00:00;156
X4;08/07/2021;23,6;27,2;2021-07-08 13:30:00;20,3;2021-07-08 03:50:00;62;81;2021-07-08 02:36:00;35;2021-07-08 12:00:00;1017,2;1020,6;2021-07-08 23:31:00;1013,8;2021-07-08 03:01:00;0;27,5;2,5;137;9,4;2021-07-08 14:04:00;214
X4;09/07/2021;24,9;27,8;2021-07-09 13:04:00;22,3;2021-07-09 04:19:00;58;70;2021-07-09 23:57:00;49;2021-07-09 11:50:00;1017,4;1020,4;2021-07-09 00:14:00;1014,6;2021-07-09 17:02:00;0;28,7;2,8;244;12,3;2021-07-09 13:33:00;242
X4;10/07/2021;26,2;29,5;2021-07-10 14:02:00;22,7;2021-07-10 05:00:00;55;73;2021-07-10 04:46:00;33;2021-07-10 14:26:00;1013;1016,2;2021-07-10 00:30:00;1010,2;2021-07-10 17:55:00;0;29;3;261;14,1;2021-07-10 14:40:00;223
X4;11/07/2021;25,5;27,8;2021-07-11 09:10:00;23,4;2021-07-11 04:49:00;68;85;2021-07-11 05:41:00;46;2021-07-11 00:00:00;1011,6;1014,1;2021-07-11 09:00:00;1006,9;2021-07-11 22:20:00;0;25,7;2,2;156;8,2;2021-07-11 11:59:00;165
X4;12/07/2021;25;28,4;2021-07-12 08:19:00;23,2;2021-07-12 23:54:00;68;85;2021-07-12 00:38:00;32;2021-07-12 23:59:00;1006,7;1010;2021-07-12 22:48:00;1004,9;2021-07-12 05:19:00;0;15,4;2,3;185;10,1;2021-07-12 12:08:00;78
X4;13/07/2021;23,1;26,7;2021-07-13 17:00:00;18,7;2021-07-13 05:01:00;42;60;2021-07-13 20:51:00;30;2021-07-13 12:40:00;1010,8;1013,4;2021-07-13 22:41:00;1009,4;2021-07-13 18:28:00;0;25,4;2,9;293;9,4;2021-07-13 17:48:00;230
X4;14/07/2021;22,7;25,5;2021-07-14 14:39:00;19,8;2021-07-14 04:34:00;58;79;2021-07-14 23:50:00;42;2021-07-14 07:50:00;1014,6;1016,9;2021-07-14 22:30:00;1012,7;2021-07-14 00:02:00;0,1;26,9;2,6;76;9,3;2021-07-14 17:29:00;79
X4;15/07/2021;23,8;27,3;2021-07-15 15:03:00;21,3;2021-07-15 04:07:00;68;79;2021-07-15 23:12:00;48;2021-07-15 14:20:00;1015,2;1016,6;2021-07-15 00:00:00;1013,6;2021-07-15 17:08:00;0;27,3;2,4;109;9,3;2021-07-15 13:27:00;170
X4;16/07/2021;24,7;28,4;2021-07-16 11:50:00;22,1;2021-07-16 04:30:00;67;81;2021-07-16 00:44:00;35;2021-07-16 11:53:00;1014,4;1015,7;2021-07-16 22:31:00;1012,8;2021-07-16 15:37:00;0;28,1;2,1;207;8,4;2021-07-16 16:36:00;188
X4;17/07/2021;25;28,9;2021-07-17 12:42:00;22,2;2021-07-17 04:39:00;68;82;2021-07-17 01:00:00;41;2021-07-17 12:32:00;1013,3;1015,2;2021-07-17 00:00:00;1011,7;2021-07-17 17:14:00;0;28;2,2;224;8,3;2021-07-17 12:49:00;209
X4;18/07/2021;25,9;29,7;2021-07-18 12:11:00;22,6;2021-07-18 04:43:00;62;78;2021-07-18 00:40:00;28;2021-07-18 12:10:00;1009,8;1012,8;2021-07-18 00:09:00;1008,6;2021-07-18 17:30:00;0;28,7;2;231;7,2;2021-07-18 10:28:00;207
X4;19/07/2021;28,6;32,9;2021-07-19 11:28:00;24,7;2021-07-19 03:53:00;46;68;2021-07-19 23:59:00;32;2021-07-19 10:19:00;1008,7;1010,8;2021-07-19 23:01:00;1007,3;2021-07-19 17:08:00;0;28,9;2,5;224;11,7;2021-07-19 14:27:00;252
X4;20/07/2021;27,7;31,5;2021-07-20 12:31:00;24,5;2021-07-20 04:58:00;57;76;2021-07-20 00:37:00;38;2021-07-20 07:43:00;1010,8;1013,5;2021-07-20 23:42:00;1009,6;2021-07-20 03:38:00;0;28,4;2,6;243;11,2;2021-07-20 12:20:00;247
X4;21/07/2021;27,6;31,5;2021-07-21 12:50:00;24,8;2021-07-21 04:46:00;59;74;2021-07-21 22:39:00;42;2021-07-21 13:23:00;1013,7;1015;2021-07-21 22:31:00;1011,3;2021-07-21 02:27:00;0;28,1;2,1;224;7,2;2021-07-21 14:28:00;224
X4;22/07/2021;28,5;32,6;2021-07-22 13:56:00;24,9;2021-07-22 04:00:00;51;73;2021-07-22 21:50:00;34;2021-07-22 15:00:00;1012,8;1014,4;2021-07-22 10:00:00;1010,9;2021-07-22 17:30:00;0;28,3;2,4;242;8,8;2021-07-22 13:57:00;221
X4;23/07/2021;28,5;33,3;2021-07-23 11:08:00;25;2021-07-23 05:06:00;50;78;2021-07-23 18:05:00;28;2021-07-23 11:04:00;1008,9;1012,1;2021-07-23 00:01:00;1006,3;2021-07-23 23:52:00;0;26,1;1,8;223;9,2;2021-07-23 10:39:00;231
X4;24/07/2021;26,3;28,1;2021-07-24 11:19:00;25;2021-07-24 05:00:00;63;75;2021-07-24 00:15:00;54;2021-07-24 07:04:00;1005,4;1006,5;2021-07-24 23:02:00;1004,7;2021-07-24 18:00:00;0;26,6;2,4;98;8,1;2021-07-24 13:30:00;118
X4;25/07/2021;25,9;28,5;2021-07-25 07:52:00;24,5;2021-07-25 04:05:00;61;66;2021-07-25 21:58:00;50;2021-07-25 07:52:00;1006,7;1008,5;2021-07-25 23:12:00;1005,5;2021-07-25 05:03:00;0;26;2;135;8,5;2021-07-25 12:16:00;163
X4;26/07/2021;26;29,3;2021-07-26 08:30:00;24,4;2021-07-26 04:49:00;56;67;2021-07-26 17:01:00;39;2021-07-26 08:48:00;1009,7;1012,6;2021-07-26 22:33:00;1007,3;2021-07-26 03:04:00;0;14,9;1,9;224;6,2;2021-07-26 12:03:00;197
X4;27/07/2021;26,3;30,4;2021-07-27 11:13:00;23,7;2021-07-27 04:52:00;58;75;2021-07-27 21:29:00;34;2021-07-27 10:48:00;1010,6;1012;2021-07-27 07:25:00;1009,3;2021-07-27 17:04:00;0;28,2;2,7;254;10;2021-07-27 13:23:00;239
X4;28/07/2021;25;27,8;2021-07-28 12:21:00;23,6;2021-07-28 21:00:00;68;78;2021-07-28 19:30:00;56;2021-07-28 12:21:00;1011,5;1013,1;2021-07-28 22:37:00;1009,5;2021-07-28 01:12:00;0;26,9;2,6;96;10,2;2021-07-28 07:13:00;94
X4;29/07/2021;25,9;28,6;2021-07-29 16:08:00;23,5;2021-07-29 03:32:00;61;79;2021-07-29 23:06:00;49;2021-07-29 09:32:00;1010,8;1012,7;2021-07-29 09:31:00;1008,6;2021-07-29 17:46:00;0;27;2;226;7,6;2021-07-29 11:39:00;230
X4;30/07/2021;26,4;30,2;2021-07-30 12:44:00;24,1;2021-07-30 03:49:00;73;88;2021-07-30 21:24:00;59;2021-07-30 15:15:00;1008;1009,4;2021-07-30 00:01:00;1006,7;2021-07-30 14:58:00;0;24,4;2,4;156;9,5;2021-07-30 19:39:00;81
X4;31/07/2021;24,1;27,6;2021-07-31 08:29:00;17;2021-07-31 19:56:00;66;95;2021-07-31 19:58:00;46;2021-07-31 10:29:00;1006,8;1008,9;2021-07-31 00:13:00;1004;2021-07-31 17:44:00;6,7;15;2,1;98;15,7;2021-07-31 19:41:00;269
X4;01/08/2021;22,6;25,7;2021-08-01 16:27:00;18,9;2021-08-01 05:43:00;57;78;2021-08-01 00:22:00;43;2021-08-01 16:17:00;1010,4;1012,9;2021-08-01 23:31:00;1008;2021-08-01 00:07:00;0;26,2;2,3;248;8,2;2021-08-01 11:48:00;178
X4;02/08/2021;23,7;26,2;2021-08-02 12:45:00;21;2021-08-02 04:53:00;68;78;2021-08-02 23:50:00;59;2021-08-02 12:45:00;1012,8;1014,3;2021-08-02 22:00:00;1011,7;2021-08-02 18:12:00;0;23,8;2,2;109;7,3;2021-08-02 10:48:00;102
X4;03/08/2021;25,5;29,1;2021-08-03 14:51:00;22,6;2021-08-03 04:18:00;66;79;2021-08-03 03:30:00;42;2021-08-03 16:06:00;1011,6;1013,4;2021-08-03 00:01:00;1009,2;2021-08-03 17:45:00;0;24;2,3;220;9,6;2021-08-03 16:23:00;222
X4;04/08/2021;24,3;29,6;2021-08-04 13:02:00;21,3;2021-08-04 21:30:00;69;81;2021-08-04 15:48:00;55;2021-08-04 13:03:00;1010;1013,6;2021-08-04 23:39:00;1008;2021-08-04 04:01:00;0,3;14,4;2,2;98;11,9;2021-08-04 16:18:00;91
X4;05/08/2021;25,5;29,7;2021-08-05 12:21:00;21,7;2021-08-05 05:07:00;67;91;2021-08-05 23:44:00;46;2021-08-05 12:22:00;1009,7;1013,3;2021-08-05 00:16:00;1006,4;2021-08-05 17:36:00;0;26,1;2;242;9;2021-08-05 14:35:00;213
X4;06/08/2021;24,5;26,5;2021-08-06 13:24:00;23,4;2021-08-06 23:57:00;79;94;2021-08-06 03:34:00;59;2021-08-06 13:50:00;1006,7;1009,2;2021-08-06 09:31:00;1004;2021-08-06 23:56:00;0;14,9;3;87;8;2021-08-06 12:54:00;125
X4;07/08/2021;25,3;29,8;2021-08-07 13:42:00;23,1;2021-08-07 04:19:00;72;88;2021-08-07 00:31:00;55;2021-08-07 22:04:00;1003,7;1009,3;2021-08-07 23:47:00;1001,5;2021-08-07 06:35:00;0;21,9;2,3;113;9,5;2021-08-07 15:01:00;81
X4;08/08/2021;23,7;25,5;2021-08-08 11:32:00;22,5;2021-08-08 05:06:00;59;66;2021-08-08 22:02:00;54;2021-08-08 17:18:00;1012,3;1014,8;2021-08-08 22:58:00;1008,7;2021-08-08 01:31:00;0;22,5;2,2;104;6,7;2021-08-08 17:52:00;97
X4;09/08/2021;24,4;27,1;2021-08-09 14:28:00;22;2021-08-09 04:40:00;54;71;2021-08-09 21:02:00;38;2021-08-09 07:34:00;1013,9;1016;2021-08-09 11:14:00;1012,4;2021-08-09 19:00:00;0,8;15,9;1,3;113;6,4;2021-08-09 12:08:00;148
X4;10/08/2021;25,5;30,2;2021-08-10 15:36:00;22,7;2021-08-10 03:58:00;55;76;2021-08-10 23:32:00;33;2021-08-10 16:16:00;1012,7;1015,6;2021-08-10 12:49:00;1010,9;2021-08-10 14:07:00;0;15,4;1,4;86;6,7;2021-08-10 14:02:00;85
X4;11/08/2021;26,9;31;2021-08-11 14:23:00;23,6;2021-08-11 04:32:00;47;74;2021-08-11 00:20:00;32;2021-08-11 10:43:00;1013,2;1014,9;2021-08-11 06:31:00;1012,1;2021-08-11 19:18:00;0;15,3;1,4;94;6,3;2021-08-11 12:42:00;77
X4;12/08/2021;26,8;29,9;2021-08-12 13:15:00;24,7;2021-08-12 05:40:00;67;98;2021-08-12 23:35:00;43;2021-08-12 08:14:00;1013,6;1016;2021-08-12 23:30:00;1011,9;2021-08-12 03:15:00;0;23,1;1,8;102;5,7;2021-08-12 07:14:00;38
X4;13/08/2021;27,3;31,7;2021-08-13 11:42:00;24,1;2021-08-13 04:13:00;65;97;2021-08-13 00:00:00;32;2021-08-13 11:14:00;1016,9;1018,1;2021-08-13 10:00:00;1015,4;2021-08-13 01:01:00;0;25,2;1,5;98;5,7;2021-08-13 11:33:00;94
X4;14/08/2021;28,8;35;2021-08-14 14:56:00;25,1;2021-08-14 05:37:00;60;89;2021-08-14 21:34:00;28;2021-08-14 15:02:00;1014,2;1016,8;2021-08-14 00:31:00;1011,7;2021-08-14 17:44:00;0;23,6;1,7;202;9,8;2021-08-14 15:53:00;234
X4;15/08/2021;26,9;29,3;2021-08-15 15:09:00;24,7;2021-08-15 05:15:00;75;96;2021-08-15 05:21:00;58;2021-08-15 13:18:00;1012;1013,4;2021-08-15 09:00:00;1009,9;2021-08-15 18:47:00;0;20,7;1,9;98;5,9;2021-08-15 11:40:00;136
X4;16/08/2021;27;31,3;2021-08-16 12:05:00;24,9;2021-08-16 23:48:00;64;81;2021-08-16 05:30:00;45;2021-08-16 10:06:00;1012,8;1015;2021-08-16 23:21:00;1011,2;2021-08-16 03:27:00;0;23,4;2,5;235;8,8;2021-08-16 13:00:00;243
X4;17/08/2021;25,1;27,7;2021-08-17 14:47:00;22,2;2021-08-17 05:39:00;54;73;2021-08-17 23:05:00;39;2021-08-17 09:35:00;1014,5;1016,2;2021-08-17 09:20:00;1013,1;2021-08-17 18:00:00;0;24,3;2,2;222;7,3;2021-08-17 11:38:00;170
X4;18/08/2021;24,7;27,1;2021-08-18 09:33:00;22,1;2021-08-18 05:30:00;59;80;2021-08-18 23:33:00;39;2021-08-18 07:55:00;1013,3;1015;2021-08-18 00:01:00;1011,4;2021-08-18 18:06:00;0;24,4;2,1;110;7,6;2021-08-18 14:06:00;148
X4;19/08/2021;24,2;26,7;2021-08-19 14:04:00;22,6;2021-08-19 05:12:00;77;86;2021-08-19 21:11:00;65;2021-08-19 14:04:00;1011,3;1012,8;2021-08-19 00:00:00;1009,7;2021-08-19 19:14:00;0;11,2;1,5;153;5,9;2021-08-19 12:09:00;163
X4;20/08/2021;25,6;28,3;2021-08-20 16:39:00;22,9;2021-08-20 05:04:00;72;83;2021-08-20 00:00:00;59;2021-08-20 07:31:00;1012;1013,6;2021-08-20 23:30:00;1010,7;2021-08-20 04:31:00;0;21,9;1,9;155;7;2021-08-20 16:11:00;203
X4;21/08/2021;26,7;29,9;2021-08-21 14:08:00;24,2;2021-08-21 05:10:00;70;80;2021-08-21 23:56:00;54;2021-08-21 13:08:00;1013,9;1015,4;2021-08-21 23:01:00;1012,9;2021-08-21 04:31:00;0;23,9;2,1;245;8,8;2021-08-21 16:13:00;221
X4;22/08/2021;26,1;28,8;2021-08-22 09:29:00;23,9;2021-08-22 05:30:00;68;88;2021-08-22 00:43:00;50;2021-08-22 07:13:00;1015,8;1016,9;2021-08-22 10:47:00;1014,7;2021-08-22 17:30:00;0;23,9;1,6;108;6,4;2021-08-22 13:25:00;161
X4;23/08/2021;25,3;27,4;2021-08-23 13:14:00;24,2;2021-08-23 04:48:00;68;72;2021-08-23 23:44:00;59;2021-08-23 08:35:00;1014;1016,1;2021-08-23 00:30:00;1011,8;2021-08-23 23:59:00;0;11,3;1,8;193;7;2021-08-23 12:43:00;164
X4;24/08/2021;24,3;27,1;2021-08-24 13:47:00;21,5;2021-08-24 04:40:00;70;100;2021-08-24 04:00:00;51;2021-08-24 13:32:00;1011,3;1012,5;2021-08-24 10:01:00;1009,9;2021-08-24 16:31:00;10;14,9;1,7;139;6,6;2021-08-24 14:54:00;199
X4;25/08/2021;24,6;26,6;2021-08-25 09:53:00;23,2;2021-08-25 23:44:00;60;71;2021-08-25 19:49:00;41;2021-08-25 19:06:00;1010,2;1011,3;2021-08-25 13:00:00;1008,5;2021-08-25 19:36:00;0;20,6;1,7;84;6,7;2021-08-25 12:37:00;139
X4;26/08/2021;25,5;28,8;2021-08-26 14:08:00;22,2;2021-08-26 05:30:00;69;91;2021-08-26 22:06:00;53;2021-08-26 09:30:00;1009,7;1011;2021-08-26 00:01:00;1008,3;2021-08-26 17:20:00;0;21,8;2,3;255;9,5;2021-08-26 13:22:00;240
X4;27/08/2021;26,4;29,7;2021-08-27 13:05:00;24,4;2021-08-27 05:13:00;76;95;2021-08-27 04:21:00;63;2021-08-27 12:57:00;1008,5;1009,9;2021-08-27 23:31:00;1007,1;2021-08-27 15:39:00;0;23,1;2;131;9,1;2021-08-27 19:16:00;62
X4;28/08/2021;24,9;26,5;2021-08-28 14:48:00;24;2021-08-28 22:40:00;59;75;2021-08-28 01:30:00;51;2021-08-28 10:36:00;1009,9;1011,5;2021-08-28 23:39:00;1008,8;2021-08-28 04:08:00;0;22,3;2,4;123;7,1;2021-08-28 15:36:00;134
X4;29/08/2021;24,5;26,4;2021-08-29 08:35:00;23;2021-08-29 23:45:00;58;69;2021-08-29 23:46:00;48;2021-08-29 08:35:00;1010,5;1011,6;2021-08-29 00:01:00;1009,4;2021-08-29 16:27:00;0;16,2;2,2;224;8,3;2021-08-29 13:06:00;208
X4;30/08/2021;23;24,3;2021-08-30 11:54:00;22;2021-08-30 14:51:00;74;90;2021-08-30 15:04:00;62;2021-08-30 07:36:00;1010,7;1012,1;2021-08-30 23:31:00;1009,3;2021-08-30 04:30:00;2,3;7;1,5;67;6,9;2021-08-30 10:24:00;80
X4;31/08/2021;23,9;26,4;2021-08-31 15:18:00;21,9;2021-08-31 05:33:00;71;79;2021-08-31 01:01:00;58;2021-08-31 11:56:00;1013,3;1015,2;2021-08-31 23:31:00;1011,8;2021-08-31 00:00:00;0;20,5;2;79;8,4;2021-08-31 18:00:00;79
X4;01/09/2021;23,7;25,2;2021-09-01 16:20:00;21,8;2021-09-01 05:32:00;61;76;2021-09-01 01:38:00;44;2021-09-01 22:36:00;1014,2;1015,7;2021-09-01 12:20:00;1011,8;2021-09-01 18:54:00;0,2;8,5;2,4;64;9,5;2021-09-01 09:57:00;78
X4;02/09/2021;24;27,2;2021-09-02 14:50:00;21,2;2021-09-02 04:40:00;63;76;2021-09-02 10:14:00;48;2021-09-02 00:02:00;1013;1015,6;2021-09-02 01:30:00;1009,7;2021-09-02 04:48:00;0,5;11,2;2,7;68;10,8;2021-09-02 17:46:00;82
X4;03/09/2021;24,4;27,8;2021-09-03 15:43:00;21,7;2021-09-03 05:00:00;64;80;2021-09-03 17:49:00;55;2021-09-03 15:33:00;1012,1;1013,2;2021-09-03 00:31:00;1010;2021-09-03 15:21:00;0,1;21,1;1,8;75;6,7;2021-09-03 17:58:00;74
X4;04/09/2021;24;26,6;2021-09-04 13:51:00;21,5;2021-09-04 04:01:00;72;80;2021-09-04 23:50:00;63;2021-09-04 11:30:00;1012,2;1013,6;2021-09-04 23:24:00;1011;2021-09-04 16:36:00;0;14,8;1,7;184;6,9;2021-09-04 14:36:00;201
X4;05/09/2021;25,8;29,6;2021-09-05 12:56:00;22,7;2021-09-05 05:45:00;72;83;2021-09-05 23:03:00;58;2021-09-05 14:21:00;1013,7;1015,9;2021-09-05 22:00:00;1012,6;2021-09-05 15:18:00;0;21,7;2,4;253;9,5;2021-09-05 13:53:00;256
X4;06/09/2021;26,1;29,3;2021-09-06 11:48:00;23,8;2021-09-06 05:44:00;74;87;2021-09-06 23:53:00;60;2021-09-06 09:01:00;1015,9;1017,7;2021-09-06 20:00:00;1014,4;2021-09-06 03:44:00;0;18,5;2,2;235;7,3;2021-09-06 15:56:00;185
X4;07/09/2021;25,9;28,6;2021-09-07 15:08:00;24,2;2021-09-07 03:30:00;76;96;2021-09-07 03:30:00;49;2021-09-07 16:34:00;1015,1;1017;2021-09-07 09:33:00;1012,8;2021-09-07 23:55:00;0;14;1,5;208;6,2;2021-09-07 10:48:00;182
X4;08/09/2021;25,8;28,8;2021-09-08 12:57:00;23,5;2021-09-08 04:00:00;74;87;2021-09-08 23:42:00;51;2021-09-08 08:45:00;1009,8;1012,9;2021-09-08 00:00:00;1007,8;2021-09-08 18:12:00;0,3;20,7;2,3;86;7,5;2021-09-08 16:41:00;73
X4;09/09/2021;25,5;27,9;2021-09-09 12:23:00;23,9;2021-09-09 05:33:00;70;86;2021-09-09 00:00:00;54;2021-09-09 09:20:00;1008,8;1010,5;2021-09-09 23:01:00;1007,6;2021-09-09 15:02:00;0,2;19,2;2,7;66;9,2;2021-09-09 11:14:00;97
X4;10/09/2021;23,9;27,4;2021-09-10 11:12:00;21,8;2021-09-10 23:36:00;66;78;2021-09-10 15:00:00;50;2021-09-10 08:31:00;1012,3;1015,5;2021-09-10 23:58:00;1009,6;2021-09-10 03:02:00;0,1;14,3;2;45;9,9;2021-09-10 15:16:00;86
X4;11/09/2021;24,7;28,4;2021-09-11 11:28:00;21;2021-09-11 05:34:00;63;73;2021-09-11 05:33:00;44;2021-09-11 09:41:00;1014,1;1015,8;2021-09-11 09:57:00;1012,4;2021-09-11 18:34:00;0;19,2;1,7;242;7,8;2021-09-11 14:42:00;190
X4;12/09/2021;25,3;28,3;2021-09-12 12:33:00;23,4;2021-09-12 04:47:00;73;82;2021-09-12 22:01:00;59;2021-09-12 13:05:00;1011,9;1013,3;2021-09-12 10:00:00;1010,6;2021-09-12 17:31:00;0;13,6;1,7;217;7,6;2021-09-12 13:47:00;230
X4;13/09/2021;26,1;29,2;2021-09-13 13:52:00;23,7;2021-09-13 05:38:00;74;85;2021-09-13 21:21:00;54;2021-09-13 14:05:00;1011,9;1013,2;2021-09-13 09:27:00;1010,6;2021-09-13 16:16:00;0;16,5;2,2;251;8,7;2021-09-13 11:14:00;197
X4;14/09/2021;26,3;29,1;2021-09-14 12:34:00;24,9;2021-09-14 23:46:00;83;95;2021-09-14 23:04:00;59;2021-09-14 14:40:00;1009,8;1011,2;2021-09-14 00:01:00;1007,7;2021-09-14 23:47:00;0;15,4;2,3;161;8,5;2021-09-14 23:01:00;107
X4;15/09/2021;26,7;30,4;2021-09-15 13:28:00;22,8;2021-09-15 23:55:00;68;93;2021-09-15 00:20:00;49;2021-09-15 09:31:00;1009;1011,7;2021-09-15 23:43:00;1007,2;2021-09-15 02:43:00;0,1;18;2,3;261;11,1;2021-09-15 23:50:00;186
X4;16/09/2021;24,4;27,4;2021-09-16 09:35:00;21,6;2021-09-16 06:11:00;68;84;2021-09-16 05:37:00;45;2021-09-16 09:36:00;1012,2;1014,1;2021-09-16 21:58:00;1009,9;2021-09-16 03:46:00;0,7;19;1,9;173;10;2021-09-16 00:00:00;200
X4;17/09/2021;24,9;29,1;2021-09-17 13:51:00;21,7;2021-09-17 05:03:00;61;78;2021-09-17 03:54:00;39;2021-09-17 13:45:00;1010,5;1013,3;2021-09-17 00:00:00;1008,1;2021-09-17 16:46:00;0;20,6;2,2;253;9,2;2021-09-17 14:10:00;284
X4;18/09/2021;23,4;26,5;2021-09-18 12:53:00;21,7;2021-09-18 14:29:00;76;100;2021-09-18 15:00:00;57;2021-09-18 07:45:00;1009,8;1011,4;2021-09-18 23:49:00;1007,9;2021-09-18 16:42:00;5,2;11,5;1,5;57;7,3;2021-09-18 13:06:00;71
X4;19/09/2021;22,2;25,8;2021-09-19 13:54:00;17,8;2021-09-19 06:01:00;49;69;2021-09-19 00:01:00;34;2021-09-19 11:06:00;1013,7;1015,3;2021-09-19 21:31:00;1011,2;2021-09-19 00:01:00;0;21,5;2,6;270;11,9;2021-09-19 06:13:00;332
X4;20/09/2021;20,6;25,1;2021-09-20 10:29:00;16,8;2021-09-20 18:21:00;65;100;2021-09-20 16:30:00;39;2021-09-20 10:30:00;1015;1017,5;2021-09-20 22:35:00;1013,5;2021-09-20 16:02:00;17,6;14,3;2;53;9,5;2021-09-20 18:02:00;97
X4;21/09/2021;20,1;22,4;2021-09-21 12:37:00;17,6;2021-09-21 00:30:00;55;74;2021-09-21 00:03:00;44;2021-09-21 12:39:00;1017,8;1019,3;2021-09-21 21:31:00;1016;2021-09-21 03:05:00;0;6,7;1,1;26;5,7;2021-09-21 02:34:00;345
