EMA;DATA;TM;TX;Data Extrem TX;TN;Data Extrem TN;HRM;HRX;Data Extrem HRX;HRN;Data Extrem HRN;PM;PX;Data Extrem PX;PN;Data Extrem PN;PPT;RS24h;VVM10;DVM10;VVX10;Data Extrem VVX10;DVVX10
X4;22/03/2021;13,2;18,8;2021-03-22 14:27:00;9,2;2021-03-22 04:35:00;54;78;2021-03-22 23:55:00;24;2021-03-22 14:38:00;1012,1;1015,7;2021-03-22 23:34:00;1010,2;2021-03-22 03:06:00;0;19,8;1,6;242;5,8;2021-03-22 17:36:00;172
X4;23/03/2021;13;16,2;2021-03-23 14:21:00;9,8;2021-03-23 05:47:00;68;79;2021-03-23 23:37:00;43;2021-03-23 14:23:00;1018;1021;2021-03-23 23:30:00;1015,4;2021-03-23 01:30:00;0;21,2;1,7;112;6,5;2021-03-23 18:49:00;81
X4;24/03/2021;13,9;18,2;2021-03-24 14:36:00;10;2021-03-24 05:50:00;67;82;2021-03-24 02:51:00;48;2021-03-24 08:27:00;1020,2;1021,6;2021-03-24 09:20:00;1018,9;2021-03-24 17:31:00;0;21,8;1,7;218;8;2021-03-24 15:08:00;241
X4;25/03/2021;13,7;17,3;2021-03-25 10:00:00;10,2;2021-03-25 02:29:00;72;83;2021-03-25 02:36:00;52;2021-03-25 10:00:00;1019,7;1021;2021-03-25 10:00:00;1018,6;2021-03-25 04:51:00;0;20,7;1,7;219;6,6;2021-03-25 18:33:00;248
X4;26/03/2021;14,3;17,6;2021-03-26 11:57:00;12,3;2021-03-26 04:06:00;74;86;2021-03-26 23:58:00;59;2021-03-26 12:22:00;1018,2;1020,3;2021-03-26 23:58:00;1016,5;2021-03-26 15:36:00;0;13,6;2,1;248;7,5;2021-03-26 12:28:00;200
X4;27/03/2021;14,1;17;2021-03-27 11:51:00;13;2021-03-27 23:47:00;72;94;2021-03-27 03:30:00;57;2021-03-27 11:51:00;1023,5;1025,9;2021-03-27 22:30:00;1020;2021-03-27 00:30:00;0;18,4;1,8;135;6,4;2021-03-27 00:39:00;87
X4;28/03/2021;14,1;16,3;2021-03-28 09:23:00;11,2;2021-03-28 06:00:00;67;83;2021-03-28 05:13:00;52;2021-03-28 16:57:00;1026,9;1028,4;2021-03-28 20:30:00;1024,7;2021-03-28 03:07:00;0;22,1;1,3;121;5,8;2021-03-28 12:21:00;99
X4;29/03/2021;14,5;18,3;2021-03-29 12:42:00;10,9;2021-03-29 05:36:00;55;81;2021-03-29 20:36:00;32;2021-03-29 13:30:00;1028;1029,6;2021-03-29 10:30:00;1027;2021-03-29 17:36:00;0;22;1,8;78;6,4;2021-03-29 13:51:00;80
X4;30/03/2021;14,3;16,7;2021-03-30 15:38:00;11,6;2021-03-30 05:04:00;68;95;2021-03-30 21:18:00;53;2021-03-30 15:47:00;1025,8;1027,9;2021-03-30 00:30:00;1023,8;2021-03-30 23:58:00;0;22;1,5;84;4,8;2021-03-30 11:19:00;64
X4;31/03/2021;14,2;17,8;2021-03-31 14:05:00;10,9;2021-03-31 06:00:00;68;91;2021-03-31 00:04:00;47;2021-03-31 08:44:00;1021,1;1023,8;2021-03-31 00:00:00;1018,9;2021-03-31 23:57:00;0;20,7;1,2;104;4,8;2021-03-31 12:47:00;147
X4;01/04/2021;15,5;19,4;2021-04-01 15:20:00;10,8;2021-04-01 05:23:00;48;67;2021-04-01 22:03:00;33;2021-04-01 13:31:00;1015,5;1019,1;2021-04-01 00:30:00;1012,6;2021-04-01 23:59:00;0;20,9;1;110;4,5;2021-04-01 11:12:00;142
X4;02/04/2021;16,5;19,8;2021-04-02 15:30:00;13,8;2021-04-02 06:00:00;54;70;2021-04-02 21:45:00;35;2021-04-02 16:26:00;1010,3;1013;2021-04-02 00:39:00;1008,4;2021-04-02 23:59:00;0;22,5;2,6;73;9,1;2021-04-02 12:59:00;64
X4;03/04/2021;17,5;23,4;2021-04-03 12:07:00;13,8;2021-04-03 04:04:00;57;71;2021-04-03 20:06:00;33;2021-04-03 12:08:00;1007,6;1010,7;2021-04-03 23:00:00;1005,5;2021-04-03 15:30:00;0;22,1;1,6;183;8,8;2021-04-03 13:43:00;240
X4;04/04/2021;15,6;17,7;2021-04-04 14:57:00;13,8;2021-04-04 05:18:00;56;72;2021-04-04 01:10:00;40;2021-04-04 18:00:00;1012,5;1014,7;2021-04-04 22:31:00;1010;2021-04-04 02:35:00;0;16,8;1,5;192;5,5;2021-04-04 12:34:00;117
X4;05/04/2021;15,8;19,6;2021-04-05 10:15:00;12,9;2021-04-05 06:03:00;59;84;2021-04-05 23:53:00;39;2021-04-05 13:15:00;1012;1014,5;2021-04-05 00:00:00;1008,7;2021-04-05 23:47:00;0;22,5;2,6;214;11,5;2021-04-05 15:15:00;239
X4;06/04/2021;14,2;16,4;2021-04-06 11:57:00;11,3;2021-04-06 23:59:00;65;85;2021-04-06 00:11:00;46;2021-04-06 06:15:00;1008;1010,6;2021-04-06 23:58:00;1006,2;2021-04-06 04:28:00;0,4;13,7;1,9;166;7,6;2021-04-06 23:33:00;76
X4;07/04/2021;11;13;2021-04-07 15:27:00;9,2;2021-04-07 08:05:00;58;84;2021-04-07 01:42:00;42;2021-04-07 16:01:00;1017,6;1022,9;2021-04-07 23:04:00;1010,3;2021-04-07 00:32:00;0,1;13,5;1,9;131;6,2;2021-04-07 01:23:00;76
X4;08/04/2021;13;16,1;2021-04-08 12:34:00;10,6;2021-04-08 00:03:00;51;65;2021-04-08 23:53:00;39;2021-04-08 13:14:00;1021,1;1022,9;2021-04-08 00:47:00;1019,3;2021-04-08 16:40:00;0;24,6;2,5;242;11,1;2021-04-08 11:59:00;214
X4;09/04/2021;13,1;15,3;2021-04-09 08:52:00;10,8;2021-04-09 03:21:00;67;79;2021-04-09 21:00:00;53;2021-04-09 08:53:00;1018;1020,3;2021-04-09 00:00:00;1015;2021-04-09 23:59:00;0;9,2;1,7;79;6,5;2021-04-09 14:39:00;81
X4;10/04/2021;13,3;14,1;2021-04-10 17:18:00;12,1;2021-04-10 23:44:00;84;98;2021-04-10 13:41:00;69;2021-04-10 04:02:00;1011,6;1015,1;2021-04-10 00:00:00;1009,6;2021-04-10 16:23:00;0,7;2,6;1,1;42;4,1;2021-04-10 01:47:00;27
X4;11/04/2021;13,9;17,1;2021-04-11 14:57:00;11,6;2021-04-11 23:59:00;87;98;2021-04-11 01:01:00;67;2021-04-11 14:57:00;1010,9;1016,2;2021-04-11 23:58:00;1009;2021-04-11 02:53:00;0,2;8,6;1,9;232;9,5;2021-04-11 20:46:00;91
X4;12/04/2021;12,3;16,4;2021-04-12 13:04:00;8,5;2021-04-12 06:08:00;69;100;2021-04-12 05:30:00;41;2021-04-12 13:38:00;1019,5;1022,1;2021-04-12 22:22:00;1016;2021-04-12 00:30:00;9;21,6;2,3;222;8,1;2021-04-12 12:45:00;211
X4;13/04/2021;13,1;15,4;2021-04-13 12:43:00;10,6;2021-04-13 03:00:00;64;81;2021-04-13 21:02:00;47;2021-04-13 12:44:00;1020,3;1022,5;2021-04-13 10:09:00;1018,1;2021-04-13 17:46:00;0;21,1;1,7;128;6,2;2021-04-13 14:04:00;161
X4;14/04/2021;13;14,9;2021-04-14 12:47:00;12;2021-04-14 23:56:00;60;77;2021-04-14 04:07:00;49;2021-04-14 13:12:00;1017,2;1018,9;2021-04-14 00:00:00;1015,8;2021-04-14 17:36:00;0;18,7;2,2;101;6,7;2021-04-14 05:08:00;75
X4;15/04/2021;13,1;15,3;2021-04-15 13:44:00;11,6;2021-04-15 02:08:00;51;62;2021-04-15 04:00:00;38;2021-04-15 23:44:00;1015;1016,8;2021-04-15 00:00:00;1013,6;2021-04-15 14:54:00;0;21,6;2,4;76;8,6;2021-04-15 15:17:00;85
X4;16/04/2021;12,2;15,1;2021-04-16 11:09:00;9,1;2021-04-16 20:43:00;52;75;2021-04-16 20:37:00;32;2021-04-16 11:05:00;1014;1017;2021-04-16 20:31:00;1012,5;2021-04-16 15:20:00;0,5;15,3;2,7;45;9,1;2021-04-16 18:34:00;22
X4;17/04/2021;11,5;14,9;2021-04-17 09:54:00;8,6;2021-04-17 04:10:00;55;70;2021-04-17 22:00:00;32;2021-04-17 09:54:00;1013,6;1015,4;2021-04-17 00:00:00;1012,3;2021-04-17 11:50:00;0;19,6;2,1;307;8;2021-04-17 14:20:00;87
X4;18/04/2021;13,3;17,1;2021-04-18 12:28:00;9,5;2021-04-18 05:40:00;47;64;2021-04-18 23:47:00;27;2021-04-18 08:37:00;1015,4;1017,2;2021-04-18 21:40:00;1014,1;2021-04-18 04:32:00;0;25,2;2,2;246;8;2021-04-18 14:59:00;202
X4;19/04/2021;13,8;16,4;2021-04-19 12:41:00;11;2021-04-19 04:30:00;68;80;2021-04-19 23:57:00;58;2021-04-19 08:05:00;1014;1016,2;2021-04-19 00:17:00;1012,6;2021-04-19 16:00:00;0;24,7;2,2;79;7,5;2021-04-19 13:38:00;120
X4;20/04/2021;14,5;16,6;2021-04-20 13:23:00;12,7;2021-04-20 04:06:00;78;92;2021-04-20 19:08:00;57;2021-04-20 10:05:00;1011,3;1013,5;2021-04-20 00:00:00;1010,3;2021-04-20 23:57:00;0;14,7;2,2;71;8,3;2021-04-20 15:52:00;80
X4;21/04/2021;13,2;14,6;2021-04-21 16:19:00;11,8;2021-04-21 06:39:00;85;100;2021-04-21 05:42:00;70;2021-04-21 15:43:00;1010,9;1013,1;2021-04-21 23:46:00;1008,7;2021-04-21 04:30:00;5,2;10,6;2,7;80;8,7;2021-04-21 12:18:00;85
X4;22/04/2021;13,6;16,8;2021-04-22 13:21:00;11,3;2021-04-22 02:50:00;73;86;2021-04-22 22:50:00;58;2021-04-22 12:27:00;1014;1016,5;2021-04-22 23:13:00;1012;2021-04-22 04:44:00;0;17,9;2,4;86;8,7;2021-04-22 09:55:00;89
X4;23/04/2021;15;19,4;2021-04-23 13:15:00;11;2021-04-23 05:04:00;62;88;2021-04-23 03:00:00;40;2021-04-23 13:47:00;1017,4;1018,6;2021-04-23 23:34:00;1015,6;2021-04-23 04:00:00;0;27,2;1,5;105;7,1;2021-04-23 10:14:00;67
X4;24/04/2021;15,3;17,9;2021-04-24 14:01:00;12,2;2021-04-24 03:23:00;64;78;2021-04-24 23:59:00;49;2021-04-24 07:01:00;1016,7;1018,7;2021-04-24 09:35:00;1013,8;2021-04-24 23:56:00;0;25,1;1,4;115;5,2;2021-04-24 12:54:00;142
X4;25/04/2021;16,6;19,5;2021-04-25 15:19:00;14,2;2021-04-25 04:47:00;59;81;2021-04-25 00:31:00;42;2021-04-25 13:58:00;1011,4;1014,7;2021-04-25 08:31:00;1008,3;2021-04-25 23:29:00;0;19,7;2,6;79;9,5;2021-04-25 15:35:00;75
X4;26/04/2021;15,9;18,9;2021-04-26 08:34:00;13,5;2021-04-26 16:00:00;58;88;2021-04-26 15:45:00;27;2021-04-26 08:46:00;1003,5;1008,8;2021-04-26 00:00:00;1001,4;2021-04-26 14:18:00;3;7,1;2,2;46;10;2021-04-26 04:23:00;55
X4;27/04/2021;15,5;18,1;2021-04-27 15:30:00;13,1;2021-04-27 05:06:00;67;77;2021-04-27 23:42:00;55;2021-04-27 15:20:00;1002,7;1004,4;2021-04-27 22:00:00;1001,2;2021-04-27 04:13:00;0;12,2;1,4;205;5,4;2021-04-27 14:32:00;165
X4;28/04/2021;15,6;18,3;2021-04-28 13:47:00;14,3;2021-04-28 07:00:00;79;91;2021-04-28 20:15:00;62;2021-04-28 13:53:00;1003,4;1004,9;2021-04-28 22:50:00;1002,1;2021-04-28 02:14:00;0;16,2;1,5;151;5,5;2021-04-28 14:50:00;145
X4;29/04/2021;15,8;17,8;2021-04-29 09:47:00;14,7;2021-04-29 05:30:00;86;96;2021-04-29 06:09:00;69;2021-04-29 09:48:00;1004,6;1006,2;2021-04-29 22:30:00;1003,3;2021-04-29 05:52:00;0;18,1;2,5;93;6,4;2021-04-29 14:21:00;71
X4;30/04/2021;15,9;18,7;2021-04-30 10:09:00;15,2;2021-04-30 21:00:00;81;90;2021-04-30 11:25:00;69;2021-04-30 23:57:00;1005,4;1006,7;2021-04-30 20:36:00;1004,6;2021-04-30 03:30:00;0;12,4;2,2;90;7,9;2021-04-30 23:44:00;81
X4;01/05/2021;14,9;18,3;2021-05-01 13:00:00;12,2;2021-05-01 03:52:00;80;100;2021-05-01 07:00:00;55;2021-05-01 13:02:00;1006,8;1012,6;2021-05-01 23:50:00;1003,2;2021-05-01 03:50:00;32,4;12,6;2,1;359;9,7;2021-05-01 03:50:00;91
X4;02/05/2021;13,9;16,2;2021-05-02 08:57:00;12,5;2021-05-02 23:57:00;66;92;2021-05-02 00:00:00;51;2021-05-02 17:31:00;1015,7;1018,7;2021-05-02 23:21:00;1012,4;2021-05-02 00:01:00;0,7;16,6;2,2;79;8,8;2021-05-02 14:41:00;80
X4;03/05/2021;14,9;17,7;2021-05-03 08:47:00;11,4;2021-05-03 04:32:00;58;73;2021-05-03 04:12:00;38;2021-05-03 08:57:00;1018,1;1019,4;2021-05-03 10:58:00;1016,4;2021-05-03 19:02:00;0;27;1,6;122;6,6;2021-05-03 10:51:00;140
X4;04/05/2021;16,6;20,9;2021-05-04 10:37:00;13;2021-05-04 04:57:00;53;83;2021-05-04 23:02:00;31;2021-05-04 10:16:00;1013,4;1017,2;2021-05-04 00:01:00;1010,9;2021-05-04 18:30:00;0;27,7;2,4;252;8,7;2021-05-04 14:09:00;247
X4;05/05/2021;17,2;20,7;2021-05-05 10:47:00;14,4;2021-05-05 04:00:00;73;93;2021-05-05 23:00:00;51;2021-05-05 13:09:00;1011,8;1014,2;2021-05-05 22:00:00;1010,3;2021-05-05 03:50:00;0;27,3;1,9;127;5,8;2021-05-05 15:09:00;93
X4;06/05/2021;18,2;21,3;2021-05-06 11:28:00;15,5;2021-05-06 02:31:00;72;91;2021-05-06 00:02:00;58;2021-05-06 11:28:00;1011,8;1013,5;2021-05-06 01:30:00;1009,2;2021-05-06 16:46:00;0;26;2,7;240;13,9;2021-05-06 15:15:00;265
X4;07/05/2021;17,8;20;2021-05-07 09:10:00;15,7;2021-05-07 04:58:00;74;83;2021-05-07 18:34:00;58;2021-05-07 08:32:00;1013,7;1016,9;2021-05-07 22:57:00;1010,7;2021-05-07 04:01:00;0;23,3;1,9;98;7,3;2021-05-07 08:56:00;72
X4;08/05/2021;20;24,2;2021-05-08 10:43:00;16,6;2021-05-08 03:14:00;63;87;2021-05-08 23:57:00;47;2021-05-08 10:59:00;1013,3;1016,3;2021-05-08 00:05:00;1010,3;2021-05-08 23:59:00;0;28,1;2;269;9,8;2021-05-08 12:50:00;261
X4;09/05/2021;18,5;20,5;2021-05-09 11:42:00;16,5;2021-05-09 05:08:00;76;93;2021-05-09 23:34:00;64;2021-05-09 11:42:00;1005,7;1010,4;2021-05-09 00:00:00;1001,6;2021-05-09 15:51:00;0,1;20;2,6;85;10,8;2021-05-09 09:19:00;78
X4;10/05/2021;18,3;21,2;2021-05-10 15:13:00;16,4;2021-05-10 11:32:00;73;93;2021-05-10 03:22:00;48;2021-05-10 15:08:00;1004,6;1006,2;2021-05-10 11:00:00;1002,9;2021-05-10 03:00:00;2;14,7;2,2;235;8,7;2021-05-10 17:32:00;225
X4;11/05/2021;17,2;23,8;2021-05-11 14:09:00;14,6;2021-05-11 23:51:00;52;69;2021-05-11 23:57:00;24;2021-05-11 14:00:00;1009,7;1015,7;2021-05-11 21:35:00;1004,8;2021-05-11 02:00:00;0;25,5;3,4;340;14,8;2021-05-11 07:20:00;322
X4;12/05/2021;18;22,8;2021-05-12 12:11:00;13,3;2021-05-12 03:55:00;54;72;2021-05-12 23:33:00;31;2021-05-12 13:54:00;1010,3;1015;2021-05-12 00:00:00;1006,6;2021-05-12 16:47:00;0;23,5;2,6;206;12,6;2021-05-12 13:49:00;246
X4;13/05/2021;18;22,5;2021-05-13 14:48:00;14,4;2021-05-13 05:00:00;52;82;2021-05-13 23:35:00;32;2021-05-13 11:58:00;1008,5;1011,3;2021-05-13 00:05:00;1005,9;2021-05-13 16:53:00;0,6;27,1;2,9;253;12,9;2021-05-13 15:22:00;259
X4;14/05/2021;17,1;22,5;2021-05-14 15:11:00;15,4;2021-05-14 06:00:00;65;81;2021-05-14 06:10:00;31;2021-05-14 16:45:00;1009,5;1013,2;2021-05-14 22:23:00;1005,9;2021-05-14 02:37:00;0,1;20,8;2,4;145;10,3;2021-05-14 13:32:00;158
X4;15/05/2021;19,2;24,6;2021-05-15 16:03:00;14,5;2021-05-15 03:38:00;59;75;2021-05-15 04:45:00;33;2021-05-15 16:01:00;1008,7;1012,5;2021-05-15 00:06:00;1006;2021-05-15 17:10:00;0;23,5;2,3;221;11,1;2021-05-15 12:41:00;229
X4;16/05/2021;19,1;26,8;2021-05-16 11:13:00;16,5;2021-05-16 23:30:00;62;85;2021-05-16 18:20:00;39;2021-05-16 11:12:00;1006,9;1010,2;2021-05-16 23:56:00;1005,3;2021-05-16 11:50:00;0;16,4;2;117;7,8;2021-05-16 12:05:00;68
X4;17/05/2021;17,1;19,7;2021-05-17 12:44:00;15,6;2021-05-17 04:06:00;71;85;2021-05-17 00:45:00;52;2021-05-17 12:33:00;1014,2;1017,7;2021-05-17 23:30:00;1010;2021-05-17 00:00:00;0;20,9;3;199;11;2021-05-17 14:57:00;206
X4;18/05/2021;17,9;20,7;2021-05-18 16:06:00;15,5;2021-05-18 02:44:00;77;96;2021-05-18 23:31:00;57;2021-05-18 16:20:00;1014,4;1017,6;2021-05-18 00:01:00;1010,7;2021-05-18 16:41:00;0;16,1;2,8;188;12,4;2021-05-18 16:34:00;261
X4;19/05/2021;17,3;20,4;2021-05-19 14:22:00;15,5;2021-05-19 03:08:00;70;96;2021-05-19 00:47:00;49;2021-05-19 08:21:00;1018,1;1021,2;2021-05-19 21:35:00;1014,8;2021-05-19 00:30:00;0;24,7;2,9;217;10,3;2021-05-19 11:37:00;232
X4;20/05/2021;17,8;21,5;2021-05-20 15:17:00;15,1;2021-05-20 05:00:00;72;96;2021-05-20 06:00:00;40;2021-05-20 12:26:00;1019,1;1021;2021-05-20 06:17:00;1017;2021-05-20 19:36:00;0,1;28,4;2,7;186;9,6;2021-05-20 15:22:00;227
X4;21/05/2021;18,9;21,7;2021-05-21 13:13:00;16,4;2021-05-21 04:46:00;70;98;2021-05-21 23:30:00;47;2021-05-21 17:13:00;1012;1017,4;2021-05-21 00:01:00;1008,3;2021-05-21 19:53:00;0;27,3;2,6;230;10,3;2021-05-21 12:09:00;238
X4;22/05/2021;17;19,1;2021-05-22 12:24:00;15,7;2021-05-22 04:45:00;70;97;2021-05-22 01:09:00;58;2021-05-22 23:22:00;1011,1;1014,1;2021-05-22 23:57:00;1009;2021-05-22 02:59:00;0;21,9;2,2;115;6,3;2021-05-22 13:41:00;146
X4;23/05/2021;16,3;17,5;2021-05-23 10:52:00;15,5;2021-05-23 17:49:00;65;73;2021-05-23 01:08:00;55;2021-05-23 11:08:00;1014,5;1016,4;2021-05-23 11:52:00;1012,8;2021-05-23 23:44:00;0;11;1,6;154;5,7;2021-05-23 13:05:00;151
X4;24/05/2021;18,7;23,1;2021-05-24 17:42:00;15;2021-05-24 02:18:00;64;91;2021-05-24 02:14:00;38;2021-05-24 18:27:00;1014;1020,3;2021-05-24 23:41:00;1011,6;2021-05-24 04:17:00;0,3;28,1;3,3;244;11,5;2021-05-24 14:42:00;261
X4;25/05/2021;16,9;18,6;2021-05-25 14:26:00;15,6;2021-05-25 23:16:00;66;75;2021-05-25 05:33:00;50;2021-05-25 13:34:00;1021,1;1022,9;2021-05-25 10:32:00;1019,5;2021-05-25 02:44:00;0;13,7;2;197;6,9;2021-05-25 15:12:00;159
X4;26/05/2021;17,8;20,9;2021-05-26 14:30:00;15,1;2021-05-26 03:23:00;66;75;2021-05-26 22:12:00;57;2021-05-26 14:13:00;1016,6;1020,6;2021-05-26 00:00:00;1014;2021-05-26 15:39:00;0;25,6;2;210;7,2;2021-05-26 12:48:00;164
X4;27/05/2021;19,4;22,6;2021-05-27 13:43:00;16,7;2021-05-27 03:04:00;69;83;2021-05-27 19:38:00;53;2021-05-27 17:04:00;1013,8;1015,4;2021-05-27 10:22:00;1012,8;2021-05-27 17:38:00;0;28,4;1,9;200;7;2021-05-27 12:59:00;209
X4;28/05/2021;20;23,2;2021-05-28 14:33:00;17,1;2021-05-28 03:00:00;67;82;2021-05-28 00:30:00;50;2021-05-28 14:33:00;1013,6;1015,4;2021-05-28 21:56:00;1012,2;2021-05-28 04:31:00;0;29,2;1,9;170;6;2021-05-28 14:19:00;149
X4;29/05/2021;23,4;28,2;2021-05-29 14:12:00;18;2021-05-29 04:04:00;46;72;2021-05-29 04:05:00;28;2021-05-29 17:30:00;1014,4;1015,5;2021-05-29 21:01:00;1013,4;2021-05-29 03:35:00;0;29;1,5;220;7,7;2021-05-29 15:02:00;261
X4;30/05/2021;22,4;25,1;2021-05-30 14:35:00;20,2;2021-05-30 21:37:00;57;80;2021-05-30 17:05:00;43;2021-05-30 14:35:00;1014,1;1015,1;2021-05-30 07:56:00;1013;2021-05-30 16:22:00;0;24;1,8;115;8,4;2021-05-30 17:54:00;78
X4;31/05/2021;21,4;23,6;2021-05-31 16:04:00;19,8;2021-05-31 23:31:00;61;75;2021-05-31 20:30:00;47;2021-05-31 15:44:00;1012,5;1014;2021-05-31 00:00:00;1011;2021-05-31 23:58:00;0;23,3;1,7;144;6,6;2021-05-31 00:38:00;261
X4;01/06/2021;20,4;22,5;2021-06-01 10:45:00;18,9;2021-06-01 03:39:00;79;100;2021-06-01 23:30:00;48;2021-06-01 07:18:00;1009,4;1011,4;2021-06-01 01:00:00;1006,5;2021-06-01 16:45:00;1,6;17,4;1,8;99;7;2021-06-01 12:00:00;88
X4;02/06/2021;20,8;23,3;2021-06-02 12:46:00;18,8;2021-06-02 03:41:00;81;99;2021-06-02 00:00:00;64;2021-06-02 12:46:00;1012,3;1016,1;2021-06-02 22:30:00;1009,5;2021-06-02 02:31:00;0;27,8;2,5;78;6,9;2021-06-02 09:50:00;99
X4;03/06/2021;20,9;23;2021-06-03 13:19:00;19,4;2021-06-03 04:00:00;81;96;2021-06-03 23:01:00;70;2021-06-03 10:29:00;1016,6;1018,3;2021-06-03 23:59:00;1015,3;2021-06-03 01:43:00;0;24,5;2,8;87;8;2021-06-03 14:05:00;119
X4;04/06/2021;21;22,9;2021-06-04 13:52:00;19,7;2021-06-04 23:59:00;80;96;2021-06-04 23:04:00;61;2021-06-04 10:00:00;1017,7;1019,5;2021-06-04 22:20:00;1016,3;2021-06-04 05:15:00;0;20;2,9;84;7,9;2021-06-04 08:00:00;77
X4;05/06/2021;20,9;22,7;2021-06-05 06:26:00;18,9;2021-06-05 04:13:00;67;94;2021-06-05 01:02:00;56;2021-06-05 15:10:00;1018,3;1019,9;2021-06-05 12:00:00;1016,1;2021-06-05 18:02:00;0;25,5;1,9;164;6,9;2021-06-05 12:15:00;106
X4;06/06/2021;22,5;26,9;2021-06-06 11:35:00;19,2;2021-06-06 06:46:00;54;80;2021-06-06 06:36:00;40;2021-06-06 10:22:00;1016;1017,7;2021-06-06 22:12:00;1014,4;2021-06-06 15:41:00;1,1;26,9;2,5;246;12,7;2021-06-06 15:10:00;234
X4;07/06/2021;21,9;26,6;2021-06-07 14:41:00;19,2;2021-06-07 04:37:00;61;82;2021-06-07 23:55:00;30;2021-06-07 14:42:00;1016,5;1017,6;2021-06-07 21:42:00;1015,2;2021-06-07 15:36:00;0;30,6;1,9;196;7,6;2021-06-07 15:50:00;243
X4;08/06/2021;22,6;26,4;2021-06-08 14:46:00;18,8;2021-06-08 04:41:00;65;83;2021-06-08 22:31:00;44;2021-06-08 13:41:00;1016,4;1017,6;2021-06-08 00:00:00;1014,9;2021-06-08 18:34:00;0;30,4;2;220;8,2;2021-06-08 15:53:00;250
X4;09/06/2021;24,3;27,7;2021-06-09 12:49:00;20,2;2021-06-09 05:00:00;54;78;2021-06-09 00:42:00;38;2021-06-09 16:01:00;1016,2;1017,5;2021-06-09 11:30:00;1015,4;2021-06-09 16:53:00;0;28,3;1,6;196;5,7;2021-06-09 13:01:00;152
X4;10/06/2021;25,8;30,2;2021-06-10 13:37:00;21,6;2021-06-10 04:14:00;44;63;2021-06-10 04:14:00;29;2021-06-10 13:37:00;1014,8;1016,1;2021-06-10 10:30:00;1013,5;2021-06-10 17:35:00;0;29,5;2,1;212;8,7;2021-06-10 15:54:00;236
X4;11/06/2021;26,3;29,9;2021-06-11 11:00:00;22,6;2021-06-11 02:48:00;40;50;2021-06-11 05:00:00;29;2021-06-11 11:00:00;1013,7;1014,9;2021-06-11 23:07:00;1012,9;2021-06-11 18:01:00;0;24,8;1,3;168;6,6;2021-06-11 13:08:00;110
X4;12/06/2021;27,4;31;2021-06-12 12:40:00;22,8;2021-06-12 03:55:00;38;48;2021-06-12 04:03:00;29;2021-06-12 11:30:00;1016;1017,6;2021-06-12 23:23:00;1014,4;2021-06-12 00:00:00;0;29,8;1,6;200;6,3;2021-06-12 13:12:00;138
X4;13/06/2021;27,9;30,5;2021-06-13 16:13:00;24,8;2021-06-13 03:54:00;40;47;2021-06-13 13:50:00;33;2021-06-13 22:34:00;1015,9;1017,3;2021-06-13 09:31:00;1014,1;2021-06-13 23:58:00;0;29,9;2,1;208;8,5;2021-06-13 15:48:00;235
X4;14/06/2021;27,9;31,4;2021-06-14 07:45:00;25,8;2021-06-14 01:52:00;42;63;2021-06-14 12:57:00;30;2021-06-14 07:44:00;1013,5;1015,3;2021-06-14 10:15:00;1011,9;2021-06-14 17:36:00;0;29,6;2;190;8,6;2021-06-14 17:18:00;214
X4;15/06/2021;27,8;32,1;2021-06-15 12:52:00;24,1;2021-06-15 04:13:00;43;60;2021-06-15 20:39:00;28;2021-06-15 12:13:00;1012,8;1014,3;2021-06-15 10:00:00;1011;2021-06-15 23:59:00;0;28,9;1,5;174;6,6;2021-06-15 13:23:00;221
X4;16/06/2021;26,2;29,1;2021-06-16 10:58:00;24,4;2021-06-16 20:09:00;56;74;2021-06-16 20:06:00;35;2021-06-16 11:03:00;1009,4;1011;2021-06-16 00:30:00;1006,9;2021-06-16 17:26:00;0;22,6;2,2;86;6,6;2021-06-16 16:30:00;92
X4;17/06/2021;24,4;26,2;2021-06-17 10:15:00;23,3;2021-06-17 23:04:00;79;97;2021-06-17 20:03:00;51;2021-06-17 00:06:00;1007,1;1009,3;2021-06-17 00:49:00;1005,4;2021-06-17 13:00:00;0;11,8;3,3;92;12,5;2021-06-17 06:40:00;90
X4;18/06/2021;24,6;27,4;2021-06-18 09:53:00;22,2;2021-06-18 04:35:00;72;92;2021-06-18 20:41:00;54;2021-06-18 10:05:00;1010,2;1012,6;2021-06-18 20:31:00;1007,8;2021-06-18 02:30:00;0;26,8;2,1;130;6,2;2021-06-18 20:41:00;73
X4;19/06/2021;24,7;26,5;2021-06-19 15:22:00;23;2021-06-19 02:39:00;74;92;2021-06-19 20:48:00;55;2021-06-19 23:45:00;1010,4;1011,8;2021-06-19 13:10:00;1007,9;2021-06-19 23:59:00;0;15,2;1,6;131;6,3;2021-06-19 13:00:00;201
X4;20/06/2021;25,4;28,9;2021-06-20 12:08:00;23,8;2021-06-20 23:03:00;55;73;2021-06-20 19:15:00;36;2021-06-20 11:54:00;1005,1;1008;2021-06-20 00:00:00;1003;2021-06-20 16:32:00;0;18;2,4;260;9,4;2021-06-20 15:09:00;236
X4;21/06/2021;25,8;29,9;2021-06-21 11:25:00;22,7;2021-06-21 03:55:00;50;73;2021-06-21 02:40:00;31;2021-06-21 11:10:00;1004,8;1006,2;2021-06-21 23:01:00;1003,9;2021-06-21 16:59:00;0;29,3;3,1;250;9,7;2021-06-21 12:38:00;203
