EMA;DATA;TM;TX;Data Extrem TX;TN;Data Extrem TN;HRM;HRX;Data Extrem HRX;HRN;Data Extrem HRN;PM;PX;Data Extrem PX;PN;Data Extrem PN;PPT;RS24h;VVM10;DVM10;VVX10;Data Extrem VVX10;DVVX10;Data Extrem DVVX10
X4;07/08/2022;28,9;31,9;2022-08-07 14:08:00;26,8;2022-08-07 04:21:00;49;65;2022-08-07 00:00:00;38;2022-08-07 18:08:00;1011,3;1012,8;2022-08-07 09:30:00;1009,6;2022-08-07 19:26:00;0;23,1;1,8;84;7,7;2022-08-07 19:51:00;318;2022-08-07 19:51:00
X4;08/08/2022;28,4;31,4;2022-08-08 10:51:00;25,6;2022-08-08 04:43:00;51;67;2022-08-08 22:45:00;37;2022-08-08 10:51:00;1012,2;1013,2;2022-08-08 22:00:00;1010,5;2022-08-08 02:16:00;0;26,7;1,7;134;6,9;2022-08-08 12:52:00;103;2022-08-08 12:52:00
X4;09/08/2022;28,7;31,5;2022-08-09 11:53:00;26,6;2022-08-09 04:28:00;59;77;2022-08-09 19:15:00;39;2022-08-09 23:50:00;1013,5;1014,7;2022-08-09 10:40:00;1012,4;2022-08-09 03:34:00;0;26,5;1,9;139;6,5;2022-08-09 08:57:00;79;2022-08-09 08:57:00
X4;10/08/2022;29,9;33,5;2022-08-10 09:38:00;26;2022-08-10 04:28:00;49;63;2022-08-10 22:55:00;30;2022-08-10 09:28:00;1012,1;1013,4;2022-08-10 00:30:00;1010,6;2022-08-10 16:51:00;0;26,5;2,2;235;9,2;2022-08-10 15:01:00;260;2022-08-10 15:01:00
X4;11/08/2022;29,5;32,7;2022-08-11 14:08:00;26,2;2022-08-11 04:42:00;53;66;2022-08-11 21:52:00;34;2022-08-11 14:08:00;1011,5;1012,3;2022-08-11 08:45:00;1010,5;2022-08-11 17:40:00;0;26;1,9;217;6,8;2022-08-11 15:18:00;202;2022-08-11 15:18:00
X4;12/08/2022;30;33,6;2022-08-12 11:38:00;26,9;2022-08-12 05:02:00;60;72;2022-08-12 05:05:00;45;2022-08-12 16:18:00;1008,6;1011,3;2022-08-12 00:00:00;1006,6;2022-08-12 15:36:00;0;25,6;2,9;252;10,5;2022-08-12 13:16:00;264;2022-08-12 13:16:00
X4;13/08/2022;29,1;32,2;2022-08-13 08:34:00;27,2;2022-08-13 04:30:00;68;87;2022-08-13 18:07:00;41;2022-08-13 08:32:00;1007;1008,3;2022-08-13 18:19:00;1005,6;2022-08-13 04:54:00;0;20,6;1,9;131;7;2022-08-13 17:54:00;76;2022-08-13 17:54:00
X4;14/08/2022;29,7;35,5;2022-08-14 13:31:00;26,5;2022-08-14 23:50:00;53;78;2022-08-14 00:00:00;24;2022-08-14 10:41:00;1004,2;1006,6;2022-08-14 00:00:00;1002,4;2022-08-14 14:36:00;0;21,1;2,8;159;12,5;2022-08-14 06:01:00;319;2022-08-14 06:01:00
X4;15/08/2022;27,4;29,6;2022-08-15 11:38:00;25,8;2022-08-15 05:04:00;58;66;2022-08-15 18:08:00;43;2022-08-15 08:06:00;1004,4;1006;2022-08-15 23:00:00;1003,5;2022-08-15 05:31:00;0;25,6;2,3;96;8,7;2022-08-15 11:22:00;92;2022-08-15 11:22:00
X4;16/08/2022;27,3;30;2022-08-16 13:58:00;25,1;2022-08-16 05:11:00;68;83;2022-08-16 21:32:00;53;2022-08-16 07:30:00;1004,3;1005,8;2022-08-16 10:52:00;1002,8;2022-08-16 16:48:00;0;17;1,6;123;6,2;2022-08-16 12:32:00;103;2022-08-16 12:32:00
X4;17/08/2022;26,1;29,8;2022-08-17 14:03:00;20,9;2022-08-17 20:19:00;65;97;2022-08-17 20:15:00;46;2022-08-17 12:12:00;1004,6;1008,8;2022-08-17 23:19:00;1003,1;2022-08-17 11:41:00;4,1;16,7;2,2;59;9,4;2022-08-17 20:09:00;251;2022-08-17 20:09:00
X4;18/08/2022;22,7;27;2022-08-18 11:41:00;20,4;2022-08-18 00:59:00;62;89;2022-08-18 00:42:00;40;2022-08-18 11:21:00;1009,3;1012,7;2022-08-18 23:30:00;1005,9;2022-08-18 01:40:00;5,6;15,8;2,1;316;8,7;2022-08-18 04:48:00;315;2022-08-18 04:48:00
X4;19/08/2022;24,6;29;2022-08-19 10:40:00;20,4;2022-08-19 02:54:00;54;69;2022-08-19 02:49:00;33;2022-08-19 10:40:00;1013,8;1015,7;2022-08-19 22:00:00;1012;2022-08-19 02:28:00;0;26,3;1,8;104;6;2022-08-19 08:10:00;359;2022-08-19 08:10:00
X4;20/08/2022;26,9;31;2022-08-20 12:44:00;23,4;2022-08-20 05:30:00;59;69;2022-08-20 19:15:00;38;2022-08-20 12:39:00;1013,6;1015,3;2022-08-20 07:30:00;1011,5;2022-08-20 17:21:00;0;25,9;2,3;260;9,6;2022-08-20 14:47:00;212;2022-08-20 14:47:00
X4;21/08/2022;26,4;30,5;2022-08-21 12:59:00;21,6;2022-08-21 16:42:00;70;88;2022-08-21 17:55:00;58;2022-08-21 13:50:00;1010,9;1012,9;2022-08-21 01:00:00;1008,4;2022-08-21 15:34:00;5,4;19,4;1,7;143;12,1;2022-08-21 16:30:00;24;2022-08-21 16:30:00
X4;22/08/2022;26,3;28,8;2022-08-22 14:56:00;24,6;2022-08-22 05:01:00;68;82;2022-08-22 02:30:00;54;2022-08-22 11:00:00;1009,6;1010,4;2022-08-22 10:30:00;1008,8;2022-08-22 17:25:00;0;21,3;1,7;118;6,7;2022-08-22 14:09:00;163;2022-08-22 14:09:00
X4;23/08/2022;27,3;30,4;2022-08-23 15:17:00;24,3;2022-08-23 04:30:00;65;76;2022-08-23 04:30:00;50;2022-08-23 15:36:00;1010,2;1011,5;2022-08-23 22:30:00;1008,8;2022-08-23 17:01:00;0;25,1;2;205;8,8;2022-08-23 14:28:00;217;2022-08-23 14:28:00
X4;24/08/2022;28,1;31,9;2022-08-24 13:21:00;25,6;2022-08-24 04:31:00;65;77;2022-08-24 04:31:00;46;2022-08-24 13:02:00;1010,6;1012,6;2022-08-24 22:00:00;1009,4;2022-08-24 16:41:00;0;23,7;2,1;213;7,6;2022-08-24 15:15:00;225;2022-08-24 15:15:00
X4;25/08/2022;27,4;29,4;2022-08-25 14:13:00;24,8;2022-08-25 22:04:00;62;80;2022-08-25 18:21:00;45;2022-08-25 08:01:00;1010,7;1012,5;2022-08-25 10:00:00;1008,4;2022-08-25 00:50:00;0,4;21,6;2,5;1;9,2;2022-08-25 20:01:00;347;2022-08-25 20:01:00
X4;26/08/2022;27,9;32,6;2022-08-26 10:41:00;24;2022-08-26 05:30:00;52;64;2022-08-26 17:18:00;34;2022-08-26 10:41:00;1009,6;1011,2;2022-08-26 07:08:00;1007,6;2022-08-26 16:35:00;0;21,5;1,9;246;8,1;2022-08-26 14:39:00;253;2022-08-26 14:39:00
X4;27/08/2022;27,7;30,4;2022-08-27 16:10:00;25,8;2022-08-27 04:14:00;63;71;2022-08-27 13:08:00;51;2022-08-27 16:07:00;1008,1;1009,4;2022-08-27 22:00:00;1007,1;2022-08-27 16:45:00;0;20;2,1;231;8,3;2022-08-27 13:53:00;203;2022-08-27 13:53:00
X4;28/08/2022;27,8;31,5;2022-08-28 13:01:00;24,5;2022-08-28 05:34:00;63;72;2022-08-28 04:32:00;48;2022-08-28 14:06:00;1009,8;1011,9;2022-08-28 21:30:00;1008,6;2022-08-28 04:01:00;0;21,7;2,5;269;10,3;2022-08-28 14:26:00;229;2022-08-28 14:26:00
X4;29/08/2022;28;31,1;2022-08-29 16:05:00;24,8;2022-08-29 04:49:00;61;76;2022-08-29 04:03:00;41;2022-08-29 09:10:00;1012,1;1013,9;2022-08-29 11:00:00;1011;2022-08-29 21:49:00;0;19;2,1;273;9,9;2022-08-29 13:29:00;227;2022-08-29 13:29:00
X4;30/08/2022;28,5;32,1;2022-08-30 13:52:00;25,6;2022-08-30 05:35:00;64;80;2022-08-30 22:02:00;55;2022-08-30 01:57:00;1012;1013,8;2022-08-30 09:30:00;1009,6;2022-08-30 17:31:00;0;21,9;2,1;250;10,6;2022-08-30 16:24:00;244;2022-08-30 16:24:00
X4;31/08/2022;25;30,9;2022-08-31 13:33:00;18;2022-08-31 16:58:00;76;100;2022-08-31 17:00:00;43;2022-08-31 13:36:00;1011,6;1014,3;2022-08-31 16:44:00;1010,5;2022-08-31 18:46:00;32,7;9,8;1,8;74;15,6;2022-08-31 16:42:00;343;2022-08-31 16:42:00
X4;01/09/2022;26;29,6;2022-09-01 11:20:00;21,5;2022-09-01 05:11:00;60;72;2022-09-01 23:53:00;37;2022-09-01 08:10:00;1010,2;1011,6;2022-09-01 09:00:00;1008,7;2022-09-01 18:25:00;0;23,5;1,4;180;6,1;2022-09-01 13:32:00;197;2022-09-01 13:32:00
X4;02/09/2022;26,4;29,4;2022-09-02 13:09:00;24,1;2022-09-02 18:30:00;66;83;2022-09-02 15:00:00;50;2022-09-02 19:30:00;1007,6;1009,3;2022-09-02 00:00:00;1005,8;2022-09-02 17:12:00;0;16,9;1,7;75;9,3;2022-09-02 17:42:00;78;2022-09-02 17:42:00
X4;03/09/2022;25,6;28,3;2022-09-03 12:56:00;23,3;2022-09-03 03:14:00;70;83;2022-09-03 18:53:00;55;2022-09-03 09:12:00;1008,7;1010,3;2022-09-03 23:58:00;1007,4;2022-09-03 03:08:00;0;17,3;2,4;67;8,3;2022-09-03 12:09:00;114;2022-09-03 12:09:00
X4;04/09/2022;26,3;28,8;2022-09-04 09:10:00;23,8;2022-09-04 04:30:00;75;82;2022-09-04 23:00:00;59;2022-09-04 09:10:00;1012,7;1015;2022-09-04 23:30:00;1010,2;2022-09-04 00:00:00;0;20,5;1,9;79;6,3;2022-09-04 11:53:00;115;2022-09-04 11:53:00
X4;05/09/2022;27;29,4;2022-09-05 12:31:00;25;2022-09-05 04:14:00;77;95;2022-09-05 22:43:00;61;2022-09-05 07:58:00;1014,1;1015,7;2022-09-05 09:09:00;1012,7;2022-09-05 17:44:00;0;16,1;1,8;80;6,5;2022-09-05 10:10:00;61;2022-09-05 10:10:00
X4;06/09/2022;27,8;31,7;2022-09-06 11:58:00;25,1;2022-09-06 23:58:00;69;84;2022-09-06 03:00:00;52;2022-09-06 12:08:00;1011,5;1013,3;2022-09-06 00:30:00;1009,7;2022-09-06 18:37:00;0;22,3;1,9;213;9,2;2022-09-06 13:33:00;248;2022-09-06 13:33:00
X4;07/09/2022;26,7;29,8;2022-09-07 13:43:00;24;2022-09-07 05:07:00;70;80;2022-09-07 08:32:00;57;2022-09-07 16:17:00;1009,3;1011,4;2022-09-07 09:00:00;1007,6;2022-09-07 18:06:00;0;18,7;2;155;7,7;2022-09-07 09:18:00;77;2022-09-07 09:18:00
X4;08/09/2022;26,4;29,2;2022-09-08 15:33:00;25;2022-09-08 04:41:00;52;70;2022-09-08 00:21:00;33;2022-09-08 11:50:00;1010,5;1012,4;2022-09-08 10:30:00;1008,1;2022-09-08 00:41:00;0;14,5;2,1;172;7;2022-09-08 16:38:00;228;2022-09-08 16:38:00
X4;09/09/2022;25,4;27,8;2022-09-09 08:49:00;23,6;2022-09-09 23:00:00;59;68;2022-09-09 10:34:00;45;2022-09-09 07:19:00;1013,1;1015,9;2022-09-09 23:21:00;1011,1;2022-09-09 03:33:00;0;15,6;2,5;72;8,3;2022-09-09 17:14:00;85;2022-09-09 17:14:00
X4;10/09/2022;25,7;28,6;2022-09-10 16:00:00;22,7;2022-09-10 04:33:00;62;74;2022-09-10 23:56:00;54;2022-09-10 10:05:00;1014,7;1016,6;2022-09-10 09:31:00;1013;2022-09-10 17:30:00;0;19,4;1,7;211;8,2;2022-09-10 13:06:00;172;2022-09-10 13:06:00
X4;11/09/2022;26,4;28,2;2022-09-11 15:31:00;25,4;2022-09-11 10:07:00;73;84;2022-09-11 17:21:00;66;2022-09-11 18:04:00;1012,2;1013,8;2022-09-11 10:00:00;1010,3;2022-09-11 18:00:00;0;14;1,6;99;6,4;2022-09-11 13:36:00;72;2022-09-11 13:36:00
X4;12/09/2022;27,3;30,1;2022-09-12 12:32:00;24,9;2022-09-12 04:00:00;72;79;2022-09-12 06:02:00;61;2022-09-12 22:36:00;1009,1;1011;2022-09-12 00:00:00;1007,4;2022-09-12 17:38:00;0;18,9;1,7;187;6,8;2022-09-12 11:29:00;166;2022-09-12 11:29:00
X4;13/09/2022;27,9;32;2022-09-13 11:51:00;25,7;2022-09-13 03:41:00;58;91;2022-09-13 04:30:00;33;2022-09-13 14:12:00;1007,1;1008,6;2022-09-13 08:33:00;1005;2022-09-13 18:43:00;0,1;9,5;2;14;11,1;2022-09-13 11:54:00;304;2022-09-13 11:54:00
X4;14/09/2022;25,6;27,5;2022-09-14 15:20:00;22;2022-09-14 02:39:00;61;75;2022-09-14 02:36:00;47;2022-09-14 00:08:00;1005,4;1007,1;2022-09-14 22:00:00;1003,3;2022-09-14 04:56:00;0,6;6,4;2,4;301;16,8;2022-09-14 02:07:00;319;2022-09-14 02:07:00
X4;15/09/2022;26,2;29;2022-09-15 13:51:00;22,8;2022-09-15 05:00:00;63;75;2022-09-15 21:05:00;52;2022-09-15 07:56:00;1007,4;1009,1;2022-09-15 21:00:00;1005,7;2022-09-15 03:11:00;0;21,3;1,8;125;6,5;2022-09-15 14:20:00;176;2022-09-15 14:20:00
X4;16/09/2022;24,7;27,4;2022-09-16 08:28:00;21,3;2022-09-16 21:10:00;70;100;2022-09-16 21:01:00;55;2022-09-16 07:54:00;1008;1009,8;2022-09-16 10:30:00;1006,1;2022-09-16 17:48:00;5,2;11,2;1,9;142;7,7;2022-09-16 20:46:00;87;2022-09-16 20:46:00
X4;17/09/2022;23,1;26,1;2022-09-17 11:41:00;21,2;2022-09-17 06:05:00;57;86;2022-09-17 01:30:00;38;2022-09-17 22:42:00;1010,2;1012,9;2022-09-17 23:30:00;1007,7;2022-09-17 03:07:00;0;15,2;2;134;7,2;2022-09-17 13:11:00;172;2022-09-17 13:11:00
X4;18/09/2022;22,4;24,8;2022-09-18 14:05:00;20,1;2022-09-18 06:00:00;51;67;2022-09-18 22:31:00;35;2022-09-18 07:41:00;1012,9;1014,1;2022-09-18 10:30:00;1011,8;2022-09-18 03:07:00;0;20,2;1,8;129;7;2022-09-18 13:27:00;201;2022-09-18 13:27:00
X4;19/09/2022;23,1;26;2022-09-19 14:07:00;20,4;2022-09-19 05:42:00;64;75;2022-09-19 04:42:00;51;2022-09-19 12:15:00;1012,2;1013,1;2022-09-19 22:30:00;1011,1;2022-09-19 04:37:00;0;19,9;1,4;119;5,9;2022-09-19 08:57:00;69;2022-09-19 08:57:00
X4;20/09/2022;22,9;25;2022-09-20 13:12:00;21,5;2022-09-20 06:02:00;63;73;2022-09-20 02:48:00;53;2022-09-20 12:07:00;1013,8;1015,1;2022-09-20 21:30:00;1012,7;2022-09-20 01:38:00;0;17,5;1,6;98;6;2022-09-20 11:58:00;142;2022-09-20 11:58:00
X4;21/09/2022;22,5;24,8;2022-09-21 13:27:00;20,8;2022-09-21 03:16:00;59;77;2022-09-21 03:24:00;48;2022-09-21 11:05:00;1014,2;1015,1;2022-09-21 20:30:00;1012,8;2022-09-21 16:10:00;0;19,2;2,1;70;7;2022-09-21 16:01:00;77;2022-09-21 16:01:00
X4;22/09/2022;22,5;25,1;2022-09-22 12:20:00;20,6;2022-09-22 04:00:00;56;66;2022-09-22 23:00:00;45;2022-09-22 12:35:00;1014,8;1015,9;2022-09-22 22:30:00;1013,6;2022-09-22 03:31:00;0;19,1;2,4;68;7,8;2022-09-22 10:20:00;89;2022-09-22 10:20:00
X4;23/09/2022;22,8;26,1;2022-09-23 13:54:00;17,1;2022-09-23 23:58:00;66;100;2022-09-23 23:52:00;51;2022-09-23 13:54:00;1013,3;1015,5;2022-09-23 09:00:00;1009,5;2022-09-23 23:22:00;8,7;15;2;201;12,6;2022-09-23 23:41:00;310;2022-09-23 23:41:00
X4;24/09/2022;20,4;22,7;2022-09-24 11:59:00;16,8;2022-09-24 00:06:00;74;100;2022-09-24 01:02:00;57;2022-09-24 15:18:00;1009;1010,8;2022-09-24 00:00:00;1007,5;2022-09-24 17:00:00;4,4;9,5;2,5;65;7,9;2022-09-24 18:56:00;76;2022-09-24 18:56:00
X4;25/09/2022;20,3;23,2;2022-09-25 10:21:00;17,5;2022-09-25 05:32:00;56;72;2022-09-25 02:32:00;45;2022-09-25 10:27:00;1009,2;1010,2;2022-09-25 22:30:00;1008,3;2022-09-25 15:00:00;0;17,5;1,9;53;6,3;2022-09-25 12:38:00;154;2022-09-25 12:38:00
X4;26/09/2022;21,3;25,6;2022-09-26 15:00:00;17,2;2022-09-26 06:13:00;45;65;2022-09-26 05:34:00;28;2022-09-26 17:01:00;1007,9;1009,7;2022-09-26 00:00:00;1006,2;2022-09-26 16:14:00;0;19,3;2,3;293;10,9;2022-09-26 16:55:00;300;2022-09-26 16:55:00
X4;27/09/2022;20,5;24,9;2022-09-27 13:07:00;16,7;2022-09-27 05:04:00;49;67;2022-09-27 22:52:00;35;2022-09-27 11:24:00;1006,8;1008,5;2022-09-27 21:03:00;1005,2;2022-09-27 04:32:00;0;15,6;2,1;317;10;2022-09-27 04:44:00;309;2022-09-27 04:44:00
X4;28/09/2022;21,4;26,4;2022-09-28 14:43:00;17,3;2022-09-28 04:15:00;48;70;2022-09-28 22:01:00;32;2022-09-28 15:01:00;1003,5;1007,7;2022-09-28 00:00:00;1000,3;2022-09-28 17:32:00;0;12,8;2,8;299;9,9;2022-09-28 17:18:00;317;2022-09-28 17:18:00
X4;29/09/2022;19,9;25;2022-09-29 12:41:00;17,1;2022-09-29 23:20:00;57;76;2022-09-29 19:15:00;33;2022-09-29 12:42:00;999,7;1001,9;2022-09-29 23:30:00;997,7;2022-09-29 16:04:00;0;15,2;2,6;20;11,7;2022-09-29 05:55:00;337;2022-09-29 05:55:00
X4;30/09/2022;18,8;22;2022-09-30 10:30:00;15,9;2022-09-30 05:08:00;55;72;2022-09-30 20:47:00;36;2022-09-30 10:30:00;1007,7;1015,1;2022-09-30 23:56:00;1001,6;2022-09-30 00:00:00;0;18,2;2,3;288;9;2022-09-30 15:03:00;212;2022-09-30 15:03:00
X4;01/10/2022;20,4;25,2;2022-10-01 14:46:00;16,1;2022-10-01 06:02:00;50;68;2022-10-01 02:06:00;33;2022-10-01 11:38:00;1019,7;1023;2022-10-01 23:56:00;1015;2022-10-01 00:00:00;0;19;2,1;286;7,7;2022-10-01 16:45:00;255;2022-10-01 16:45:00
X4;02/10/2022;22,4;27,5;2022-10-02 13:42:00;18,4;2022-10-02 05:20:00;57;74;2022-10-02 19:30:00;32;2022-10-02 13:45:00;1021;1023,1;2022-10-02 07:54:00;1018,8;2022-10-02 16:40:00;0;18,6;2,3;259;10,4;2022-10-02 12:23:00;257;2022-10-02 12:23:00
X4;03/10/2022;21,7;24,5;2022-10-03 13:20:00;19;2022-10-03 05:45:00;69;77;2022-10-03 23:30:00;58;2022-10-03 13:17:00;1017,4;1019,5;2022-10-03 00:00:00;1015,8;2022-10-03 19:08:00;0;17,2;1,3;193;6,2;2022-10-03 14:48:00;162;2022-10-03 14:48:00
X4;04/10/2022;21,7;24,7;2022-10-04 13:13:00;19,6;2022-10-04 04:11:00;67;82;2022-10-04 02:37:00;44;2022-10-04 13:27:00;1017,5;1019,7;2022-10-04 23:30:00;1015,2;2022-10-04 03:44:00;0;18;1,4;85;5,1;2022-10-04 15:01:00;122;2022-10-04 15:01:00
X4;05/10/2022;21,4;23,8;2022-10-05 13:21:00;18,8;2022-10-05 03:19:00;72;82;2022-10-05 05:07:00;62;2022-10-05 10:18:00;1020,5;1022,6;2022-10-05 23:30:00;1019;2022-10-05 03:34:00;0;17,2;1,7;66;6,2;2022-10-05 14:02:00;93;2022-10-05 14:02:00
X4;06/10/2022;21,6;24;2022-10-06 13:11:00;19,9;2022-10-06 05:56:00;67;74;2022-10-06 00:00:00;59;2022-10-06 22:00:00;1022,7;1024,3;2022-10-06 09:30:00;1021,6;2022-10-06 23:58:00;0;14,5;2,6;59;11,4;2022-10-06 09:47:00;62;2022-10-06 09:47:00
X4;07/10/2022;20;21,5;2022-10-07 17:06:00;18,1;2022-10-07 12:07:00;77;100;2022-10-07 12:30:00;61;2022-10-07 00:00:00;1018,1;1021,8;2022-10-07 00:06:00;1015,3;2022-10-07 23:49:00;12,1;2,5;1,9;43;8,9;2022-10-07 15:41:00;54;2022-10-07 15:41:00
X4;08/10/2022;20,3;21,9;2022-10-08 12:18:00;19;2022-10-08 04:02:00;76;93;2022-10-08 01:03:00;64;2022-10-08 20:03:00;1015,4;1016,5;2022-10-08 10:11:00;1014,3;2022-10-08 03:31:00;0;12,1;2;63;7,5;2022-10-08 14:30:00;99;2022-10-08 14:30:00
X4;09/10/2022;20,3;22,2;2022-10-09 14:54:00;18;2022-10-09 05:38:00;75;89;2022-10-09 04:32:00;62;2022-10-09 11:40:00;1014;1015,6;2022-10-09 00:30:00;1012,3;2022-10-09 15:47:00;0;11,8;1,3;133;5;2022-10-09 13:54:00;131;2022-10-09 13:54:00
X4;10/10/2022;20,9;22,9;2022-10-10 09:30:00;19,3;2022-10-10 05:42:00;79;91;2022-10-10 05:43:00;68;2022-10-10 09:30:00;1014,5;1016,2;2022-10-10 22:01:00;1013;2022-10-10 04:01:00;0;13,6;1,6;87;5,6;2022-10-10 12:43:00;80;2022-10-10 12:43:00
X4;11/10/2022;20,3;22,8;2022-10-11 12:30:00;18,4;2022-10-11 03:33:00;76;85;2022-10-11 03:31:00;65;2022-10-11 12:06:00;1015,9;1017;2022-10-11 09:30:00;1014,9;2022-10-11 05:00:00;0;8,6;2,1;55;7,5;2022-10-11 14:11:00;76;2022-10-11 14:11:00
X4;12/10/2022;21;24,2;2022-10-12 09:41:00;18,7;2022-10-12 04:05:00;65;77;2022-10-12 23:31:00;45;2022-10-12 09:42:00;1016,9;1019,4;2022-10-12 21:30:00;1015,3;2022-10-12 03:37:00;0;15,8;1,5;62;5,7;2022-10-12 11:55:00;88;2022-10-12 11:55:00
X4;13/10/2022;22,2;26;2022-10-13 12:23:00;19;2022-10-13 05:06:00;63;79;2022-10-13 00:22:00;47;2022-10-13 14:00:00;1017,8;1019,1;2022-10-13 08:09:00;1015,9;2022-10-13 15:46:00;0;15,1;1,9;252;8,9;2022-10-13 16:48:00;262;2022-10-13 16:48:00
X4;14/10/2022;21,6;24,9;2022-10-14 10:03:00;18,8;2022-10-14 04:19:00;73;100;2022-10-14 23:44:00;48;2022-10-14 10:03:00;1016,1;1017,5;2022-10-14 09:00:00;1014,8;2022-10-14 23:56:00;0;15,5;1,4;77;5,8;2022-10-14 10:45:00;77;2022-10-14 10:45:00
X4;15/10/2022;22,2;25,9;2022-10-15 13:16:00;18,7;2022-10-15 05:25:00;82;100;2022-10-15 00:30:00;61;2022-10-15 12:28:00;1012,5;1015;2022-10-15 00:08:00;1010,5;2022-10-15 17:00:00;0;14,7;1,6;242;7,5;2022-10-15 12:48:00;183;2022-10-15 12:48:00
X4;16/10/2022;22,4;25,2;2022-10-16 11:35:00;20,1;2022-10-16 06:04:00;82;94;2022-10-16 19:00:00;68;2022-10-16 11:36:00;1014,8;1018,3;2022-10-16 23:45:00;1011,9;2022-10-16 01:40:00;0;12,8;1,2;117;4,9;2022-10-16 14:10:00;144;2022-10-16 14:10:00
X4;17/10/2022;22,5;24,6;2022-10-17 11:52:00;21,2;2022-10-17 06:00:00;89;100;2022-10-17 20:00:00;77;2022-10-17 12:00:00;1020,6;1023,2;2022-10-17 23:00:00;1017,9;2022-10-17 03:46:00;0;9,9;2,1;70;7,4;2022-10-17 12:15:00;100;2022-10-17 12:15:00
X4;18/10/2022;22,3;25,1;2022-10-18 11:04:00;20,5;2022-10-18 05:15:00;88;100;2022-10-18 23:30:00;64;2022-10-18 10:25:00;1021,6;1023,4;2022-10-18 09:30:00;1019,8;2022-10-18 23:59:00;0;13,4;1,2;89;4,8;2022-10-18 11:32:00;125;2022-10-18 11:32:00
X4;19/10/2022;22,4;25,2;2022-10-19 14:04:00;20,4;2022-10-19 02:42:00;85;100;2022-10-19 03:00:00;68;2022-10-19 14:05:00;1016,2;1020;2022-10-19 00:00:00;1013,7;2022-10-19 22:44:00;0;9,2;1,2;212;5,7;2022-10-19 17:50:00;284;2022-10-19 17:50:00
X4;20/10/2022;22,8;25;2022-10-20 15:00:00;21,1;2022-10-20 05:30:00;81;100;2022-10-20 20:30:00;59;2022-10-20 15:14:00;1013;1014,5;2022-10-20 11:03:00;1011;2022-10-20 20:24:00;0;6,1;1,1;102;6,8;2022-10-20 23:14:00;332;2022-10-20 23:14:00
X4;21/10/2022;23,4;26,5;2022-10-21 13:05:00;21,2;2022-10-21 04:30:00;65;72;2022-10-21 20:02:00;54;2022-10-21 15:41:00;1010,6;1012,2;2022-10-21 22:02:00;1009,2;2022-10-21 14:07:00;0;12,9;2;256;9,1;2022-10-21 13:48:00;228;2022-10-21 13:48:00
X4;22/10/2022;22,9;26,9;2022-10-22 13:02:00;20,5;2022-10-22 04:11:00;50;62;2022-10-22 23:54:00;33;2022-10-22 11:45:00;1012,5;1014,1;2022-10-22 10:30:00;1011;2022-10-22 03:06:00;0;10,6;1,5;260;7;2022-10-22 08:51:00;310;2022-10-22 08:51:00
X4;23/10/2022;22,8;26,4;2022-10-23 14:04:00;20,9;2022-10-23 06:00:00;70;87;2022-10-23 17:45:00;52;2022-10-23 14:44:00;1012,2;1013,6;2022-10-23 11:30:00;1010,6;2022-10-23 16:20:00;0;6,8;1;218;5;2022-10-23 21:34:00;254;2022-10-23 21:34:00
X4;24/10/2022;23,6;27,7;2022-10-24 12:27:00;20,5;2022-10-24 06:16:00;57;88;2022-10-24 01:40:00;35;2022-10-24 16:23:00;1013,2;1015,2;2022-10-24 22:00:00;1011,7;2022-10-24 04:21:00;0;12,2;1,6;253;7,8;2022-10-24 16:21:00;315;2022-10-24 16:21:00
X4;25/10/2022;22,6;25,7;2022-10-25 12:16:00;20,2;2022-10-25 06:11:00;68;93;2022-10-25 23:14:00;43;2022-10-25 10:22:00;1013,9;1015,2;2022-10-25 08:30:00;1012,8;2022-10-25 16:38:00;0;12,2;1,3;207;5,2;2022-10-25 11:38:00;196;2022-10-25 11:38:00
X4;26/10/2022;22,2;26;2022-10-26 10:54:00;20,1;2022-10-26 03:53:00;86;100;2022-10-26 23:30:00;51;2022-10-26 10:55:00;1016;1019,2;2022-10-26 21:55:00;1013,3;2022-10-26 03:32:00;0;11,7;1;147;4,3;2022-10-26 14:09:00;164;2022-10-26 14:09:00
X4;27/10/2022;20,2;21,8;2022-10-27 13:08:00;18,8;2022-10-27 06:20:00;90;100;2022-10-27 23:30:00;64;2022-10-27 08:08:00;1020,8;1022,4;2022-10-27 22:00:00;1018,5;2022-10-27 01:00:00;0;10,6;1,8;82;5,9;2022-10-27 12:04:00;95;2022-10-27 12:04:00
X4;28/10/2022;19,3;22,8;2022-10-28 12:56:00;17,2;2022-10-28 06:00:00;94;100;2022-10-28 23:30:00;67;2022-10-28 13:03:00;1022;1023,5;2022-10-28 10:30:00;1021,1;2022-10-28 03:20:00;0;10,6;1,3;83;4,2;2022-10-28 13:59:00;134;2022-10-28 13:59:00
X4;29/10/2022;18,7;21;2022-10-29 14:39:00;17,1;2022-10-29 03:34:00;85;100;2022-10-29 21:16:00;56;2022-10-29 04:05:00;1019,5;1021,3;2022-10-29 00:00:00;1017,8;2022-10-29 23:56:00;0;6,6;1;71;3,9;2022-10-29 11:59:00;143;2022-10-29 11:59:00
