Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S004757    ,2,Eixample,10,Sant Antoni,127704,Floridablanca,0120 0120,Dijous,2022,8,Agost,4,Tarda,18,No és causa del  vianant,Motocicleta,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429929.65,4581495.02,2022-08-04,Not Holiday,2022S004757    ,Tarda,False,Res,Hivern,Estiu
2022S004754    ,9,Sant Andreu,59,el Bon Pastor,295709,Sant Adrià,0089 0091B,Dijous,2022,8,Agost,4,Tarda,19,No és causa del  vianant,Turisme,Dona,24,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,433465.26,4587675.0,2022-08-04,Not Holiday,2022S004754    ,Tarda,False,Res,Hivern,Estiu
2022S004755    ,4,Les Corts,19,les Corts,343903,Corts,0229 0229,Dijous,2022,8,Agost,4,Tarda,19,Desobeir el senyal del semàfor,Motocicleta,Dona,78,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427431.16,4582003.34,2022-08-04,Not Holiday,2022S004755    ,Tarda,False,Res,Hivern,Estiu
2022S004756    ,6,Gràcia,28,Vallcarca i els Penitents,279600,República Argentina,0264 0264,Dijous,2022,8,Agost,4,Tarda,21,No és causa del  vianant,Ciclomotor,Home,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428117.27,4585222.69,2022-08-04,Not Holiday,2022S004756    ,Tarda,False,Res,Hivern,Estiu
2022S004758    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,13909,Amigó,0045 0045,Divendres,2022,8,Agost,5,Nit,0,No és causa del  vianant,Motocicleta,Home,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428519.55,4583243.71,2022-08-05,Not Holiday,2022S004758    ,Oci,False,Res,Hivern,Estiu
2022S004759    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,0302 0302,Divendres,2022,8,Agost,5,Matí,6,No és causa del  vianant,Ciclomotor,Dona,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428682.9,4580655.12,2022-08-05,Not Holiday,2022S004759    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004760    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),870000,Divendres,2022,8,Agost,5,Matí,8,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,432900.47,4582345.91,2022-08-05,Not Holiday,2022S004760    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004761    ,3,Sants-Montjuïc,15,Hostafrancs,108700,Elisi,0038U0038U,Divendres,2022,8,Agost,5,Matí,8,No és causa del  vianant,Motocicleta,Home,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428567.13,4581349.17,2022-08-05,Not Holiday,2022S004761    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004762    ,9,Sant Andreu,61,la Sagrera,39709,Berenguer de Palou,0037 0037,Divendres,2022,8,Agost,5,Matí,9,No és causa del  vianant,Turisme,Home,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432547.94,4586327.83,2022-08-05,Not Holiday,2022S004762    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004763    ,6,Gràcia,31,la Vila de Gràcia,282401,Riera de Sant Miquel,0017 0017,Divendres,2022,8,Agost,5,Matí,11,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429628.33,4583429.43,2022-08-05,Not Holiday,2022S004763    ,Matí,False,Res,Hivern,Estiu
2022S004764    ,10,Sant Martí,70,el Besòs i el Maresme,44403,Bolívia,0340 0340,Divendres,2022,8,Agost,5,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433975.43,4585450.8,2022-08-05,Not Holiday,2022S004764    ,Matí,False,Res,Hivern,Estiu
2022S004765    ,10,Sant Martí,70,el Besòs i el Maresme,44403,Bolívia,0340 0340,Divendres,2022,8,Agost,5,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433975.43,4585450.8,2022-08-05,Not Holiday,2022S004765    ,Matí,False,Res,Hivern,Estiu
2022S004766    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,0134 0134,Divendres,2022,8,Agost,5,Matí,13,No és causa del  vianant,Ciclomotor,Home,57,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,428078.5,4584059.03,2022-08-05,Not Holiday,2022S004766    ,Matí,False,Res,Hivern,Estiu
2022S004767    ,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,0049 0051,Divendres,2022,8,Agost,5,Matí,13,Desobeir el senyal del semàfor,Turisme,Dona,16,Vianant,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,430430.93,4585118.99,2022-08-05,Not Holiday,2022S004767    ,Matí,False,Res,Hivern,Estiu
2022S004768    ,3,Sants-Montjuïc,18,Sants,48404,Brasil,0058 0060,Divendres,2022,8,Agost,5,Matí,13,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427304.66,4581433.69,2022-08-05,Not Holiday,2022S004768    ,Matí,False,Res,Hivern,Estiu
2022S004769    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,0127 0127,Divendres,2022,8,Agost,5,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429472.95,4582248.96,2022-08-05,Not Holiday,2022S004769    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004772    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700664,Arquitecte Sert,0003 0005,Divendres,2022,8,Agost,5,Tarda,16,No és causa del  vianant,Motocicleta,Home,57,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,433190.75,4582603.48,2022-08-05,Not Holiday,2022S004772    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004771    ,4,Les Corts,19,les Corts,144601,Diagonal,0632 0632,Divendres,2022,8,Agost,5,Tarda,17,No és causa del  vianant,Motocicleta,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit greu: hospitalització superior a 24h,427948.61,4582755.86,2022-08-05,Not Holiday,2022S004771    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004776    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0615 0615,Divendres,2022,8,Agost,5,Tarda,18,Creuar per fora pas de vianants,Motocicleta,Dona,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430613.89,4582617.56,2022-08-05,Not Holiday,2022S004776    ,Tarda,False,Res,Hivern,Estiu
2022S004773    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0114 0116,Divendres,2022,8,Agost,5,Tarda,19,No és causa del  vianant,Ciclomotor,Dona,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432157.22,4583115.25,2022-08-05,Not Holiday,2022S004773    ,Tarda,False,Res,Hivern,Estiu
2022S004774    ,4,Les Corts,19,les Corts,144601,Diagonal,0565X0565X,Divendres,2022,8,Agost,5,Tarda,20,No és causa del  vianant,Motocicleta,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,427745.48,4582601.84,2022-08-05,Not Holiday,2022S004774    ,Tarda,False,Res,Hivern,Estiu
2022S004778    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0322 0322,Dissabte,2022,8,Agost,6,Nit,5,No és causa del  vianant,Turisme,Home,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432153.08,4586451.8,2022-08-06,Not Holiday,2022S004778    ,Matinada,True,Res,Hivern,Estiu
2022S004777    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda,0038 0040,Dissabte,2022,8,Agost,6,Matí,7,No és causa del  vianant,Turisme,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429343.31,4581114.82,2022-08-06,Not Holiday,2022S004777    ,Entrada Feina,True,Res,Hivern,Estiu
2022S004779    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre,0219B0219B,Dissabte,2022,8,Agost,6,Matí,7,No és causa del  vianant,Turisme,Home,50,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428593.09,4584347.74,2022-08-06,Not Holiday,2022S004779    ,Entrada Feina,True,Res,Hivern,Estiu
2022S004780    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0136 0136,Dissabte,2022,8,Agost,6,Matí,9,No és causa del  vianant,Turisme,Dona,43,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit lleu: Rebutja assistència sanitària,428217.75,4579088.36,2022-08-06,Not Holiday,2022S004780    ,Entrada Feina,True,Res,Hivern,Estiu
2022S004781    ,2,Eixample,5,el Fort Pienc,73900,Castillejos,0156U0156U,Dissabte,2022,8,Agost,6,Matí,12,No és causa del  vianant,Ciclomotor,Dona,37,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432027.46,4583795.91,2022-08-06,Not Holiday,2022S004781    ,Matí,True,Res,Hivern,Estiu
2022S004782    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,123408,Lesseps,0031 0031,Dissabte,2022,8,Agost,6,Matí,12,No és causa del  vianant,Autobús,Dona,71,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429023.59,4584388.83,2022-08-06,Not Holiday,2022S004782    ,Matí,True,Res,Hivern,Estiu
2022S004784    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0604 0604,Dissabte,2022,8,Agost,6,Tarda,14,No és causa del  vianant,Motocicleta,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430307.64,4582245.3,2022-08-06,Not Holiday,2022S004784    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004788    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar,0011 0011,Dissabte,2022,8,Agost,6,Tarda,14,No és causa del  vianant,Motocicleta,Home,37,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,434230.44,4584378.21,2022-08-06,Not Holiday,2022S004788    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004785    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0535 0537,Dissabte,2022,8,Agost,6,Tarda,15,No és causa del  vianant,Turisme,Home,27,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429790.86,4581812.21,2022-08-06,Not Holiday,2022S004785    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004787    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0013 0013,Dissabte,2022,8,Agost,6,Tarda,16,No és causa del  vianant,Turisme,Dona,76,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,430028.51,4582178.88,2022-08-06,Not Holiday,2022S004787    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004790    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,111602,Escipió,0024 0032,Dissabte,2022,8,Agost,6,Tarda,17,No és causa del  vianant,Turisme,Home,88,Vianant,Fora del pas                                                                                                                                          ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428627.57,4584470.16,2022-08-06,Not Holiday,2022S004790    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004791    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0119 0121,Dissabte,2022,8,Agost,6,Tarda,17,No és causa del  vianant,Bicicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432692.0,4582419.76,2022-08-06,Not Holiday,2022S004791    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004789    ,4,Les Corts,19,les Corts,225306,Nau Santa Maria,0010 0010,Dissabte,2022,8,Agost,6,Tarda,20,No és causa del  vianant,Motocicleta,Dona,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427573.5,4582749.64,2022-08-06,Not Holiday,2022S004789    ,Tarda,True,Res,Hivern,Estiu
2022S004792    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0253 0253,Dissabte,2022,8,Agost,6,Tarda,21,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,3,Vianant,A la vorera / Andana                                                                                                                                  ,Altres activitats,Desconegut,Ferit lleu: Hospitalització fins a 24h,432111.77,4586046.45,2022-08-06,Not Holiday,2022S004792    ,Tarda,True,Res,Hivern,Estiu
2022S004793    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0175 0177,Diumenge,2022,8,Agost,7,Matí,7,No és causa del  vianant,Ciclomotor,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Rebutja assistència sanitària,429262.81,4581810.42,2022-08-07,Not Holiday,2022S004793    ,Entrada Feina,True,Res,Hivern,Estiu
2022S004795    ,8,Nou Barris,48,la Guineueta,351901,Valldaura,0135 0135,Diumenge,2022,8,Agost,7,Matí,11,No és causa del  vianant,Motocicleta,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430422.9,4588088.04,2022-08-07,Not Holiday,2022S004795    ,Matí,True,Res,Hivern,Estiu
2022S004798    ,10,Sant Martí,70,el Besòs i el Maresme,701610,Leonardo da Vinci,0004 0004,Diumenge,2022,8,Agost,7,Tarda,14,No és causa del  vianant,"Camió rígid <= 3,5 tones",Home,36,Vianant,En zona peatonal                                                                                                                                      ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,434943.79,4584856.84,2022-08-07,Not Holiday,2022S004798    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004801    ,1,Ciutat Vella,3,la Barceloneta,700911,Mar,0005 0005,Diumenge,2022,8,Agost,7,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,51,Vianant,En zona peatonal                                                                                                                                      ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432320.83,4580931.06,2022-08-07,Not Holiday,2022S004801    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004799    ,4,Les Corts,19,les Corts,162002,Josep Tarradellas,0139S0139S,Diumenge,2022,8,Agost,7,Tarda,16,No és causa del  vianant,Turisme,Dona,57,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428489.0,4582639.93,2022-08-07,Not Holiday,2022S004799    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004797    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,318804,Santaló,0058 0058,Diumenge,2022,8,Agost,7,Tarda,17,No és causa del  vianant,Turisme,Dona,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428590.15,4583350.49,2022-08-07,Not Holiday,2022S004797    ,Sortida Feina,True,Res,Hivern,Estiu
2022S004800    ,7,Horta-Guinardó,37,el Carmel,182600,Lluís Marià Vidal,0026 0026,Diumenge,2022,8,Agost,7,Tarda,18,No és causa del  vianant,Turisme,Home,2,Vianant,En pas sense regular                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,429655.07,4586406.06,2022-08-07,Not Holiday,2022S004800    ,Tarda,True,Res,Hivern,Estiu
2022S004804    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0361 0371,Diumenge,2022,8,Agost,7,Tarda,19,No és causa del  vianant,Turisme,Dona,42,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428831.97,4580872.86,2022-08-07,Not Holiday,2022S004804    ,Tarda,True,Res,Hivern,Estiu
2022S004806    ,9,Sant Andreu,62,el Congrés i els Indians,120909,Alexandre Galí,0070 0070,Diumenge,2022,8,Agost,7,Tarda,21,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,29,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431359.87,4586700.04,2022-08-07,Not Holiday,2022S004806    ,Tarda,True,Res,Hivern,Estiu
2022S004805    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0061 0061,Diumenge,2022,8,Agost,7,Nit,22,No és causa del  vianant,Ciclomotor,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430167.5,4582680.02,2022-08-07,Not Holiday,2022S004805    ,Oci,True,Res,Hivern,Estiu
2022S004808    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,0102 0102,Dilluns,2022,8,Agost,8,Nit,0,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit greu: hospitalització superior a 24h,430305.42,4583268.01,2022-08-08,Not Holiday,2022S004808    ,Oci,False,Res,Hivern,Estiu
2022S004810    ,2,Eixample,7,la Dreta de l'Eixample,222002,Mossèn Jacint Verdaguer,9999 9999,Dilluns,2022,8,Agost,8,Matí,8,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430706.56,4583594.99,2022-08-08,Not Holiday,2022S004810    ,Entrada Feina,False,Res,Hivern,Estiu
2022S004812    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0327 0327,Dilluns,2022,8,Agost,8,Matí,10,No és causa del  vianant,Motocicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428674.61,4580719.53,2022-08-08,Not Holiday,2022S004812    ,Matí,False,Res,Hivern,Estiu
2022S004813    ,4,Les Corts,19,les Corts,118306,Europa,0012 0012,Dilluns,2022,8,Agost,8,Matí,11,No és causa del  vianant,Motocicleta,Dona,64,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,427242.2,4582253.86,2022-08-08,Not Holiday,2022S004813    ,Matí,False,Res,Hivern,Estiu
2022S004820    ,2,Eixample,6,la Sagrada Família,350308,València,0503 0503,Dilluns,2022,8,Agost,8,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,431529.25,4584260.82,2022-08-08,Not Holiday,2022S004820    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004824    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0368B0368B,Dilluns,2022,8,Agost,8,Tarda,14,No és causa del  vianant,Bicicleta,Dona,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,430575.97,4583675.14,2022-08-08,Not Holiday,2022S004824    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004818    ,4,Les Corts,19,les Corts,144601,Diagonal,0597 0597,Dilluns,2022,8,Agost,8,Tarda,15,No és causa del  vianant,Motocicleta,Dona,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,427387.08,4582470.35,2022-08-08,Not Holiday,2022S004818    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004890    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0065 0065,Dilluns,2022,8,Agost,8,Tarda,15,No és causa del  vianant,Ciclomotor,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429004.53,4581602.22,2022-08-08,Not Holiday,2022S004890    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004819    ,10,Sant Martí,65,el Clot,153205,Guipúscoa,0010 0010,Dilluns,2022,8,Agost,8,Tarda,16,No és causa del  vianant,Ciclomotor,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit greu: hospitalització superior a 24h,432671.29,4585147.27,2022-08-08,Not Holiday,2022S004819    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004821    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0202 0202,Dilluns,2022,8,Agost,8,Tarda,16,No és causa del  vianant,Motocicleta,Dona,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429102.28,4582401.81,2022-08-08,Not Holiday,2022S004821    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004817    ,9,Sant Andreu,59,el Bon Pastor,134007,Fra Juníper Serra,9999 9999,Dilluns,2022,8,Agost,8,Tarda,17,No és causa del  vianant,Ciclomotor,Home,18,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,433742.78,4587272.97,2022-08-08,Not Holiday,2022S004817    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004825    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0090 0092,Dilluns,2022,8,Agost,8,Tarda,17,No és causa del  vianant,Motocicleta,Home,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429241.84,4581484.7,2022-08-08,Not Holiday,2022S004825    ,Sortida Feina,False,Res,Hivern,Estiu
2022S004823    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,0122 0122,Dilluns,2022,8,Agost,8,Tarda,18,No és causa del  vianant,Ciclomotor,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,427969.8,4583928.14,2022-08-08,Not Holiday,2022S004823    ,Tarda,False,Res,Hivern,Estiu
2022S004828    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0043 0043,Dilluns,2022,8,Agost,8,Tarda,18,No és causa del  vianant,Motocicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432397.74,4583942.75,2022-08-08,Not Holiday,2022S004828    ,Tarda,False,Res,Hivern,Estiu
2022S004822    ,6,Gràcia,31,la Vila de Gràcia,344000,Dalt,0014 0014,Dilluns,2022,8,Agost,8,Tarda,19,No és causa del  vianant,Ciclomotor,Dona,37,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429228.59,4584637.06,2022-08-08,Not Holiday,2022S004822    ,Tarda,False,Res,Hivern,Estiu
2022S004826    ,1,Ciutat Vella,1,el Raval,250904,Pelai,0032 0032,Dilluns,2022,8,Agost,8,Tarda,19,No és causa del  vianant,Motocicleta,Home,67,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,430453.1,4582104.21,2022-08-08,Not Holiday,2022S004826    ,Tarda,False,Res,Hivern,Estiu
2022S004827    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0491 0491,Dilluns,2022,8,Agost,8,Tarda,19,No és causa del  vianant,Bicicleta,Dona,18,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429554.17,4581580.3,2022-08-08,Not Holiday,2022S004827    ,Tarda,False,Res,Hivern,Estiu
2022S004829    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III,0047 0049,Dilluns,2022,8,Agost,8,Tarda,19,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,427158.96,4581802.78,2022-08-08,Not Holiday,2022S004829    ,Tarda,False,Res,Hivern,Estiu
2022S004850    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0655 0655,Dimarts,2022,8,Agost,9,Nit,1,No és causa del  vianant,Ciclomotor,Dona,21,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430942.6,4582939.19,2022-08-09,Not Holiday,2022S004850    ,Oci,False,Res,Hivern,Estiu
2022S004830    ,3,Sants-Montjuïc,17,Sants - Badal,45202,Bonsoms,0041 0041,Dimarts,2022,8,Agost,9,Nit,5,No és causa del  vianant,Motocicleta,Dona,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,426939.71,4580837.3,2022-08-09,Not Holiday,2022S004830    ,Matinada,False,Res,Hivern,Estiu
2022S004831    ,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,0169 0169,Dimarts,2022,8,Agost,9,Matí,8,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,431687.33,4586402.97,2022-08-09,Not Holiday,2022S004831    ,Entrada Feina,False,Res,Hivern,Estiu
