Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S000001    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,0198B0198B,Dissabte,2022,1,Gener,1,Nit,1,No és causa del  vianant,Motocicleta,Dona,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428502.72,4582056.71,2022-01-01,Vacation,2022S000001    ,Oci,True,Res,Hivern,Hivern
2022S000002    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0294B0294B,Dissabte,2022,1,Gener,1,Nit,1,No és causa del  vianant,Motocicleta,Dona,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430409.2,4583691.07,2022-01-01,Vacation,2022S000002    ,Oci,True,Res,Hivern,Hivern
2022S000003    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,0092 0094,Dissabte,2022,1,Gener,1,Tarda,15,No és causa del  vianant,Bicicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428869.16,4582000.36,2022-01-01,Vacation,2022S000003    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000004    ,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,0030B0030B,Dissabte,2022,1,Gener,1,Tarda,16,No és causa del  vianant,Motocicleta,Home,37,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430243.82,4584996.8,2022-01-01,Vacation,2022S000004    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000007    ,4,Les Corts,19,les Corts,144601,Diagonal,0609 0615,Dissabte,2022,1,Gener,1,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,427253.12,4582427.17,2022-01-01,Vacation,2022S000007    ,Tarda,True,Res,Hivern,Hivern
2022S000009    ,1,Ciutat Vella,2,el Barri Gòtic,130403,Fontanella,0022 0022,Diumenge,2022,1,Gener,2,Matí,13,No és causa del  vianant,Bicicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,430931.9,4582397.17,2022-01-02,Not Holiday,2022S000009    ,Matí,True,Res,Hivern,Hivern
2022S000010    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0129 0129,Diumenge,2022,1,Gener,2,Tarda,14,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,426781.01,4581440.14,2022-01-02,Not Holiday,2022S000010    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000011    ,9,Sant Andreu,63,Navas,194406,Maragall,0094 0096,Diumenge,2022,1,Gener,2,Tarda,16,No és causa del  vianant,Bicicleta,Dona,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431644.69,4585837.25,2022-01-02,Not Holiday,2022S000011    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000012    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova,0014 0016,Diumenge,2022,1,Gener,2,Tarda,17,No és causa del  vianant,Motocicleta,Dona,31,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427499.27,4584358.76,2022-01-02,Not Holiday,2022S000012    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000013    ,5,Sarrià-Sant Gervasi,23,Sarrià,28000,Augusta,0323 0323,Diumenge,2022,1,Gener,2,Tarda,18,No és causa del  vianant,Furgoneta,Dona,36,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,426839.02,4583691.93,2022-01-02,Not Holiday,2022S000013    ,Tarda,True,Res,Hivern,Hivern
2022S000014    ,3,Sants-Montjuïc,18,Sants,312400,Sants,0019 0019,Diumenge,2022,1,Gener,2,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,7,Vianant,En zona peatonal                                                                                                                                      ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,428177.3,4580971.64,2022-01-02,Not Holiday,2022S000014    ,Tarda,True,Res,Hivern,Hivern
2022S000015    ,7,Horta-Guinardó,36,la Font d'en Fargues,248800,Pedrell,0154 0156,Diumenge,2022,1,Gener,2,Tarda,20,No és causa del  vianant,Turisme,Dona,16,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,429954.19,4586334.77,2022-01-02,Not Holiday,2022S000015    ,Tarda,True,Res,Hivern,Hivern
2022S000016    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0263 0263,Diumenge,2022,1,Gener,2,Tarda,20,No és causa del  vianant,Motocicleta,Dona,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429933.45,4583269.65,2022-01-02,Not Holiday,2022S000016    ,Tarda,True,Res,Hivern,Hivern
2022S000017    ,7,Horta-Guinardó,35,el Guinardó,14107,Amílcar,0098 0100,Diumenge,2022,1,Gener,2,Tarda,21,Creuar per fora pas de vianants,Turisme,Dona,49,Vianant,Fora del pas                                                                                                                                          ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430947.86,4586434.58,2022-01-02,Not Holiday,2022S000017    ,Tarda,True,Res,Hivern,Hivern
2022S000018    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,332204,Tavern,0042 0046,Diumenge,2022,1,Gener,2,Nit,23,No és causa del  vianant,Motocicleta,Home,20,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428523.25,4583664.82,2022-01-02,Not Holiday,2022S000018    ,Oci,True,Res,Hivern,Hivern
2022S000019    ,1,Ciutat Vella,1,el Raval,269108,Portal de la Pau,0002 0002,Dilluns,2022,1,Gener,3,Matí,8,No és causa del  vianant,Bicicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,431229.39,4581076.77,2022-01-03,Not Holiday,2022S000019    ,Entrada Feina,False,Res,Hivern,Hivern
2022S000021    ,9,Sant Andreu,59,el Bon Pastor,701177,Monterrey,0001 0001,Dilluns,2022,1,Gener,3,Matí,10,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,433767.29,4588494.32,2022-01-03,Not Holiday,2022S000021    ,Matí,False,Res,Hivern,Hivern
2022S000020    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0297 0297,Dilluns,2022,1,Gener,3,Matí,11,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Mort (dins 24h posteriors accident),430506.02,4583080.73,2022-01-03,Not Holiday,2022S000020    ,Matí,False,Res,Hivern,Hivern
2022S000022    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0072S0072S,Dilluns,2022,1,Gener,3,Matí,11,No és causa del  vianant,Autobús,Dona,65,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430174.51,4582962.76,2022-01-03,Not Holiday,2022S000022    ,Matí,False,Res,Hivern,Hivern
2022S000023    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0124 0124,Dilluns,2022,1,Gener,3,Matí,13,No és causa del  vianant,Motocicleta,Dona,38,Conductor,En pas regulat per semàfor                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427002.05,4581591.47,2022-01-03,Not Holiday,2022S000023    ,Matí,False,Res,Hivern,Hivern
2022S000024    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre,0137 0139,Dilluns,2022,1,Gener,3,Tarda,14,No és causa del  vianant,Motocicleta,Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427992.0,4584009.75,2022-01-03,Not Holiday,2022S000024    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000026    ,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),140000,Dilluns,2022,1,Gener,3,Tarda,14,No és causa del  vianant,Motocicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433892.17,4588287.89,2022-01-03,Not Holiday,2022S000026    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000027    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,320704,Sarrià,0018 0018,Dilluns,2022,1,Gener,3,Tarda,15,No és causa del  vianant,Motocicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428532.59,4582672.59,2022-01-03,Not Holiday,2022S000027    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000029    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0814 0814,Dilluns,2022,1,Gener,3,Tarda,18,No és causa del  vianant,Motocicleta,Home,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431857.14,4583752.58,2022-01-03,Not Holiday,2022S000029    ,Tarda,False,Res,Hivern,Hivern
2022S000030    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0103 0103,Dilluns,2022,1,Gener,3,Tarda,18,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429867.52,4583236.8,2022-01-03,Not Holiday,2022S000030    ,Tarda,False,Res,Hivern,Hivern
2022S000032    ,3,Sants-Montjuïc,11,el Poble-sec,86301,Concòrdia,0003 0003,Dilluns,2022,1,Gener,3,Tarda,19,No és causa del  vianant,Motocicleta,Dona,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,429903.68,4580803.37,2022-01-03,Not Holiday,2022S000032    ,Tarda,False,Res,Hivern,Hivern
2022S000033    ,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),1600000,Dilluns,2022,1,Gener,3,Tarda,19,No és causa del  vianant,Turisme,Home,13,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432696.87,4588930.56,2022-01-03,Not Holiday,2022S000033    ,Tarda,False,Res,Hivern,Hivern
2022S000034    ,4,Les Corts,19,les Corts,231502,Numància,0124 0124,Dilluns,2022,1,Gener,3,Tarda,19,No és causa del  vianant,Ciclomotor,Dona,25,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427792.9,4582292.66,2022-01-03,Not Holiday,2022S000034    ,Tarda,False,Res,Hivern,Hivern
2022S000035    ,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya,0009 0009,Dilluns,2022,1,Gener,3,Tarda,19,No és causa del  vianant,Bicicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430605.51,4582330.16,2022-01-03,Not Holiday,2022S000035    ,Tarda,False,Res,Hivern,Hivern
2022S000073    ,3,Sants-Montjuïc,11,el Poble-sec,701618,Bella Dorita,0001 0001X,Dilluns,2022,1,Gener,3,Tarda,20,No és causa del  vianant,Bicicleta,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,430441.88,4580907.88,2022-01-03,Not Holiday,2022S000073    ,Tarda,False,Res,Hivern,Hivern
2022S000036    ,9,Sant Andreu,60,Sant Andreu,701267,Dalt (Besòs),"1,00E+00",Dilluns,2022,1,Gener,3,Tarda,21,No és causa del  vianant,Turisme,Dona,27,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432483.81,4588874.37,2022-01-03,Not Holiday,2022S000036    ,Tarda,False,Res,Hivern,Hivern
2022S000037    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Antonio López,9999 9999,Dimarts,2022,1,Gener,4,Nit,0,No és causa del  vianant,Ciclomotor,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431666.41,4581603.15,2022-01-04,Not Holiday,2022S000037    ,Oci,False,Res,Hivern,Hivern
2022S000038    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,46103,Bori i Fontestà,0031 0031,Dimarts,2022,1,Gener,4,Matí,9,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,428059.67,4582929.01,2022-01-04,Not Holiday,2022S000038    ,Entrada Feina,False,Res,Hivern,Hivern
2022S000039    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0680X0680X,Dimarts,2022,1,Gener,4,Matí,13,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,426812.69,4582391.29,2022-01-04,Not Holiday,2022S000039    ,Matí,False,Res,Hivern,Hivern
2022S000040    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0082 0088,Dimarts,2022,1,Gener,4,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,432297.6,4582960.99,2022-01-04,Not Holiday,2022S000040    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000041    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,44709,Bonanova,0109 0109,Dimarts,2022,1,Gener,4,Tarda,16,No és causa del  vianant,Turisme,Home,18,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,426831.23,4583845.81,2022-01-04,Not Holiday,2022S000041    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000042    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader,0088 0088,Dimarts,2022,1,Gener,4,Tarda,16,No és causa del  vianant,Bicicleta,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,432704.05,4582077.65,2022-01-04,Not Holiday,2022S000042    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000043    ,3,Sants-Montjuïc,18,Sants,235208,Olzinelles,0002B0002B,Dimarts,2022,1,Gener,4,Tarda,17,No és causa del  vianant,Autobús,Home,73,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427849.64,4580976.96,2022-01-04,Not Holiday,2022S000043    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000044    ,2,Eixample,5,el Fort Pienc,144601,Diagonal,9994 9994,Dimarts,2022,1,Gener,4,Tarda,19,No és causa del  vianant,Turisme,Dona,33,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431167.21,4583735.85,2022-01-04,Not Holiday,2022S000044    ,Tarda,False,Res,Hivern,Hivern
2022S000045    ,8,Nou Barris,45,Porta,209900,Meridiana,0441 0473,Dimarts,2022,1,Gener,4,Tarda,20,No és causa del  vianant,Motocicleta,Home,23,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431958.92,4587888.62,2022-01-04,Not Holiday,2022S000045    ,Tarda,False,Res,Hivern,Hivern
2022S000083    ,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0011 0011,Dimarts,2022,1,Gener,4,Tarda,20,No és causa del  vianant,Autobús,Dona,36,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432150.05,4581522.97,2022-01-04,Not Holiday,2022S000083    ,Tarda,False,Res,Hivern,Hivern
2022S000047    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0788 0788,Dimecres,2022,1,Gener,5,Nit,5,No és causa del  vianant,"Camió rígid <= 3,5 tones",Home,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,431739.19,4583645.44,2022-01-05,Not Holiday,2022S000047    ,Matinada,False,Sortida Pont,Hivern,Hivern
2022S000046    ,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,0049 0051,Dimecres,2022,1,Gener,5,Matí,6,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433358.66,4586671.86,2022-01-05,Not Holiday,2022S000046    ,Entrada Feina,False,Sortida Pont,Hivern,Hivern
2022S000049    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,0195 0195,Dimecres,2022,1,Gener,5,Matí,8,No és causa del  vianant,Motocicleta,Home,58,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429616.0,4582576.47,2022-01-05,Not Holiday,2022S000049    ,Entrada Feina,False,Sortida Pont,Hivern,Hivern
2022S000050    ,8,Nou Barris,55,Ciutat Meridiana,351606,Vallcivera,0001F0001F,Dimecres,2022,1,Gener,5,Matí,8,No és causa del  vianant,Autobús,Dona,49,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431589.86,4590503.68,2022-01-05,Not Holiday,2022S000050    ,Entrada Feina,False,Sortida Pont,Hivern,Hivern
2022S000051    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,152508,Guillem Tell,0047 0047,Dimecres,2022,1,Gener,5,Matí,11,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,428869.17,4583925.62,2022-01-05,Not Holiday,2022S000051    ,Matí,False,Sortida Pont,Hivern,Hivern
2022S000052    ,4,Les Corts,19,les Corts,343903,Corts,0199 0209,Dimecres,2022,1,Gener,5,Matí,11,No és causa del  vianant,Autobús,Dona,81,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427301.52,4581892.37,2022-01-05,Not Holiday,2022S000052    ,Matí,False,Sortida Pont,Hivern,Hivern
2022S000054    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0342 0342,Dimecres,2022,1,Gener,5,Matí,11,No és causa del  vianant,Autobús,Dona,74,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432060.58,4586656.8,2022-01-05,Not Holiday,2022S000054    ,Matí,False,Sortida Pont,Hivern,Hivern
2022S000053    ,9,Sant Andreu,59,el Bon Pastor,331700,Tàrrega,0019 0019,Dimecres,2022,1,Gener,5,Tarda,14,No és causa del  vianant,Ciclomotor,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,433596.95,4587834.68,2022-01-05,Not Holiday,2022S000053    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000058    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),870000,Dimecres,2022,1,Gener,5,Tarda,14,No és causa del  vianant,Turisme,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427279.47,4585097.5,2022-01-05,Not Holiday,2022S000058    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000055    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0283 0285,Dimecres,2022,1,Gener,5,Tarda,15,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430414.02,4582990.45,2022-01-05,Not Holiday,2022S000055    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000057    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0226 0226,Dimecres,2022,1,Gener,5,Tarda,15,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,427956.62,4579576.46,2022-01-05,Not Holiday,2022S000057    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000059    ,3,Sants-Montjuïc,17,Sants - Badal,187207,Madrid,0044 0044,Dimecres,2022,1,Gener,5,Tarda,15,No és causa del  vianant,Bicicleta,Home,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Transport professional de mercaderies,Ferit lleu: Amb assistència sanitària en lloc d'accident,426948.02,4581185.33,2022-01-05,Not Holiday,2022S000059    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000060    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0518 0518,Dimecres,2022,1,Gener,5,Tarda,15,No és causa del  vianant,Motocicleta,Home,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431675.48,4584557.86,2022-01-05,Not Holiday,2022S000060    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000063    ,2,Eixample,7,la Dreta de l'Eixample,350308,València,0371 0371,Dimecres,2022,1,Gener,5,Tarda,15,No és causa del  vianant,Motocicleta,Dona,39,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430859.12,4583607.3,2022-01-05,Not Holiday,2022S000063    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000061    ,4,Les Corts,19,les Corts,320704,Sarrià,0067 0067,Dimecres,2022,1,Gener,5,Tarda,16,No és causa del  vianant,Motocicleta,Dona,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428280.29,4582698.06,2022-01-05,Not Holiday,2022S000061    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000064    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0213 0213,Dimecres,2022,1,Gener,5,Tarda,17,No és causa del  vianant,Bicicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429128.36,4583528.7,2022-01-05,Not Holiday,2022S000064    ,Sortida Feina,False,Sortida Pont,Hivern,Hivern
2022S000065    ,10,Sant Martí,65,el Clot,346402,Trinxant,0010 0012,Dimecres,2022,1,Gener,5,Tarda,21,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432168.69,4585180.09,2022-01-05,Not Holiday,2022S000065    ,Tarda,False,Sortida Pont,Hivern,Hivern
2022S000066    ,2,Eixample,7,la Dreta de l'Eixample,350308,València,0371 0371,Dimecres,2022,1,Gener,5,Nit,22,No és causa del  vianant,Motocicleta,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430859.12,4583607.3,2022-01-05,Not Holiday,2022S000066    ,Oci,False,Sortida Pont,Hivern,Hivern
2022S000067    ,2,Eixample,6,la Sagrada Família,268003,Provença,0397 0397,Dimecres,2022,1,Gener,5,Nit,23,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,26,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,430861.46,4583987.15,2022-01-05,Not Holiday,2022S000067    ,Oci,False,Sortida Pont,Hivern,Hivern
2022S000068    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Isaac Newton,0042 0042,Dijous,2022,1,Gener,6,Nit,5,No és causa del  vianant,Turisme,Home,54,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,427764.25,4585334.63,2022-01-06,Vacation,2022S000068    ,Matinada,True,Res,Hivern,Hivern
2022S000069    ,2,Eixample,5,el Fort Pienc,305100,Sant Joan,0016 0016,Dijous,2022,1,Gener,6,Matí,9,No és causa del  vianant,Turisme,Home,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431498.62,4582830.22,2022-01-06,Vacation,2022S000069    ,Entrada Feina,True,Res,Hivern,Hivern
2022S000070    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,0138 0138,Dijous,2022,1,Gener,6,Matí,12,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428099.89,4584078.29,2022-01-06,Vacation,2022S000070    ,Matí,True,Res,Hivern,Hivern
2022S000071    ,7,Horta-Guinardó,35,el Guinardó,297001,Sant Antoni Maria Claret,0239 0241,Dijous,2022,1,Gener,6,Matí,12,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431584.59,4585440.38,2022-01-06,Vacation,2022S000071    ,Matí,True,Res,Hivern,Hivern
2022S000074    ,2,Eixample,6,la Sagrada Família,73900,Castillejos,0284 0284,Dijous,2022,1,Gener,6,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,74,Vianant,En pas sense regular                                                                                                                                  ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,431317.55,4584533.05,2022-01-06,Vacation,2022S000074    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000077    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,169205,José de Agulló,0011 0011,Dijous,2022,1,Gener,6,Tarda,16,No és causa del  vianant,Bicicleta,Dona,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427673.08,4583224.88,2022-01-06,Vacation,2022S000077    ,Sortida Feina,True,Res,Hivern,Hivern
